"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","136","Fetch all users in an organization","QA|Nova Bank - Infopool","Wed Nov 26 18:47:17 UTC 2025","broken","Wed Nov 26 18:47:17 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","139","Get all Issues","QA|Nova Bank - Infopool","Wed Nov 26 18:47:02 UTC 2025","broken","Wed Nov 26 18:47:02 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","139","No email - Forgot Password","QA|Nova Bank - Infopool","Wed Nov 26 18:46:54 UTC 2025","broken","Wed Nov 26 18:46:54 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","146","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Wed Nov 26 18:47:03 UTC 2025","broken","Wed Nov 26 18:47:03 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","142","Get profile roles - successful","QA|Nova Bank - Infopool","Wed Nov 26 18:46:56 UTC 2025","broken","Wed Nov 26 18:46:56 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","144","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Wed Nov 26 18:47:13 UTC 2025","broken","Wed Nov 26 18:47:13 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","141","Get permission by ID - No auth","QA|Nova Bank - Infopool","Wed Nov 26 18:47:20 UTC 2025","broken","Wed Nov 26 18:47:20 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"Update an existing report","137","Update Report - No auth","QA|Nova Bank - Infopool","Wed Nov 26 18:47:24 UTC 2025","broken","Wed Nov 26 18:47:24 UTC 2025","v1 > Report > Update Report","Bank Admin","",""
"","142","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Wed Nov 26 18:47:13 UTC 2025","broken","Wed Nov 26 18:47:13 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","137","Fetch Customer Comments","QA|Nova Bank - Infopool","Wed Nov 26 18:47:05 UTC 2025","broken","Wed Nov 26 18:47:05 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","142","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Wed Nov 26 18:47:05 UTC 2025","broken","Wed Nov 26 18:47:05 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","148","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Wed Nov 26 18:47:00 UTC 2025","broken","Wed Nov 26 18:47:01 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","142","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Wed Nov 26 18:47:01 UTC 2025","broken","Wed Nov 26 18:47:01 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","139","Fetch all organizations","QA|Nova Bank - Infopool","Wed Nov 26 18:47:14 UTC 2025","broken","Wed Nov 26 18:47:14 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"Delete a report (soft delete)","141","Delete Report","QA|Nova Bank - Infopool","Wed Nov 26 18:47:24 UTC 2025","broken","Wed Nov 26 18:47:24 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"Delete a report (soft delete)","139","Delete Report -No auth","QA|Nova Bank - Infopool","Wed Nov 26 18:47:24 UTC 2025","broken","Wed Nov 26 18:47:25 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","147","Logout session - no session","QA|Nova Bank - Infopool","Wed Nov 26 18:47:21 UTC 2025","broken","Wed Nov 26 18:47:21 UTC 2025","v1 > Logout","Bank Admin","",""
"","145","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Wed Nov 26 18:47:16 UTC 2025","broken","Wed Nov 26 18:47:16 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","143","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed Nov 26 18:47:06 UTC 2025","broken","Wed Nov 26 18:47:06 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","141","Create roles - empty name field","QA|Nova Bank - Infopool","Wed Nov 26 18:47:19 UTC 2025","broken","Wed Nov 26 18:47:19 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","146","Update organization details by ID - successful","QA|Nova Bank - Infopool","Wed Nov 26 18:47:15 UTC 2025","broken","Wed Nov 26 18:47:15 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","136","Fetch user by ID - successful","QA|Nova Bank - Infopool","Wed Nov 26 18:47:10 UTC 2025","broken","Wed Nov 26 18:47:10 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","143","Export Report Data - No auth","QA|Nova Bank - Infopool","Wed Nov 26 18:47:25 UTC 2025","broken","Wed Nov 26 18:47:26 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","142","category by id","QA|Nova Bank - Infopool","Wed Nov 26 18:47:21 UTC 2025","broken","Wed Nov 26 18:47:21 UTC 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","140","Get role by ID - successful","QA|Nova Bank - Infopool","Wed Nov 26 18:47:19 UTC 2025","broken","Wed Nov 26 18:47:19 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","136","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Wed Nov 26 18:47:00 UTC 2025","broken","Wed Nov 26 18:47:00 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","142","Update user - no auth","QA|Nova Bank - Infopool","Wed Nov 26 18:47:11 UTC 2025","broken","Wed Nov 26 18:47:11 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","140","Create roles","QA|Nova Bank - Infopool","Wed Nov 26 18:47:18 UTC 2025","broken","Wed Nov 26 18:47:18 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","135","update role","QA|Nova Bank - Infopool","Wed Nov 26 18:47:12 UTC 2025","broken","Wed Nov 26 18:47:12 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","140","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Wed Nov 26 18:47:01 UTC 2025","broken","Wed Nov 26 18:47:01 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","143","Create organization - name already exists","QA|Nova Bank - Infopool","Wed Nov 26 18:47:13 UTC 2025","broken","Wed Nov 26 18:47:13 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","142","Create organization - empty mis code","QA|Nova Bank - Infopool","Wed Nov 26 18:47:14 UTC 2025","broken","Wed Nov 26 18:47:14 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","135","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Wed Nov 26 18:47:17 UTC 2025","broken","Wed Nov 26 18:47:17 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","140","Create roles - No auth","QA|Nova Bank - Infopool","Wed Nov 26 18:47:18 UTC 2025","broken","Wed Nov 26 18:47:19 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","140","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed Nov 26 18:47:04 UTC 2025","broken","Wed Nov 26 18:47:04 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","144","Empty current password - Change password","QA|Nova Bank - Infopool","Wed Nov 26 18:46:57 UTC 2025","broken","Wed Nov 26 18:46:57 UTC 2025","v1 > Profile > Password","Bank User","",""
"","139","No Auth - Update definition","QA|Nova Bank - Infopool","Wed Nov 26 18:47:10 UTC 2025","broken","Wed Nov 26 18:47:10 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","142","Health","QA|Nova Bank - Infopool","Wed Nov 26 18:47:09 UTC 2025","broken","Wed Nov 26 18:47:09 UTC 2025","v1 > Health","Bank Admin","",""
"","136","No Auth - Get all permissions","QA|Nova Bank - Infopool","Wed Nov 26 18:47:20 UTC 2025","broken","Wed Nov 26 18:47:20 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","140","Update profile - Invalid file size","QA|Nova Bank - Infopool","Wed Nov 26 18:46:59 UTC 2025","broken","Wed Nov 26 18:46:59 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","143","No Auth - Get all definitions","QA|Nova Bank - Infopool","Wed Nov 26 18:47:09 UTC 2025","broken","Wed Nov 26 18:47:09 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","148","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Wed Nov 26 18:47:25 UTC 2025","broken","Wed Nov 26 18:47:25 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","137","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Wed Nov 26 18:47:03 UTC 2025","broken","Wed Nov 26 18:47:03 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","143","Get single definition","QA|Nova Bank - Infopool","Wed Nov 26 18:47:09 UTC 2025","broken","Wed Nov 26 18:47:09 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","138","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Wed Nov 26 18:47:26 UTC 2025","broken","Wed Nov 26 18:47:26 UTC 2025","","corporate Adjustment","",""
"","136","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Wed Nov 26 18:47:16 UTC 2025","broken","Wed Nov 26 18:47:16 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","155","Invalid credentials","QA|Nova Bank - Infopool","Wed Nov 26 18:46:54 UTC 2025","broken","Wed Nov 26 18:46:54 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"Get a specific report by ID","137","Get Report by ID - No auth","QA|Nova Bank - Infopool","Wed Nov 26 18:47:23 UTC 2025","broken","Wed Nov 26 18:47:23 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","137","search Corporate Adjustment","QA|Nova Bank - Infopool","Wed Nov 26 18:47:26 UTC 2025","broken","Wed Nov 26 18:47:26 UTC 2025","","corporate Adjustment","",""
"Get a paginated list of reports with optional filtering","136","Get Reports Stats","QA|Nova Bank - Infopool","Wed Nov 26 18:47:22 UTC 2025","broken","Wed Nov 26 18:47:22 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","138","verify OTP","QA|Nova Bank - Infopool","Wed Nov 26 18:46:56 UTC 2025","broken","Wed Nov 26 18:46:56 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","141","No auth - get user role","QA|Nova Bank - Infopool","Wed Nov 26 18:47:12 UTC 2025","broken","Wed Nov 26 18:47:12 UTC 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","144","No auth - get all category","QA|Nova Bank - Infopool","Wed Nov 26 18:47:21 UTC 2025","broken","Wed Nov 26 18:47:21 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","138","Fetch Customers Channels","QA|Nova Bank - Infopool","Wed Nov 26 18:47:08 UTC 2025","broken","Wed Nov 26 18:47:08 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"Create a new report","135","Create Report - Empty category","QA|Nova Bank - Infopool","Wed Nov 26 18:47:24 UTC 2025","broken","Wed Nov 26 18:47:24 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","142","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Wed Nov 26 18:47:13 UTC 2025","broken","Wed Nov 26 18:47:14 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","145","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Wed Nov 26 18:47:15 UTC 2025","broken","Wed Nov 26 18:47:15 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","140","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Wed Nov 26 18:47:17 UTC 2025","broken","Wed Nov 26 18:47:18 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","141","No auth - managers","QA|Nova Bank - Infopool","Wed Nov 26 18:47:18 UTC 2025","broken","Wed Nov 26 18:47:18 UTC 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","139","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Wed Nov 26 18:47:07 UTC 2025","broken","Wed Nov 26 18:47:07 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","146","Export Report Data","QA|Nova Bank - Infopool","Wed Nov 26 18:47:25 UTC 2025","broken","Wed Nov 26 18:47:25 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","149","Create organization - empty description","QA|Nova Bank - Infopool","Wed Nov 26 18:47:13 UTC 2025","broken","Wed Nov 26 18:47:13 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","138","Create organization - empty city value","QA|Nova Bank - Infopool","Wed Nov 26 18:47:14 UTC 2025","broken","Wed Nov 26 18:47:14 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","146","Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Nov 26 18:46:55 UTC 2025","broken","Wed Nov 26 18:46:55 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","154","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Wed Nov 26 18:47:15 UTC 2025","broken","Wed Nov 26 18:47:16 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","147","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Wed Nov 26 18:47:01 UTC 2025","broken","Wed Nov 26 18:47:01 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","139","Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed Nov 26 18:47:08 UTC 2025","broken","Wed Nov 26 18:47:08 UTC 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","135","Search Customers","QA|Nova Bank - Infopool","Wed Nov 26 18:47:06 UTC 2025","broken","Wed Nov 26 18:47:06 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","145","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Wed Nov 26 18:47:02 UTC 2025","broken","Wed Nov 26 18:47:03 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","134","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Wed Nov 26 18:47:20 UTC 2025","broken","Wed Nov 26 18:47:20 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","144","Empty new password - Change password","QA|Nova Bank - Infopool","Wed Nov 26 18:46:57 UTC 2025","broken","Wed Nov 26 18:46:57 UTC 2025","v1 > Profile > Password","Bank User","",""
"","160","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Wed Nov 26 18:46:55 UTC 2025","broken","Wed Nov 26 18:46:55 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","157","Invalid email format","QA|Nova Bank - Infopool","Wed Nov 26 18:46:54 UTC 2025","broken","Wed Nov 26 18:46:54 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","152","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Nov 26 18:46:55 UTC 2025","broken","Wed Nov 26 18:46:55 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","144","Get permission by ID - successful","QA|Nova Bank - Infopool","Wed Nov 26 18:47:20 UTC 2025","broken","Wed Nov 26 18:47:20 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","144","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Wed Nov 26 18:47:25 UTC 2025","broken","Wed Nov 26 18:47:25 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","144","No_auth_add_comments","QA|Nova Bank - Infopool","Wed Nov 26 18:47:04 UTC 2025","broken","Wed Nov 26 18:47:05 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"Create a new report","142","Create Report - No auth","QA|Nova Bank - Infopool","Wed Nov 26 18:47:23 UTC 2025","broken","Wed Nov 26 18:47:24 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","141","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Wed Nov 26 18:47:07 UTC 2025","broken","Wed Nov 26 18:47:08 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","144","Fetch Customer By ID","QA|Nova Bank - Infopool","Wed Nov 26 18:47:06 UTC 2025","broken","Wed Nov 26 18:47:07 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","143","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Wed Nov 26 18:47:26 UTC 2025","broken","Wed Nov 26 18:47:26 UTC 2025","","corporate Adjustment","",""
"","137","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Wed Nov 26 18:47:08 UTC 2025","broken","Wed Nov 26 18:47:08 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","144","Get role by ID - no auth","QA|Nova Bank - Infopool","Wed Nov 26 18:47:20 UTC 2025","broken","Wed Nov 26 18:47:20 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","136","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Wed Nov 26 18:47:22 UTC 2025","broken","Wed Nov 26 18:47:22 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","143","Create_issue_without_attachment","QA|Nova Bank - Infopool","Wed Nov 26 18:47:02 UTC 2025","broken","Wed Nov 26 18:47:02 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","141","No Auth - Get all Issues","QA|Nova Bank - Infopool","Wed Nov 26 18:47:02 UTC 2025","broken","Wed Nov 26 18:47:02 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","142","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Wed Nov 26 18:47:05 UTC 2025","broken","Wed Nov 26 18:47:06 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","142","Fetch Customers Transactions","QA|Nova Bank - Infopool","Wed Nov 26 18:47:07 UTC 2025","broken","Wed Nov 26 18:47:07 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","137","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Wed Nov 26 18:47:18 UTC 2025","broken","Wed Nov 26 18:47:18 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","139","successful dashboard embed","QA|Nova Bank - Infopool","Wed Nov 26 18:47:08 UTC 2025","broken","Wed Nov 26 18:47:09 UTC 2025","embed dashboard","Bank User","",""
"","136","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Wed Nov 26 18:47:16 UTC 2025","broken","Wed Nov 26 18:47:16 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get a specific report by ID","148","Get Report by ID","QA|Nova Bank - Infopool","Wed Nov 26 18:47:22 UTC 2025","broken","Wed Nov 26 18:47:23 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","147","No Auth - Update Issue","QA|Nova Bank - Infopool","Wed Nov 26 18:47:03 UTC 2025","broken","Wed Nov 26 18:47:03 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","136","add_comment_successfully","QA|Nova Bank - Infopool","Wed Nov 26 18:47:04 UTC 2025","broken","Wed Nov 26 18:47:04 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","141","get all category","QA|Nova Bank - Infopool","Wed Nov 26 18:47:20 UTC 2025","broken","Wed Nov 26 18:47:21 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","142","Get events - invalid end date","QA|Nova Bank - Infopool","Wed Nov 26 18:46:59 UTC 2025","broken","Wed Nov 26 18:46:59 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","136","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed Nov 26 18:47:04 UTC 2025","broken","Wed Nov 26 18:47:04 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","137","Update profile - no auth","QA|Nova Bank - Infopool","Wed Nov 26 18:46:58 UTC 2025","broken","Wed Nov 26 18:46:58 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","142","No auth - Create  organization","QA|Nova Bank - Infopool","Wed Nov 26 18:47:12 UTC 2025","broken","Wed Nov 26 18:47:12 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","138","Get profile roles - No Auth","QA|Nova Bank - Infopool","Wed Nov 26 18:46:56 UTC 2025","broken","Wed Nov 26 18:46:57 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","136","Update definition","QA|Nova Bank - Infopool","Wed Nov 26 18:47:09 UTC 2025","broken","Wed Nov 26 18:47:10 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Create a new report","137","Create Report","QA|Nova Bank - Infopool","Wed Nov 26 18:47:23 UTC 2025","broken","Wed Nov 26 18:47:23 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","138","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Wed Nov 26 18:46:59 UTC 2025","broken","Wed Nov 26 18:47:00 UTC 2025","v1 > Audit trail > Event","Bank User","",""
