"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","89","Update Customer Comment Copy","QA|Nova Bank - Infopool","Sun May 25 15:26:55 GMT 2025","passed","Sun May 25 15:26:55 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","82","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun May 25 15:26:58 GMT 2025","failed","Sun May 25 15:26:58 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","81","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sun May 25 15:27:08 GMT 2025","passed","Sun May 25 15:27:08 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","82","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun May 25 15:27:08 GMT 2025","failed","Sun May 25 15:27:08 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","81","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sun May 25 15:26:53 GMT 2025","failed","Sun May 25 15:26:53 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","81","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun May 25 15:27:09 GMT 2025","failed","Sun May 25 15:27:09 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","85","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun May 25 15:26:48 GMT 2025","passed","Sun May 25 15:26:48 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","79","No Auth - Get all permissions","QA|Nova Bank - Infopool","Sun May 25 15:27:10 GMT 2025","passed","Sun May 25 15:27:10 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","81","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun May 25 15:26:56 GMT 2025","failed","Sun May 25 15:26:56 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","125","verifyOTP","QA|Nova Bank - Infopool","Sun May 25 15:26:47 GMT 2025","passed","Sun May 25 15:26:47 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"Update an existing report","81","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun May 25 15:27:12 GMT 2025","failed","Sun May 25 15:27:12 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","81","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun May 25 15:27:07 GMT 2025","failed","Sun May 25 15:27:08 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","80","Health","QA|Nova Bank - Infopool","Sun May 25 15:26:57 GMT 2025","passed","Sun May 25 15:26:57 GMT 2025","v1 > Health","Bank Admin","",""
"","81","Remove user from an organization - successful","QA|Nova Bank - Infopool","Sun May 25 15:27:08 GMT 2025","failed","Sun May 25 15:27:08 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","88","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun May 25 15:26:48 GMT 2025","passed","Sun May 25 15:26:48 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","89","Fetch all organizations","QA|Nova Bank - Infopool","Sun May 25 15:27:00 GMT 2025","failed","Sun May 25 15:27:00 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","82","Empty new password - Change password","QA|Nova Bank - Infopool","Sun May 25 15:26:49 GMT 2025","failed","Sun May 25 15:26:49 GMT 2025","v1 > Profile > Password","Bank User","",""
"","83","Update definition","QA|Nova Bank - Infopool","Sun May 25 15:26:58 GMT 2025","failed","Sun May 25 15:26:58 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","82","Export Report Data - No auth","QA|Nova Bank - Infopool","Sun May 25 15:27:13 GMT 2025","passed","Sun May 25 15:27:13 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","79","No auth - category by id","QA|Nova Bank - Infopool","Sun May 25 15:27:10 GMT 2025","passed","Sun May 25 15:27:10 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","81","Get role by ID - no auth","QA|Nova Bank - Infopool","Sun May 25 15:27:10 GMT 2025","passed","Sun May 25 15:27:10 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"Create a new report","82","Create Report - Empty category","QA|Nova Bank - Infopool","Sun May 25 15:27:12 GMT 2025","failed","Sun May 25 15:27:12 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","89","Logout session successfully","QA|Nova Bank - Infopool","Sun May 25 15:27:10 GMT 2025","failed","Sun May 25 15:27:11 GMT 2025","v1 > Logout","Bank Admin","",""
"","83","Change password - successful","QA|Nova Bank - Infopool","Sun May 25 15:26:49 GMT 2025","failed","Sun May 25 15:26:49 GMT 2025","v1 > Profile > Password","Bank User","",""
"","84","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun May 25 15:26:48 GMT 2025","passed","Sun May 25 15:26:48 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","80","No auth - get all category","QA|Nova Bank - Infopool","Sun May 25 15:27:10 GMT 2025","passed","Sun May 25 15:27:10 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","81","Get role by ID - successful","QA|Nova Bank - Infopool","Sun May 25 15:27:09 GMT 2025","failed","Sun May 25 15:27:10 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","82","Create organization - empty mis code","QA|Nova Bank - Infopool","Sun May 25 15:27:00 GMT 2025","failed","Sun May 25 15:27:00 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","81","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Sun May 25 15:26:55 GMT 2025","passed","Sun May 25 15:26:55 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"Get a paginated list of reports with optional filtering","82","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Sun May 25 15:27:11 GMT 2025","failed","Sun May 25 15:27:11 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","83","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Sun May 25 15:27:13 GMT 2025","failed","Sun May 25 15:27:13 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","82","Get single definition","QA|Nova Bank - Infopool","Sun May 25 15:26:57 GMT 2025","failed","Sun May 25 15:26:57 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","81","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Sun May 25 15:27:13 GMT 2025","failed","Sun May 25 15:27:13 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","79","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun May 25 15:26:57 GMT 2025","passed","Sun May 25 15:26:57 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","80","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Sun May 25 15:26:56 GMT 2025","failed","Sun May 25 15:26:56 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"Get a paginated list of reports with optional filtering","81","Get Reports Stats","QA|Nova Bank - Infopool","Sun May 25 15:27:11 GMT 2025","failed","Sun May 25 15:27:11 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","82","Create  organization","QA|Nova Bank - Infopool","Sun May 25 15:26:59 GMT 2025","failed","Sun May 25 15:26:59 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","79","managers","QA|Nova Bank - Infopool","Sun May 25 15:27:09 GMT 2025","failed","Sun May 25 15:27:09 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","82","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun May 25 15:26:55 GMT 2025","failed","Sun May 25 15:26:55 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","85","Update profile - no phone number","QA|Nova Bank - Infopool","Sun May 25 15:26:50 GMT 2025","failed","Sun May 25 15:26:50 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","80","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sun May 25 15:26:57 GMT 2025","failed","Sun May 25 15:26:58 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Delete a report (soft delete)","80","Delete Report - Invalid id","QA|Nova Bank - Infopool","Sun May 25 15:27:13 GMT 2025","failed","Sun May 25 15:27:13 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","100","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun May 25 15:26:58 GMT 2025","passed","Sun May 25 15:26:58 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","82","Update Issue","QA|Nova Bank - Infopool","Sun May 25 15:26:54 GMT 2025","failed","Sun May 25 15:26:54 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","242","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Sun May 25 15:26:53 GMT 2025","failed","Sun May 25 15:26:53 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","81","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun May 25 15:26:54 GMT 2025","failed","Sun May 25 15:26:54 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","83","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sun May 25 15:26:49 GMT 2025","passed","Sun May 25 15:26:49 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","80","Update user - successful","QA|Nova Bank - Infopool","Sun May 25 15:26:58 GMT 2025","failed","Sun May 25 15:26:58 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","85","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun May 25 15:26:58 GMT 2025","passed","Sun May 25 15:26:58 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","89","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun May 25 15:27:10 GMT 2025","failed","Sun May 25 15:27:10 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","82","audit trail","QA|Nova Bank - Infopool","Sun May 25 15:26:51 GMT 2025","failed","Sun May 25 15:26:51 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","85","Update profile","QA|Nova Bank - Infopool","Sun May 25 15:26:50 GMT 2025","failed","Sun May 25 15:26:50 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","85","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Sun May 25 15:26:54 GMT 2025","passed","Sun May 25 15:26:54 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Get a specific report by ID","79","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Sun May 25 15:27:12 GMT 2025","passed","Sun May 25 15:27:12 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","82","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun May 25 15:26:54 GMT 2025","passed","Sun May 25 15:26:54 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","81","Export Report Data","QA|Nova Bank - Infopool","Sun May 25 15:27:13 GMT 2025","failed","Sun May 25 15:27:13 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","119","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun May 25 15:26:48 GMT 2025","passed","Sun May 25 15:26:48 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","87","Get events - invalid start date","QA|Nova Bank - Infopool","Sun May 25 15:26:51 GMT 2025","failed","Sun May 25 15:26:51 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","81","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Sun May 25 15:27:13 GMT 2025","failed","Sun May 25 15:27:13 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Get a paginated list of reports with optional filtering","80","Get Report Objects - Question","QA|Nova Bank - Infopool","Sun May 25 15:27:11 GMT 2025","failed","Sun May 25 15:27:11 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","656","Successful login","QA|Nova Bank - Infopool","Sun May 25 15:26:46 GMT 2025","passed","Sun May 25 15:26:47 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","79","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun May 25 15:26:56 GMT 2025","failed","Sun May 25 15:26:56 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","79","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun May 25 15:26:57 GMT 2025","passed","Sun May 25 15:26:57 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","80","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun May 25 15:26:54 GMT 2025","passed","Sun May 25 15:26:54 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","78","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun May 25 15:27:08 GMT 2025","passed","Sun May 25 15:27:08 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","94","Get profile roles - successful","QA|Nova Bank - Infopool","Sun May 25 15:26:49 GMT 2025","passed","Sun May 25 15:26:49 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","83","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun May 25 15:27:00 GMT 2025","failed","Sun May 25 15:27:00 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","81","Get profile - successfully","QA|Nova Bank - Infopool","Sun May 25 15:26:49 GMT 2025","failed","Sun May 25 15:26:49 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","81","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Sun May 25 15:27:10 GMT 2025","failed","Sun May 25 15:27:10 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","83","Create organization - no name","QA|Nova Bank - Infopool","Sun May 25 15:26:59 GMT 2025","failed","Sun May 25 15:27:00 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","83","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Sun May 25 15:27:08 GMT 2025","failed","Sun May 25 15:27:08 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","80","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun May 25 15:26:57 GMT 2025","passed","Sun May 25 15:26:57 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","84","Get events - no auth","QA|Nova Bank - Infopool","Sun May 25 15:26:50 GMT 2025","passed","Sun May 25 15:26:50 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"Delete a report (soft delete)","83","Delete Report","QA|Nova Bank - Infopool","Sun May 25 15:27:12 GMT 2025","failed","Sun May 25 15:27:13 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","81","Weak password - Change password","QA|Nova Bank - Infopool","Sun May 25 15:26:49 GMT 2025","failed","Sun May 25 15:26:49 GMT 2025","v1 > Profile > Password","Bank User","",""
"","80","Search Customers","QA|Nova Bank - Infopool","Sun May 25 15:26:56 GMT 2025","failed","Sun May 25 15:26:56 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","8","New Request","QA|Nova Bank - Infopool","Sun May 25 15:26:58 GMT 2025","broken","Sun May 25 15:26:58 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","83","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun May 25 15:26:59 GMT 2025","failed","Sun May 25 15:26:59 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","79","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun May 25 15:26:57 GMT 2025","failed","Sun May 25 15:26:57 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","80","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun May 25 15:27:08 GMT 2025","failed","Sun May 25 15:27:08 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","79","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun May 25 15:27:10 GMT 2025","failed","Sun May 25 15:27:10 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","84","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun May 25 15:26:54 GMT 2025","passed","Sun May 25 15:26:54 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","80","Update role status - role does not exist","QA|Nova Bank - Infopool","Sun May 25 15:27:09 GMT 2025","failed","Sun May 25 15:27:09 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"Get a paginated list of reports with optional filtering","81","Get Reports - No auth","QA|Nova Bank - Infopool","Sun May 25 15:27:11 GMT 2025","passed","Sun May 25 15:27:11 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","80","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun May 25 15:27:07 GMT 2025","passed","Sun May 25 15:27:07 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","79","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun May 25 15:26:58 GMT 2025","passed","Sun May 25 15:26:58 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","82","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sun May 25 15:27:08 GMT 2025","failed","Sun May 25 15:27:08 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","79","get all category","QA|Nova Bank - Infopool","Sun May 25 15:27:10 GMT 2025","failed","Sun May 25 15:27:10 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","83","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun May 25 15:26:54 GMT 2025","failed","Sun May 25 15:26:54 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","77","Get permission by ID - No auth","QA|Nova Bank - Infopool","Sun May 25 15:27:10 GMT 2025","passed","Sun May 25 15:27:10 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","86","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun May 25 15:26:51 GMT 2025","passed","Sun May 25 15:26:51 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","82","Get Issue by ID","QA|Nova Bank - Infopool","Sun May 25 15:26:53 GMT 2025","failed","Sun May 25 15:26:53 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
