"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","69","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Wed Dec 10 18:52:52 UTC 2025","broken","Wed Dec 10 18:52:52 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","61","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Wed Dec 10 18:52:43 UTC 2025","broken","Wed Dec 10 18:52:43 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","76","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Wed Dec 10 18:52:51 UTC 2025","broken","Wed Dec 10 18:52:51 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","77","Get profile roles - successful","QA|Nova Bank - Infopool","Wed Dec 10 18:52:42 UTC 2025","broken","Wed Dec 10 18:52:42 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","67","Update profile - invalid phone number","QA|Nova Bank - Infopool","Wed Dec 10 18:52:43 UTC 2025","broken","Wed Dec 10 18:52:43 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","60","Weak password - Change password","QA|Nova Bank - Infopool","Wed Dec 10 18:52:42 UTC 2025","broken","Wed Dec 10 18:52:42 UTC 2025","v1 > Profile > Password","Bank User","",""
"","82","Export Report Data - No auth","QA|Nova Bank - Infopool","Wed Dec 10 18:52:56 UTC 2025","broken","Wed Dec 10 18:52:56 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","120","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Dec 10 18:52:41 UTC 2025","broken","Wed Dec 10 18:52:41 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","58","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Wed Dec 10 18:52:44 UTC 2025","broken","Wed Dec 10 18:52:44 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Delete a report (soft delete)","58","Delete Report","QA|Nova Bank - Infopool","Wed Dec 10 18:52:56 UTC 2025","broken","Wed Dec 10 18:52:56 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","74","Get role by ID - successful","QA|Nova Bank - Infopool","Wed Dec 10 18:52:53 UTC 2025","broken","Wed Dec 10 18:52:53 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","56","Update organization details by ID - successful","QA|Nova Bank - Infopool","Wed Dec 10 18:52:51 UTC 2025","broken","Wed Dec 10 18:52:51 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","60","Fetch Customer By ID","QA|Nova Bank - Infopool","Wed Dec 10 18:52:47 UTC 2025","broken","Wed Dec 10 18:52:47 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","78","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Wed Dec 10 18:52:46 UTC 2025","broken","Wed Dec 10 18:52:46 UTC 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","62","Export Report Data","QA|Nova Bank - Infopool","Wed Dec 10 18:52:56 UTC 2025","broken","Wed Dec 10 18:52:56 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","72","Fetch Customers Channels","QA|Nova Bank - Infopool","Wed Dec 10 18:52:48 UTC 2025","broken","Wed Dec 10 18:52:48 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","75","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Wed Dec 10 18:52:47 UTC 2025","broken","Wed Dec 10 18:52:48 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","58","Empty fields - Update definition","QA|Nova Bank - Infopool","Wed Dec 10 18:52:49 UTC 2025","broken","Wed Dec 10 18:52:49 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","56","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Wed Dec 10 18:52:45 UTC 2025","broken","Wed Dec 10 18:52:45 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","64","Invalid name - Search Customers","QA|Nova Bank - Infopool","Wed Dec 10 18:52:47 UTC 2025","broken","Wed Dec 10 18:52:47 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","81","Create organization - no country ID","QA|Nova Bank - Infopool","Wed Dec 10 18:52:50 UTC 2025","broken","Wed Dec 10 18:52:50 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","77","resend_invitation_toUser","QA|Nova Bank - Infopool","Wed Dec 10 18:52:44 UTC 2025","broken","Wed Dec 10 18:52:44 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","68","add_comment_successfully","QA|Nova Bank - Infopool","Wed Dec 10 18:52:46 UTC 2025","broken","Wed Dec 10 18:52:46 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","82","Fetch Customers Transactions","QA|Nova Bank - Infopool","Wed Dec 10 18:52:47 UTC 2025","broken","Wed Dec 10 18:52:47 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","108","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Wed Dec 10 18:52:41 UTC 2025","broken","Wed Dec 10 18:52:41 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","76","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Wed Dec 10 18:52:47 UTC 2025","broken","Wed Dec 10 18:52:47 UTC 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","81","Create organization - empty mis code","QA|Nova Bank - Infopool","Wed Dec 10 18:52:51 UTC 2025","broken","Wed Dec 10 18:52:51 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","61","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Wed Dec 10 18:52:47 UTC 2025","broken","Wed Dec 10 18:52:47 UTC 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","71","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Wed Dec 10 18:52:44 UTC 2025","broken","Wed Dec 10 18:52:45 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","75","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Wed Dec 10 18:52:54 UTC 2025","broken","Wed Dec 10 18:52:54 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","110","Empty new password - Change password","QA|Nova Bank - Infopool","Wed Dec 10 18:52:42 UTC 2025","broken","Wed Dec 10 18:52:42 UTC 2025","v1 > Profile > Password","Bank User","",""
"","56","Create organization - empty street value","QA|Nova Bank - Infopool","Wed Dec 10 18:52:51 UTC 2025","broken","Wed Dec 10 18:52:51 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","76","Create roles - No auth","QA|Nova Bank - Infopool","Wed Dec 10 18:52:53 UTC 2025","broken","Wed Dec 10 18:52:53 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","71","Update Customer Comment","QA|Nova Bank - Infopool","Wed Dec 10 18:52:46 UTC 2025","broken","Wed Dec 10 18:52:46 UTC 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","56","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Wed Dec 10 18:52:52 UTC 2025","broken","Wed Dec 10 18:52:52 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","60","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Dec 10 18:52:41 UTC 2025","broken","Wed Dec 10 18:52:41 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","62","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed Dec 10 18:52:46 UTC 2025","broken","Wed Dec 10 18:52:46 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","62","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed Dec 10 18:52:52 UTC 2025","broken","Wed Dec 10 18:52:52 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","79","Update profile - no phone number","QA|Nova Bank - Infopool","Wed Dec 10 18:52:43 UTC 2025","broken","Wed Dec 10 18:52:43 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","73","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed Dec 10 18:52:52 UTC 2025","broken","Wed Dec 10 18:52:52 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","83","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Wed Dec 10 18:52:41 UTC 2025","broken","Wed Dec 10 18:52:42 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","75","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Wed Dec 10 18:52:52 UTC 2025","broken","Wed Dec 10 18:52:52 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","81","No Auth - Fetch all users","QA|Nova Bank - Infopool","Wed Dec 10 18:52:49 UTC 2025","broken","Wed Dec 10 18:52:49 UTC 2025","v1 > Users > Fetch users","Bank Admin","",""
"","66","Update profile - Invalid file size","QA|Nova Bank - Infopool","Wed Dec 10 18:52:43 UTC 2025","broken","Wed Dec 10 18:52:43 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","81","Get all Issues","QA|Nova Bank - Infopool","Wed Dec 10 18:52:45 UTC 2025","broken","Wed Dec 10 18:52:45 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","67","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Wed Dec 10 18:52:53 UTC 2025","broken","Wed Dec 10 18:52:53 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","79","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Wed Dec 10 18:52:52 UTC 2025","broken","Wed Dec 10 18:52:52 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","78","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed Dec 10 18:52:48 UTC 2025","broken","Wed Dec 10 18:52:48 UTC 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","76","No auth - Create  organization","QA|Nova Bank - Infopool","Wed Dec 10 18:52:50 UTC 2025","broken","Wed Dec 10 18:52:50 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","111","Invalid credentials","QA|Nova Bank - Infopool","Wed Dec 10 18:52:40 UTC 2025","broken","Wed Dec 10 18:52:40 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","60","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Wed Dec 10 18:52:45 UTC 2025","broken","Wed Dec 10 18:52:45 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","116","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Wed Dec 10 18:52:46 UTC 2025","broken","Wed Dec 10 18:52:46 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","78","Get profile - user not logged in","QA|Nova Bank - Infopool","Wed Dec 10 18:52:43 UTC 2025","broken","Wed Dec 10 18:52:43 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","56","Role does not exist - update role","QA|Nova Bank - Infopool","Wed Dec 10 18:52:50 UTC 2025","broken","Wed Dec 10 18:52:50 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","86","Get permission by ID - No auth","QA|Nova Bank - Infopool","Wed Dec 10 18:52:54 UTC 2025","broken","Wed Dec 10 18:52:54 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"Update an existing report","71","Update Report","QA|Nova Bank - Infopool","Wed Dec 10 18:52:56 UTC 2025","broken","Wed Dec 10 18:52:56 UTC 2025","v1 > Report > Update Report","Bank Admin","",""
"","75","category by id","QA|Nova Bank - Infopool","Wed Dec 10 18:52:54 UTC 2025","broken","Wed Dec 10 18:52:54 UTC 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","77","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed Dec 10 18:52:46 UTC 2025","broken","Wed Dec 10 18:52:46 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","75","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Wed Dec 10 18:52:46 UTC 2025","broken","Wed Dec 10 18:52:47 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","80","verifyOTP","QA|Nova Bank - Infopool","Wed Dec 10 18:52:40 UTC 2025","broken","Wed Dec 10 18:52:40 UTC 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","94","Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Dec 10 18:52:41 UTC 2025","broken","Wed Dec 10 18:52:41 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","150","No auth - Create a New Issue","QA|Nova Bank - Infopool","Wed Dec 10 18:52:44 UTC 2025","broken","Wed Dec 10 18:52:44 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","60","Create organization - empty description","QA|Nova Bank - Infopool","Wed Dec 10 18:52:50 UTC 2025","broken","Wed Dec 10 18:52:50 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","58","Get all definitions","QA|Nova Bank - Infopool","Wed Dec 10 18:52:48 UTC 2025","broken","Wed Dec 10 18:52:48 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","53","audit-search","QA|Nova Bank - Infopool","Wed Dec 10 18:52:44 UTC 2025","broken","Wed Dec 10 18:52:44 UTC 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","80","Add Comment to Issue","QA|Nova Bank - Infopool","Wed Dec 10 18:52:45 UTC 2025","broken","Wed Dec 10 18:52:45 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","61","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Wed Dec 10 18:52:44 UTC 2025","broken","Wed Dec 10 18:52:44 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","75","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Wed Dec 10 18:52:44 UTC 2025","broken","Wed Dec 10 18:52:44 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","59","Search Customers","QA|Nova Bank - Infopool","Wed Dec 10 18:52:47 UTC 2025","broken","Wed Dec 10 18:52:47 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","76","Get single definition","QA|Nova Bank - Infopool","Wed Dec 10 18:52:48 UTC 2025","broken","Wed Dec 10 18:52:48 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","67","Get Reports","QA|Nova Bank - Infopool","Wed Dec 10 18:52:54 UTC 2025","broken","Wed Dec 10 18:52:54 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","59","Get Issue by ID","QA|Nova Bank - Infopool","Wed Dec 10 18:52:45 UTC 2025","broken","Wed Dec 10 18:52:45 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","73","successful dashboard embed","QA|Nova Bank - Infopool","Wed Dec 10 18:52:48 UTC 2025","broken","Wed Dec 10 18:52:48 UTC 2025","embed dashboard","Bank User","",""
"","57","Update user - invalid action","QA|Nova Bank - Infopool","Wed Dec 10 18:52:49 UTC 2025","broken","Wed Dec 10 18:52:49 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","64","No Auth - Update definition","QA|Nova Bank - Infopool","Wed Dec 10 18:52:49 UTC 2025","broken","Wed Dec 10 18:52:49 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","77","No auth - get all category","QA|Nova Bank - Infopool","Wed Dec 10 18:52:54 UTC 2025","broken","Wed Dec 10 18:52:54 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","61","Fetch user by ID - successful","QA|Nova Bank - Infopool","Wed Dec 10 18:52:49 UTC 2025","broken","Wed Dec 10 18:52:49 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","77","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Wed Dec 10 18:52:49 UTC 2025","broken","Wed Dec 10 18:52:49 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","74","No Auth - Change password","QA|Nova Bank - Infopool","Wed Dec 10 18:52:42 UTC 2025","broken","Wed Dec 10 18:52:42 UTC 2025","v1 > Profile > Password","Bank User","",""
"Delete a report (soft delete)","54","Delete Report -No auth","QA|Nova Bank - Infopool","Wed Dec 10 18:52:56 UTC 2025","broken","Wed Dec 10 18:52:56 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","74","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Wed Dec 10 18:52:50 UTC 2025","broken","Wed Dec 10 18:52:50 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Create a new report","57","Create Report - No auth","QA|Nova Bank - Infopool","Wed Dec 10 18:52:55 UTC 2025","broken","Wed Dec 10 18:52:55 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","61","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Wed Dec 10 18:52:44 UTC 2025","broken","Wed Dec 10 18:52:44 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","83","Get roles - No Auth","QA|Nova Bank - Infopool","Wed Dec 10 18:52:53 UTC 2025","broken","Wed Dec 10 18:52:53 UTC 2025","v1 > Roles > Get roles","Bank Admin","",""
"Delete a report (soft delete)","60","Delete Report - Invalid id","QA|Nova Bank - Infopool","Wed Dec 10 18:52:56 UTC 2025","broken","Wed Dec 10 18:52:56 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","55","Update user - empty action field","QA|Nova Bank - Infopool","Wed Dec 10 18:52:49 UTC 2025","broken","Wed Dec 10 18:52:49 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","105","Invalid email format","QA|Nova Bank - Infopool","Wed Dec 10 18:52:40 UTC 2025","broken","Wed Dec 10 18:52:40 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","67","Invalid current password - Change password","QA|Nova Bank - Infopool","Wed Dec 10 18:52:42 UTC 2025","broken","Wed Dec 10 18:52:42 UTC 2025","v1 > Profile > Password","Bank User","",""
"","61","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Wed Dec 10 18:52:49 UTC 2025","broken","Wed Dec 10 18:52:49 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","74","No Auth - Get all definitions","QA|Nova Bank - Infopool","Wed Dec 10 18:52:48 UTC 2025","broken","Wed Dec 10 18:52:48 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","60","Create  organization","QA|Nova Bank - Infopool","Wed Dec 10 18:52:50 UTC 2025","broken","Wed Dec 10 18:52:50 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","64","No Auth - Get all permissions","QA|Nova Bank - Infopool","Wed Dec 10 18:52:54 UTC 2025","broken","Wed Dec 10 18:52:54 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","81","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Wed Dec 10 18:52:42 UTC 2025","broken","Wed Dec 10 18:52:42 UTC 2025","v1 > Profile > Roles","Bank User","",""
"Create a new report","61","Create Report - Duplicate name","QA|Nova Bank - Infopool","Wed Dec 10 18:52:55 UTC 2025","broken","Wed Dec 10 18:52:56 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","76","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed Dec 10 18:52:47 UTC 2025","broken","Wed Dec 10 18:52:47 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","78","Fetch all users in an organization","QA|Nova Bank - Infopool","Wed Dec 10 18:52:52 UTC 2025","broken","Wed Dec 10 18:52:52 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","75","Update role status - role does not exist","QA|Nova Bank - Infopool","Wed Dec 10 18:52:53 UTC 2025","broken","Wed Dec 10 18:52:53 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"","73","No auth - get user role","QA|Nova Bank - Infopool","Wed Dec 10 18:52:50 UTC 2025","broken","Wed Dec 10 18:52:50 UTC 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","81","Add user to an organization - no auth","QA|Nova Bank - Infopool","Wed Dec 10 18:52:52 UTC 2025","broken","Wed Dec 10 18:52:52 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","57","Update Issue","QA|Nova Bank - Infopool","Wed Dec 10 18:52:45 UTC 2025","broken","Wed Dec 10 18:52:45 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","77","Send user invitation token - successful","QA|Nova Bank - Infopool","Wed Dec 10 18:52:44 UTC 2025","broken","Wed Dec 10 18:52:44 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","61","Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed Dec 10 18:52:48 UTC 2025","broken","Wed Dec 10 18:52:48 UTC 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","56","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Dec 10 18:52:41 UTC 2025","broken","Wed Dec 10 18:52:41 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","58","No auth - managers","QA|Nova Bank - Infopool","Wed Dec 10 18:52:53 UTC 2025","broken","Wed Dec 10 18:52:53 UTC 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","119","Add attachment to issue","QA|Nova Bank - Infopool","Wed Dec 10 18:52:45 UTC 2025","broken","Wed Dec 10 18:52:46 UTC 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
