"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","74","Get single definition","QA|Nova Bank - Infopool","Fri Feb 27 19:23:30 UTC 2026","broken","Fri Feb 27 19:23:30 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Create a new report","74","Create Report - Duplicate name","QA|Nova Bank - Infopool","Fri Feb 27 19:23:37 UTC 2026","broken","Fri Feb 27 19:23:37 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"Get a paginated list of reports with optional filtering","58","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Fri Feb 27 19:23:36 UTC 2026","broken","Fri Feb 27 19:23:36 UTC 2026","v1 > Report > Get Report Object","Bank Admin","",""
"Update an existing report","53","Update Report - Invalid id","QA|Nova Bank - Infopool","Fri Feb 27 19:23:37 UTC 2026","broken","Fri Feb 27 19:23:37 UTC 2026","v1 > Report > Update Report","Bank Admin","",""
"","73","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Fri Feb 27 19:23:30 UTC 2026","broken","Fri Feb 27 19:23:30 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Get a specific report by ID","73","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Fri Feb 27 19:23:37 UTC 2026","broken","Fri Feb 27 19:23:37 UTC 2026","v1 > Report > Get Report by UUID","Bank Admin","",""
"","80","No Auth - Update definition","QA|Nova Bank - Infopool","Fri Feb 27 19:23:30 UTC 2026","broken","Fri Feb 27 19:23:30 UTC 2026","v1 > Static Definitions > Update definition","Bank Admin","",""
"","74","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Fri Feb 27 19:23:28 UTC 2026","broken","Fri Feb 27 19:23:28 UTC 2026","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","59","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Fri Feb 27 19:23:30 UTC 2026","broken","Fri Feb 27 19:23:31 UTC 2026","v1 > Users > Fetch user by ID","Bank Admin","",""
"","65","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Fri Feb 27 19:23:27 UTC 2026","broken","Fri Feb 27 19:23:27 UTC 2026","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","136","Change password - successful","QA|Nova Bank - Infopool","Fri Feb 27 19:23:24 UTC 2026","broken","Fri Feb 27 19:23:24 UTC 2026","v1 > Profile > Password","Bank User","",""
"","76","No Auth - Update Issue","QA|Nova Bank - Infopool","Fri Feb 27 19:23:27 UTC 2026","broken","Fri Feb 27 19:23:27 UTC 2026","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","80","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Fri Feb 27 19:23:26 UTC 2026","broken","Fri Feb 27 19:23:26 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","58","No Auth - Fetch all users","QA|Nova Bank - Infopool","Fri Feb 27 19:23:31 UTC 2026","broken","Fri Feb 27 19:23:31 UTC 2026","v1 > Users > Fetch users","Bank Admin","",""
"","53","Role does not exist - update role","QA|Nova Bank - Infopool","Fri Feb 27 19:23:31 UTC 2026","broken","Fri Feb 27 19:23:31 UTC 2026","v1 > Users > Role > Update role","Bank Admin","",""
"","74","Create organization - empty city value","QA|Nova Bank - Infopool","Fri Feb 27 19:23:32 UTC 2026","broken","Fri Feb 27 19:23:32 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","55","No auth - update role","QA|Nova Bank - Infopool","Fri Feb 27 19:23:31 UTC 2026","broken","Fri Feb 27 19:23:31 UTC 2026","v1 > Users > Role > Update role","Bank Admin","",""
"","58","Fetch all organizations","QA|Nova Bank - Infopool","Fri Feb 27 19:23:32 UTC 2026","broken","Fri Feb 27 19:23:32 UTC 2026","v1 > Organizations > Fetch organization","Bank Admin","",""
"","57","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Fri Feb 27 19:23:34 UTC 2026","broken","Fri Feb 27 19:23:34 UTC 2026","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","59","No email - Forgot Password","QA|Nova Bank - Infopool","Fri Feb 27 19:23:22 UTC 2026","broken","Fri Feb 27 19:23:23 UTC 2026","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","54","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Fri Feb 27 19:23:29 UTC 2026","broken","Fri Feb 27 19:23:29 UTC 2026","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","73","Search Customers","QA|Nova Bank - Infopool","Fri Feb 27 19:23:28 UTC 2026","broken","Fri Feb 27 19:23:28 UTC 2026","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","73","Get events - no auth","QA|Nova Bank - Infopool","Fri Feb 27 19:23:25 UTC 2026","broken","Fri Feb 27 19:23:25 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"","86","Get profile - No Auth","QA|Nova Bank - Infopool","Fri Feb 27 19:23:24 UTC 2026","broken","Fri Feb 27 19:23:24 UTC 2026","v1 > Profile > Get profile","Bank User","",""
"","110","Update profile - Invalid file size","QA|Nova Bank - Infopool","Fri Feb 27 19:23:25 UTC 2026","broken","Fri Feb 27 19:23:25 UTC 2026","v1 > Profile > update profile image","Bank User","",""
"","78","Update profile - invalid phone number","QA|Nova Bank - Infopool","Fri Feb 27 19:23:25 UTC 2026","broken","Fri Feb 27 19:23:25 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"","120","verifyOTP","QA|Nova Bank - Infopool","Fri Feb 27 19:23:22 UTC 2026","broken","Fri Feb 27 19:23:22 UTC 2026","v1 > Auth > Session > verify OTP","Bank User","",""
"","73","No auth - get user role","QA|Nova Bank - Infopool","Fri Feb 27 19:23:31 UTC 2026","broken","Fri Feb 27 19:23:31 UTC 2026","v1 > Users > Role > Get role","Bank Admin","",""
"","73","Weak password - Change password","QA|Nova Bank - Infopool","Fri Feb 27 19:23:24 UTC 2026","broken","Fri Feb 27 19:23:24 UTC 2026","v1 > Profile > Password","Bank User","",""
"","55","Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Feb 27 19:23:28 UTC 2026","broken","Fri Feb 27 19:23:28 UTC 2026","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","60","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Feb 27 19:23:34 UTC 2026","broken","Fri Feb 27 19:23:34 UTC 2026","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","54","Export Report Data - No auth","QA|Nova Bank - Infopool","Fri Feb 27 19:23:38 UTC 2026","broken","Fri Feb 27 19:23:38 UTC 2026","v1 > Report > Export Report Data","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","83","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Feb 27 19:23:23 UTC 2026","broken","Fri Feb 27 19:23:23 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","74","Fetch all users","QA|Nova Bank - Infopool","Fri Feb 27 19:23:31 UTC 2026","broken","Fri Feb 27 19:23:31 UTC 2026","v1 > Users > Fetch users","Bank Admin","",""
"","54","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Fri Feb 27 19:23:29 UTC 2026","broken","Fri Feb 27 19:23:29 UTC 2026","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","74","Search Customers","QA|Nova Bank - Infopool","Fri Feb 27 19:23:28 UTC 2026","broken","Fri Feb 27 19:23:28 UTC 2026","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","73","Health","QA|Nova Bank - Infopool","Fri Feb 27 19:23:30 UTC 2026","broken","Fri Feb 27 19:23:30 UTC 2026","v1 > Health","Bank Admin","",""
"","51","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Fri Feb 27 19:23:28 UTC 2026","broken","Fri Feb 27 19:23:28 UTC 2026","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","74","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Fri Feb 27 19:23:28 UTC 2026","broken","Fri Feb 27 19:23:28 UTC 2026","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","73","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Fri Feb 27 19:23:27 UTC 2026","broken","Fri Feb 27 19:23:27 UTC 2026","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","78","audit trail","QA|Nova Bank - Infopool","Fri Feb 27 19:23:25 UTC 2026","broken","Fri Feb 27 19:23:25 UTC 2026","v1 > Audit trail > Audit trail","Bank User","",""
"","73","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Fri Feb 27 19:23:32 UTC 2026","broken","Fri Feb 27 19:23:33 UTC 2026","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Create a new report","73","Create Report","QA|Nova Bank - Infopool","Fri Feb 27 19:23:37 UTC 2026","broken","Fri Feb 27 19:23:37 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","54","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Fri Feb 27 19:23:26 UTC 2026","broken","Fri Feb 27 19:23:26 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","59","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Fri Feb 27 19:23:38 UTC 2026","broken","Fri Feb 27 19:23:38 UTC 2026","","corporate Adjustment","",""
"","58","Fetch user by ID - successful","QA|Nova Bank - Infopool","Fri Feb 27 19:23:30 UTC 2026","broken","Fri Feb 27 19:23:30 UTC 2026","v1 > Users > Fetch user by ID","Bank Admin","",""
"Delete a report (soft delete)","66","Delete Report -No auth","QA|Nova Bank - Infopool","Fri Feb 27 19:23:37 UTC 2026","broken","Fri Feb 27 19:23:37 UTC 2026","v1 > Report > Delete Report","Bank Admin","",""
"","75","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Fri Feb 27 19:23:30 UTC 2026","broken","Fri Feb 27 19:23:30 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","114","Get profile - successfully","QA|Nova Bank - Infopool","Fri Feb 27 19:23:24 UTC 2026","broken","Fri Feb 27 19:23:24 UTC 2026","v1 > Profile > Get profile","Bank User","",""
"","60","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Fri Feb 27 19:23:26 UTC 2026","broken","Fri Feb 27 19:23:26 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","77","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Fri Feb 27 19:23:29 UTC 2026","broken","Fri Feb 27 19:23:29 UTC 2026","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","74","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Fri Feb 27 19:23:32 UTC 2026","broken","Fri Feb 27 19:23:32 UTC 2026","v1 > Organizations > Fetch organization","Bank Admin","",""
"","75","Invalid current password - Change password","QA|Nova Bank - Infopool","Fri Feb 27 19:23:24 UTC 2026","broken","Fri Feb 27 19:23:24 UTC 2026","v1 > Profile > Password","Bank User","",""
"","77","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Fri Feb 27 19:23:38 UTC 2026","broken","Fri Feb 27 19:23:38 UTC 2026","v1 > Report > Export Report Data","Bank Admin","",""
"","53","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri Feb 27 19:23:29 UTC 2026","broken","Fri Feb 27 19:23:29 UTC 2026","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","63","Send user invitation token - successful","QA|Nova Bank - Infopool","Fri Feb 27 19:23:26 UTC 2026","broken","Fri Feb 27 19:23:26 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","60","add_comment_successfully","QA|Nova Bank - Infopool","Fri Feb 27 19:23:28 UTC 2026","broken","Fri Feb 27 19:23:28 UTC 2026","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","110","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Fri Feb 27 19:23:23 UTC 2026","broken","Fri Feb 27 19:23:23 UTC 2026","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","65","Logout session - no session","QA|Nova Bank - Infopool","Fri Feb 27 19:23:36 UTC 2026","broken","Fri Feb 27 19:23:36 UTC 2026","v1 > Logout","Bank Admin","",""
"","54","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Fri Feb 27 19:23:38 UTC 2026","broken","Fri Feb 27 19:23:38 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
"","65","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Fri Feb 27 19:23:34 UTC 2026","broken","Fri Feb 27 19:23:34 UTC 2026","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","94","reset password","QA|Nova Bank - Infopool","Fri Feb 27 19:23:23 UTC 2026","broken","Fri Feb 27 19:23:23 UTC 2026","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","57","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Fri Feb 27 19:23:35 UTC 2026","broken","Fri Feb 27 19:23:35 UTC 2026","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","72","update role","QA|Nova Bank - Infopool","Fri Feb 27 19:23:31 UTC 2026","broken","Fri Feb 27 19:23:31 UTC 2026","v1 > Users > Role > Update role","Bank Admin","",""
"","81","Create organization - name already exists","QA|Nova Bank - Infopool","Fri Feb 27 19:23:32 UTC 2026","broken","Fri Feb 27 19:23:32 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","77","Fetch all users in an organization","QA|Nova Bank - Infopool","Fri Feb 27 19:23:34 UTC 2026","broken","Fri Feb 27 19:23:34 UTC 2026","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","64","Get profile - user not logged in","QA|Nova Bank - Infopool","Fri Feb 27 19:23:24 UTC 2026","broken","Fri Feb 27 19:23:24 UTC 2026","v1 > Profile > Get profile","Bank User","",""
"","80","Update Customer Comment","QA|Nova Bank - Infopool","Fri Feb 27 19:23:28 UTC 2026","broken","Fri Feb 27 19:23:28 UTC 2026","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","71","Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Feb 27 19:23:29 UTC 2026","broken","Fri Feb 27 19:23:29 UTC 2026","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","75","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Fri Feb 27 19:23:27 UTC 2026","broken","Fri Feb 27 19:23:27 UTC 2026","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","81","No auth - Create a New Issue","QA|Nova Bank - Infopool","Fri Feb 27 19:23:26 UTC 2026","broken","Fri Feb 27 19:23:26 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","72","get all category","QA|Nova Bank - Infopool","Fri Feb 27 19:23:35 UTC 2026","broken","Fri Feb 27 19:23:35 UTC 2026","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","75","Create_issue_without_attachment","QA|Nova Bank - Infopool","Fri Feb 27 19:23:26 UTC 2026","broken","Fri Feb 27 19:23:26 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","63","Get permission by ID - No auth","QA|Nova Bank - Infopool","Fri Feb 27 19:23:35 UTC 2026","broken","Fri Feb 27 19:23:35 UTC 2026","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","54","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Fri Feb 27 19:23:28 UTC 2026","broken","Fri Feb 27 19:23:28 UTC 2026","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"Delete a report (soft delete)","61","Delete Report - Invalid id","QA|Nova Bank - Infopool","Fri Feb 27 19:23:37 UTC 2026","broken","Fri Feb 27 19:23:37 UTC 2026","v1 > Report > Delete Report","Bank Admin","",""
"","58","Get events - invalid start date","QA|Nova Bank - Infopool","Fri Feb 27 19:23:25 UTC 2026","broken","Fri Feb 27 19:23:25 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"","83","Create organization - empty description","QA|Nova Bank - Infopool","Fri Feb 27 19:23:32 UTC 2026","broken","Fri Feb 27 19:23:32 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","61","Add attachment to issue","QA|Nova Bank - Infopool","Fri Feb 27 19:23:27 UTC 2026","broken","Fri Feb 27 19:23:27 UTC 2026","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","59","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Fri Feb 27 19:23:29 UTC 2026","broken","Fri Feb 27 19:23:29 UTC 2026","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"Get a specific report by ID","78","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Fri Feb 27 19:23:37 UTC 2026","broken","Fri Feb 27 19:23:37 UTC 2026","v1 > Report > Get Report by UUID","Bank Admin","",""
"Get a specific report by ID","76","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Fri Feb 27 19:23:36 UTC 2026","broken","Fri Feb 27 19:23:36 UTC 2026","v1 > Report > Get Report by Id","Bank Admin","",""
"","64","Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Feb 27 19:23:27 UTC 2026","broken","Fri Feb 27 19:23:27 UTC 2026","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","54","Empty current password - Change password","QA|Nova Bank - Infopool","Fri Feb 27 19:23:24 UTC 2026","broken","Fri Feb 27 19:23:24 UTC 2026","v1 > Profile > Password","Bank User","",""
"","59","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Fri Feb 27 19:23:33 UTC 2026","broken","Fri Feb 27 19:23:33 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","57","No auth - Create  organization","QA|Nova Bank - Infopool","Fri Feb 27 19:23:31 UTC 2026","broken","Fri Feb 27 19:23:32 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","58","Update profile - no phone number","QA|Nova Bank - Infopool","Fri Feb 27 19:23:25 UTC 2026","broken","Fri Feb 27 19:23:25 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"","70","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Fri Feb 27 19:23:24 UTC 2026","broken","Fri Feb 27 19:23:24 UTC 2026","v1 > Profile > Roles","Bank User","",""
"","74","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Fri Feb 27 19:23:30 UTC 2026","broken","Fri Feb 27 19:23:30 UTC 2026","v1 > Users > Fetch user by ID","Bank Admin","",""
"","63","Get profile roles - No Auth","QA|Nova Bank - Infopool","Fri Feb 27 19:23:24 UTC 2026","broken","Fri Feb 27 19:23:24 UTC 2026","v1 > Profile > Roles","Bank User","",""
"","81","audit-search","QA|Nova Bank - Infopool","Fri Feb 27 19:23:25 UTC 2026","broken","Fri Feb 27 19:23:26 UTC 2026","v1 > Audit trail > Audit trail","Bank User","",""
"","74","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Feb 27 19:23:33 UTC 2026","broken","Fri Feb 27 19:23:34 UTC 2026","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","73","Get role by ID - successful","QA|Nova Bank - Infopool","Fri Feb 27 19:23:35 UTC 2026","broken","Fri Feb 27 19:23:35 UTC 2026","v1 > Roles > Get role by ID","Bank Admin","",""
"","74","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Fri Feb 27 19:23:33 UTC 2026","broken","Fri Feb 27 19:23:33 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","79","Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Feb 27 19:23:29 UTC 2026","broken","Fri Feb 27 19:23:30 UTC 2026","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","64","Fetch Customers Accounts","QA|Nova Bank - Infopool","Fri Feb 27 19:23:29 UTC 2026","broken","Fri Feb 27 19:23:29 UTC 2026","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","54","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Fri Feb 27 19:23:34 UTC 2026","broken","Fri Feb 27 19:23:34 UTC 2026","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","68","Get roles - successful","QA|Nova Bank - Infopool","Fri Feb 27 19:23:34 UTC 2026","broken","Fri Feb 27 19:23:34 UTC 2026","v1 > Roles > Get roles","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","57","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Feb 27 19:23:23 UTC 2026","broken","Fri Feb 27 19:23:23 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","74","audit trail - No Auth","QA|Nova Bank - Infopool","Fri Feb 27 19:23:25 UTC 2026","broken","Fri Feb 27 19:23:25 UTC 2026","v1 > Audit trail > Audit trail","Bank User","",""
"","55","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri Feb 27 19:23:28 UTC 2026","broken","Fri Feb 27 19:23:28 UTC 2026","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","74","Create organization - empty mis code","QA|Nova Bank - Infopool","Fri Feb 27 19:23:32 UTC 2026","broken","Fri Feb 27 19:23:32 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","73","Forgot password - successful","QA|Nova Bank - Infopool","Fri Feb 27 19:23:22 UTC 2026","broken","Fri Feb 27 19:23:22 UTC 2026","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","79","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Fri Feb 27 19:23:37 UTC 2026","broken","Fri Feb 27 19:23:38 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
"","64","Update definition","QA|Nova Bank - Infopool","Fri Feb 27 19:23:30 UTC 2026","broken","Fri Feb 27 19:23:30 UTC 2026","v1 > Static Definitions > Update definition","Bank Admin","",""
"","52","Empty new password - Change password","QA|Nova Bank - Infopool","Fri Feb 27 19:23:24 UTC 2026","broken","Fri Feb 27 19:23:24 UTC 2026","v1 > Profile > Password","Bank User","",""
"Get a paginated list of reports with optional filtering","80","Get Report Objects - Question","QA|Nova Bank - Infopool","Fri Feb 27 19:23:36 UTC 2026","broken","Fri Feb 27 19:23:36 UTC 2026","v1 > Report > Get Report Object","Bank Admin","",""
"","74","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Fri Feb 27 19:23:33 UTC 2026","broken","Fri Feb 27 19:23:33 UTC 2026","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","52","resend_invitation_toUser","QA|Nova Bank - Infopool","Fri Feb 27 19:23:26 UTC 2026","broken","Fri Feb 27 19:23:26 UTC 2026","v1 > Onboarding > Validate invitation","Bank User","",""
