"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27","Update role status","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","26","Fetch user by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:37:58 GMT 2025","passed","Thu Jun 05 23:37:58 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","39","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 23:36:42 GMT 2025","passed","Thu Jun 05 23:36:42 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","193","audit trail","QA|Nova Bank - Infopool","Thu Jun 05 23:36:41 GMT 2025","passed","Thu Jun 05 23:36:41 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","30","Empty fields - Update definition","QA|Nova Bank - Infopool","Thu Jun 05 23:37:58 GMT 2025","passed","Thu Jun 05 23:37:58 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","25","No auth - Update role status","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","45","Add attachment to issue","QA|Nova Bank - Infopool","Thu Jun 05 23:36:50 GMT 2025","failed","Thu Jun 05 23:36:50 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","35","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 23:36:38 GMT 2025","passed","Thu Jun 05 23:36:38 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","24","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","28","Fetch Customers Accounts","QA|Nova Bank - Infopool","Thu Jun 05 23:37:58 GMT 2025","passed","Thu Jun 05 23:37:58 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"Get a specific report by ID","25","Get Report by UUID","QA|Nova Bank - Infopool","Thu Jun 05 23:38:01 GMT 2025","passed","Thu Jun 05 23:38:01 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","39","Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 23:36:50 GMT 2025","failed","Thu Jun 05 23:36:50 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","26","managers","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","27","Create  organization - without parent id","QA|Nova Bank - Infopool","Thu Jun 05 23:37:59 GMT 2025","passed","Thu Jun 05 23:37:59 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","28","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Thu Jun 05 23:38:01 GMT 2025","passed","Thu Jun 05 23:38:01 GMT 2025","","corporate Adjustment","",""
"","26","Add user to an organization - no auth","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","25","No Auth - Get all permissions","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","30","Create  organization","QA|Nova Bank - Infopool","Thu Jun 05 23:37:59 GMT 2025","passed","Thu Jun 05 23:37:59 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","43","audit trail - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 23:36:41 GMT 2025","passed","Thu Jun 05 23:36:41 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","671","Change password - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:36:38 GMT 2025","passed","Thu Jun 05 23:36:39 GMT 2025","v1 > Profile > Password","Bank User","",""
"","28","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Thu Jun 05 23:37:59 GMT 2025","passed","Thu Jun 05 23:37:59 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","47","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Thu Jun 05 23:36:50 GMT 2025","passed","Thu Jun 05 23:36:50 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","27","get user role","QA|Nova Bank - Infopool","Thu Jun 05 23:37:58 GMT 2025","passed","Thu Jun 05 23:37:58 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","26","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 23:37:59 GMT 2025","passed","Thu Jun 05 23:37:59 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","27","Update user - empty action field","QA|Nova Bank - Infopool","Thu Jun 05 23:37:58 GMT 2025","passed","Thu Jun 05 23:37:58 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","38","Update Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 23:36:51 GMT 2025","failed","Thu Jun 05 23:36:51 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","43","Get all Issues","QA|Nova Bank - Infopool","Thu Jun 05 23:36:46 GMT 2025","failed","Thu Jun 05 23:36:46 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"Create a new report","26","Create Report - Duplicate name","QA|Nova Bank - Infopool","Thu Jun 05 23:38:01 GMT 2025","passed","Thu Jun 05 23:38:01 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","39","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Thu Jun 05 23:36:52 GMT 2025","passed","Thu Jun 05 23:36:52 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","25","Health","QA|Nova Bank - Infopool","Thu Jun 05 23:37:58 GMT 2025","passed","Thu Jun 05 23:37:58 GMT 2025","v1 > Health","Bank Admin","",""
"Delete a report (soft delete)","24","Delete Report - Invalid id","QA|Nova Bank - Infopool","Thu Jun 05 23:38:01 GMT 2025","passed","Thu Jun 05 23:38:01 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","3434","Invalid credentials","QA|Nova Bank - Infopool","Thu Jun 05 23:36:33 GMT 2025","passed","Thu Jun 05 23:36:36 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"Create a new report","27","Create Report - Empty category","QA|Nova Bank - Infopool","Thu Jun 05 23:38:01 GMT 2025","passed","Thu Jun 05 23:38:01 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","29","Create organization - empty description","QA|Nova Bank - Infopool","Thu Jun 05 23:37:59 GMT 2025","passed","Thu Jun 05 23:37:59 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","40","Invalid email format","QA|Nova Bank - Infopool","Thu Jun 05 23:36:36 GMT 2025","passed","Thu Jun 05 23:36:36 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","3286","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 23:36:43 GMT 2025","failed","Thu Jun 05 23:36:46 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","28","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Thu Jun 05 23:36:50 GMT 2025","passed","Thu Jun 05 23:36:51 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"Get a specific report by ID","25","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:38:01 GMT 2025","passed","Thu Jun 05 23:38:01 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","28","Get single definition","QA|Nova Bank - Infopool","Thu Jun 05 23:37:58 GMT 2025","passed","Thu Jun 05 23:37:58 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","25","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Thu Jun 05 23:38:01 GMT 2025","passed","Thu Jun 05 23:38:01 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","24","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Thu Jun 05 23:37:59 GMT 2025","passed","Thu Jun 05 23:37:59 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","40","No Auth - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 23:36:51 GMT 2025","passed","Thu Jun 05 23:36:51 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","27","No auth - update role","QA|Nova Bank - Infopool","Thu Jun 05 23:37:58 GMT 2025","passed","Thu Jun 05 23:37:59 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","25","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Thu Jun 05 23:38:01 GMT 2025","passed","Thu Jun 05 23:38:01 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","30","No auth - Create  organization","QA|Nova Bank - Infopool","Thu Jun 05 23:37:59 GMT 2025","passed","Thu Jun 05 23:37:59 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","45","No user credentials","QA|Nova Bank - Infopool","Thu Jun 05 23:36:36 GMT 2025","passed","Thu Jun 05 23:36:36 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","23","category by id","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Get a specific report by ID","26","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Thu Jun 05 23:38:01 GMT 2025","passed","Thu Jun 05 23:38:01 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","24","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Thu Jun 05 23:37:59 GMT 2025","passed","Thu Jun 05 23:37:59 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","26","Update definition","QA|Nova Bank - Infopool","Thu Jun 05 23:37:58 GMT 2025","passed","Thu Jun 05 23:37:58 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","27","Get Report Data - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:38:01 GMT 2025","passed","Thu Jun 05 23:38:01 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","27","Get roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","26","Update user - ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 23:37:58 GMT 2025","passed","Thu Jun 05 23:37:58 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","40","No Auth - Update Issue","QA|Nova Bank - Infopool","Thu Jun 05 23:36:47 GMT 2025","passed","Thu Jun 05 23:36:47 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","37","Get Issue by ID","QA|Nova Bank - Infopool","Thu Jun 05 23:36:46 GMT 2025","failed","Thu Jun 05 23:36:46 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","148","Update profile - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:36:40 GMT 2025","passed","Thu Jun 05 23:36:40 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","25","No Auth - Get all definitions","QA|Nova Bank - Infopool","Thu Jun 05 23:37:58 GMT 2025","passed","Thu Jun 05 23:37:58 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","63","Empty current password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 23:36:40 GMT 2025","passed","Thu Jun 05 23:36:40 GMT 2025","v1 > Profile > Password","Bank User","",""
"","56","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 23:36:42 GMT 2025","passed","Thu Jun 05 23:36:42 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","253","Get events - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:36:40 GMT 2025","passed","Thu Jun 05 23:36:41 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","27","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:37:59 GMT 2025","passed","Thu Jun 05 23:37:59 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"Get a specific report by ID","26","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Thu Jun 05 23:38:01 GMT 2025","passed","Thu Jun 05 23:38:01 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","23","No auth - get all category","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","23","No auth - managers","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","60","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 23:36:50 GMT 2025","failed","Thu Jun 05 23:36:50 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","25","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Thu Jun 05 23:37:59 GMT 2025","passed","Thu Jun 05 23:37:59 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","66","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 23:36:42 GMT 2025","passed","Thu Jun 05 23:36:42 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","25","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Thu Jun 05 23:38:01 GMT 2025","passed","Thu Jun 05 23:38:01 GMT 2025","","corporate Adjustment","",""
"","26","Get role by ID - no auth","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","166","verify OTP","QA|Nova Bank - Infopool","Thu Jun 05 23:36:38 GMT 2025","passed","Thu Jun 05 23:36:38 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","26","Create organization - empty mis code","QA|Nova Bank - Infopool","Thu Jun 05 23:37:59 GMT 2025","passed","Thu Jun 05 23:37:59 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","58","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Thu Jun 05 23:36:51 GMT 2025","failed","Thu Jun 05 23:36:51 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","50","Update profile - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 23:36:40 GMT 2025","passed","Thu Jun 05 23:36:40 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","58","Update Customer Comment Copy","QA|Nova Bank - Infopool","Thu Jun 05 23:36:51 GMT 2025","passed","Thu Jun 05 23:36:51 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","26","Get permission by ID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","176","Get events - invalid start date","QA|Nova Bank - Infopool","Thu Jun 05 23:36:41 GMT 2025","passed","Thu Jun 05 23:36:41 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","47","No Auth - Get all Issues","QA|Nova Bank - Infopool","Thu Jun 05 23:36:46 GMT 2025","passed","Thu Jun 05 23:36:46 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","228","audit-search","QA|Nova Bank - Infopool","Thu Jun 05 23:36:41 GMT 2025","passed","Thu Jun 05 23:36:42 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","239","Get events - invalid end date","QA|Nova Bank - Infopool","Thu Jun 05 23:36:41 GMT 2025","passed","Thu Jun 05 23:36:41 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","27","Fetch all organizations","QA|Nova Bank - Infopool","Thu Jun 05 23:37:59 GMT 2025","passed","Thu Jun 05 23:37:59 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","24","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Thu Jun 05 23:37:58 GMT 2025","passed","Thu Jun 05 23:37:58 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","38","Update profile","QA|Nova Bank - Infopool","Thu Jun 05 23:36:40 GMT 2025","failed","Thu Jun 05 23:36:40 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"Get a paginated list of reports with optional filtering","26","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","56","Get profile - user not logged in","QA|Nova Bank - Infopool","Thu Jun 05 23:36:40 GMT 2025","passed","Thu Jun 05 23:36:40 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","27","Get Report Data - Question","QA|Nova Bank - Infopool","Thu Jun 05 23:38:01 GMT 2025","passed","Thu Jun 05 23:38:01 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","32","No email - Forgot Password","QA|Nova Bank - Infopool","Thu Jun 05 23:36:36 GMT 2025","passed","Thu Jun 05 23:36:37 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","166","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Thu Jun 05 23:36:54 GMT 2025","passed","Thu Jun 05 23:36:54 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","60","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 23:36:38 GMT 2025","passed","Thu Jun 05 23:36:38 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","41","Update profile - Invalid file size","QA|Nova Bank - Infopool","Thu Jun 05 23:36:40 GMT 2025","passed","Thu Jun 05 23:36:40 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","26","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","26","Fetch all users","QA|Nova Bank - Infopool","Thu Jun 05 23:37:58 GMT 2025","passed","Thu Jun 05 23:37:58 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","25","Get permission by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","25","No Auth - Fetch all users","QA|Nova Bank - Infopool","Thu Jun 05 23:37:58 GMT 2025","passed","Thu Jun 05 23:37:58 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","152","verifyOTP","QA|Nova Bank - Infopool","Thu Jun 05 23:36:36 GMT 2025","passed","Thu Jun 05 23:36:36 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"Get a paginated list of reports with optional filtering","26","Get Reports","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","37","Get profile roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:36:38 GMT 2025","passed","Thu Jun 05 23:36:38 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","23","Logout session - no session","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Logout","Bank Admin","",""
"","25","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Thu Jun 05 23:37:59 GMT 2025","passed","Thu Jun 05 23:37:59 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","346","Invalid current password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 23:36:39 GMT 2025","passed","Thu Jun 05 23:36:39 GMT 2025","v1 > Profile > Password","Bank User","",""
"","25","get all category","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","68","Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 23:36:51 GMT 2025","passed","Thu Jun 05 23:36:51 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","25","Get all permissions","QA|Nova Bank - Infopool","Thu Jun 05 23:38:00 GMT 2025","passed","Thu Jun 05 23:38:00 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","49","Delete Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 23:36:51 GMT 2025","failed","Thu Jun 05 23:36:51 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","26","Fetch Customers Channels","QA|Nova Bank - Infopool","Thu Jun 05 23:37:58 GMT 2025","passed","Thu Jun 05 23:37:58 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","32","Create organization - no name","QA|Nova Bank - Infopool","Thu Jun 05 23:37:59 GMT 2025","passed","Thu Jun 05 23:37:59 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","29","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Thu Jun 05 23:36:54 GMT 2025","passed","Thu Jun 05 23:36:54 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
