"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","140","update role","QA|Nova Bank - Infopool","Sun Nov 09 20:11:07 UTC 2025","broken","Sun Nov 09 20:11:07 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"Get a paginated list of reports with optional filtering","146","Get Reports Stats","QA|Nova Bank - Infopool","Sun Nov 09 20:11:17 UTC 2025","broken","Sun Nov 09 20:11:17 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","147","Get permission by ID - No auth","QA|Nova Bank - Infopool","Sun Nov 09 20:11:15 UTC 2025","broken","Sun Nov 09 20:11:15 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","138","Update profile - successful","QA|Nova Bank - Infopool","Sun Nov 09 20:10:51 UTC 2025","broken","Sun Nov 09 20:10:52 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","150","Update user - empty action field","QA|Nova Bank - Infopool","Sun Nov 09 20:11:06 UTC 2025","broken","Sun Nov 09 20:11:06 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","136","Health","QA|Nova Bank - Infopool","Sun Nov 09 20:11:02 UTC 2025","broken","Sun Nov 09 20:11:03 UTC 2025","v1 > Health","Bank Admin","",""
"","140","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Nov 09 20:11:00 UTC 2025","broken","Sun Nov 09 20:11:00 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","152","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sun Nov 09 20:10:50 UTC 2025","broken","Sun Nov 09 20:10:50 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","137","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Nov 09 20:10:53 UTC 2025","broken","Sun Nov 09 20:10:53 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","151","Invalid current password - Change password","QA|Nova Bank - Infopool","Sun Nov 09 20:10:50 UTC 2025","broken","Sun Nov 09 20:10:51 UTC 2025","v1 > Profile > Password","Bank User","",""
"","144","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Nov 09 20:11:09 UTC 2025","broken","Sun Nov 09 20:11:09 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","148","No Auth - Get all permissions","QA|Nova Bank - Infopool","Sun Nov 09 20:11:15 UTC 2025","broken","Sun Nov 09 20:11:16 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"Get a specific report by ID","151","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Sun Nov 09 20:11:18 UTC 2025","broken","Sun Nov 09 20:11:18 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","155","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun Nov 09 20:11:08 UTC 2025","broken","Sun Nov 09 20:11:08 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a specific report by ID","141","Get Report by ID - No auth","QA|Nova Bank - Infopool","Sun Nov 09 20:11:18 UTC 2025","broken","Sun Nov 09 20:11:18 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","142","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Nov 09 20:10:54 UTC 2025","broken","Sun Nov 09 20:10:54 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Delete a report (soft delete)","143","Delete Report","QA|Nova Bank - Infopool","Sun Nov 09 20:11:20 UTC 2025","broken","Sun Nov 09 20:11:20 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","147","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Sun Nov 09 20:11:21 UTC 2025","broken","Sun Nov 09 20:11:21 UTC 2025","","corporate Adjustment","",""
"","152","category by id","QA|Nova Bank - Infopool","Sun Nov 09 20:11:16 UTC 2025","broken","Sun Nov 09 20:11:16 UTC 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","149","Fetch all users","QA|Nova Bank - Infopool","Sun Nov 09 20:11:04 UTC 2025","broken","Sun Nov 09 20:11:04 UTC 2025","v1 > Users > Fetch users","Bank Admin","",""
"","146","Create organization - name already exists","QA|Nova Bank - Infopool","Sun Nov 09 20:11:08 UTC 2025","broken","Sun Nov 09 20:11:08 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","144","Search Customers","QA|Nova Bank - Infopool","Sun Nov 09 20:10:59 UTC 2025","broken","Sun Nov 09 20:10:59 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","144","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Nov 09 20:10:52 UTC 2025","broken","Sun Nov 09 20:10:52 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","143","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Nov 09 20:11:02 UTC 2025","broken","Sun Nov 09 20:11:02 UTC 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","145","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Nov 09 20:10:51 UTC 2025","broken","Sun Nov 09 20:10:51 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","141","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sun Nov 09 20:10:54 UTC 2025","broken","Sun Nov 09 20:10:55 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","144","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun Nov 09 20:11:04 UTC 2025","broken","Sun Nov 09 20:11:04 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","144","Get roles - No Auth","QA|Nova Bank - Infopool","Sun Nov 09 20:11:13 UTC 2025","broken","Sun Nov 09 20:11:14 UTC 2025","v1 > Roles > Get roles","Bank Admin","",""
"","145","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Nov 09 20:11:06 UTC 2025","broken","Sun Nov 09 20:11:06 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","149","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Nov 09 20:11:11 UTC 2025","broken","Sun Nov 09 20:11:11 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","142","add_comment_successfully","QA|Nova Bank - Infopool","Sun Nov 09 20:10:58 UTC 2025","broken","Sun Nov 09 20:10:58 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","142","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Nov 09 20:11:09 UTC 2025","broken","Sun Nov 09 20:11:09 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","151","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun Nov 09 20:10:59 UTC 2025","broken","Sun Nov 09 20:10:59 UTC 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","138","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Nov 09 20:11:12 UTC 2025","broken","Sun Nov 09 20:11:12 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","156","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Sun Nov 09 20:11:20 UTC 2025","broken","Sun Nov 09 20:11:20 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","144","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Nov 09 20:11:04 UTC 2025","broken","Sun Nov 09 20:11:04 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","136","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Nov 09 20:11:01 UTC 2025","broken","Sun Nov 09 20:11:01 UTC 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"Get a paginated list of reports with optional filtering","150","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Sun Nov 09 20:11:17 UTC 2025","broken","Sun Nov 09 20:11:17 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","150","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Nov 09 20:10:53 UTC 2025","broken","Sun Nov 09 20:10:53 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","149","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Nov 09 20:11:03 UTC 2025","broken","Sun Nov 09 20:11:03 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","157","Forgot password - successful","QA|Nova Bank - Infopool","Sun Nov 09 20:10:48 UTC 2025","broken","Sun Nov 09 20:10:48 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","149","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Nov 09 20:10:56 UTC 2025","broken","Sun Nov 09 20:10:57 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","142","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Nov 09 20:11:04 UTC 2025","broken","Sun Nov 09 20:11:04 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","156","Weak password - Change password","QA|Nova Bank - Infopool","Sun Nov 09 20:10:51 UTC 2025","broken","Sun Nov 09 20:10:51 UTC 2025","v1 > Profile > Password","Bank User","",""
"","149","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Nov 09 20:11:12 UTC 2025","broken","Sun Nov 09 20:11:12 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","143","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Nov 09 20:11:02 UTC 2025","broken","Sun Nov 09 20:11:02 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","147","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Nov 09 20:10:52 UTC 2025","broken","Sun Nov 09 20:10:52 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","145","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Nov 09 20:11:01 UTC 2025","broken","Sun Nov 09 20:11:01 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","145","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Nov 09 20:10:49 UTC 2025","broken","Sun Nov 09 20:10:49 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","145","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Nov 09 20:11:07 UTC 2025","broken","Sun Nov 09 20:11:07 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"Get a specific report by ID","148","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Sun Nov 09 20:11:18 UTC 2025","broken","Sun Nov 09 20:11:19 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","154","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Nov 09 20:11:10 UTC 2025","broken","Sun Nov 09 20:11:10 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","154","Update role status - role does not exist","QA|Nova Bank - Infopool","Sun Nov 09 20:11:14 UTC 2025","broken","Sun Nov 09 20:11:14 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"","145","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Nov 09 20:11:09 UTC 2025","broken","Sun Nov 09 20:11:09 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","156","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Nov 09 20:11:03 UTC 2025","broken","Sun Nov 09 20:11:04 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","160","Invalid credentials","QA|Nova Bank - Infopool","Sun Nov 09 20:10:47 UTC 2025","broken","Sun Nov 09 20:10:47 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","149","successful dashboard embed","QA|Nova Bank - Infopool","Sun Nov 09 20:11:02 UTC 2025","broken","Sun Nov 09 20:11:02 UTC 2025","embed dashboard","Bank User","",""
"","142","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Nov 09 20:11:02 UTC 2025","broken","Sun Nov 09 20:11:02 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"Get a paginated list of reports with optional filtering","150","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Sun Nov 09 20:11:17 UTC 2025","broken","Sun Nov 09 20:11:18 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","147","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Nov 09 20:10:59 UTC 2025","broken","Sun Nov 09 20:10:59 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","144","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Nov 09 20:10:57 UTC 2025","broken","Sun Nov 09 20:10:57 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"Create a new report","143","Create Report - Empty category","QA|Nova Bank - Infopool","Sun Nov 09 20:11:19 UTC 2025","broken","Sun Nov 09 20:11:19 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"Get a specific report by ID","147","Get Report by UUID","QA|Nova Bank - Infopool","Sun Nov 09 20:11:18 UTC 2025","broken","Sun Nov 09 20:11:18 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","147","get all category","QA|Nova Bank - Infopool","Sun Nov 09 20:11:16 UTC 2025","broken","Sun Nov 09 20:11:16 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","148","Export Report Data","QA|Nova Bank - Infopool","Sun Nov 09 20:11:21 UTC 2025","broken","Sun Nov 09 20:11:21 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","148","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sun Nov 09 20:11:03 UTC 2025","broken","Sun Nov 09 20:11:03 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","147","Get single definition","QA|Nova Bank - Infopool","Sun Nov 09 20:11:03 UTC 2025","broken","Sun Nov 09 20:11:03 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","141","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun Nov 09 20:11:15 UTC 2025","broken","Sun Nov 09 20:11:15 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","142","No auth - managers","QA|Nova Bank - Infopool","Sun Nov 09 20:11:13 UTC 2025","broken","Sun Nov 09 20:11:13 UTC 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","145","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Nov 09 20:11:11 UTC 2025","broken","Sun Nov 09 20:11:11 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","139","Get role by ID - successful","QA|Nova Bank - Infopool","Sun Nov 09 20:11:14 UTC 2025","broken","Sun Nov 09 20:11:15 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","142","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Nov 09 20:11:02 UTC 2025","broken","Sun Nov 09 20:11:02 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","142","No auth - category by id","QA|Nova Bank - Infopool","Sun Nov 09 20:11:16 UTC 2025","broken","Sun Nov 09 20:11:16 UTC 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","154","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sun Nov 09 20:11:09 UTC 2025","broken","Sun Nov 09 20:11:10 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Delete a report (soft delete)","143","Delete Report -No auth","QA|Nova Bank - Infopool","Sun Nov 09 20:11:20 UTC 2025","broken","Sun Nov 09 20:11:20 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","151","No user credentials","QA|Nova Bank - Infopool","Sun Nov 09 20:10:47 UTC 2025","broken","Sun Nov 09 20:10:47 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","143","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Nov 09 20:10:54 UTC 2025","broken","Sun Nov 09 20:10:54 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","143","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sun Nov 09 20:11:01 UTC 2025","broken","Sun Nov 09 20:11:01 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","141","Search Customers","QA|Nova Bank - Infopool","Sun Nov 09 20:11:00 UTC 2025","broken","Sun Nov 09 20:11:00 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","142","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Nov 09 20:10:58 UTC 2025","broken","Sun Nov 09 20:10:59 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","146","Get profile - successfully","QA|Nova Bank - Infopool","Sun Nov 09 20:10:51 UTC 2025","broken","Sun Nov 09 20:10:51 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","145","Update Customer Comment","QA|Nova Bank - Infopool","Sun Nov 09 20:10:59 UTC 2025","broken","Sun Nov 09 20:10:59 UTC 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Create a new report","142","Create Report - No auth","QA|Nova Bank - Infopool","Sun Nov 09 20:11:19 UTC 2025","broken","Sun Nov 09 20:11:19 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","151","Update profile - invalid phone number","QA|Nova Bank - Infopool","Sun Nov 09 20:10:52 UTC 2025","broken","Sun Nov 09 20:10:52 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","148","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Nov 09 20:11:11 UTC 2025","broken","Sun Nov 09 20:11:11 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","143","Create organization - empty street value","QA|Nova Bank - Infopool","Sun Nov 09 20:11:09 UTC 2025","broken","Sun Nov 09 20:11:09 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","145","Delete Customer Comment","QA|Nova Bank - Infopool","Sun Nov 09 20:10:59 UTC 2025","broken","Sun Nov 09 20:10:59 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"Get a paginated list of reports with optional filtering","151","Get Report Objects - Question","QA|Nova Bank - Infopool","Sun Nov 09 20:11:17 UTC 2025","broken","Sun Nov 09 20:11:17 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","140","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Nov 09 20:11:15 UTC 2025","broken","Sun Nov 09 20:11:15 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","152","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sun Nov 09 20:10:55 UTC 2025","broken","Sun Nov 09 20:10:55 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","145","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Nov 09 20:10:51 UTC 2025","broken","Sun Nov 09 20:10:51 UTC 2025","v1 > Profile > Password","Bank User","",""
"","165","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Nov 09 20:10:48 UTC 2025","broken","Sun Nov 09 20:10:48 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","145","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Nov 09 20:11:10 UTC 2025","broken","Sun Nov 09 20:11:10 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Create a new report","144","Create Report - Duplicate name","QA|Nova Bank - Infopool","Sun Nov 09 20:11:19 UTC 2025","broken","Sun Nov 09 20:11:19 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","146","Update user - successful","QA|Nova Bank - Infopool","Sun Nov 09 20:11:05 UTC 2025","broken","Sun Nov 09 20:11:05 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","148","No Auth - Change password","QA|Nova Bank - Infopool","Sun Nov 09 20:10:50 UTC 2025","broken","Sun Nov 09 20:10:50 UTC 2025","v1 > Profile > Password","Bank User","",""
"","138","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Nov 09 20:11:12 UTC 2025","broken","Sun Nov 09 20:11:13 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","143","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Sun Nov 09 20:11:18 UTC 2025","broken","Sun Nov 09 20:11:18 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","158","No auth - update role","QA|Nova Bank - Infopool","Sun Nov 09 20:11:07 UTC 2025","broken","Sun Nov 09 20:11:07 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","147","Fetch all organizations","QA|Nova Bank - Infopool","Sun Nov 09 20:11:09 UTC 2025","broken","Sun Nov 09 20:11:09 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","181","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Nov 09 20:10:55 UTC 2025","broken","Sun Nov 09 20:10:55 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","143","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Nov 09 20:11:00 UTC 2025","broken","Sun Nov 09 20:11:00 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
