"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","85","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 23:06:39 GMT 2025","passed","Thu Jun 05 23:06:39 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","105","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Thu Jun 05 23:08:14 GMT 2025","passed","Thu Jun 05 23:08:14 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","79","Get profile - user not logged in","QA|Nova Bank - Infopool","Thu Jun 05 23:06:42 GMT 2025","passed","Thu Jun 05 23:06:42 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","79","Create organization - empty street value","QA|Nova Bank - Infopool","Thu Jun 05 23:08:13 GMT 2025","passed","Thu Jun 05 23:08:13 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","78","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Thu Jun 05 23:08:11 GMT 2025","passed","Thu Jun 05 23:08:11 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","3152","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 23:06:45 GMT 2025","passed","Thu Jun 05 23:06:48 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","83","audit trail - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 23:06:44 GMT 2025","passed","Thu Jun 05 23:06:44 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","431","No auth - Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 23:06:52 GMT 2025","passed","Thu Jun 05 23:06:53 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","87","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:06:40 GMT 2025","passed","Thu Jun 05 23:06:40 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","77","No Auth - Get all definitions","QA|Nova Bank - Infopool","Thu Jun 05 23:08:10 GMT 2025","passed","Thu Jun 05 23:08:10 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","142","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 23:06:44 GMT 2025","passed","Thu Jun 05 23:06:44 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","85","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 23:08:15 GMT 2025","passed","Thu Jun 05 23:08:15 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","7004","Successful login","QA|Nova Bank - Infopool","Thu Jun 05 23:06:30 GMT 2025","passed","Thu Jun 05 23:06:37 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","98","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Thu Jun 05 23:06:55 GMT 2025","failed","Thu Jun 05 23:06:55 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","88","Update profile - Invalid file size","QA|Nova Bank - Infopool","Thu Jun 05 23:06:42 GMT 2025","passed","Thu Jun 05 23:06:43 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","82","Get profile roles - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 23:06:40 GMT 2025","passed","Thu Jun 05 23:06:40 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","79","successful dashboard embed","QA|Nova Bank - Infopool","Thu Jun 05 23:08:10 GMT 2025","passed","Thu Jun 05 23:08:10 GMT 2025","embed dashboard","Bank User","",""
"","235","Get events - invalid start date","QA|Nova Bank - Infopool","Thu Jun 05 23:06:43 GMT 2025","passed","Thu Jun 05 23:06:43 GMT 2025","v1 > Audit trail > Event","Bank User","",""
