"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Thu Jun 05 19:03:59 GMT 2025","failed","Thu Jun 05 19:03:59 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","57","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Thu Jun 05 19:05:16 GMT 2025","passed","Thu Jun 05 19:05:16 GMT 2025","","corporate Adjustment","",""
"","35","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 19:03:59 GMT 2025","passed","Thu Jun 05 19:03:59 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"Get a paginated list of reports with optional filtering","33","Get Report Objects - Question","QA|Nova Bank - Infopool","Thu Jun 05 19:05:15 GMT 2025","passed","Thu Jun 05 19:05:15 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","46","Update profile - no phone number","QA|Nova Bank - Infopool","Thu Jun 05 19:03:55 GMT 2025","passed","Thu Jun 05 19:03:55 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","32","get all category","QA|Nova Bank - Infopool","Thu Jun 05 19:05:14 GMT 2025","passed","Thu Jun 05 19:05:14 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","37","Fetch Customer Comments","QA|Nova Bank - Infopool","Thu Jun 05 19:03:58 GMT 2025","failed","Thu Jun 05 19:03:58 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","36","Fetch Customers Accounts","QA|Nova Bank - Infopool","Thu Jun 05 19:05:11 GMT 2025","passed","Thu Jun 05 19:05:11 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","38","Add attachment to issue","QA|Nova Bank - Infopool","Thu Jun 05 19:03:58 GMT 2025","failed","Thu Jun 05 19:03:58 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","36","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Thu Jun 05 19:04:02 GMT 2025","passed","Thu Jun 05 19:04:02 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","35","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Thu Jun 05 19:04:00 GMT 2025","passed","Thu Jun 05 19:04:00 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","32","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 19:05:14 GMT 2025","passed","Thu Jun 05 19:05:14 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","33","Create  organization - without parent id","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","64","verify OTP","QA|Nova Bank - Infopool","Thu Jun 05 19:03:54 GMT 2025","passed","Thu Jun 05 19:03:54 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","42","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 19:03:54 GMT 2025","passed","Thu Jun 05 19:03:54 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","39","Update profile - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 19:03:55 GMT 2025","passed","Thu Jun 05 19:03:55 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","32","Add user to an organization - no auth","QA|Nova Bank - Infopool","Thu Jun 05 19:05:13 GMT 2025","passed","Thu Jun 05 19:05:14 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","32","Create roles","QA|Nova Bank - Infopool","Thu Jun 05 19:05:14 GMT 2025","passed","Thu Jun 05 19:05:14 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","32","Update user - successful","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","31","Get roles - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 19:05:14 GMT 2025","passed","Thu Jun 05 19:05:14 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","49","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Thu Jun 05 19:05:16 GMT 2025","passed","Thu Jun 05 19:05:16 GMT 2025","","corporate Adjustment","",""
"","30","category by id","QA|Nova Bank - Infopool","Thu Jun 05 19:05:14 GMT 2025","passed","Thu Jun 05 19:05:14 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Delete a report (soft delete)","32","Delete Report -No auth","QA|Nova Bank - Infopool","Thu Jun 05 19:05:15 GMT 2025","passed","Thu Jun 05 19:05:15 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","30","Role does not exist - update role","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","47","Update profile","QA|Nova Bank - Infopool","Thu Jun 05 19:03:55 GMT 2025","failed","Thu Jun 05 19:03:55 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","6165","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Thu Jun 05 19:05:05 GMT 2025","passed","Thu Jun 05 19:05:11 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","49","Invalid email format","QA|Nova Bank - Infopool","Thu Jun 05 19:03:53 GMT 2025","passed","Thu Jun 05 19:03:53 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","32","No auth - Update role status","QA|Nova Bank - Infopool","Thu Jun 05 19:05:14 GMT 2025","passed","Thu Jun 05 19:05:14 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","32","Fetch user by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","34","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","35","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Thu Jun 05 19:05:15 GMT 2025","passed","Thu Jun 05 19:05:15 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","41","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 19:03:56 GMT 2025","passed","Thu Jun 05 19:03:56 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","40","Get profile - user not logged in","QA|Nova Bank - Infopool","Thu Jun 05 19:03:55 GMT 2025","passed","Thu Jun 05 19:03:55 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","34","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Thu Jun 05 19:05:13 GMT 2025","passed","Thu Jun 05 19:05:13 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","43","No user credentials","QA|Nova Bank - Infopool","Thu Jun 05 19:03:53 GMT 2025","passed","Thu Jun 05 19:03:53 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","35","Invalid name - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 19:03:59 GMT 2025","failed","Thu Jun 05 19:03:59 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","34","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Thu Jun 05 19:05:13 GMT 2025","passed","Thu Jun 05 19:05:13 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","34","Create  organization","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Update an existing report","31","Update Report - Invalid id","QA|Nova Bank - Infopool","Thu Jun 05 19:05:15 GMT 2025","passed","Thu Jun 05 19:05:15 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","67","audit trail","QA|Nova Bank - Infopool","Thu Jun 05 19:03:56 GMT 2025","passed","Thu Jun 05 19:03:56 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","32","Update user - no auth","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","43","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 19:03:54 GMT 2025","passed","Thu Jun 05 19:03:54 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","31","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","109","Invalid credentials","QA|Nova Bank - Infopool","Thu Jun 05 19:03:53 GMT 2025","passed","Thu Jun 05 19:03:53 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","38","No Auth - Get all Issues","QA|Nova Bank - Infopool","Thu Jun 05 19:03:57 GMT 2025","passed","Thu Jun 05 19:03:58 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","33","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Thu Jun 05 19:05:13 GMT 2025","passed","Thu Jun 05 19:05:13 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","86","verifyOTP","QA|Nova Bank - Infopool","Thu Jun 05 19:03:53 GMT 2025","passed","Thu Jun 05 19:03:53 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","87","Get events - invalid start date","QA|Nova Bank - Infopool","Thu Jun 05 19:03:56 GMT 2025","passed","Thu Jun 05 19:03:56 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","43","No email - Forgot Password","QA|Nova Bank - Infopool","Thu Jun 05 19:03:53 GMT 2025","passed","Thu Jun 05 19:03:53 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","39","search Corporate Adjustment","QA|Nova Bank - Infopool","Thu Jun 05 19:05:16 GMT 2025","passed","Thu Jun 05 19:05:16 GMT 2025","","corporate Adjustment","",""
"","32","Get Report Data - No auth","QA|Nova Bank - Infopool","Thu Jun 05 19:05:15 GMT 2025","passed","Thu Jun 05 19:05:15 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","39","No Auth - Change password","QA|Nova Bank - Infopool","Thu Jun 05 19:03:55 GMT 2025","passed","Thu Jun 05 19:03:55 GMT 2025","v1 > Profile > Password","Bank User","",""
"","33","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Thu Jun 05 19:05:13 GMT 2025","passed","Thu Jun 05 19:05:13 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","32","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 19:05:14 GMT 2025","passed","Thu Jun 05 19:05:14 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","32","Get Reports Stats","QA|Nova Bank - Infopool","Thu Jun 05 19:05:15 GMT 2025","passed","Thu Jun 05 19:05:15 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","34","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 19:05:13 GMT 2025","passed","Thu Jun 05 19:05:13 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","33","No auth - Create  organization","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","36","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Thu Jun 05 19:05:13 GMT 2025","passed","Thu Jun 05 19:05:13 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","39","Delete Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 19:03:58 GMT 2025","failed","Thu Jun 05 19:03:59 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","36","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Thu Jun 05 19:03:58 GMT 2025","passed","Thu Jun 05 19:03:58 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","1985","Fetch Customers Transactions","QA|Nova Bank - Infopool","Thu Jun 05 19:04:00 GMT 2025","passed","Thu Jun 05 19:04:02 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","32","Get single definition","QA|Nova Bank - Infopool","Thu Jun 05 19:05:11 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","32","No Auth - Update definition","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","34","Fetch all users in an organization","QA|Nova Bank - Infopool","Thu Jun 05 19:05:13 GMT 2025","passed","Thu Jun 05 19:05:13 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","38","Get events - no auth","QA|Nova Bank - Infopool","Thu Jun 05 19:03:56 GMT 2025","passed","Thu Jun 05 19:03:56 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","31","Get role by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 19:05:14 GMT 2025","passed","Thu Jun 05 19:05:14 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","33","Create organization - name already exists","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","31","No auth - update role","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","54","Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 19:03:59 GMT 2025","passed","Thu Jun 05 19:03:59 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","33","Fetch all users","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","31","Update role status","QA|Nova Bank - Infopool","Thu Jun 05 19:05:14 GMT 2025","passed","Thu Jun 05 19:05:14 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","33","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","40","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 19:03:56 GMT 2025","passed","Thu Jun 05 19:03:56 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","58","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Thu Jun 05 19:05:16 GMT 2025","passed","Thu Jun 05 19:05:16 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","39","No Auth - Update Issue","QA|Nova Bank - Infopool","Thu Jun 05 19:03:58 GMT 2025","passed","Thu Jun 05 19:03:58 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","32","No auth - get all category","QA|Nova Bank - Infopool","Thu Jun 05 19:05:14 GMT 2025","passed","Thu Jun 05 19:05:14 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","105","Invalid current password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 19:03:55 GMT 2025","passed","Thu Jun 05 19:03:55 GMT 2025","v1 > Profile > Password","Bank User","",""
"","32","managers","QA|Nova Bank - Infopool","Thu Jun 05 19:05:14 GMT 2025","passed","Thu Jun 05 19:05:14 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","40","Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 19:03:58 GMT 2025","failed","Thu Jun 05 19:03:58 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","33","Create organization - no name","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","95","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 19:03:57 GMT 2025","failed","Thu Jun 05 19:03:57 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","36","No Auth - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 19:03:59 GMT 2025","passed","Thu Jun 05 19:03:59 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","96","No auth - Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 19:03:57 GMT 2025","passed","Thu Jun 05 19:03:57 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","38","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 19:03:58 GMT 2025","passed","Thu Jun 05 19:03:58 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","36","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:13 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Create a new report","32","Create Report","QA|Nova Bank - Infopool","Thu Jun 05 19:05:15 GMT 2025","passed","Thu Jun 05 19:05:15 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","34","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Thu Jun 05 19:05:11 GMT 2025","passed","Thu Jun 05 19:05:11 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"Create a new report","33","Create Report - No auth","QA|Nova Bank - Infopool","Thu Jun 05 19:05:15 GMT 2025","passed","Thu Jun 05 19:05:15 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","31","Create roles - empty name field","QA|Nova Bank - Infopool","Thu Jun 05 19:05:14 GMT 2025","passed","Thu Jun 05 19:05:14 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","30","No Auth - Get all definitions","QA|Nova Bank - Infopool","Thu Jun 05 19:05:11 GMT 2025","passed","Thu Jun 05 19:05:11 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","35","Export Report Data","QA|Nova Bank - Infopool","Thu Jun 05 19:05:15 GMT 2025","failed","Thu Jun 05 19:05:15 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","32","Create roles - No auth","QA|Nova Bank - Infopool","Thu Jun 05 19:05:14 GMT 2025","passed","Thu Jun 05 19:05:14 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","31","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 19:05:14 GMT 2025","passed","Thu Jun 05 19:05:14 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Delete a report (soft delete)","31","Delete Report - Invalid id","QA|Nova Bank - Infopool","Thu Jun 05 19:05:15 GMT 2025","passed","Thu Jun 05 19:05:15 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","41","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 19:03:54 GMT 2025","passed","Thu Jun 05 19:03:54 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","38","audit trail - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 19:03:56 GMT 2025","passed","Thu Jun 05 19:03:56 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"Get a paginated list of reports with optional filtering","30","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 19:05:15 GMT 2025","passed","Thu Jun 05 19:05:15 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","34","Update definition","QA|Nova Bank - Infopool","Thu Jun 05 19:05:12 GMT 2025","passed","Thu Jun 05 19:05:12 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","184","Change password - successful","QA|Nova Bank - Infopool","Thu Jun 05 19:03:54 GMT 2025","passed","Thu Jun 05 19:03:55 GMT 2025","v1 > Profile > Password","Bank User","",""
"","40","Update profile - invalid phone number","QA|Nova Bank - Infopool","Thu Jun 05 19:03:55 GMT 2025","passed","Thu Jun 05 19:03:55 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"Get a paginated list of reports with optional filtering","33","Get Reports - No auth","QA|Nova Bank - Infopool","Thu Jun 05 19:05:15 GMT 2025","passed","Thu Jun 05 19:05:15 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","76","resend_invitation_toUser","QA|Nova Bank - Infopool","Thu Jun 05 19:03:56 GMT 2025","passed","Thu Jun 05 19:03:56 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
