"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","92","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 01 15:56:00 GMT 2025","failed","Sun Jun 01 15:56:00 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","82","Create organization - empty mis code","QA|Nova Bank - Infopool","Sun Jun 01 15:56:15 GMT 2025","failed","Sun Jun 01 15:56:15 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","90","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 01 15:56:05 GMT 2025","passed","Sun Jun 01 15:56:05 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","86","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Jun 01 15:55:46 GMT 2025","passed","Sun Jun 01 15:55:46 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Get a specific report by ID","78","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Sun Jun 01 15:56:28 GMT 2025","passed","Sun Jun 01 15:56:28 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","91","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 01 15:56:17 GMT 2025","passed","Sun Jun 01 15:56:17 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","81","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 01 15:55:59 GMT 2025","passed","Sun Jun 01 15:55:59 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","82","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun Jun 01 15:56:16 GMT 2025","failed","Sun Jun 01 15:56:16 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","85","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Jun 01 15:56:16 GMT 2025","failed","Sun Jun 01 15:56:16 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","79","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Sun Jun 01 15:56:06 GMT 2025","failed","Sun Jun 01 15:56:06 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Update an existing report","90","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun Jun 01 15:56:29 GMT 2025","passed","Sun Jun 01 15:56:29 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","84","Update role status - role does not exist","QA|Nova Bank - Infopool","Sun Jun 01 15:56:18 GMT 2025","passed","Sun Jun 01 15:56:18 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","80","No Auth - Get all permissions","QA|Nova Bank - Infopool","Sun Jun 01 15:56:19 GMT 2025","passed","Sun Jun 01 15:56:19 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","80","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 01 15:56:01 GMT 2025","passed","Sun Jun 01 15:56:01 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","83","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sun Jun 01 15:55:47 GMT 2025","passed","Sun Jun 01 15:55:47 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","107","Get all Issues","QA|Nova Bank - Infopool","Sun Jun 01 15:55:53 GMT 2025","failed","Sun Jun 01 15:55:53 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","79","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Jun 01 15:56:10 GMT 2025","passed","Sun Jun 01 15:56:10 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","88","Create organization - empty description","QA|Nova Bank - Infopool","Sun Jun 01 15:56:14 GMT 2025","passed","Sun Jun 01 15:56:15 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","225","category by id","QA|Nova Bank - Infopool","Sun Jun 01 15:56:19 GMT 2025","passed","Sun Jun 01 15:56:20 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","88","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sun Jun 01 15:56:16 GMT 2025","passed","Sun Jun 01 15:56:16 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","81","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 01 15:56:17 GMT 2025","passed","Sun Jun 01 15:56:17 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","118","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Jun 01 15:56:02 GMT 2025","passed","Sun Jun 01 15:56:02 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","80","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 01 15:56:05 GMT 2025","passed","Sun Jun 01 15:56:05 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","81","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 01 15:56:15 GMT 2025","passed","Sun Jun 01 15:56:15 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","94","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sun Jun 01 15:56:15 GMT 2025","passed","Sun Jun 01 15:56:15 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","3269","Invalid credentials","QA|Nova Bank - Infopool","Sun Jun 01 15:55:42 GMT 2025","passed","Sun Jun 01 15:55:45 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","78","No auth - Update role status","QA|Nova Bank - Infopool","Sun Jun 01 15:56:18 GMT 2025","passed","Sun Jun 01 15:56:19 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","83","audit trail - No Auth","QA|Nova Bank - Infopool","Sun Jun 01 15:55:50 GMT 2025","passed","Sun Jun 01 15:55:50 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","79","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 01 15:56:17 GMT 2025","passed","Sun Jun 01 15:56:17 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"Get a paginated list of reports with optional filtering","80","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Sun Jun 01 15:56:21 GMT 2025","passed","Sun Jun 01 15:56:21 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","78","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 01 15:56:06 GMT 2025","passed","Sun Jun 01 15:56:06 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","80","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Sun Jun 01 15:56:29 GMT 2025","failed","Sun Jun 01 15:56:29 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","91","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Jun 01 15:56:06 GMT 2025","passed","Sun Jun 01 15:56:06 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","403","Get Report Objects - Question","QA|Nova Bank - Infopool","Sun Jun 01 15:56:20 GMT 2025","passed","Sun Jun 01 15:56:21 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","87","Create organization - no country ID","QA|Nova Bank - Infopool","Sun Jun 01 15:56:15 GMT 2025","passed","Sun Jun 01 15:56:15 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","81","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Jun 01 15:56:02 GMT 2025","passed","Sun Jun 01 15:56:02 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","230","Get profile - successfully","QA|Nova Bank - Infopool","Sun Jun 01 15:55:48 GMT 2025","passed","Sun Jun 01 15:55:48 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","80","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 01 15:56:02 GMT 2025","failed","Sun Jun 01 15:56:02 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","90","Update profile","QA|Nova Bank - Infopool","Sun Jun 01 15:55:49 GMT 2025","failed","Sun Jun 01 15:55:49 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","91","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 01 15:56:18 GMT 2025","passed","Sun Jun 01 15:56:18 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","123","verifyOTP","QA|Nova Bank - Infopool","Sun Jun 01 15:55:45 GMT 2025","passed","Sun Jun 01 15:55:45 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","86","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Jun 01 15:55:50 GMT 2025","passed","Sun Jun 01 15:55:50 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","3163","Fetch all users","QA|Nova Bank - Infopool","Sun Jun 01 15:56:07 GMT 2025","passed","Sun Jun 01 15:56:10 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","83","Update user - invalid action","QA|Nova Bank - Infopool","Sun Jun 01 15:56:13 GMT 2025","failed","Sun Jun 01 15:56:13 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","86","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 01 15:55:46 GMT 2025","passed","Sun Jun 01 15:55:47 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","86","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 01 15:55:46 GMT 2025","passed","Sun Jun 01 15:55:46 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Create a new report","91","Create Report - Duplicate name","QA|Nova Bank - Infopool","Sun Jun 01 15:56:28 GMT 2025","passed","Sun Jun 01 15:56:28 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","92","Empty current password - Change password","QA|Nova Bank - Infopool","Sun Jun 01 15:55:48 GMT 2025","passed","Sun Jun 01 15:55:48 GMT 2025","v1 > Profile > Password","Bank User","",""
"Create a new report","93","Create Report - Empty category","QA|Nova Bank - Infopool","Sun Jun 01 15:56:28 GMT 2025","failed","Sun Jun 01 15:56:28 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","88","Get single definition","QA|Nova Bank - Infopool","Sun Jun 01 15:56:06 GMT 2025","passed","Sun Jun 01 15:56:06 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","90","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Jun 01 15:55:48 GMT 2025","passed","Sun Jun 01 15:55:48 GMT 2025","v1 > Profile > Password","Bank User","",""
"","376","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 01 15:55:52 GMT 2025","passed","Sun Jun 01 15:55:52 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","81","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 01 15:56:01 GMT 2025","failed","Sun Jun 01 15:56:01 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","84","Update role status","QA|Nova Bank - Infopool","Sun Jun 01 15:56:18 GMT 2025","passed","Sun Jun 01 15:56:18 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"Get a specific report by ID","87","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Sun Jun 01 15:56:28 GMT 2025","passed","Sun Jun 01 15:56:28 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","79","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 01 15:56:02 GMT 2025","passed","Sun Jun 01 15:56:02 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","91","Create organization - no name","QA|Nova Bank - Infopool","Sun Jun 01 15:56:14 GMT 2025","passed","Sun Jun 01 15:56:14 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","83","Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 01 15:55:56 GMT 2025","failed","Sun Jun 01 15:55:56 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","79","Create roles - No auth","QA|Nova Bank - Infopool","Sun Jun 01 15:56:18 GMT 2025","passed","Sun Jun 01 15:56:18 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","91","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Jun 01 15:56:15 GMT 2025","passed","Sun Jun 01 15:56:15 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","90","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 01 15:56:15 GMT 2025","passed","Sun Jun 01 15:56:15 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","79","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun Jun 01 15:56:15 GMT 2025","failed","Sun Jun 01 15:56:16 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","81","Get profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 01 15:55:48 GMT 2025","passed","Sun Jun 01 15:55:48 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","147","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Jun 01 15:55:50 GMT 2025","passed","Sun Jun 01 15:55:50 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","86","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Jun 01 15:55:49 GMT 2025","passed","Sun Jun 01 15:55:49 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","94","Get all permissions","QA|Nova Bank - Infopool","Sun Jun 01 15:56:19 GMT 2025","passed","Sun Jun 01 15:56:19 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","89","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Jun 01 15:56:16 GMT 2025","passed","Sun Jun 01 15:56:16 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","93","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun Jun 01 15:56:16 GMT 2025","passed","Sun Jun 01 15:56:16 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","116","verify OTP","QA|Nova Bank - Infopool","Sun Jun 01 15:55:47 GMT 2025","passed","Sun Jun 01 15:55:47 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","79","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 01 15:56:05 GMT 2025","failed","Sun Jun 01 15:56:05 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","86","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 01 15:56:13 GMT 2025","passed","Sun Jun 01 15:56:13 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","205","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Jun 01 15:56:17 GMT 2025","passed","Sun Jun 01 15:56:17 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","94","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Jun 01 15:56:16 GMT 2025","passed","Sun Jun 01 15:56:16 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","82","Create roles - Existing role","QA|Nova Bank - Infopool","Sun Jun 01 15:56:18 GMT 2025","failed","Sun Jun 01 15:56:18 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","173","Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 01 15:56:00 GMT 2025","passed","Sun Jun 01 15:56:00 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"Get a specific report by ID","89","Get Report by UUID","QA|Nova Bank - Infopool","Sun Jun 01 15:56:28 GMT 2025","failed","Sun Jun 01 15:56:28 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","163","Update definition","QA|Nova Bank - Infopool","Sun Jun 01 15:56:06 GMT 2025","passed","Sun Jun 01 15:56:06 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","92","get all category","QA|Nova Bank - Infopool","Sun Jun 01 15:56:19 GMT 2025","passed","Sun Jun 01 15:56:19 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","89","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Jun 01 15:56:14 GMT 2025","passed","Sun Jun 01 15:56:14 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","83","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Jun 01 15:55:50 GMT 2025","passed","Sun Jun 01 15:55:50 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","78","Get roles - successful","QA|Nova Bank - Infopool","Sun Jun 01 15:56:18 GMT 2025","passed","Sun Jun 01 15:56:18 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","115","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 01 15:55:46 GMT 2025","passed","Sun Jun 01 15:55:46 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","88","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Jun 01 15:56:14 GMT 2025","passed","Sun Jun 01 15:56:14 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","93","Invalid email format","QA|Nova Bank - Infopool","Sun Jun 01 15:55:45 GMT 2025","passed","Sun Jun 01 15:55:45 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","79","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 01 15:56:05 GMT 2025","failed","Sun Jun 01 15:56:05 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","3869","Successful login","QA|Nova Bank - Infopool","Sun Jun 01 15:55:38 GMT 2025","passed","Sun Jun 01 15:55:42 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"Get a paginated list of reports with optional filtering","81","Get Reports - No auth","QA|Nova Bank - Infopool","Sun Jun 01 15:56:20 GMT 2025","passed","Sun Jun 01 15:56:20 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","81","Export Report Data - No auth","QA|Nova Bank - Infopool","Sun Jun 01 15:56:30 GMT 2025","passed","Sun Jun 01 15:56:30 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","84","Update profile - no auth","QA|Nova Bank - Infopool","Sun Jun 01 15:55:49 GMT 2025","passed","Sun Jun 01 15:55:49 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","83","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Jun 01 15:55:48 GMT 2025","passed","Sun Jun 01 15:55:48 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","158","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 01 15:55:52 GMT 2025","failed","Sun Jun 01 15:55:53 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","84","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 01 15:55:50 GMT 2025","passed","Sun Jun 01 15:55:50 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","82","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 01 15:56:02 GMT 2025","failed","Sun Jun 01 15:56:02 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","116","Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 01 15:56:15 GMT 2025","passed","Sun Jun 01 15:56:15 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","82","Update Issue","QA|Nova Bank - Infopool","Sun Jun 01 15:55:59 GMT 2025","failed","Sun Jun 01 15:55:59 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","82","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 01 15:56:05 GMT 2025","failed","Sun Jun 01 15:56:05 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","82","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 01 15:55:51 GMT 2025","passed","Sun Jun 01 15:55:51 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","79","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 01 15:56:17 GMT 2025","passed","Sun Jun 01 15:56:17 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","92","get user role","QA|Nova Bank - Infopool","Sun Jun 01 15:56:13 GMT 2025","passed","Sun Jun 01 15:56:14 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
