"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Thu Jun 05 23:47:36 GMT 2025","passed","Thu Jun 05 23:47:36 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","201","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 23:47:44 GMT 2025","passed","Thu Jun 05 23:47:44 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","33","Create organization - empty mis code","QA|Nova Bank - Infopool","Thu Jun 05 23:49:01 GMT 2025","passed","Thu Jun 05 23:49:01 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","32","Create roles - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:49:02 GMT 2025","passed","Thu Jun 05 23:49:02 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","35","No Auth - Update definition","QA|Nova Bank - Infopool","Thu Jun 05 23:49:00 GMT 2025","passed","Thu Jun 05 23:49:00 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","32","Get all permissions","QA|Nova Bank - Infopool","Thu Jun 05 23:49:02 GMT 2025","passed","Thu Jun 05 23:49:02 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","104","Empty current password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 23:47:40 GMT 2025","passed","Thu Jun 05 23:47:40 GMT 2025","v1 > Profile > Password","Bank User","",""
"","36","No auth - Update role status","QA|Nova Bank - Infopool","Thu Jun 05 23:49:02 GMT 2025","passed","Thu Jun 05 23:49:02 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","33","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Thu Jun 05 23:49:04 GMT 2025","passed","Thu Jun 05 23:49:04 GMT 2025","","corporate Adjustment","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","42","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 23:47:37 GMT 2025","passed","Thu Jun 05 23:47:37 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","38","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Thu Jun 05 23:47:52 GMT 2025","failed","Thu Jun 05 23:47:52 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","33","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Thu Jun 05 23:49:01 GMT 2025","passed","Thu Jun 05 23:49:01 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","32","Fetch all users","QA|Nova Bank - Infopool","Thu Jun 05 23:49:00 GMT 2025","passed","Thu Jun 05 23:49:00 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"Get a specific report by ID","32","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Thu Jun 05 23:49:03 GMT 2025","passed","Thu Jun 05 23:49:03 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"Create a new report","34","Create Report - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:49:03 GMT 2025","passed","Thu Jun 05 23:49:03 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"Get a specific report by ID","33","Get Report by UUID","QA|Nova Bank - Infopool","Thu Jun 05 23:49:03 GMT 2025","passed","Thu Jun 05 23:49:03 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","106","Add Comment to Issue","QA|Nova Bank - Infopool","Thu Jun 05 23:47:51 GMT 2025","failed","Thu Jun 05 23:47:51 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"Get a paginated list of reports with optional filtering","34","Get Reports","QA|Nova Bank - Infopool","Thu Jun 05 23:49:03 GMT 2025","passed","Thu Jun 05 23:49:03 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","34","Export Report Data - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:49:04 GMT 2025","passed","Thu Jun 05 23:49:04 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","105","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 23:47:37 GMT 2025","passed","Thu Jun 05 23:47:37 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","32","Get permission by ID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:49:02 GMT 2025","passed","Thu Jun 05 23:49:02 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","1859","Fetch Customers Transactions","QA|Nova Bank - Infopool","Thu Jun 05 23:47:54 GMT 2025","passed","Thu Jun 05 23:47:56 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","155","Fetch Customer By ID","QA|Nova Bank - Infopool","Thu Jun 05 23:47:53 GMT 2025","passed","Thu Jun 05 23:47:53 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","34","No auth - get user role","QA|Nova Bank - Infopool","Thu Jun 05 23:49:00 GMT 2025","passed","Thu Jun 05 23:49:00 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","56","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 23:47:37 GMT 2025","passed","Thu Jun 05 23:47:37 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","68","Add attachment to issue","QA|Nova Bank - Infopool","Thu Jun 05 23:47:52 GMT 2025","failed","Thu Jun 05 23:47:52 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","393","Invalid credentials","QA|Nova Bank - Infopool","Thu Jun 05 23:47:35 GMT 2025","passed","Thu Jun 05 23:47:35 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","63","Get all Issues","QA|Nova Bank - Infopool","Thu Jun 05 23:47:45 GMT 2025","failed","Thu Jun 05 23:47:45 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"Get a paginated list of reports with optional filtering","38","Get Reports - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:49:03 GMT 2025","passed","Thu Jun 05 23:49:03 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","37","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Thu Jun 05 23:47:53 GMT 2025","passed","Thu Jun 05 23:47:53 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","35","Empty fields - Update definition","QA|Nova Bank - Infopool","Thu Jun 05 23:49:00 GMT 2025","passed","Thu Jun 05 23:49:00 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","33","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 23:49:02 GMT 2025","passed","Thu Jun 05 23:49:02 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","153","verifyOTP","QA|Nova Bank - Infopool","Thu Jun 05 23:47:35 GMT 2025","passed","Thu Jun 05 23:47:36 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","64","Update profile - no phone number","QA|Nova Bank - Infopool","Thu Jun 05 23:47:40 GMT 2025","passed","Thu Jun 05 23:47:40 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","34","Get all definitions","QA|Nova Bank - Infopool","Thu Jun 05 23:48:59 GMT 2025","passed","Thu Jun 05 23:48:59 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","33","Update user - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:49:00 GMT 2025","passed","Thu Jun 05 23:49:00 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","102","Update profile - Invalid file size","QA|Nova Bank - Infopool","Thu Jun 05 23:47:41 GMT 2025","passed","Thu Jun 05 23:47:41 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"Delete a report (soft delete)","32","Delete Report -No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:49:03 GMT 2025","passed","Thu Jun 05 23:49:03 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","33","Update user - empty action field","QA|Nova Bank - Infopool","Thu Jun 05 23:49:00 GMT 2025","passed","Thu Jun 05 23:49:00 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","34","get user role","QA|Nova Bank - Infopool","Thu Jun 05 23:49:00 GMT 2025","passed","Thu Jun 05 23:49:00 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","100","Update Issue","QA|Nova Bank - Infopool","Thu Jun 05 23:47:51 GMT 2025","failed","Thu Jun 05 23:47:51 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","33","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 23:49:00 GMT 2025","passed","Thu Jun 05 23:49:01 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","39","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Thu Jun 05 23:47:52 GMT 2025","passed","Thu Jun 05 23:47:52 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","44","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Thu Jun 05 23:47:52 GMT 2025","passed","Thu Jun 05 23:47:52 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","40","No Auth - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 23:47:53 GMT 2025","passed","Thu Jun 05 23:47:53 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","34","Role does not exist - update role","QA|Nova Bank - Infopool","Thu Jun 05 23:49:00 GMT 2025","passed","Thu Jun 05 23:49:00 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","34","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 23:49:02 GMT 2025","passed","Thu Jun 05 23:49:02 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","35","Remove user from an organization - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:49:02 GMT 2025","passed","Thu Jun 05 23:49:02 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","33","Get roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:49:02 GMT 2025","passed","Thu Jun 05 23:49:02 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","36","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Thu Jun 05 23:48:59 GMT 2025","passed","Thu Jun 05 23:48:59 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","33","Add user to an organization - no auth","QA|Nova Bank - Infopool","Thu Jun 05 23:49:01 GMT 2025","passed","Thu Jun 05 23:49:02 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","33","Create organization - empty city value","QA|Nova Bank - Infopool","Thu Jun 05 23:49:01 GMT 2025","passed","Thu Jun 05 23:49:01 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","33","Get permission by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:49:02 GMT 2025","passed","Thu Jun 05 23:49:02 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","37","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Thu Jun 05 23:49:00 GMT 2025","passed","Thu Jun 05 23:49:00 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","34","Create organization - no name","QA|Nova Bank - Infopool","Thu Jun 05 23:49:00 GMT 2025","passed","Thu Jun 05 23:49:00 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","32","Get Report Objects - Question","QA|Nova Bank - Infopool","Thu Jun 05 23:49:03 GMT 2025","passed","Thu Jun 05 23:49:03 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","33","No Auth - Get all definitions","QA|Nova Bank - Infopool","Thu Jun 05 23:48:59 GMT 2025","passed","Thu Jun 05 23:48:59 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","182","No auth - Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 23:47:44 GMT 2025","passed","Thu Jun 05 23:47:44 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","100","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 23:47:37 GMT 2025","passed","Thu Jun 05 23:47:37 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","35","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:49:01 GMT 2025","passed","Thu Jun 05 23:49:01 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","45","Empty new password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 23:47:40 GMT 2025","passed","Thu Jun 05 23:47:40 GMT 2025","v1 > Profile > Password","Bank User","",""
"","33","update role","QA|Nova Bank - Infopool","Thu Jun 05 23:49:00 GMT 2025","passed","Thu Jun 05 23:49:00 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","33","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Thu Jun 05 23:49:01 GMT 2025","passed","Thu Jun 05 23:49:01 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","98","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 23:47:52 GMT 2025","failed","Thu Jun 05 23:47:52 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","35","Update user - invalid action","QA|Nova Bank - Infopool","Thu Jun 05 23:49:00 GMT 2025","passed","Thu Jun 05 23:49:00 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","437","Invalid current password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 23:47:39 GMT 2025","passed","Thu Jun 05 23:47:39 GMT 2025","v1 > Profile > Password","Bank User","",""
"","33","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Thu Jun 05 23:49:03 GMT 2025","passed","Thu Jun 05 23:49:03 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","86","Get profile roles - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 23:47:38 GMT 2025","passed","Thu Jun 05 23:47:38 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","36","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Thu Jun 05 23:48:59 GMT 2025","passed","Thu Jun 05 23:48:59 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","31","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Thu Jun 05 23:49:01 GMT 2025","passed","Thu Jun 05 23:49:01 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","100","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Thu Jun 05 23:47:42 GMT 2025","failed","Thu Jun 05 23:47:42 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","117","No email - Forgot Password","QA|Nova Bank - Infopool","Thu Jun 05 23:47:36 GMT 2025","passed","Thu Jun 05 23:47:36 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","53","Get profile roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:47:38 GMT 2025","passed","Thu Jun 05 23:47:38 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","55","Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 23:47:53 GMT 2025","passed","Thu Jun 05 23:47:53 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","33","Get role by ID - no auth","QA|Nova Bank - Infopool","Thu Jun 05 23:49:02 GMT 2025","passed","Thu Jun 05 23:49:02 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"Update an existing report","33","Update Report - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:49:03 GMT 2025","passed","Thu Jun 05 23:49:03 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","51","No user credentials","QA|Nova Bank - Infopool","Thu Jun 05 23:47:35 GMT 2025","passed","Thu Jun 05 23:47:35 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","65","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 23:47:42 GMT 2025","passed","Thu Jun 05 23:47:42 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","33","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Thu Jun 05 23:49:02 GMT 2025","passed","Thu Jun 05 23:49:02 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","70","Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 23:47:53 GMT 2025","passed","Thu Jun 05 23:47:53 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","57","Update Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 23:47:52 GMT 2025","failed","Thu Jun 05 23:47:52 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","57","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Thu Jun 05 23:47:54 GMT 2025","passed","Thu Jun 05 23:47:54 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","34","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Thu Jun 05 23:49:00 GMT 2025","passed","Thu Jun 05 23:49:00 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","33","No auth - category by id","QA|Nova Bank - Infopool","Thu Jun 05 23:49:02 GMT 2025","passed","Thu Jun 05 23:49:02 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Update an existing report","31","Update Report","QA|Nova Bank - Infopool","Thu Jun 05 23:49:03 GMT 2025","passed","Thu Jun 05 23:49:03 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","33","No auth - Create  organization","QA|Nova Bank - Infopool","Thu Jun 05 23:49:00 GMT 2025","passed","Thu Jun 05 23:49:00 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","35","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 23:49:01 GMT 2025","passed","Thu Jun 05 23:49:01 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Create a new report","35","Create Report - Duplicate name","QA|Nova Bank - Infopool","Thu Jun 05 23:49:03 GMT 2025","passed","Thu Jun 05 23:49:03 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"Delete a report (soft delete)","32","Delete Report - Invalid id","QA|Nova Bank - Infopool","Thu Jun 05 23:49:03 GMT 2025","passed","Thu Jun 05 23:49:03 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","137","verify OTP","QA|Nova Bank - Infopool","Thu Jun 05 23:47:38 GMT 2025","passed","Thu Jun 05 23:47:38 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","34","Export Report Data","QA|Nova Bank - Infopool","Thu Jun 05 23:49:04 GMT 2025","failed","Thu Jun 05 23:49:04 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","33","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Thu Jun 05 23:49:01 GMT 2025","passed","Thu Jun 05 23:49:01 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","33","Update user - ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 23:49:00 GMT 2025","passed","Thu Jun 05 23:49:00 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","38","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 23:47:43 GMT 2025","passed","Thu Jun 05 23:47:43 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","33","Create roles","QA|Nova Bank - Infopool","Thu Jun 05 23:49:02 GMT 2025","passed","Thu Jun 05 23:49:02 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","455","Weak password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 23:47:39 GMT 2025","passed","Thu Jun 05 23:47:40 GMT 2025","v1 > Profile > Password","Bank User","",""
"","34","Create organization - no country ID","QA|Nova Bank - Infopool","Thu Jun 05 23:49:01 GMT 2025","passed","Thu Jun 05 23:49:01 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","33","No auth - get all category","QA|Nova Bank - Infopool","Thu Jun 05 23:49:02 GMT 2025","passed","Thu Jun 05 23:49:02 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","63145","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Thu Jun 05 23:47:56 GMT 2025","passed","Thu Jun 05 23:48:59 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","132","resend_invitation_toUser","QA|Nova Bank - Infopool","Thu Jun 05 23:47:42 GMT 2025","passed","Thu Jun 05 23:47:43 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","56","Fetch Customer Comments","QA|Nova Bank - Infopool","Thu Jun 05 23:47:52 GMT 2025","failed","Thu Jun 05 23:47:52 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","32","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Thu Jun 05 23:49:03 GMT 2025","passed","Thu Jun 05 23:49:03 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","58","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 23:47:52 GMT 2025","passed","Thu Jun 05 23:47:52 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","35","Create organization - empty street value","QA|Nova Bank - Infopool","Thu Jun 05 23:49:01 GMT 2025","passed","Thu Jun 05 23:49:01 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:49:01 GMT 2025","passed","Thu Jun 05 23:49:01 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
