"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create a new report","67","Create Report","QA|Nova Bank - Infopool","Thu Jun 05 16:04:29 GMT 2025","failed","Thu Jun 05 16:04:29 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","32","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 16:04:26 GMT 2025","passed","Thu Jun 05 16:04:26 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","50","No user credentials","QA|Nova Bank - Infopool","Thu Jun 05 16:03:10 GMT 2025","passed","Thu Jun 05 16:03:10 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","37","category by id","QA|Nova Bank - Infopool","Thu Jun 05 16:04:28 GMT 2025","passed","Thu Jun 05 16:04:28 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Get a specific report by ID","37","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 16:04:29 GMT 2025","passed","Thu Jun 05 16:04:29 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","102","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Thu Jun 05 16:03:12 GMT 2025","passed","Thu Jun 05 16:03:12 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","46","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 16:03:10 GMT 2025","passed","Thu Jun 05 16:03:10 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","56","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Thu Jun 05 16:04:31 GMT 2025","passed","Thu Jun 05 16:04:31 GMT 2025","","","",""
"","37","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 16:03:15 GMT 2025","failed","Thu Jun 05 16:03:15 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","35","Fetch user by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 16:04:25 GMT 2025","passed","Thu Jun 05 16:04:25 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","38","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 16:03:11 GMT 2025","passed","Thu Jun 05 16:03:11 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","40","Get Report Data - No auth","QA|Nova Bank - Infopool","Thu Jun 05 16:04:31 GMT 2025","passed","Thu Jun 05 16:04:31 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","41","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 16:03:15 GMT 2025","failed","Thu Jun 05 16:03:15 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","35","Create  organization - without parent id","QA|Nova Bank - Infopool","Thu Jun 05 16:04:26 GMT 2025","passed","Thu Jun 05 16:04:26 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","33","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Thu Jun 05 16:04:26 GMT 2025","passed","Thu Jun 05 16:04:26 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","78","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 16:03:10 GMT 2025","failed","Thu Jun 05 16:03:11 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","36","No auth - Update role status","QA|Nova Bank - Infopool","Thu Jun 05 16:04:28 GMT 2025","passed","Thu Jun 05 16:04:28 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","34","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Thu Jun 05 16:04:27 GMT 2025","passed","Thu Jun 05 16:04:27 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","34","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 16:04:28 GMT 2025","passed","Thu Jun 05 16:04:28 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","36","No Auth - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 16:03:15 GMT 2025","passed","Thu Jun 05 16:03:15 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","33","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Thu Jun 05 16:04:25 GMT 2025","passed","Thu Jun 05 16:04:25 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","39","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Thu Jun 05 16:04:25 GMT 2025","passed","Thu Jun 05 16:04:25 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","35","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Thu Jun 05 16:04:27 GMT 2025","passed","Thu Jun 05 16:04:27 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"Get a specific report by ID","33","Get Report by ID","QA|Nova Bank - Infopool","Thu Jun 05 16:04:28 GMT 2025","passed","Thu Jun 05 16:04:28 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","35","Get single definition","QA|Nova Bank - Infopool","Thu Jun 05 16:04:25 GMT 2025","passed","Thu Jun 05 16:04:25 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","80","verifyOTP","QA|Nova Bank - Infopool","Thu Jun 05 16:03:10 GMT 2025","passed","Thu Jun 05 16:03:10 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","42","Send user invitation token - successful","QA|Nova Bank - Infopool","Thu Jun 05 16:03:13 GMT 2025","passed","Thu Jun 05 16:03:13 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","40","No email - Forgot Password","QA|Nova Bank - Infopool","Thu Jun 05 16:03:10 GMT 2025","passed","Thu Jun 05 16:03:10 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","34","Update user - ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 16:04:25 GMT 2025","passed","Thu Jun 05 16:04:25 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","96","Get profile - successfully","QA|Nova Bank - Infopool","Thu Jun 05 16:03:11 GMT 2025","passed","Thu Jun 05 16:03:11 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","38","Update Customer Comment Copy","QA|Nova Bank - Infopool","Thu Jun 05 16:03:15 GMT 2025","passed","Thu Jun 05 16:03:15 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","34","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Thu Jun 05 16:04:27 GMT 2025","passed","Thu Jun 05 16:04:27 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","44","Update profile - Invalid file size","QA|Nova Bank - Infopool","Thu Jun 05 16:03:12 GMT 2025","passed","Thu Jun 05 16:03:12 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","39","Invalid name - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 16:03:15 GMT 2025","failed","Thu Jun 05 16:03:15 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","5208","Invalid email format","QA|Nova Bank - Infopool","Thu Jun 05 16:03:04 GMT 2025","passed","Thu Jun 05 16:03:10 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","33","No auth - category by id","QA|Nova Bank - Infopool","Thu Jun 05 16:04:28 GMT 2025","passed","Thu Jun 05 16:04:28 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","36","Fetch Customers Accounts","QA|Nova Bank - Infopool","Thu Jun 05 16:04:25 GMT 2025","passed","Thu Jun 05 16:04:25 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","46","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Thu Jun 05 16:03:14 GMT 2025","passed","Thu Jun 05 16:03:14 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","36","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Thu Jun 05 16:04:25 GMT 2025","passed","Thu Jun 05 16:04:25 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","1900","Fetch Customers Transactions","QA|Nova Bank - Infopool","Thu Jun 05 16:03:16 GMT 2025","passed","Thu Jun 05 16:03:18 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","36","Create organization - name already exists","QA|Nova Bank - Infopool","Thu Jun 05 16:04:26 GMT 2025","passed","Thu Jun 05 16:04:26 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","69","Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 16:03:10 GMT 2025","passed","Thu Jun 05 16:03:10 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","39","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 16:03:13 GMT 2025","passed","Thu Jun 05 16:03:13 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","43","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 16:03:10 GMT 2025","passed","Thu Jun 05 16:03:10 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","212","audit-search","QA|Nova Bank - Infopool","Thu Jun 05 16:03:12 GMT 2025","passed","Thu Jun 05 16:03:13 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","37","Update profile - no auth","QA|Nova Bank - Infopool","Thu Jun 05 16:03:12 GMT 2025","passed","Thu Jun 05 16:03:12 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","39","Get events - no auth","QA|Nova Bank - Infopool","Thu Jun 05 16:03:12 GMT 2025","passed","Thu Jun 05 16:03:12 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","33","Fetch all users in an organization","QA|Nova Bank - Infopool","Thu Jun 05 16:04:27 GMT 2025","passed","Thu Jun 05 16:04:27 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","43","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 16:03:10 GMT 2025","passed","Thu Jun 05 16:03:10 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Create a new report","48","Create Report - Empty category","QA|Nova Bank - Infopool","Thu Jun 05 16:04:29 GMT 2025","failed","Thu Jun 05 16:04:29 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","35","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 16:04:26 GMT 2025","passed","Thu Jun 05 16:04:26 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","35","Create roles - empty name field","QA|Nova Bank - Infopool","Thu Jun 05 16:04:27 GMT 2025","passed","Thu Jun 05 16:04:27 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","35","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Thu Jun 05 16:04:27 GMT 2025","passed","Thu Jun 05 16:04:27 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","35","Update role status - role does not exist","QA|Nova Bank - Infopool","Thu Jun 05 16:04:27 GMT 2025","passed","Thu Jun 05 16:04:28 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","34","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 16:04:26 GMT 2025","passed","Thu Jun 05 16:04:26 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","51","Add Comment to Customer","QA|Nova Bank - Infopool","Thu Jun 05 16:03:15 GMT 2025","failed","Thu Jun 05 16:03:15 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","35","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 16:04:26 GMT 2025","passed","Thu Jun 05 16:04:26 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","35","Update user - no auth","QA|Nova Bank - Infopool","Thu Jun 05 16:04:25 GMT 2025","passed","Thu Jun 05 16:04:25 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","35","No Auth - Get all definitions","QA|Nova Bank - Infopool","Thu Jun 05 16:04:25 GMT 2025","passed","Thu Jun 05 16:04:25 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","38","Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 16:03:15 GMT 2025","failed","Thu Jun 05 16:03:15 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","54","Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 16:03:15 GMT 2025","passed","Thu Jun 05 16:03:15 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","33","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Thu Jun 05 16:04:27 GMT 2025","passed","Thu Jun 05 16:04:27 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","40","Get profile - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 16:03:11 GMT 2025","passed","Thu Jun 05 16:03:11 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","45","Get Issue by ID","QA|Nova Bank - Infopool","Thu Jun 05 16:03:14 GMT 2025","failed","Thu Jun 05 16:03:14 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","38","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Thu Jun 05 16:03:15 GMT 2025","passed","Thu Jun 05 16:03:15 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","37","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Thu Jun 05 16:03:18 GMT 2025","passed","Thu Jun 05 16:03:18 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","164","Invalid credentials","QA|Nova Bank - Infopool","Thu Jun 05 16:03:04 GMT 2025","passed","Thu Jun 05 16:03:04 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","38","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Thu Jun 05 16:03:14 GMT 2025","failed","Thu Jun 05 16:03:14 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","1652","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Thu Jun 05 16:04:29 GMT 2025","passed","Thu Jun 05 16:04:31 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","38","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 16:03:13 GMT 2025","passed","Thu Jun 05 16:03:13 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","33","Get permission by ID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 16:04:28 GMT 2025","passed","Thu Jun 05 16:04:28 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","103","Get events - invalid end date","QA|Nova Bank - Infopool","Thu Jun 05 16:03:12 GMT 2025","passed","Thu Jun 05 16:03:12 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","51","resend_invitation_toUser","QA|Nova Bank - Infopool","Thu Jun 05 16:03:13 GMT 2025","passed","Thu Jun 05 16:03:13 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","34","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Thu Jun 05 16:04:27 GMT 2025","passed","Thu Jun 05 16:04:27 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","69","Fetch Customer By ID","QA|Nova Bank - Infopool","Thu Jun 05 16:03:16 GMT 2025","passed","Thu Jun 05 16:03:16 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","43","Update Issue","QA|Nova Bank - Infopool","Thu Jun 05 16:03:14 GMT 2025","failed","Thu Jun 05 16:03:14 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Get a paginated list of reports with optional filtering","35","Get Reports - No auth","QA|Nova Bank - Infopool","Thu Jun 05 16:04:28 GMT 2025","passed","Thu Jun 05 16:04:28 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","47","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 16:03:13 GMT 2025","passed","Thu Jun 05 16:03:13 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","35","Update user - invalid action","QA|Nova Bank - Infopool","Thu Jun 05 16:04:26 GMT 2025","passed","Thu Jun 05 16:04:26 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","39","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 16:03:13 GMT 2025","passed","Thu Jun 05 16:03:13 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","33","No auth - update role","QA|Nova Bank - Infopool","Thu Jun 05 16:04:26 GMT 2025","passed","Thu Jun 05 16:04:26 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","42","Empty current password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 16:03:11 GMT 2025","passed","Thu Jun 05 16:03:11 GMT 2025","v1 > Profile > Password","Bank User","",""
"","178","Change password - successful","QA|Nova Bank - Infopool","Thu Jun 05 16:03:11 GMT 2025","passed","Thu Jun 05 16:03:11 GMT 2025","v1 > Profile > Password","Bank User","",""
"","34","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Thu Jun 05 16:04:27 GMT 2025","passed","Thu Jun 05 16:04:27 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","34","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Thu Jun 05 16:04:25 GMT 2025","passed","Thu Jun 05 16:04:25 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","41","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 16:03:13 GMT 2025","passed","Thu Jun 05 16:03:13 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Update an existing report","109","Update Report","QA|Nova Bank - Infopool","Thu Jun 05 16:04:29 GMT 2025","passed","Thu Jun 05 16:04:29 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","33","Get roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 16:04:27 GMT 2025","passed","Thu Jun 05 16:04:27 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","36","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Thu Jun 05 16:03:16 GMT 2025","passed","Thu Jun 05 16:03:16 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","34","update role","QA|Nova Bank - Infopool","Thu Jun 05 16:04:26 GMT 2025","passed","Thu Jun 05 16:04:26 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","175","reset password","QA|Nova Bank - Infopool","Thu Jun 05 16:03:10 GMT 2025","passed","Thu Jun 05 16:03:10 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"Get a paginated list of reports with optional filtering","34","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Thu Jun 05 16:04:28 GMT 2025","passed","Thu Jun 05 16:04:28 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","33","No auth - get user role","QA|Nova Bank - Infopool","Thu Jun 05 16:04:26 GMT 2025","passed","Thu Jun 05 16:04:26 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"Get a paginated list of reports with optional filtering","38","Get Reports","QA|Nova Bank - Infopool","Thu Jun 05 16:04:28 GMT 2025","passed","Thu Jun 05 16:04:28 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","31","No auth - managers","QA|Nova Bank - Infopool","Thu Jun 05 16:04:27 GMT 2025","passed","Thu Jun 05 16:04:27 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","43","Update profile - no phone number","QA|Nova Bank - Infopool","Thu Jun 05 16:03:12 GMT 2025","passed","Thu Jun 05 16:03:12 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","37","No Auth - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 16:03:15 GMT 2025","passed","Thu Jun 05 16:03:16 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","64","verify OTP","QA|Nova Bank - Infopool","Thu Jun 05 16:03:11 GMT 2025","passed","Thu Jun 05 16:03:11 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","48","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Thu Jun 05 16:04:31 GMT 2025","passed","Thu Jun 05 16:04:31 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","38","Update profile - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 16:03:12 GMT 2025","passed","Thu Jun 05 16:03:12 GMT 2025","v1 > Profile > update profile image","Bank User","",""
