"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","59","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 14 16:11:38 GMT 2025","passed","Wed May 14 16:11:38 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","58","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Wed May 14 16:11:52 GMT 2025","failed","Wed May 14 16:11:53 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","54","Get Reports - No auth","QA|Nova Bank - Infopool","Wed May 14 16:11:55 GMT 2025","passed","Wed May 14 16:11:55 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","56","Fetch Customer By ID","QA|Nova Bank - Infopool","Wed May 14 16:11:43 GMT 2025","failed","Wed May 14 16:11:43 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","59","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Wed May 14 16:12:03 GMT 2025","failed","Wed May 14 16:12:04 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","56","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Wed May 14 16:11:43 GMT 2025","failed","Wed May 14 16:11:43 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","61","Update role status","QA|Nova Bank - Infopool","Wed May 14 16:11:54 GMT 2025","failed","Wed May 14 16:11:54 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","58","Empty fields - Update definition","QA|Nova Bank - Infopool","Wed May 14 16:11:51 GMT 2025","failed","Wed May 14 16:11:51 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","66","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 14 16:11:38 GMT 2025","passed","Wed May 14 16:11:38 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","59","Get events - successful","QA|Nova Bank - Infopool","Wed May 14 16:11:39 GMT 2025","failed","Wed May 14 16:11:39 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","55","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 14 16:11:38 GMT 2025","passed","Wed May 14 16:11:38 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Get a paginated list of reports with optional filtering","57","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Wed May 14 16:11:56 GMT 2025","failed","Wed May 14 16:11:56 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","306","Create a New Issue","QA|Nova Bank - Infopool","Wed May 14 16:11:40 GMT 2025","failed","Wed May 14 16:11:40 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","58","Get role by ID - successful","QA|Nova Bank - Infopool","Wed May 14 16:11:54 GMT 2025","failed","Wed May 14 16:11:55 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","56","get all category","QA|Nova Bank - Infopool","Wed May 14 16:11:55 GMT 2025","failed","Wed May 14 16:11:55 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","60","update role","QA|Nova Bank - Infopool","Wed May 14 16:11:51 GMT 2025","failed","Wed May 14 16:11:51 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","59","Create organization - no name","QA|Nova Bank - Infopool","Wed May 14 16:11:52 GMT 2025","failed","Wed May 14 16:11:52 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","57","Get permission by ID - successful","QA|Nova Bank - Infopool","Wed May 14 16:11:55 GMT 2025","failed","Wed May 14 16:11:55 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","52","Get roles - No Auth","QA|Nova Bank - Infopool","Wed May 14 16:11:54 GMT 2025","passed","Wed May 14 16:11:54 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","63","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Wed May 14 16:11:42 GMT 2025","failed","Wed May 14 16:11:42 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","61","Update role status - role does not exist","QA|Nova Bank - Infopool","Wed May 14 16:11:54 GMT 2025","failed","Wed May 14 16:11:54 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"Get a paginated list of reports with optional filtering","61","Get Reports","QA|Nova Bank - Infopool","Wed May 14 16:11:55 GMT 2025","failed","Wed May 14 16:11:55 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","51","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Wed May 14 16:11:43 GMT 2025","passed","Wed May 14 16:11:43 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","53","Update profile - no auth","QA|Nova Bank - Infopool","Wed May 14 16:11:39 GMT 2025","passed","Wed May 14 16:11:39 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","57","Fetch user by ID - successful","QA|Nova Bank - Infopool","Wed May 14 16:11:51 GMT 2025","failed","Wed May 14 16:11:51 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","54","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Wed May 14 16:11:40 GMT 2025","passed","Wed May 14 16:11:40 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","52","Health","QA|Nova Bank - Infopool","Wed May 14 16:11:44 GMT 2025","passed","Wed May 14 16:11:44 GMT 2025","v1 > Health","Bank Admin","",""
"","59","Create roles - empty name field","QA|Nova Bank - Infopool","Wed May 14 16:11:54 GMT 2025","failed","Wed May 14 16:11:54 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","53","No auth - get all category","QA|Nova Bank - Infopool","Wed May 14 16:11:55 GMT 2025","passed","Wed May 14 16:11:55 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","54","Create organization - empty mis code","QA|Nova Bank - Infopool","Wed May 14 16:11:52 GMT 2025","failed","Wed May 14 16:11:52 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","55","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Wed May 14 16:11:42 GMT 2025","passed","Wed May 14 16:11:42 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","57","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Wed May 14 16:11:42 GMT 2025","failed","Wed May 14 16:11:42 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","54","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Wed May 14 16:11:52 GMT 2025","passed","Wed May 14 16:11:52 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","55","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Wed May 14 16:11:40 GMT 2025","failed","Wed May 14 16:11:40 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","89","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Wed May 14 16:11:41 GMT 2025","failed","Wed May 14 16:11:41 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Get a paginated list of reports with optional filtering","117","Get Report Objects - Question","QA|Nova Bank - Infopool","Wed May 14 16:11:56 GMT 2025","failed","Wed May 14 16:11:56 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","54","No Auth - Update Issue","QA|Nova Bank - Infopool","Wed May 14 16:11:41 GMT 2025","passed","Wed May 14 16:11:41 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","60","Create organization - empty city value","QA|Nova Bank - Infopool","Wed May 14 16:11:52 GMT 2025","failed","Wed May 14 16:11:52 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","56","Get Report Data - Question","QA|Nova Bank - Infopool","Wed May 14 16:12:03 GMT 2025","failed","Wed May 14 16:12:03 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Delete a report (soft delete)","51","Delete Report -No auth","QA|Nova Bank - Infopool","Wed May 14 16:12:03 GMT 2025","failed","Wed May 14 16:12:03 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","58","Fetch all users","QA|Nova Bank - Infopool","Wed May 14 16:11:51 GMT 2025","failed","Wed May 14 16:11:51 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","52","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Wed May 14 16:11:44 GMT 2025","passed","Wed May 14 16:11:44 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","53","Update user - no auth","QA|Nova Bank - Infopool","Wed May 14 16:11:51 GMT 2025","passed","Wed May 14 16:11:51 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","54","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Wed May 14 16:11:54 GMT 2025","passed","Wed May 14 16:11:54 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","58","Fetch all users in an organization","QA|Nova Bank - Infopool","Wed May 14 16:11:53 GMT 2025","failed","Wed May 14 16:11:53 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","59","Export Report Data","QA|Nova Bank - Infopool","Wed May 14 16:12:03 GMT 2025","failed","Wed May 14 16:12:03 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","6781","Successful login","QA|Nova Bank - Infopool","Wed May 14 16:11:30 GMT 2025","passed","Wed May 14 16:11:37 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","54","Create roles - No auth","QA|Nova Bank - Infopool","Wed May 14 16:11:54 GMT 2025","passed","Wed May 14 16:11:54 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","58","category by id","QA|Nova Bank - Infopool","Wed May 14 16:11:55 GMT 2025","failed","Wed May 14 16:11:55 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","59","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Wed May 14 16:11:53 GMT 2025","failed","Wed May 14 16:11:53 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","57","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Wed May 14 16:11:40 GMT 2025","passed","Wed May 14 16:11:40 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","56","Empty new password - Change password","QA|Nova Bank - Infopool","Wed May 14 16:11:39 GMT 2025","failed","Wed May 14 16:11:39 GMT 2025","v1 > Profile > Password","Bank User","",""
"","57","Delete Customer Comment","QA|Nova Bank - Infopool","Wed May 14 16:11:42 GMT 2025","failed","Wed May 14 16:11:42 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","56","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Wed May 14 16:11:51 GMT 2025","passed","Wed May 14 16:11:51 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","52","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Wed May 14 16:11:42 GMT 2025","passed","Wed May 14 16:11:42 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","54","Search Customers","QA|Nova Bank - Infopool","Wed May 14 16:11:43 GMT 2025","failed","Wed May 14 16:11:43 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","52","No auth - category by id","QA|Nova Bank - Infopool","Wed May 14 16:11:55 GMT 2025","passed","Wed May 14 16:11:55 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","55","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 14 16:11:38 GMT 2025","passed","Wed May 14 16:11:38 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","58","No user credentials","QA|Nova Bank - Infopool","Wed May 14 16:11:37 GMT 2025","passed","Wed May 14 16:11:37 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","60","Update user - empty action field","QA|Nova Bank - Infopool","Wed May 14 16:11:51 GMT 2025","failed","Wed May 14 16:11:51 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","53","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Wed May 14 16:11:40 GMT 2025","passed","Wed May 14 16:11:40 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","58","Role does not exist - update role","QA|Nova Bank - Infopool","Wed May 14 16:11:51 GMT 2025","failed","Wed May 14 16:11:51 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","55","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Wed May 14 16:11:53 GMT 2025","failed","Wed May 14 16:11:53 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","57","Remove user from an organization - successful","QA|Nova Bank - Infopool","Wed May 14 16:11:54 GMT 2025","failed","Wed May 14 16:11:54 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","58","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Wed May 14 16:11:54 GMT 2025","failed","Wed May 14 16:11:54 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","292","Invalid credentials","QA|Nova Bank - Infopool","Wed May 14 16:11:37 GMT 2025","passed","Wed May 14 16:11:37 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","57","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Wed May 14 16:11:41 GMT 2025","failed","Wed May 14 16:11:41 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","57","audit trail","QA|Nova Bank - Infopool","Wed May 14 16:11:40 GMT 2025","failed","Wed May 14 16:11:40 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","58","Update definition","QA|Nova Bank - Infopool","Wed May 14 16:11:50 GMT 2025","failed","Wed May 14 16:11:50 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","8","New Request","QA|Nova Bank - Infopool","Wed May 14 16:11:38 GMT 2025","broken","Wed May 14 16:11:38 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","49","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Wed May 14 16:11:43 GMT 2025","passed","Wed May 14 16:11:43 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"Get a paginated list of reports with optional filtering","52","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Wed May 14 16:11:56 GMT 2025","passed","Wed May 14 16:11:56 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","53","No Auth - Change password","QA|Nova Bank - Infopool","Wed May 14 16:11:38 GMT 2025","passed","Wed May 14 16:11:38 GMT 2025","v1 > Profile > Password","Bank User","",""
"","56","managers","QA|Nova Bank - Infopool","Wed May 14 16:11:54 GMT 2025","failed","Wed May 14 16:11:54 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","57","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Wed May 14 16:11:50 GMT 2025","failed","Wed May 14 16:11:50 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","58","Update user - ID does not exist","QA|Nova Bank - Infopool","Wed May 14 16:11:51 GMT 2025","failed","Wed May 14 16:11:51 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","53","No Auth - Update definition","QA|Nova Bank - Infopool","Wed May 14 16:11:50 GMT 2025","passed","Wed May 14 16:11:51 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Update an existing report","52","Update Report","QA|Nova Bank - Infopool","Wed May 14 16:12:03 GMT 2025","passed","Wed May 14 16:12:03 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","51","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed May 14 16:11:43 GMT 2025","passed","Wed May 14 16:11:43 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","51","No Auth - Fetch all users","QA|Nova Bank - Infopool","Wed May 14 16:11:51 GMT 2025","passed","Wed May 14 16:11:51 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","113","Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 14 16:11:38 GMT 2025","passed","Wed May 14 16:11:38 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","52","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed May 14 16:11:53 GMT 2025","passed","Wed May 14 16:11:53 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","51","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Wed May 14 16:11:42 GMT 2025","passed","Wed May 14 16:11:42 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","59","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Wed May 14 16:11:43 GMT 2025","failed","Wed May 14 16:11:43 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","60","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Wed May 14 16:11:53 GMT 2025","failed","Wed May 14 16:11:53 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","59","Invalid current password - Change password","QA|Nova Bank - Infopool","Wed May 14 16:11:38 GMT 2025","failed","Wed May 14 16:11:39 GMT 2025","v1 > Profile > Password","Bank User","",""
"","60","Update profile","QA|Nova Bank - Infopool","Wed May 14 16:11:39 GMT 2025","failed","Wed May 14 16:11:39 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","57","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed May 14 16:11:53 GMT 2025","failed","Wed May 14 16:11:53 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","58","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Wed May 14 16:11:41 GMT 2025","failed","Wed May 14 16:11:41 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","55","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Wed May 14 16:11:43 GMT 2025","failed","Wed May 14 16:11:43 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","53","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Wed May 14 16:11:40 GMT 2025","passed","Wed May 14 16:11:40 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","102","Forgot password - successful","QA|Nova Bank - Infopool","Wed May 14 16:11:37 GMT 2025","passed","Wed May 14 16:11:38 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","50","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed May 14 16:11:43 GMT 2025","passed","Wed May 14 16:11:43 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","55","Logout session successfully","QA|Nova Bank - Infopool","Wed May 14 16:11:55 GMT 2025","failed","Wed May 14 16:11:55 GMT 2025","v1 > Logout","Bank Admin","",""
"","58","Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed May 14 16:11:42 GMT 2025","failed","Wed May 14 16:11:42 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
