"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Thu Jun 05 13:15:21 GMT 2025","passed","Thu Jun 05 13:15:21 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","41","Update profile - no phone number","QA|Nova Bank - Infopool","Thu Jun 05 13:15:17 GMT 2025","passed","Thu Jun 05 13:15:17 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","51","get user role","QA|Nova Bank - Infopool","Thu Jun 05 13:15:28 GMT 2025","passed","Thu Jun 05 13:15:28 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","38","No Auth - Get all Issues","QA|Nova Bank - Infopool","Thu Jun 05 13:15:20 GMT 2025","passed","Thu Jun 05 13:15:20 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","38","Delete Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 13:15:21 GMT 2025","failed","Thu Jun 05 13:15:21 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","39","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Thu Jun 05 13:15:21 GMT 2025","failed","Thu Jun 05 13:15:21 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","97","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 13:15:18 GMT 2025","passed","Thu Jun 05 13:15:19 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","38","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Thu Jun 05 13:15:20 GMT 2025","passed","Thu Jun 05 13:15:20 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","46","Update profile","QA|Nova Bank - Infopool","Thu Jun 05 13:15:17 GMT 2025","failed","Thu Jun 05 13:15:17 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","59","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 13:15:30 GMT 2025","failed","Thu Jun 05 13:15:30 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","49","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Thu Jun 05 13:15:30 GMT 2025","failed","Thu Jun 05 13:15:30 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","43","Empty current password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 13:15:17 GMT 2025","passed","Thu Jun 05 13:15:17 GMT 2025","v1 > Profile > Password","Bank User","",""
"","45","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Thu Jun 05 13:15:30 GMT 2025","passed","Thu Jun 05 13:15:30 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","43","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 13:15:31 GMT 2025","passed","Thu Jun 05 13:15:31 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","40","Add attachment to issue","QA|Nova Bank - Infopool","Thu Jun 05 13:15:20 GMT 2025","failed","Thu Jun 05 13:15:20 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","38","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Thu Jun 05 13:15:20 GMT 2025","passed","Thu Jun 05 13:15:20 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","83","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 13:15:16 GMT 2025","failed","Thu Jun 05 13:15:16 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","36","Update user - no auth","QA|Nova Bank - Infopool","Thu Jun 05 13:15:28 GMT 2025","passed","Thu Jun 05 13:15:28 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","37","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Thu Jun 05 13:15:21 GMT 2025","failed","Thu Jun 05 13:15:21 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","125","audit trail","QA|Nova Bank - Infopool","Thu Jun 05 13:15:18 GMT 2025","passed","Thu Jun 05 13:15:18 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","42","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 13:15:28 GMT 2025","passed","Thu Jun 05 13:15:28 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","2911","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Thu Jun 05 13:15:24 GMT 2025","passed","Thu Jun 05 13:15:27 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","44","Update profile - Invalid file size","QA|Nova Bank - Infopool","Thu Jun 05 13:15:17 GMT 2025","passed","Thu Jun 05 13:15:17 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","49","Get all Issues","QA|Nova Bank - Infopool","Thu Jun 05 13:15:20 GMT 2025","failed","Thu Jun 05 13:15:20 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","39","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Thu Jun 05 13:15:20 GMT 2025","passed","Thu Jun 05 13:15:20 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","45","Create organization - empty city value","QA|Nova Bank - Infopool","Thu Jun 05 13:15:29 GMT 2025","passed","Thu Jun 05 13:15:29 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","59","Invalid email format","QA|Nova Bank - Infopool","Thu Jun 05 13:15:15 GMT 2025","passed","Thu Jun 05 13:15:15 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","45","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Thu Jun 05 13:15:20 GMT 2025","passed","Thu Jun 05 13:15:20 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","53","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Thu Jun 05 13:15:27 GMT 2025","passed","Thu Jun 05 13:15:27 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","45","Fetch user by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 13:15:28 GMT 2025","passed","Thu Jun 05 13:15:28 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","660","Successful login","QA|Nova Bank - Infopool","Thu Jun 05 13:15:08 GMT 2025","passed","Thu Jun 05 13:15:08 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","37","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 13:15:21 GMT 2025","failed","Thu Jun 05 13:15:21 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","96","Create organization - empty mis code","QA|Nova Bank - Infopool","Thu Jun 05 13:15:29 GMT 2025","failed","Thu Jun 05 13:15:29 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","44","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Thu Jun 05 13:15:30 GMT 2025","passed","Thu Jun 05 13:15:30 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","50","Fetch all users","QA|Nova Bank - Infopool","Thu Jun 05 13:15:28 GMT 2025","passed","Thu Jun 05 13:15:28 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","134","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Thu Jun 05 13:15:24 GMT 2025","passed","Thu Jun 05 13:15:24 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","37","No auth - get user role","QA|Nova Bank - Infopool","Thu Jun 05 13:15:28 GMT 2025","passed","Thu Jun 05 13:15:28 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","57","Fetch Customer Comments","QA|Nova Bank - Infopool","Thu Jun 05 13:15:21 GMT 2025","failed","Thu Jun 05 13:15:21 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","41","Update Issue","QA|Nova Bank - Infopool","Thu Jun 05 13:15:20 GMT 2025","failed","Thu Jun 05 13:15:20 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","54","Add user to an organization - successful","QA|Nova Bank - Infopool","Thu Jun 05 13:15:31 GMT 2025","failed","Thu Jun 05 13:15:31 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","38","Get Issue by ID","QA|Nova Bank - Infopool","Thu Jun 05 13:15:20 GMT 2025","failed","Thu Jun 05 13:15:20 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","46","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 13:15:18 GMT 2025","passed","Thu Jun 05 13:15:18 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","42","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Thu Jun 05 13:15:30 GMT 2025","passed","Thu Jun 05 13:15:30 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","153","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 13:15:19 GMT 2025","failed","Thu Jun 05 13:15:20 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","35","Get profile - user not logged in","QA|Nova Bank - Infopool","Thu Jun 05 13:15:17 GMT 2025","passed","Thu Jun 05 13:15:17 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","247","Weak password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 13:15:16 GMT 2025","passed","Thu Jun 05 13:15:17 GMT 2025","v1 > Profile > Password","Bank User","",""
"","43","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Thu Jun 05 13:15:28 GMT 2025","passed","Thu Jun 05 13:15:28 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
