"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","145","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Wed Feb 18 19:27:55 UTC 2026","broken","Wed Feb 18 19:27:55 UTC 2026","v1 > Auth > MFA > Verify","Bank User","",""
"","141","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Wed Feb 18 19:28:09 UTC 2026","broken","Wed Feb 18 19:28:09 UTC 2026","v1 > Users > Fetch user by ID","Bank Admin","",""
"","136","Get roles - successful","QA|Nova Bank - Infopool","Wed Feb 18 19:28:17 UTC 2026","broken","Wed Feb 18 19:28:17 UTC 2026","v1 > Roles > Get roles","Bank Admin","",""
"Get a paginated list of reports with optional filtering","135","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Wed Feb 18 19:28:21 UTC 2026","broken","Wed Feb 18 19:28:21 UTC 2026","v1 > Report > Get Report Stats","Bank Admin","",""
"","141","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Wed Feb 18 19:28:16 UTC 2026","broken","Wed Feb 18 19:28:16 UTC 2026","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","141","Update profile - invalid phone number","QA|Nova Bank - Infopool","Wed Feb 18 19:27:57 UTC 2026","broken","Wed Feb 18 19:27:57 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"","139","No auth - get all category","QA|Nova Bank - Infopool","Wed Feb 18 19:28:19 UTC 2026","broken","Wed Feb 18 19:28:19 UTC 2026","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","138","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Wed Feb 18 19:28:07 UTC 2026","broken","Wed Feb 18 19:28:07 UTC 2026","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","135","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Wed Feb 18 19:28:24 UTC 2026","broken","Wed Feb 18 19:28:25 UTC 2026","","corporate Adjustment","",""
"","140","verifyOTP","QA|Nova Bank - Infopool","Wed Feb 18 19:27:53 UTC 2026","broken","Wed Feb 18 19:27:53 UTC 2026","v1 > Auth > Session > verify OTP","Bank User","",""
"","140","Get all definitions","QA|Nova Bank - Infopool","Wed Feb 18 19:28:08 UTC 2026","broken","Wed Feb 18 19:28:08 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
