"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","41","No Auth - Get all Issues","QA|Nova Bank - Infopool","Tue May 27 23:35:33 GMT 2025","passed","Tue May 27 23:35:33 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","35","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Tue May 27 23:35:45 GMT 2025","failed","Tue May 27 23:35:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Tue May 27 23:35:38 GMT 2025","passed","Tue May 27 23:35:38 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","35","Get events - no auth","QA|Nova Bank - Infopool","Tue May 27 23:35:32 GMT 2025","passed","Tue May 27 23:35:32 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","32","No auth - get user role","QA|Nova Bank - Infopool","Tue May 27 23:35:45 GMT 2025","passed","Tue May 27 23:35:45 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","33","Invalid current password - Change password","QA|Nova Bank - Infopool","Tue May 27 23:35:31 GMT 2025","failed","Tue May 27 23:35:31 GMT 2025","v1 > Profile > Password","Bank User","",""
"","36","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Tue May 27 23:35:34 GMT 2025","passed","Tue May 27 23:35:34 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","38","Update Issue","QA|Nova Bank - Infopool","Tue May 27 23:35:33 GMT 2025","failed","Tue May 27 23:35:33 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","34","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Tue May 27 23:35:46 GMT 2025","failed","Tue May 27 23:35:46 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","55","Search Customers","QA|Nova Bank - Infopool","Tue May 27 23:35:34 GMT 2025","passed","Tue May 27 23:35:34 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","32","No auth - get all category","QA|Nova Bank - Infopool","Tue May 27 23:35:47 GMT 2025","passed","Tue May 27 23:35:47 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","32","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Tue May 27 23:35:34 GMT 2025","passed","Tue May 27 23:35:34 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","49","Search Customers","QA|Nova Bank - Infopool","Tue May 27 23:35:34 GMT 2025","passed","Tue May 27 23:35:34 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","447","Create a New Issue","QA|Nova Bank - Infopool","Tue May 27 23:35:32 GMT 2025","passed","Tue May 27 23:35:33 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","34","update role","QA|Nova Bank - Infopool","Tue May 27 23:35:45 GMT 2025","failed","Tue May 27 23:35:45 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","35","Delete Customer Comment","QA|Nova Bank - Infopool","Tue May 27 23:35:34 GMT 2025","failed","Tue May 27 23:35:34 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","35","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Tue May 27 23:35:46 GMT 2025","failed","Tue May 27 23:35:46 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"Get a specific report by ID","35","Get Report by ID","QA|Nova Bank - Infopool","Tue May 27 23:35:48 GMT 2025","failed","Tue May 27 23:35:48 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","104","audit trail","QA|Nova Bank - Infopool","Tue May 27 23:35:32 GMT 2025","passed","Tue May 27 23:35:32 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"Get a specific report by ID","33","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Tue May 27 23:35:48 GMT 2025","failed","Tue May 27 23:35:48 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","33","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Tue May 27 23:35:34 GMT 2025","passed","Tue May 27 23:35:34 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","3095","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Tue May 27 23:35:38 GMT 2025","passed","Tue May 27 23:35:41 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","33","Fetch all users in an organization","QA|Nova Bank - Infopool","Tue May 27 23:35:46 GMT 2025","failed","Tue May 27 23:35:46 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","35","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Tue May 27 23:35:34 GMT 2025","failed","Tue May 27 23:35:34 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","33","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Tue May 27 23:35:47 GMT 2025","failed","Tue May 27 23:35:47 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","86","Fetch Customer By ID","QA|Nova Bank - Infopool","Tue May 27 23:35:35 GMT 2025","passed","Tue May 27 23:35:35 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"Get a specific report by ID","32","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Tue May 27 23:35:48 GMT 2025","passed","Tue May 27 23:35:48 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"Update an existing report","34","Update Report - No auth","QA|Nova Bank - Infopool","Tue May 27 23:35:48 GMT 2025","passed","Tue May 27 23:35:48 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","35","No Auth - Search Customers","QA|Nova Bank - Infopool","Tue May 27 23:35:34 GMT 2025","passed","Tue May 27 23:35:34 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","35","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Tue May 27 23:35:33 GMT 2025","failed","Tue May 27 23:35:33 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","34","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Tue May 27 23:35:32 GMT 2025","passed","Tue May 27 23:35:32 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get a paginated list of reports with optional filtering","33","Get Reports Stats","QA|Nova Bank - Infopool","Tue May 27 23:35:48 GMT 2025","failed","Tue May 27 23:35:48 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","33","Health","QA|Nova Bank - Infopool","Tue May 27 23:35:44 GMT 2025","passed","Tue May 27 23:35:44 GMT 2025","v1 > Health","Bank Admin","",""
"","37","Weak password - Change password","QA|Nova Bank - Infopool","Tue May 27 23:35:31 GMT 2025","failed","Tue May 27 23:35:31 GMT 2025","v1 > Profile > Password","Bank User","",""
"Get a specific report by ID","32","Get Report by ID - No auth","QA|Nova Bank - Infopool","Tue May 27 23:35:48 GMT 2025","passed","Tue May 27 23:35:48 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","37","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Tue May 27 23:35:46 GMT 2025","failed","Tue May 27 23:35:46 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","39","Send user invitation token - successful","QA|Nova Bank - Infopool","Tue May 27 23:35:32 GMT 2025","passed","Tue May 27 23:35:32 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","38","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Tue May 27 23:35:31 GMT 2025","passed","Tue May 27 23:35:31 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","38","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Tue May 27 23:35:32 GMT 2025","passed","Tue May 27 23:35:32 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","31","Get permission by ID - No auth","QA|Nova Bank - Infopool","Tue May 27 23:35:47 GMT 2025","passed","Tue May 27 23:35:47 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","46","Get single definition","QA|Nova Bank - Infopool","Tue May 27 23:35:44 GMT 2025","passed","Tue May 27 23:35:44 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","31","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Tue May 27 23:35:46 GMT 2025","passed","Tue May 27 23:35:46 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","32","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Tue May 27 23:35:37 GMT 2025","passed","Tue May 27 23:35:37 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","34","Update organization details by ID - successful","QA|Nova Bank - Infopool","Tue May 27 23:35:46 GMT 2025","failed","Tue May 27 23:35:46 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","38","Create organization - empty city value","QA|Nova Bank - Infopool","Tue May 27 23:35:45 GMT 2025","failed","Tue May 27 23:35:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","95","No auth - Create a New Issue","QA|Nova Bank - Infopool","Tue May 27 23:35:33 GMT 2025","passed","Tue May 27 23:35:33 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","35","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Tue May 27 23:35:46 GMT 2025","failed","Tue May 27 23:35:46 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Update an existing report","30","Update Report","QA|Nova Bank - Infopool","Tue May 27 23:35:48 GMT 2025","passed","Tue May 27 23:35:48 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","34","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Tue May 27 23:35:34 GMT 2025","passed","Tue May 27 23:35:34 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","35","Empty new password - Change password","QA|Nova Bank - Infopool","Tue May 27 23:35:31 GMT 2025","failed","Tue May 27 23:35:31 GMT 2025","v1 > Profile > Password","Bank User","",""
"","6257","Invalid credentials","QA|Nova Bank - Infopool","Tue May 27 23:35:24 GMT 2025","passed","Tue May 27 23:35:30 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","34","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Tue May 27 23:35:47 GMT 2025","failed","Tue May 27 23:35:47 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","36","Get Issue by ID","QA|Nova Bank - Infopool","Tue May 27 23:35:33 GMT 2025","failed","Tue May 27 23:35:33 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"Get a paginated list of reports with optional filtering","32","Get Report Objects - Question","QA|Nova Bank - Infopool","Tue May 27 23:35:48 GMT 2025","failed","Tue May 27 23:35:48 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","34","Create organization - empty street value","QA|Nova Bank - Infopool","Tue May 27 23:35:45 GMT 2025","failed","Tue May 27 23:35:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","44","Invalid email format","QA|Nova Bank - Infopool","Tue May 27 23:35:30 GMT 2025","passed","Tue May 27 23:35:30 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","36","Add attachment to issue","QA|Nova Bank - Infopool","Tue May 27 23:35:34 GMT 2025","failed","Tue May 27 23:35:34 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","37","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Tue May 27 23:35:35 GMT 2025","passed","Tue May 27 23:35:35 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","33","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Tue May 27 23:35:46 GMT 2025","failed","Tue May 27 23:35:46 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","33","Get events - invalid start date","QA|Nova Bank - Infopool","Tue May 27 23:35:32 GMT 2025","failed","Tue May 27 23:35:32 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"Update an existing report","40","Update Report - Invalid id","QA|Nova Bank - Infopool","Tue May 27 23:35:48 GMT 2025","failed","Tue May 27 23:35:48 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"Create a new report","34","Create Report - Duplicate name","QA|Nova Bank - Infopool","Tue May 27 23:35:48 GMT 2025","failed","Tue May 27 23:35:48 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","36","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Tue May 27 23:35:38 GMT 2025","failed","Tue May 27 23:35:38 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","55","Logout session successfully","QA|Nova Bank - Infopool","Tue May 27 23:35:47 GMT 2025","passed","Tue May 27 23:35:47 GMT 2025","v1 > Logout","Bank Admin","",""
"","35","Create organization - no country ID","QA|Nova Bank - Infopool","Tue May 27 23:35:45 GMT 2025","failed","Tue May 27 23:35:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Create a new report","33","Create Report - No auth","QA|Nova Bank - Infopool","Tue May 27 23:35:48 GMT 2025","passed","Tue May 27 23:35:48 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","34","Get role by ID - successful","QA|Nova Bank - Infopool","Tue May 27 23:35:47 GMT 2025","failed","Tue May 27 23:35:47 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","32","Update role status","QA|Nova Bank - Infopool","Tue May 27 23:35:47 GMT 2025","failed","Tue May 27 23:35:47 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","37","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Tue May 27 23:35:45 GMT 2025","failed","Tue May 27 23:35:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","33","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Tue May 27 23:35:46 GMT 2025","passed","Tue May 27 23:35:46 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","35","Create  organization - without parent id","QA|Nova Bank - Infopool","Tue May 27 23:35:45 GMT 2025","failed","Tue May 27 23:35:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","36","Update profile - Invalid file size","QA|Nova Bank - Infopool","Tue May 27 23:35:32 GMT 2025","failed","Tue May 27 23:35:32 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","34","Create organization - empty mis code","QA|Nova Bank - Infopool","Tue May 27 23:35:46 GMT 2025","failed","Tue May 27 23:35:46 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","36","Update profile - No Auth","QA|Nova Bank - Infopool","Tue May 27 23:35:32 GMT 2025","passed","Tue May 27 23:35:32 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","33","No Auth - Update definition","QA|Nova Bank - Infopool","Tue May 27 23:35:44 GMT 2025","passed","Tue May 27 23:35:44 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","34","No auth - Create  organization","QA|Nova Bank - Infopool","Tue May 27 23:35:45 GMT 2025","passed","Tue May 27 23:35:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Tue May 27 23:35:46 GMT 2025","failed","Tue May 27 23:35:46 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","150","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Tue May 27 23:35:33 GMT 2025","failed","Tue May 27 23:35:33 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","34","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Tue May 27 23:35:34 GMT 2025","failed","Tue May 27 23:35:35 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","36","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Tue May 27 23:35:34 GMT 2025","failed","Tue May 27 23:35:34 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","32","Get profile - user not logged in","QA|Nova Bank - Infopool","Tue May 27 23:35:31 GMT 2025","passed","Tue May 27 23:35:31 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"Get a paginated list of reports with optional filtering","37","Get Reports","QA|Nova Bank - Infopool","Tue May 27 23:35:48 GMT 2025","failed","Tue May 27 23:35:48 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"Create a new report","34","Create Report","QA|Nova Bank - Infopool","Tue May 27 23:35:48 GMT 2025","failed","Tue May 27 23:35:48 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","43","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Tue May 27 23:35:35 GMT 2025","failed","Tue May 27 23:35:35 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","152","Get events - successful","QA|Nova Bank - Infopool","Tue May 27 23:35:32 GMT 2025","passed","Tue May 27 23:35:32 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","35","Update role status - role does not exist","QA|Nova Bank - Infopool","Tue May 27 23:35:47 GMT 2025","failed","Tue May 27 23:35:47 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","89","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Tue May 27 23:35:31 GMT 2025","failed","Tue May 27 23:35:31 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","2598","Fetch Customers Transactions","QA|Nova Bank - Infopool","Tue May 27 23:35:35 GMT 2025","passed","Tue May 27 23:35:37 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","42","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Tue May 27 23:35:35 GMT 2025","failed","Tue May 27 23:35:35 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","33","No auth - managers","QA|Nova Bank - Infopool","Tue May 27 23:35:47 GMT 2025","passed","Tue May 27 23:35:47 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","38","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Tue May 27 23:35:30 GMT 2025","passed","Tue May 27 23:35:30 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","68","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Tue May 27 23:35:46 GMT 2025","failed","Tue May 27 23:35:46 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","39","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Tue May 27 23:35:30 GMT 2025","passed","Tue May 27 23:35:30 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","31","Get role by ID - no auth","QA|Nova Bank - Infopool","Tue May 27 23:35:47 GMT 2025","passed","Tue May 27 23:35:47 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","35","Get Report Data - Question","QA|Nova Bank - Infopool","Tue May 27 23:35:48 GMT 2025","failed","Tue May 27 23:35:48 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","35","Create organization - empty description","QA|Nova Bank - Infopool","Tue May 27 23:35:45 GMT 2025","failed","Tue May 27 23:35:45 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","74","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Tue May 27 23:35:31 GMT 2025","passed","Tue May 27 23:35:31 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","33","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Tue May 27 23:35:44 GMT 2025","failed","Tue May 27 23:35:44 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
