"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22","No auth - Update role status","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","26","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","24","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"Create a new report","26","Create Report - Duplicate name","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","160","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:06:30 GMT 2025","failed","Sun Jun 08 21:06:30 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","26","Create roles - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","25","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","543","Invalid current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:06:32 GMT 2025","passed","Sun Jun 08 21:06:32 GMT 2025","v1 > Profile > Password","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","53","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:06:30 GMT 2025","passed","Sun Jun 08 21:06:30 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","26","Update user - empty action field","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","24","Update user - invalid action","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","181","Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:06:42 GMT 2025","failed","Sun Jun 08 21:06:42 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","40","Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:06:43 GMT 2025","failed","Sun Jun 08 21:06:43 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","24","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","24","Remove user from an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","27","Get Reports - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","66190","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 21:06:49 GMT 2025","passed","Sun Jun 08 21:07:55 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","376","Get profile - successfully","QA|Nova Bank - Infopool","Sun Jun 08 21:06:33 GMT 2025","passed","Sun Jun 08 21:06:33 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","772","Change password - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:06:31 GMT 2025","passed","Sun Jun 08 21:06:32 GMT 2025","v1 > Profile > Password","Bank User","",""
"","53","Empty current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:06:32 GMT 2025","passed","Sun Jun 08 21:06:33 GMT 2025","v1 > Profile > Password","Bank User","",""
"","55","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:06:43 GMT 2025","failed","Sun Jun 08 21:06:44 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","2567","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 21:06:46 GMT 2025","passed","Sun Jun 08 21:06:49 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"Get a paginated list of reports with optional filtering","25","Get Report Objects - Question","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","23","Get permission by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","193","Forgot password - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:06:29 GMT 2025","failed","Sun Jun 08 21:06:29 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","58","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Jun 08 21:06:34 GMT 2025","passed","Sun Jun 08 21:06:34 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"Get a specific report by ID","24","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","23","Update user - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","807","reset password","QA|Nova Bank - Infopool","Sun Jun 08 21:06:29 GMT 2025","passed","Sun Jun 08 21:06:30 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"Get a paginated list of reports with optional filtering","25","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","55","Update profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:06:34 GMT 2025","passed","Sun Jun 08 21:06:34 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","25","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","24","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Sun Jun 08 21:07:59 GMT 2025","passed","Sun Jun 08 21:07:59 GMT 2025","","corporate Adjustment","",""
"","27","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:06:44 GMT 2025","failed","Sun Jun 08 21:06:44 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","26","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","24","Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","24","Create organization - no name","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","232","add_comment_successfully","QA|Nova Bank - Infopool","Sun Jun 08 21:06:44 GMT 2025","passed","Sun Jun 08 21:06:44 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","24","No Auth - Get all permissions","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","54","Update Customer Comment Copy","QA|Nova Bank - Infopool","Sun Jun 08 21:06:44 GMT 2025","failed","Sun Jun 08 21:06:45 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Update an existing report","22","Update Report","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","25","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","88","Get profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:06:33 GMT 2025","passed","Sun Jun 08 21:06:33 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","28","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 21:06:49 GMT 2025","passed","Sun Jun 08 21:06:49 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","27","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Sun Jun 08 21:07:59 GMT 2025","passed","Sun Jun 08 21:07:59 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","30","Create organization - empty description","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","43","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:06:45 GMT 2025","failed","Sun Jun 08 21:06:45 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","39","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:06:31 GMT 2025","passed","Sun Jun 08 21:06:31 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","27","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 21:07:55 GMT 2025","passed","Sun Jun 08 21:07:55 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","25","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 08 21:07:55 GMT 2025","passed","Sun Jun 08 21:07:55 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","28","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","143","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Jun 08 21:06:33 GMT 2025","passed","Sun Jun 08 21:06:34 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","42","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:06:44 GMT 2025","failed","Sun Jun 08 21:06:44 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","27","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 21:07:55 GMT 2025","passed","Sun Jun 08 21:07:55 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","32","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:06:44 GMT 2025","failed","Sun Jun 08 21:06:44 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","27","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 21:07:55 GMT 2025","passed","Sun Jun 08 21:07:55 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","26","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 08 21:07:55 GMT 2025","passed","Sun Jun 08 21:07:55 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"Delete a report (soft delete)","24","Delete Report","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","50","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:06:45 GMT 2025","failed","Sun Jun 08 21:06:45 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","27","Create organization - empty mis code","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","27","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","25","get all category","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","359","Weak password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:06:32 GMT 2025","passed","Sun Jun 08 21:06:32 GMT 2025","v1 > Profile > Password","Bank User","",""
"","27","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","249","audit-search","QA|Nova Bank - Infopool","Sun Jun 08 21:06:35 GMT 2025","passed","Sun Jun 08 21:06:35 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","825","Successful login","QA|Nova Bank - Infopool","Sun Jun 08 21:06:21 GMT 2025","passed","Sun Jun 08 21:06:22 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","522","Invalid credentials","QA|Nova Bank - Infopool","Sun Jun 08 21:06:22 GMT 2025","passed","Sun Jun 08 21:06:22 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","28","managers","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","25","Update user - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","24","No auth - category by id","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","27","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","231","Update profile","QA|Nova Bank - Infopool","Sun Jun 08 21:06:34 GMT 2025","failed","Sun Jun 08 21:06:34 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","25","Logout session successfully","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Logout","Bank Admin","",""
"","860","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 21:06:45 GMT 2025","passed","Sun Jun 08 21:06:46 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","180","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:06:43 GMT 2025","failed","Sun Jun 08 21:06:43 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","25","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","78","No email - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 21:06:29 GMT 2025","passed","Sun Jun 08 21:06:29 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","56","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:06:45 GMT 2025","passed","Sun Jun 08 21:06:45 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","25","No auth - get all category","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","252","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Jun 08 21:06:34 GMT 2025","passed","Sun Jun 08 21:06:35 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","26","Create organization - empty street value","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a specific report by ID","25","Get Report by UUID","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","26","Update organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","39","Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 08 21:06:44 GMT 2025","failed","Sun Jun 08 21:06:44 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Update an existing report","25","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","30","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Jun 08 21:07:56 GMT 2025","passed","Sun Jun 08 21:07:56 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","36","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 21:06:46 GMT 2025","passed","Sun Jun 08 21:06:46 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","25","Update role status - role does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","27","Get Report Data - Question","QA|Nova Bank - Infopool","Sun Jun 08 21:07:59 GMT 2025","passed","Sun Jun 08 21:07:59 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","27","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","26","Health","QA|Nova Bank - Infopool","Sun Jun 08 21:07:55 GMT 2025","passed","Sun Jun 08 21:07:55 GMT 2025","v1 > Health","Bank Admin","",""
"Create a new report","25","Create Report - Empty category","QA|Nova Bank - Infopool","Sun Jun 08 21:07:58 GMT 2025","passed","Sun Jun 08 21:07:58 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","25","Get roles - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","29","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:07:59 GMT 2025","passed","Sun Jun 08 21:07:59 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","40","Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:06:43 GMT 2025","failed","Sun Jun 08 21:06:43 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","56","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:06:44 GMT 2025","failed","Sun Jun 08 21:06:44 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","53","Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:06:45 GMT 2025","failed","Sun Jun 08 21:06:45 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","28","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","24","search Corporate Adjustment","QA|Nova Bank - Infopool","Sun Jun 08 21:07:59 GMT 2025","passed","Sun Jun 08 21:07:59 GMT 2025","","corporate Adjustment","",""
"","41","Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:06:44 GMT 2025","failed","Sun Jun 08 21:06:44 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","24","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","43","Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 21:06:43 GMT 2025","failed","Sun Jun 08 21:06:43 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","29","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:07:57 GMT 2025","passed","Sun Jun 08 21:07:57 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","25","successful dashboard embed","QA|Nova Bank - Infopool","Sun Jun 08 21:07:55 GMT 2025","passed","Sun Jun 08 21:07:55 GMT 2025","embed dashboard","Bank User","",""
