"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","38","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Thu Jun 05 23:40:31 GMT 2025","passed","Thu Jun 05 23:40:31 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","807","Change password - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:40:17 GMT 2025","passed","Thu Jun 05 23:40:18 GMT 2025","v1 > Profile > Password","Bank User","",""
"","25","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Thu Jun 05 23:41:40 GMT 2025","passed","Thu Jun 05 23:41:40 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","24","Get role by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","27","Update role status","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"Get a specific report by ID","23","Get Report by ID","QA|Nova Bank - Infopool","Thu Jun 05 23:41:43 GMT 2025","passed","Thu Jun 05 23:41:43 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","31","Send user invitation token - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:40:21 GMT 2025","passed","Thu Jun 05 23:40:21 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","60","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 23:40:29 GMT 2025","passed","Thu Jun 05 23:40:29 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","6161","Invalid email format","QA|Nova Bank - Infopool","Thu Jun 05 23:40:08 GMT 2025","passed","Thu Jun 05 23:40:15 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","66","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Thu Jun 05 23:40:30 GMT 2025","failed","Thu Jun 05 23:40:30 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","68","resend_invitation_toUser","QA|Nova Bank - Infopool","Thu Jun 05 23:40:21 GMT 2025","passed","Thu Jun 05 23:40:21 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","24","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","25","Create organization - empty city value","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","26","Update role status - role does not exist","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","22","Get permission by ID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","28","Fetch Customers Accounts","QA|Nova Bank - Infopool","Thu Jun 05 23:41:40 GMT 2025","passed","Thu Jun 05 23:41:40 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","25","Get Report Data - Question","QA|Nova Bank - Infopool","Thu Jun 05 23:41:43 GMT 2025","passed","Thu Jun 05 23:41:43 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","22","No auth - category by id","QA|Nova Bank - Infopool","Thu Jun 05 23:41:43 GMT 2025","passed","Thu Jun 05 23:41:43 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","161","Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 23:40:16 GMT 2025","passed","Thu Jun 05 23:40:16 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","24","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","24","Create organization - empty mis code","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","66264","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Thu Jun 05 23:40:34 GMT 2025","passed","Thu Jun 05 23:41:40 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","24","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Thu Jun 05 23:41:43 GMT 2025","passed","Thu Jun 05 23:41:43 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","25","Get roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","33","Update profile - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 23:40:19 GMT 2025","passed","Thu Jun 05 23:40:19 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","60","Update profile - Invalid file size","QA|Nova Bank - Infopool","Thu Jun 05 23:40:19 GMT 2025","passed","Thu Jun 05 23:40:19 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","250","audit-search","QA|Nova Bank - Infopool","Thu Jun 05 23:40:20 GMT 2025","passed","Thu Jun 05 23:40:21 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","51","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Thu Jun 05 23:40:29 GMT 2025","passed","Thu Jun 05 23:40:29 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","24","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","633","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Thu Jun 05 23:40:31 GMT 2025","passed","Thu Jun 05 23:40:32 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","25","Fetch all organizations","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","60","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Thu Jun 05 23:40:32 GMT 2025","passed","Thu Jun 05 23:40:32 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","58","Empty new password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 23:40:18 GMT 2025","passed","Thu Jun 05 23:40:18 GMT 2025","v1 > Profile > Password","Bank User","",""
"","24","Get all permissions","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","27","No Auth - Change password","QA|Nova Bank - Infopool","Thu Jun 05 23:40:18 GMT 2025","passed","Thu Jun 05 23:40:18 GMT 2025","v1 > Profile > Password","Bank User","",""
"","26","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","25","Update organization details by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","26","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","22","Update definition","QA|Nova Bank - Infopool","Thu Jun 05 23:41:40 GMT 2025","passed","Thu Jun 05 23:41:40 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","27","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","25","Update user - ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","25","Get Report Data - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:41:43 GMT 2025","passed","Thu Jun 05 23:41:43 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Get a specific report by ID","24","Get Report by UUID","QA|Nova Bank - Infopool","Thu Jun 05 23:41:43 GMT 2025","passed","Thu Jun 05 23:41:43 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","296","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 23:40:22 GMT 2025","passed","Thu Jun 05 23:40:22 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","26","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Thu Jun 05 23:41:40 GMT 2025","passed","Thu Jun 05 23:41:40 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","25","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"Create a new report","24","Create Report - Empty category","QA|Nova Bank - Infopool","Thu Jun 05 23:41:43 GMT 2025","passed","Thu Jun 05 23:41:43 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","39","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 23:40:16 GMT 2025","passed","Thu Jun 05 23:40:16 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","64","Get events - no auth","QA|Nova Bank - Infopool","Thu Jun 05 23:40:19 GMT 2025","passed","Thu Jun 05 23:40:19 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","23","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","28","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Thu Jun 05 23:40:29 GMT 2025","passed","Thu Jun 05 23:40:29 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","596","Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 23:40:21 GMT 2025","passed","Thu Jun 05 23:40:22 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Get a paginated list of reports with optional filtering","24","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Thu Jun 05 23:41:43 GMT 2025","passed","Thu Jun 05 23:41:43 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","27","Create organization - no country ID","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","23","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","139","Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 23:40:30 GMT 2025","passed","Thu Jun 05 23:40:31 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","69","verifyOTP","QA|Nova Bank - Infopool","Thu Jun 05 23:40:15 GMT 2025","passed","Thu Jun 05 23:40:15 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"Get a specific report by ID","22","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:41:43 GMT 2025","passed","Thu Jun 05 23:41:43 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"Create a new report","25","Create Report","QA|Nova Bank - Infopool","Thu Jun 05 23:41:43 GMT 2025","passed","Thu Jun 05 23:41:43 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"Update an existing report","23","Update Report - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:41:43 GMT 2025","passed","Thu Jun 05 23:41:43 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","24","No auth - get user role","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","26","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","222","Forgot password - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:40:15 GMT 2025","failed","Thu Jun 05 23:40:15 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","23","get user role","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","23","Logout session successfully","QA|Nova Bank - Infopool","Thu Jun 05 23:41:43 GMT 2025","passed","Thu Jun 05 23:41:43 GMT 2025","v1 > Logout","Bank Admin","",""
"","57","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 23:40:21 GMT 2025","passed","Thu Jun 05 23:40:21 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","24","Get roles - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","23","Get permission by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","25","get all category","QA|Nova Bank - Infopool","Thu Jun 05 23:41:43 GMT 2025","passed","Thu Jun 05 23:41:43 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","37","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Thu Jun 05 23:40:30 GMT 2025","passed","Thu Jun 05 23:40:30 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","62","Get profile roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:40:17 GMT 2025","passed","Thu Jun 05 23:40:17 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","23","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","245","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Thu Jun 05 23:40:34 GMT 2025","passed","Thu Jun 05 23:40:34 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","23","managers","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","42","No Auth - Get all Issues","QA|Nova Bank - Infopool","Thu Jun 05 23:40:26 GMT 2025","passed","Thu Jun 05 23:40:26 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","26","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Thu Jun 05 23:41:44 GMT 2025","passed","Thu Jun 05 23:41:44 GMT 2025","","corporate Adjustment","",""
"","57","Update Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 23:40:30 GMT 2025","failed","Thu Jun 05 23:40:30 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","24","Update user - no auth","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","58","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 23:40:21 GMT 2025","passed","Thu Jun 05 23:40:21 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","25","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","141","verify OTP","QA|Nova Bank - Infopool","Thu Jun 05 23:40:16 GMT 2025","passed","Thu Jun 05 23:40:17 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","110","audit trail - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 23:40:20 GMT 2025","passed","Thu Jun 05 23:40:20 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","24","No Auth - Get all definitions","QA|Nova Bank - Infopool","Thu Jun 05 23:41:40 GMT 2025","passed","Thu Jun 05 23:41:40 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","24","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","24","Add user to an organization - no auth","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","351","Weak password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 23:40:18 GMT 2025","passed","Thu Jun 05 23:40:18 GMT 2025","v1 > Profile > Password","Bank User","",""
"","27","Fetch Customers Channels","QA|Nova Bank - Infopool","Thu Jun 05 23:41:40 GMT 2025","passed","Thu Jun 05 23:41:40 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"Delete a report (soft delete)","23","Delete Report","QA|Nova Bank - Infopool","Thu Jun 05 23:41:43 GMT 2025","passed","Thu Jun 05 23:41:43 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","23","Add user to an organization - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","23","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","825","reset password","QA|Nova Bank - Infopool","Thu Jun 05 23:40:15 GMT 2025","passed","Thu Jun 05 23:40:16 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","287","audit trail","QA|Nova Bank - Infopool","Thu Jun 05 23:40:20 GMT 2025","passed","Thu Jun 05 23:40:20 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","1153","Successful login","QA|Nova Bank - Infopool","Thu Jun 05 23:40:07 GMT 2025","passed","Thu Jun 05 23:40:08 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","27","Fetch user by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"Create a new report","23","Create Report - No auth","QA|Nova Bank - Infopool","Thu Jun 05 23:41:43 GMT 2025","passed","Thu Jun 05 23:41:43 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","29","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Thu Jun 05 23:40:29 GMT 2025","passed","Thu Jun 05 23:40:29 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","177","Get events - invalid end date","QA|Nova Bank - Infopool","Thu Jun 05 23:40:20 GMT 2025","passed","Thu Jun 05 23:40:20 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","54","No Auth - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 23:40:31 GMT 2025","passed","Thu Jun 05 23:40:31 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","25","Create roles - empty name field","QA|Nova Bank - Infopool","Thu Jun 05 23:41:42 GMT 2025","passed","Thu Jun 05 23:41:42 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","29","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 23:40:17 GMT 2025","passed","Thu Jun 05 23:40:17 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","27","Create organization - no name","QA|Nova Bank - Infopool","Thu Jun 05 23:41:41 GMT 2025","passed","Thu Jun 05 23:41:41 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","29","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Thu Jun 05 23:40:30 GMT 2025","passed","Thu Jun 05 23:40:30 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","44","Get all Issues","QA|Nova Bank - Infopool","Thu Jun 05 23:40:25 GMT 2025","failed","Thu Jun 05 23:40:26 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
