"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Mon Jun 02 12:09:11 GMT 2025","passed","Mon Jun 02 12:09:11 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","190","Search Customers","QA|Nova Bank - Infopool","Mon Jun 02 12:09:11 GMT 2025","passed","Mon Jun 02 12:09:12 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","45","Update user - ID does not exist","QA|Nova Bank - Infopool","Mon Jun 02 12:09:22 GMT 2025","passed","Mon Jun 02 12:09:22 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","50","Get all permissions","QA|Nova Bank - Infopool","Mon Jun 02 12:09:26 GMT 2025","passed","Mon Jun 02 12:09:26 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","48","Create organization - no country ID","QA|Nova Bank - Infopool","Mon Jun 02 12:09:23 GMT 2025","passed","Mon Jun 02 12:09:23 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","58","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:09:24 GMT 2025","passed","Mon Jun 02 12:09:24 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","46","Create organization - empty street value","QA|Nova Bank - Infopool","Mon Jun 02 12:09:23 GMT 2025","passed","Mon Jun 02 12:09:24 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","46","Create organization - empty city value","QA|Nova Bank - Infopool","Mon Jun 02 12:09:23 GMT 2025","passed","Mon Jun 02 12:09:23 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","92","Forgot password - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:09:06 GMT 2025","failed","Mon Jun 02 12:09:06 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","46","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Mon Jun 02 12:09:10 GMT 2025","passed","Mon Jun 02 12:09:10 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","96","Get profile - successfully","QA|Nova Bank - Infopool","Mon Jun 02 12:09:08 GMT 2025","passed","Mon Jun 02 12:09:08 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"Delete a report (soft delete)","41","Delete Report","QA|Nova Bank - Infopool","Mon Jun 02 12:09:28 GMT 2025","failed","Mon Jun 02 12:09:28 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","42","Get permission by ID - No auth","QA|Nova Bank - Infopool","Mon Jun 02 12:09:26 GMT 2025","passed","Mon Jun 02 12:09:26 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","41","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Mon Jun 02 12:09:28 GMT 2025","failed","Mon Jun 02 12:09:28 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","48","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Mon Jun 02 12:09:24 GMT 2025","passed","Mon Jun 02 12:09:24 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","36","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Mon Jun 02 12:09:12 GMT 2025","passed","Mon Jun 02 12:09:12 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","51","Invalid email format","QA|Nova Bank - Infopool","Mon Jun 02 12:09:06 GMT 2025","passed","Mon Jun 02 12:09:06 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","37","Get profile - user not logged in","QA|Nova Bank - Infopool","Mon Jun 02 12:09:08 GMT 2025","passed","Mon Jun 02 12:09:08 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"Get a specific report by ID","37","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Mon Jun 02 12:09:27 GMT 2025","passed","Mon Jun 02 12:09:27 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","40","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Mon Jun 02 12:09:11 GMT 2025","failed","Mon Jun 02 12:09:11 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","37","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Mon Jun 02 12:09:24 GMT 2025","passed","Mon Jun 02 12:09:24 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","108","No auth - Create a New Issue","QA|Nova Bank - Infopool","Mon Jun 02 12:09:10 GMT 2025","passed","Mon Jun 02 12:09:10 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","43","Create roles - Existing role","QA|Nova Bank - Infopool","Mon Jun 02 12:09:25 GMT 2025","failed","Mon Jun 02 12:09:25 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","85","verifyOTP","QA|Nova Bank - Infopool","Mon Jun 02 12:09:06 GMT 2025","passed","Mon Jun 02 12:09:06 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","41","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Mon Jun 02 12:09:11 GMT 2025","failed","Mon Jun 02 12:09:11 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","3537","Successful login","QA|Nova Bank - Infopool","Mon Jun 02 12:09:02 GMT 2025","passed","Mon Jun 02 12:09:05 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"Create a new report","37","Create Report - No auth","QA|Nova Bank - Infopool","Mon Jun 02 12:09:27 GMT 2025","passed","Mon Jun 02 12:09:28 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","45","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Mon Jun 02 12:09:07 GMT 2025","passed","Mon Jun 02 12:09:07 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","36","Get role by ID - no auth","QA|Nova Bank - Infopool","Mon Jun 02 12:09:25 GMT 2025","passed","Mon Jun 02 12:09:26 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","39","Create roles - empty name field","QA|Nova Bank - Infopool","Mon Jun 02 12:09:25 GMT 2025","failed","Mon Jun 02 12:09:25 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","100","category by id","QA|Nova Bank - Infopool","Mon Jun 02 12:09:26 GMT 2025","passed","Mon Jun 02 12:09:26 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","38","Add user to an organization - no auth","QA|Nova Bank - Infopool","Mon Jun 02 12:09:25 GMT 2025","passed","Mon Jun 02 12:09:25 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Create a new report","66","Create Report","QA|Nova Bank - Infopool","Mon Jun 02 12:09:27 GMT 2025","failed","Mon Jun 02 12:09:27 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","48","Get permission by ID - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:09:26 GMT 2025","passed","Mon Jun 02 12:09:26 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","46","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Mon Jun 02 12:09:24 GMT 2025","passed","Mon Jun 02 12:09:24 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","51","Fetch all users in an organization","QA|Nova Bank - Infopool","Mon Jun 02 12:09:24 GMT 2025","passed","Mon Jun 02 12:09:25 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","57","Get all definitions","QA|Nova Bank - Infopool","Mon Jun 02 12:09:15 GMT 2025","passed","Mon Jun 02 12:09:15 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","52","Fetch all organizations","QA|Nova Bank - Infopool","Mon Jun 02 12:09:24 GMT 2025","passed","Mon Jun 02 12:09:24 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","489","Get Report Objects - Question","QA|Nova Bank - Infopool","Mon Jun 02 12:09:26 GMT 2025","passed","Mon Jun 02 12:09:27 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","52","Get profile roles - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:09:07 GMT 2025","passed","Mon Jun 02 12:09:07 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","46","Update profile - no phone number","QA|Nova Bank - Infopool","Mon Jun 02 12:09:08 GMT 2025","passed","Mon Jun 02 12:09:08 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","37","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Mon Jun 02 12:09:24 GMT 2025","passed","Mon Jun 02 12:09:24 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","50","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Mon Jun 02 12:09:26 GMT 2025","passed","Mon Jun 02 12:09:26 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","40","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Mon Jun 02 12:09:09 GMT 2025","passed","Mon Jun 02 12:09:09 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","36","No auth - update role","QA|Nova Bank - Infopool","Mon Jun 02 12:09:23 GMT 2025","passed","Mon Jun 02 12:09:23 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","35","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Mon Jun 02 12:09:25 GMT 2025","passed","Mon Jun 02 12:09:25 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","46","Create organization - no name","QA|Nova Bank - Infopool","Mon Jun 02 12:09:23 GMT 2025","passed","Mon Jun 02 12:09:23 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","44","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Mon Jun 02 12:09:24 GMT 2025","passed","Mon Jun 02 12:09:24 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","46","Update role status - role does not exist","QA|Nova Bank - Infopool","Mon Jun 02 12:09:25 GMT 2025","passed","Mon Jun 02 12:09:25 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","46","Empty fields - Update definition","QA|Nova Bank - Infopool","Mon Jun 02 12:09:22 GMT 2025","passed","Mon Jun 02 12:09:22 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","93","Update organization details by ID - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:09:24 GMT 2025","passed","Mon Jun 02 12:09:24 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Delete a report (soft delete)","47","Delete Report - Invalid id","QA|Nova Bank - Infopool","Mon Jun 02 12:09:28 GMT 2025","failed","Mon Jun 02 12:09:28 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","50","Create  organization - without parent id","QA|Nova Bank - Infopool","Mon Jun 02 12:09:23 GMT 2025","passed","Mon Jun 02 12:09:23 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","38","No auth - managers","QA|Nova Bank - Infopool","Mon Jun 02 12:09:25 GMT 2025","passed","Mon Jun 02 12:09:25 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","38","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Mon Jun 02 12:09:11 GMT 2025","passed","Mon Jun 02 12:09:11 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","42","Delete Attachment from Issue","QA|Nova Bank - Infopool","Mon Jun 02 12:09:11 GMT 2025","failed","Mon Jun 02 12:09:11 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","44","Empty current password - Change password","QA|Nova Bank - Infopool","Mon Jun 02 12:09:07 GMT 2025","passed","Mon Jun 02 12:09:08 GMT 2025","v1 > Profile > Password","Bank User","",""
"","38","No Auth - Get all permissions","QA|Nova Bank - Infopool","Mon Jun 02 12:09:26 GMT 2025","passed","Mon Jun 02 12:09:26 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","3140","No Auth - Update definition","QA|Nova Bank - Infopool","Mon Jun 02 12:09:19 GMT 2025","passed","Mon Jun 02 12:09:22 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","2821","Fetch Customers Transactions","QA|Nova Bank - Infopool","Mon Jun 02 12:09:12 GMT 2025","passed","Mon Jun 02 12:09:15 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","70","Remove user from an organization - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:09:25 GMT 2025","passed","Mon Jun 02 12:09:25 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","36","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Mon Jun 02 12:09:15 GMT 2025","passed","Mon Jun 02 12:09:15 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","36","No auth - get all category","QA|Nova Bank - Infopool","Mon Jun 02 12:09:26 GMT 2025","passed","Mon Jun 02 12:09:26 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","39","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Mon Jun 02 12:09:11 GMT 2025","passed","Mon Jun 02 12:09:11 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","125","Invalid credentials","QA|Nova Bank - Infopool","Mon Jun 02 12:09:05 GMT 2025","passed","Mon Jun 02 12:09:06 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","39","Get Report Data - No auth","QA|Nova Bank - Infopool","Mon Jun 02 12:09:28 GMT 2025","passed","Mon Jun 02 12:09:28 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","108","Update definition","QA|Nova Bank - Infopool","Mon Jun 02 12:09:19 GMT 2025","passed","Mon Jun 02 12:09:19 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","42","Get Issue by ID","QA|Nova Bank - Infopool","Mon Jun 02 12:09:10 GMT 2025","failed","Mon Jun 02 12:09:10 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","38","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Mon Jun 02 12:09:11 GMT 2025","failed","Mon Jun 02 12:09:11 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","37","Delete Customer Comment","QA|Nova Bank - Infopool","Mon Jun 02 12:09:11 GMT 2025","failed","Mon Jun 02 12:09:11 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","215","Change password - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:09:07 GMT 2025","passed","Mon Jun 02 12:09:07 GMT 2025","v1 > Profile > Password","Bank User","",""
"","42","Get profile - No Auth","QA|Nova Bank - Infopool","Mon Jun 02 12:09:08 GMT 2025","passed","Mon Jun 02 12:09:08 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","39","Create roles - No auth","QA|Nova Bank - Infopool","Mon Jun 02 12:09:25 GMT 2025","passed","Mon Jun 02 12:09:25 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","85","audit trail","QA|Nova Bank - Infopool","Mon Jun 02 12:09:09 GMT 2025","passed","Mon Jun 02 12:09:09 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","40","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Mon Jun 02 12:09:24 GMT 2025","failed","Mon Jun 02 12:09:24 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","38","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Mon Jun 02 12:09:12 GMT 2025","passed","Mon Jun 02 12:09:12 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","41","No auth - Update role status","QA|Nova Bank - Infopool","Mon Jun 02 12:09:25 GMT 2025","passed","Mon Jun 02 12:09:25 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","49","get user role","QA|Nova Bank - Infopool","Mon Jun 02 12:09:23 GMT 2025","passed","Mon Jun 02 12:09:23 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","52","resend_invitation_toUser","QA|Nova Bank - Infopool","Mon Jun 02 12:09:09 GMT 2025","passed","Mon Jun 02 12:09:09 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"Get a paginated list of reports with optional filtering","58","Get Reports","QA|Nova Bank - Infopool","Mon Jun 02 12:09:26 GMT 2025","passed","Mon Jun 02 12:09:26 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","36","No Auth - Search Customers","QA|Nova Bank - Infopool","Mon Jun 02 12:09:12 GMT 2025","passed","Mon Jun 02 12:09:12 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","39","Get events - no auth","QA|Nova Bank - Infopool","Mon Jun 02 12:09:08 GMT 2025","passed","Mon Jun 02 12:09:08 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","42","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Mon Jun 02 12:09:06 GMT 2025","passed","Mon Jun 02 12:09:06 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","39","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:09:07 GMT 2025","passed","Mon Jun 02 12:09:07 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","36","Get roles - No Auth","QA|Nova Bank - Infopool","Mon Jun 02 12:09:25 GMT 2025","passed","Mon Jun 02 12:09:25 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","56","Logout session successfully","QA|Nova Bank - Infopool","Mon Jun 02 12:09:26 GMT 2025","passed","Mon Jun 02 12:09:26 GMT 2025","v1 > Logout","Bank Admin","",""
"","37","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Mon Jun 02 12:09:11 GMT 2025","passed","Mon Jun 02 12:09:11 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","39","Update user - invalid action","QA|Nova Bank - Infopool","Mon Jun 02 12:09:22 GMT 2025","failed","Mon Jun 02 12:09:23 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","93","Create  organization","QA|Nova Bank - Infopool","Mon Jun 02 12:09:23 GMT 2025","passed","Mon Jun 02 12:09:23 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","51","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Mon Jun 02 12:09:10 GMT 2025","passed","Mon Jun 02 12:09:10 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","41","audit trail - No Auth","QA|Nova Bank - Infopool","Mon Jun 02 12:09:09 GMT 2025","passed","Mon Jun 02 12:09:09 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"Get a paginated list of reports with optional filtering","35","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Mon Jun 02 12:09:27 GMT 2025","passed","Mon Jun 02 12:09:27 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","198","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Mon Jun 02 12:09:10 GMT 2025","passed","Mon Jun 02 12:09:10 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","37","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Mon Jun 02 12:09:26 GMT 2025","failed","Mon Jun 02 12:09:26 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","117","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Mon Jun 02 12:09:09 GMT 2025","passed","Mon Jun 02 12:09:09 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","41","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Mon Jun 02 12:09:24 GMT 2025","passed","Mon Jun 02 12:09:24 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","39","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Mon Jun 02 12:09:24 GMT 2025","failed","Mon Jun 02 12:09:24 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","46","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Mon Jun 02 12:09:24 GMT 2025","passed","Mon Jun 02 12:09:24 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
