"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","64","Get Report Data - No auth","QA|Nova Bank - Infopool","Sun Feb 15 20:14:51 UTC 2026","broken","Sun Feb 15 20:14:51 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
"","62","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Feb 15 20:14:39 UTC 2026","broken","Sun Feb 15 20:14:39 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"","67","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Feb 15 20:14:41 UTC 2026","broken","Sun Feb 15 20:14:41 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","63","Export Report Data","QA|Nova Bank - Infopool","Sun Feb 15 20:14:51 UTC 2026","broken","Sun Feb 15 20:14:51 UTC 2026","v1 > Report > Export Report Data","Bank Admin","",""
"","57","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Feb 15 20:14:44 UTC 2026","broken","Sun Feb 15 20:14:44 UTC 2026","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","60","No auth - Update role status","QA|Nova Bank - Infopool","Sun Feb 15 20:14:48 UTC 2026","broken","Sun Feb 15 20:14:48 UTC 2026","v1 > Roles > Update role","Bank Admin","",""
"","60","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Feb 15 20:14:43 UTC 2026","broken","Sun Feb 15 20:14:43 UTC 2026","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","63","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Feb 15 20:14:47 UTC 2026","broken","Sun Feb 15 20:14:47 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","63","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Sun Feb 15 20:14:51 UTC 2026","broken","Sun Feb 15 20:14:51 UTC 2026","","corporate Adjustment","",""
"","58","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Feb 15 20:14:47 UTC 2026","broken","Sun Feb 15 20:14:47 UTC 2026","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","60","Create  organization","QA|Nova Bank - Infopool","Sun Feb 15 20:14:45 UTC 2026","broken","Sun Feb 15 20:14:45 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","54","resend_invitation_toUser","QA|Nova Bank - Infopool","Sun Feb 15 20:14:40 UTC 2026","broken","Sun Feb 15 20:14:40 UTC 2026","v1 > Onboarding > Validate invitation","Bank User","",""
"","62","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Feb 15 20:14:47 UTC 2026","broken","Sun Feb 15 20:14:47 UTC 2026","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","58","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Feb 15 20:14:49 UTC 2026","broken","Sun Feb 15 20:14:49 UTC 2026","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","59","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Feb 15 20:14:41 UTC 2026","broken","Sun Feb 15 20:14:41 UTC 2026","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","62","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Feb 15 20:14:45 UTC 2026","broken","Sun Feb 15 20:14:45 UTC 2026","v1 > Users > Fetch users","Bank Admin","",""
"","90","reset password","QA|Nova Bank - Infopool","Sun Feb 15 20:14:37 UTC 2026","broken","Sun Feb 15 20:14:37 UTC 2026","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","60","category by id","QA|Nova Bank - Infopool","Sun Feb 15 20:14:49 UTC 2026","broken","Sun Feb 15 20:14:49 UTC 2026","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","90","No Auth - Change password","QA|Nova Bank - Infopool","Sun Feb 15 20:14:38 UTC 2026","broken","Sun Feb 15 20:14:38 UTC 2026","v1 > Profile > Password","Bank User","",""
"","65","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Feb 15 20:14:47 UTC 2026","broken","Sun Feb 15 20:14:47 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"Get a specific report by ID","61","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Sun Feb 15 20:14:50 UTC 2026","broken","Sun Feb 15 20:14:50 UTC 2026","v1 > Report > Get Report by UUID","Bank Admin","",""
"","63","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Feb 15 20:14:46 UTC 2026","broken","Sun Feb 15 20:14:46 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","60","Invalid name - Search Customers","QA|Nova Bank - Infopool","Sun Feb 15 20:14:42 UTC 2026","broken","Sun Feb 15 20:14:43 UTC 2026","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","75","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Feb 15 20:14:38 UTC 2026","broken","Sun Feb 15 20:14:38 UTC 2026","v1 > Profile > Roles","Bank User","",""
"","66","Invalid current password - Change password","QA|Nova Bank - Infopool","Sun Feb 15 20:14:38 UTC 2026","broken","Sun Feb 15 20:14:38 UTC 2026","v1 > Profile > Password","Bank User","",""
"","61","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Feb 15 20:14:43 UTC 2026","broken","Sun Feb 15 20:14:43 UTC 2026","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","58","Update user - empty action field","QA|Nova Bank - Infopool","Sun Feb 15 20:14:45 UTC 2026","broken","Sun Feb 15 20:14:45 UTC 2026","v1 > Users > Update user","Bank Admin","",""
"","60","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Feb 15 20:14:47 UTC 2026","broken","Sun Feb 15 20:14:48 UTC 2026","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","58","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Feb 15 20:14:38 UTC 2026","broken","Sun Feb 15 20:14:38 UTC 2026","v1 > Profile > Get profile","Bank User","",""
"","59","No auth - managers","QA|Nova Bank - Infopool","Sun Feb 15 20:14:48 UTC 2026","broken","Sun Feb 15 20:14:48 UTC 2026","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","62","get user role","QA|Nova Bank - Infopool","Sun Feb 15 20:14:45 UTC 2026","broken","Sun Feb 15 20:14:45 UTC 2026","v1 > Users > Role > Get role","Bank Admin","",""
"","126","Get events - no auth","QA|Nova Bank - Infopool","Sun Feb 15 20:14:39 UTC 2026","broken","Sun Feb 15 20:14:39 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"Update an existing report","62","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun Feb 15 20:14:50 UTC 2026","broken","Sun Feb 15 20:14:51 UTC 2026","v1 > Report > Update Report","Bank Admin","",""
"","64","Get Report Data - Question","QA|Nova Bank - Infopool","Sun Feb 15 20:14:51 UTC 2026","broken","Sun Feb 15 20:14:51 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
"","96","Update Issue","QA|Nova Bank - Infopool","Sun Feb 15 20:14:41 UTC 2026","broken","Sun Feb 15 20:14:41 UTC 2026","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Create a new report","59","Create Report - No auth","QA|Nova Bank - Infopool","Sun Feb 15 20:14:50 UTC 2026","broken","Sun Feb 15 20:14:50 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","57","Create organization - empty street value","QA|Nova Bank - Infopool","Sun Feb 15 20:14:46 UTC 2026","broken","Sun Feb 15 20:14:46 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","62","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Feb 15 20:14:40 UTC 2026","broken","Sun Feb 15 20:14:40 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"Get a paginated list of reports with optional filtering","59","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Sun Feb 15 20:14:50 UTC 2026","broken","Sun Feb 15 20:14:50 UTC 2026","v1 > Report > Get Report Object","Bank Admin","",""
"","63","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Feb 15 20:14:45 UTC 2026","broken","Sun Feb 15 20:14:45 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","62","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Feb 15 20:14:37 UTC 2026","broken","Sun Feb 15 20:14:37 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","63","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sun Feb 15 20:14:40 UTC 2026","broken","Sun Feb 15 20:14:40 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","62","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Sun Feb 15 20:14:40 UTC 2026","broken","Sun Feb 15 20:14:40 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","61","Create organization - empty mis code","QA|Nova Bank - Infopool","Sun Feb 15 20:14:46 UTC 2026","broken","Sun Feb 15 20:14:46 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"Get a specific report by ID","58","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Sun Feb 15 20:14:50 UTC 2026","broken","Sun Feb 15 20:14:50 UTC 2026","v1 > Report > Get Report by UUID","Bank Admin","",""
"","57","Add attachment to issue","QA|Nova Bank - Infopool","Sun Feb 15 20:14:41 UTC 2026","broken","Sun Feb 15 20:14:41 UTC 2026","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","60","Create roles - No auth","QA|Nova Bank - Infopool","Sun Feb 15 20:14:48 UTC 2026","broken","Sun Feb 15 20:14:48 UTC 2026","v1 > Roles > Create role","Bank Admin","",""
"","61","No auth - category by id","QA|Nova Bank - Infopool","Sun Feb 15 20:14:49 UTC 2026","broken","Sun Feb 15 20:14:49 UTC 2026","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Create a new report","63","Create Report - Empty category","QA|Nova Bank - Infopool","Sun Feb 15 20:14:50 UTC 2026","broken","Sun Feb 15 20:14:50 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","56","audit trail","QA|Nova Bank - Infopool","Sun Feb 15 20:14:40 UTC 2026","broken","Sun Feb 15 20:14:40 UTC 2026","v1 > Audit trail > Audit trail","Bank User","",""
"","90","Create a New Issue","QA|Nova Bank - Infopool","Sun Feb 15 20:14:40 UTC 2026","broken","Sun Feb 15 20:14:40 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","59","Fetch all organizations","QA|Nova Bank - Infopool","Sun Feb 15 20:14:46 UTC 2026","broken","Sun Feb 15 20:14:46 UTC 2026","v1 > Organizations > Fetch organization","Bank Admin","",""
"","62","Fetch all users","QA|Nova Bank - Infopool","Sun Feb 15 20:14:44 UTC 2026","broken","Sun Feb 15 20:14:45 UTC 2026","v1 > Users > Fetch users","Bank Admin","",""
"","64","Get all definitions","QA|Nova Bank - Infopool","Sun Feb 15 20:14:44 UTC 2026","broken","Sun Feb 15 20:14:44 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","63","Get Issue by ID","QA|Nova Bank - Infopool","Sun Feb 15 20:14:41 UTC 2026","broken","Sun Feb 15 20:14:41 UTC 2026","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","64","verifyOTP","QA|Nova Bank - Infopool","Sun Feb 15 20:14:36 UTC 2026","broken","Sun Feb 15 20:14:36 UTC 2026","v1 > Auth > Session > verify OTP","Bank User","",""
"","64","search Corporate Adjustment","QA|Nova Bank - Infopool","Sun Feb 15 20:14:51 UTC 2026","broken","Sun Feb 15 20:14:51 UTC 2026","","corporate Adjustment","",""
"","63","add_comment_successfully","QA|Nova Bank - Infopool","Sun Feb 15 20:14:42 UTC 2026","broken","Sun Feb 15 20:14:42 UTC 2026","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","61","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Feb 15 20:14:45 UTC 2026","broken","Sun Feb 15 20:14:45 UTC 2026","v1 > Users > Update user","Bank Admin","",""
"","63","Export Report Data - No auth","QA|Nova Bank - Infopool","Sun Feb 15 20:14:51 UTC 2026","broken","Sun Feb 15 20:14:51 UTC 2026","v1 > Report > Export Report Data","Bank Admin","",""
"","63","Update profile - successful","QA|Nova Bank - Infopool","Sun Feb 15 20:14:38 UTC 2026","broken","Sun Feb 15 20:14:39 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"Get a paginated list of reports with optional filtering","62","Get Reports - No auth","QA|Nova Bank - Infopool","Sun Feb 15 20:14:49 UTC 2026","broken","Sun Feb 15 20:14:49 UTC 2026","v1 > Report > Get Report","Bank Admin","",""
"Get a paginated list of reports with optional filtering","61","Get Reports","QA|Nova Bank - Infopool","Sun Feb 15 20:14:49 UTC 2026","broken","Sun Feb 15 20:14:49 UTC 2026","v1 > Report > Get Report","Bank Admin","",""
"","86","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sun Feb 15 20:14:38 UTC 2026","broken","Sun Feb 15 20:14:38 UTC 2026","v1 > Profile > Roles","Bank User","",""
"","63","Delete Customer Comment","QA|Nova Bank - Infopool","Sun Feb 15 20:14:42 UTC 2026","broken","Sun Feb 15 20:14:42 UTC 2026","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"Create a new report","60","Create Report - Duplicate name","QA|Nova Bank - Infopool","Sun Feb 15 20:14:50 UTC 2026","broken","Sun Feb 15 20:14:50 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","55","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Feb 15 20:14:48 UTC 2026","broken","Sun Feb 15 20:14:48 UTC 2026","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","58","Get Reports Stats","QA|Nova Bank - Infopool","Sun Feb 15 20:14:49 UTC 2026","broken","Sun Feb 15 20:14:49 UTC 2026","v1 > Report > Get Report Stats","Bank Admin","",""
"","60","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun Feb 15 20:14:40 UTC 2026","broken","Sun Feb 15 20:14:40 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","58","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Feb 15 20:14:42 UTC 2026","broken","Sun Feb 15 20:14:42 UTC 2026","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","64","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Feb 15 20:14:44 UTC 2026","broken","Sun Feb 15 20:14:44 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","62","Search Customers","QA|Nova Bank - Infopool","Sun Feb 15 20:14:43 UTC 2026","broken","Sun Feb 15 20:14:43 UTC 2026","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","61","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Sun Feb 15 20:14:44 UTC 2026","broken","Sun Feb 15 20:14:44 UTC 2026","v1 > Users > Fetch user by ID","Bank Admin","",""
"","62","Weak password - Change password","QA|Nova Bank - Infopool","Sun Feb 15 20:14:38 UTC 2026","broken","Sun Feb 15 20:14:38 UTC 2026","v1 > Profile > Password","Bank User","",""
"","57","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Feb 15 20:14:42 UTC 2026","broken","Sun Feb 15 20:14:42 UTC 2026","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","62","Update user - successful","QA|Nova Bank - Infopool","Sun Feb 15 20:14:45 UTC 2026","broken","Sun Feb 15 20:14:45 UTC 2026","v1 > Users > Update user","Bank Admin","",""
"","73","Invalid email format","QA|Nova Bank - Infopool","Sun Feb 15 20:14:36 UTC 2026","broken","Sun Feb 15 20:14:36 UTC 2026","v1 > Auth > Session > Login","Bank User","",""
"","58","Logout session - no session","QA|Nova Bank - Infopool","Sun Feb 15 20:14:49 UTC 2026","broken","Sun Feb 15 20:14:49 UTC 2026","v1 > Logout","Bank Admin","",""
"","61","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Feb 15 20:14:44 UTC 2026","broken","Sun Feb 15 20:14:44 UTC 2026","v1 > Users > Fetch user by ID","Bank Admin","",""
"","87","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Feb 15 20:14:39 UTC 2026","broken","Sun Feb 15 20:14:39 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"","63","Search Customers","QA|Nova Bank - Infopool","Sun Feb 15 20:14:42 UTC 2026","broken","Sun Feb 15 20:14:42 UTC 2026","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","65","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Feb 15 20:14:40 UTC 2026","broken","Sun Feb 15 20:14:40 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","60","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Sun Feb 15 20:14:51 UTC 2026","broken","Sun Feb 15 20:14:51 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
"","96","No user credentials","QA|Nova Bank - Infopool","Sun Feb 15 20:14:36 UTC 2026","broken","Sun Feb 15 20:14:36 UTC 2026","v1 > Auth > Session > Login","Bank User","",""
"","61","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Sun Feb 15 20:14:43 UTC 2026","broken","Sun Feb 15 20:14:43 UTC 2026","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","136","Add Comment to Issue","QA|Nova Bank - Infopool","Sun Feb 15 20:14:41 UTC 2026","broken","Sun Feb 15 20:14:41 UTC 2026","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","63","Update user - invalid action","QA|Nova Bank - Infopool","Sun Feb 15 20:14:45 UTC 2026","broken","Sun Feb 15 20:14:45 UTC 2026","v1 > Users > Update user","Bank Admin","",""
"Get a specific report by ID","53","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Sun Feb 15 20:14:50 UTC 2026","broken","Sun Feb 15 20:14:50 UTC 2026","v1 > Report > Get Report by Id","Bank Admin","",""
"","65","Forgot password - successful","QA|Nova Bank - Infopool","Sun Feb 15 20:14:36 UTC 2026","broken","Sun Feb 15 20:14:36 UTC 2026","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Create a new report","64","Create Report","QA|Nova Bank - Infopool","Sun Feb 15 20:14:50 UTC 2026","broken","Sun Feb 15 20:14:50 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","64","Get single definition","QA|Nova Bank - Infopool","Sun Feb 15 20:14:44 UTC 2026","broken","Sun Feb 15 20:14:44 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","60","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Feb 15 20:14:42 UTC 2026","broken","Sun Feb 15 20:14:42 UTC 2026","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","127","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Feb 15 20:14:39 UTC 2026","broken","Sun Feb 15 20:14:39 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"","56","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Feb 15 20:14:47 UTC 2026","broken","Sun Feb 15 20:14:47 UTC 2026","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","85","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Feb 15 20:14:40 UTC 2026","broken","Sun Feb 15 20:14:40 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","62","Create organization - no country ID","QA|Nova Bank - Infopool","Sun Feb 15 20:14:46 UTC 2026","broken","Sun Feb 15 20:14:46 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","63","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Feb 15 20:14:48 UTC 2026","broken","Sun Feb 15 20:14:48 UTC 2026","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","91","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Feb 15 20:14:37 UTC 2026","broken","Sun Feb 15 20:14:37 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"Delete a report (soft delete)","63","Delete Report -No auth","QA|Nova Bank - Infopool","Sun Feb 15 20:14:51 UTC 2026","broken","Sun Feb 15 20:14:51 UTC 2026","v1 > Report > Delete Report","Bank Admin","",""
"","65","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Feb 15 20:14:39 UTC 2026","broken","Sun Feb 15 20:14:39 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"","58","get all category","QA|Nova Bank - Infopool","Sun Feb 15 20:14:49 UTC 2026","broken","Sun Feb 15 20:14:49 UTC 2026","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","59","Create roles","QA|Nova Bank - Infopool","Sun Feb 15 20:14:48 UTC 2026","broken","Sun Feb 15 20:14:48 UTC 2026","v1 > Roles > Create role","Bank Admin","",""
"","59","Update profile - invalid phone number","QA|Nova Bank - Infopool","Sun Feb 15 20:14:39 UTC 2026","broken","Sun Feb 15 20:14:39 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"","65","Get events - successful","QA|Nova Bank - Infopool","Sun Feb 15 20:14:39 UTC 2026","broken","Sun Feb 15 20:14:39 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"","54","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Sun Feb 15 20:14:44 UTC 2026","broken","Sun Feb 15 20:14:44 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","95","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Feb 15 20:14:37 UTC 2026","broken","Sun Feb 15 20:14:37 UTC 2026","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","62","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Feb 15 20:14:46 UTC 2026","broken","Sun Feb 15 20:14:46 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","61","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Feb 15 20:14:45 UTC 2026","broken","Sun Feb 15 20:14:45 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","58","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun Feb 15 20:14:42 UTC 2026","broken","Sun Feb 15 20:14:42 UTC 2026","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Delete a report (soft delete)","59","Delete Report","QA|Nova Bank - Infopool","Sun Feb 15 20:14:51 UTC 2026","broken","Sun Feb 15 20:14:51 UTC 2026","v1 > Report > Delete Report","Bank Admin","",""
