"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","81","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Fri May 30 21:00:54 GMT 2025","failed","Fri May 30 21:00:54 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"Get a specific report by ID","80","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Fri May 30 21:01:14 GMT 2025","passed","Fri May 30 21:01:14 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","82","Create roles - No auth","QA|Nova Bank - Infopool","Fri May 30 21:01:11 GMT 2025","passed","Fri May 30 21:01:11 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"Get a specific report by ID","3163","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Fri May 30 21:01:14 GMT 2025","failed","Fri May 30 21:01:17 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","170","Invalid current password - Change password","QA|Nova Bank - Infopool","Fri May 30 21:00:41 GMT 2025","passed","Fri May 30 21:00:41 GMT 2025","v1 > Profile > Password","Bank User","",""
"","3136","Get Issue by ID","QA|Nova Bank - Infopool","Fri May 30 21:00:49 GMT 2025","failed","Fri May 30 21:00:52 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","93","Empty current password - Change password","QA|Nova Bank - Infopool","Fri May 30 21:00:41 GMT 2025","passed","Fri May 30 21:00:41 GMT 2025","v1 > Profile > Password","Bank User","",""
"","228","category by id","QA|Nova Bank - Infopool","Fri May 30 21:01:12 GMT 2025","passed","Fri May 30 21:01:12 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Update an existing report","77","Update Report","QA|Nova Bank - Infopool","Fri May 30 21:01:20 GMT 2025","passed","Fri May 30 21:01:20 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","93","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Fri May 30 21:01:07 GMT 2025","passed","Fri May 30 21:01:07 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","84","Update user - invalid action","QA|Nova Bank - Infopool","Fri May 30 21:01:06 GMT 2025","failed","Fri May 30 21:01:06 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","85","No email - Forgot Password","QA|Nova Bank - Infopool","Fri May 30 21:00:39 GMT 2025","passed","Fri May 30 21:00:39 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","116","Update organization details by ID - successful","QA|Nova Bank - Infopool","Fri May 30 21:01:08 GMT 2025","passed","Fri May 30 21:01:09 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","87","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Fri May 30 21:00:46 GMT 2025","passed","Fri May 30 21:00:46 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","250","reset password","QA|Nova Bank - Infopool","Fri May 30 21:00:39 GMT 2025","passed","Fri May 30 21:00:39 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","83","No Auth - Update definition","QA|Nova Bank - Infopool","Fri May 30 21:00:59 GMT 2025","passed","Fri May 30 21:00:59 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","117","Fetch Customer By ID","QA|Nova Bank - Infopool","Fri May 30 21:00:55 GMT 2025","passed","Fri May 30 21:00:55 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"Get a paginated list of reports with optional filtering","82","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Fri May 30 21:01:13 GMT 2025","passed","Fri May 30 21:01:13 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","79","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri May 30 21:00:55 GMT 2025","passed","Fri May 30 21:00:55 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"Get a paginated list of reports with optional filtering","81","Get Reports Stats","QA|Nova Bank - Infopool","Fri May 30 21:01:13 GMT 2025","failed","Fri May 30 21:01:13 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","82","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Fri May 30 21:00:54 GMT 2025","passed","Fri May 30 21:00:54 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","86","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Fri May 30 21:00:44 GMT 2025","passed","Fri May 30 21:00:44 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","6241","Invalid email format","QA|Nova Bank - Infopool","Fri May 30 21:00:32 GMT 2025","passed","Fri May 30 21:00:39 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","82","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Fri May 30 21:00:53 GMT 2025","failed","Fri May 30 21:00:53 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","86","Update role status - role does not exist","QA|Nova Bank - Infopool","Fri May 30 21:01:11 GMT 2025","passed","Fri May 30 21:01:11 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","83","Update Issue","QA|Nova Bank - Infopool","Fri May 30 21:00:52 GMT 2025","failed","Fri May 30 21:00:52 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","151","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Fri May 30 21:00:43 GMT 2025","passed","Fri May 30 21:00:43 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","85","Send user invitation token - successful","QA|Nova Bank - Infopool","Fri May 30 21:00:44 GMT 2025","passed","Fri May 30 21:00:44 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get a paginated list of reports with optional filtering","82","Get Report Objects - Question","QA|Nova Bank - Infopool","Fri May 30 21:01:13 GMT 2025","failed","Fri May 30 21:01:13 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","83","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Fri May 30 21:01:09 GMT 2025","failed","Fri May 30 21:01:09 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","89","Update profile - invalid phone number","QA|Nova Bank - Infopool","Fri May 30 21:00:42 GMT 2025","passed","Fri May 30 21:00:42 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","126","audit trail","QA|Nova Bank - Infopool","Fri May 30 21:00:43 GMT 2025","passed","Fri May 30 21:00:43 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","3151","Update user - no auth","QA|Nova Bank - Infopool","Fri May 30 21:01:03 GMT 2025","passed","Fri May 30 21:01:06 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","81","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Fri May 30 21:00:55 GMT 2025","failed","Fri May 30 21:00:55 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","79","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri May 30 21:01:10 GMT 2025","passed","Fri May 30 21:01:10 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","81","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Fri May 30 21:00:53 GMT 2025","failed","Fri May 30 21:00:54 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","80","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Fri May 30 21:00:53 GMT 2025","passed","Fri May 30 21:00:53 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","80","No auth - managers","QA|Nova Bank - Infopool","Fri May 30 21:01:10 GMT 2025","passed","Fri May 30 21:01:11 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","80","Get role by ID - successful","QA|Nova Bank - Infopool","Fri May 30 21:01:11 GMT 2025","failed","Fri May 30 21:01:11 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","84","Update profile - no auth","QA|Nova Bank - Infopool","Fri May 30 21:00:42 GMT 2025","passed","Fri May 30 21:00:42 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","613","Successful login","QA|Nova Bank - Infopool","Fri May 30 21:00:32 GMT 2025","passed","Fri May 30 21:00:32 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","83","Get single definition","QA|Nova Bank - Infopool","Fri May 30 21:00:59 GMT 2025","failed","Fri May 30 21:00:59 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","82","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri May 30 21:00:53 GMT 2025","failed","Fri May 30 21:00:53 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"Update an existing report","80","Update Report - No auth","QA|Nova Bank - Infopool","Fri May 30 21:01:20 GMT 2025","passed","Fri May 30 21:01:20 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","79","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Fri May 30 21:01:10 GMT 2025","passed","Fri May 30 21:01:10 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","78","Health","QA|Nova Bank - Infopool","Fri May 30 21:00:58 GMT 2025","passed","Fri May 30 21:00:58 GMT 2025","v1 > Health","Bank Admin","",""
"","79","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Fri May 30 21:01:12 GMT 2025","failed","Fri May 30 21:01:12 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","115","Update definition","QA|Nova Bank - Infopool","Fri May 30 21:00:59 GMT 2025","passed","Fri May 30 21:00:59 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","84","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri May 30 21:00:40 GMT 2025","passed","Fri May 30 21:00:40 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Delete a report (soft delete)","81","Delete Report -No auth","QA|Nova Bank - Infopool","Fri May 30 21:01:21 GMT 2025","failed","Fri May 30 21:01:21 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","81","Get profile roles - No Auth","QA|Nova Bank - Infopool","Fri May 30 21:00:40 GMT 2025","passed","Fri May 30 21:00:40 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","86","Update Customer Comment","QA|Nova Bank - Infopool","Fri May 30 21:00:54 GMT 2025","failed","Fri May 30 21:00:54 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","116","Update profile - successful","QA|Nova Bank - Infopool","Fri May 30 21:00:42 GMT 2025","passed","Fri May 30 21:00:42 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","10","New Request","QA|Nova Bank - Infopool","Fri May 30 21:00:59 GMT 2025","broken","Fri May 30 21:00:59 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","87","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Fri May 30 21:00:44 GMT 2025","passed","Fri May 30 21:00:44 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get a paginated list of reports with optional filtering","79","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Fri May 30 21:01:13 GMT 2025","passed","Fri May 30 21:01:13 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"Create a new report","80","Create Report - Empty category","QA|Nova Bank - Infopool","Fri May 30 21:01:20 GMT 2025","failed","Fri May 30 21:01:20 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","107","Update user - successful","QA|Nova Bank - Infopool","Fri May 30 21:01:03 GMT 2025","passed","Fri May 30 21:01:03 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","83","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri May 30 21:00:55 GMT 2025","passed","Fri May 30 21:00:55 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","96","Logout session successfully","QA|Nova Bank - Infopool","Fri May 30 21:01:12 GMT 2025","passed","Fri May 30 21:01:12 GMT 2025","v1 > Logout","Bank Admin","",""
"","96","Get profile roles - successful","QA|Nova Bank - Infopool","Fri May 30 21:00:40 GMT 2025","passed","Fri May 30 21:00:40 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","95","managers","QA|Nova Bank - Infopool","Fri May 30 21:01:10 GMT 2025","passed","Fri May 30 21:01:10 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","98","Get all Issues","QA|Nova Bank - Infopool","Fri May 30 21:00:46 GMT 2025","failed","Fri May 30 21:00:46 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","91","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Fri May 30 21:01:09 GMT 2025","passed","Fri May 30 21:01:09 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","81","Add user to an organization - no auth","QA|Nova Bank - Infopool","Fri May 30 21:01:10 GMT 2025","passed","Fri May 30 21:01:10 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","83","Create organization - empty mis code","QA|Nova Bank - Infopool","Fri May 30 21:01:08 GMT 2025","failed","Fri May 30 21:01:08 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","79","No auth - Create  organization","QA|Nova Bank - Infopool","Fri May 30 21:01:07 GMT 2025","passed","Fri May 30 21:01:07 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","81","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Fri May 30 21:00:55 GMT 2025","failed","Fri May 30 21:00:55 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","92","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Fri May 30 21:01:07 GMT 2025","passed","Fri May 30 21:01:08 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","80","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Fri May 30 21:00:52 GMT 2025","passed","Fri May 30 21:00:52 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","85","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri May 30 21:00:40 GMT 2025","passed","Fri May 30 21:00:40 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","82","Update Customer Comment Copy","QA|Nova Bank - Infopool","Fri May 30 21:00:54 GMT 2025","passed","Fri May 30 21:00:54 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","93","Get all definitions","QA|Nova Bank - Infopool","Fri May 30 21:00:58 GMT 2025","passed","Fri May 30 21:00:59 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","115","Create  organization","QA|Nova Bank - Infopool","Fri May 30 21:01:07 GMT 2025","passed","Fri May 30 21:01:07 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","96","Fetch all organizations","QA|Nova Bank - Infopool","Fri May 30 21:01:08 GMT 2025","passed","Fri May 30 21:01:08 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","82","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Fri May 30 21:00:44 GMT 2025","passed","Fri May 30 21:00:44 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","83","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Fri May 30 21:01:21 GMT 2025","failed","Fri May 30 21:01:21 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","79","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Fri May 30 21:00:58 GMT 2025","passed","Fri May 30 21:00:58 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","89","No user credentials","QA|Nova Bank - Infopool","Fri May 30 21:00:39 GMT 2025","passed","Fri May 30 21:00:39 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","90","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Fri May 30 21:00:52 GMT 2025","passed","Fri May 30 21:00:52 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","81","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Fri May 30 21:00:55 GMT 2025","passed","Fri May 30 21:00:55 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","82","Fetch Customers Channels","QA|Nova Bank - Infopool","Fri May 30 21:00:58 GMT 2025","failed","Fri May 30 21:00:58 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","167","Add Comment to Issue","QA|Nova Bank - Infopool","Fri May 30 21:00:53 GMT 2025","passed","Fri May 30 21:00:53 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","249","No auth - Create a New Issue","QA|Nova Bank - Infopool","Fri May 30 21:00:45 GMT 2025","passed","Fri May 30 21:00:45 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","82","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Fri May 30 21:00:59 GMT 2025","failed","Fri May 30 21:00:59 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","90","Update user - ID does not exist","QA|Nova Bank - Infopool","Fri May 30 21:01:06 GMT 2025","passed","Fri May 30 21:01:06 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"Get a paginated list of reports with optional filtering","81","Get Reports - No auth","QA|Nova Bank - Infopool","Fri May 30 21:01:13 GMT 2025","passed","Fri May 30 21:01:13 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"Get a specific report by ID","80","Get Report by UUID","QA|Nova Bank - Infopool","Fri May 30 21:01:13 GMT 2025","failed","Fri May 30 21:01:14 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","83","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Fri May 30 21:00:40 GMT 2025","passed","Fri May 30 21:00:40 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","95","Empty new password - Change password","QA|Nova Bank - Infopool","Fri May 30 21:00:41 GMT 2025","passed","Fri May 30 21:00:41 GMT 2025","v1 > Profile > Password","Bank User","",""
"","923","Create a New Issue","QA|Nova Bank - Infopool","Fri May 30 21:00:44 GMT 2025","passed","Fri May 30 21:00:45 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","91","Get all permissions","QA|Nova Bank - Infopool","Fri May 30 21:01:12 GMT 2025","passed","Fri May 30 21:01:12 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","81","Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri May 30 21:00:53 GMT 2025","failed","Fri May 30 21:00:53 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","79","No Auth - Get all definitions","QA|Nova Bank - Infopool","Fri May 30 21:00:59 GMT 2025","passed","Fri May 30 21:00:59 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","91","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Fri May 30 21:01:08 GMT 2025","passed","Fri May 30 21:01:08 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","101","Search Customers","QA|Nova Bank - Infopool","Fri May 30 21:00:54 GMT 2025","passed","Fri May 30 21:00:54 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"Get a paginated list of reports with optional filtering","85","Get Reports","QA|Nova Bank - Infopool","Fri May 30 21:01:13 GMT 2025","failed","Fri May 30 21:01:13 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","80","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Fri May 30 21:00:58 GMT 2025","failed","Fri May 30 21:00:58 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"Create a new report","3176","Create Report - No auth","QA|Nova Bank - Infopool","Fri May 30 21:01:17 GMT 2025","passed","Fri May 30 21:01:20 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"Get a paginated list of reports with optional filtering","80","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Fri May 30 21:01:13 GMT 2025","failed","Fri May 30 21:01:13 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","87","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Fri May 30 21:00:44 GMT 2025","passed","Fri May 30 21:00:44 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","82","audit trail - No Auth","QA|Nova Bank - Infopool","Fri May 30 21:00:43 GMT 2025","passed","Fri May 30 21:00:43 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","93","get all category","QA|Nova Bank - Infopool","Fri May 30 21:01:12 GMT 2025","passed","Fri May 30 21:01:12 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
