"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3145","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:43:08 GMT 2025","passed","Sun Jun 08 21:43:11 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","47","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:43:11 GMT 2025","passed","Sun Jun 08 21:43:11 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","44","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:43:11 GMT 2025","passed","Sun Jun 08 21:43:11 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","35","Create organization - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 21:44:34 GMT 2025","passed","Sun Jun 08 21:44:34 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","33","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 21:44:34 GMT 2025","passed","Sun Jun 08 21:44:34 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","43","Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 08 21:43:14 GMT 2025","failed","Sun Jun 08 21:43:14 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","56","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:42:59 GMT 2025","passed","Sun Jun 08 21:42:59 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","266","Invalid credentials","QA|Nova Bank - Infopool","Sun Jun 08 21:42:50 GMT 2025","passed","Sun Jun 08 21:42:50 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","186","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:43:00 GMT 2025","passed","Sun Jun 08 21:43:00 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","32","No auth - get user role","QA|Nova Bank - Infopool","Sun Jun 08 21:44:34 GMT 2025","passed","Sun Jun 08 21:44:34 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","225","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Sun Jun 08 21:43:14 GMT 2025","passed","Sun Jun 08 21:43:14 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","549","Change password - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:43:00 GMT 2025","passed","Sun Jun 08 21:43:01 GMT 2025","v1 > Profile > Password","Bank User","",""
"","32","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:44:36 GMT 2025","passed","Sun Jun 08 21:44:36 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","35","Update user - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:44:34 GMT 2025","passed","Sun Jun 08 21:44:34 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","35","Create roles","QA|Nova Bank - Infopool","Sun Jun 08 21:44:36 GMT 2025","passed","Sun Jun 08 21:44:36 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","322","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:43:12 GMT 2025","passed","Sun Jun 08 21:43:12 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","249","Invalid current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:43:01 GMT 2025","passed","Sun Jun 08 21:43:01 GMT 2025","v1 > Profile > Password","Bank User","",""
"","338","Get events - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:43:03 GMT 2025","passed","Sun Jun 08 21:43:03 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"Get a paginated list of reports with optional filtering","34","Get Report Objects - Question","QA|Nova Bank - Infopool","Sun Jun 08 21:44:37 GMT 2025","passed","Sun Jun 08 21:44:37 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","140","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Jun 08 21:43:03 GMT 2025","passed","Sun Jun 08 21:43:03 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","34","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 08 21:44:33 GMT 2025","passed","Sun Jun 08 21:44:33 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","32","Get roles - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:44:36 GMT 2025","passed","Sun Jun 08 21:44:36 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","33","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:44:34 GMT 2025","passed","Sun Jun 08 21:44:34 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","32","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 21:44:35 GMT 2025","passed","Sun Jun 08 21:44:35 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","34","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:44:34 GMT 2025","passed","Sun Jun 08 21:44:34 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","34","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:44:35 GMT 2025","passed","Sun Jun 08 21:44:35 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","33","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun Jun 08 21:44:35 GMT 2025","passed","Sun Jun 08 21:44:35 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","43","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:43:16 GMT 2025","passed","Sun Jun 08 21:43:16 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","32","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Jun 08 21:44:35 GMT 2025","passed","Sun Jun 08 21:44:35 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","32","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 08 21:44:35 GMT 2025","passed","Sun Jun 08 21:44:35 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","34","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:44:36 GMT 2025","passed","Sun Jun 08 21:44:36 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","33","Create organization - no name","QA|Nova Bank - Infopool","Sun Jun 08 21:44:34 GMT 2025","passed","Sun Jun 08 21:44:34 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:44:35 GMT 2025","passed","Sun Jun 08 21:44:35 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Create a new report","32","Create Report - Empty category","QA|Nova Bank - Infopool","Sun Jun 08 21:44:37 GMT 2025","passed","Sun Jun 08 21:44:37 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","58","Update profile","QA|Nova Bank - Infopool","Sun Jun 08 21:43:03 GMT 2025","failed","Sun Jun 08 21:43:03 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","53","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:43:08 GMT 2025","passed","Sun Jun 08 21:43:08 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","31","No auth - managers","QA|Nova Bank - Infopool","Sun Jun 08 21:44:36 GMT 2025","passed","Sun Jun 08 21:44:36 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","31","managers","QA|Nova Bank - Infopool","Sun Jun 08 21:44:36 GMT 2025","passed","Sun Jun 08 21:44:36 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","43","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:42:59 GMT 2025","passed","Sun Jun 08 21:42:59 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","33","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:44:36 GMT 2025","passed","Sun Jun 08 21:44:36 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","55","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 21:43:17 GMT 2025","passed","Sun Jun 08 21:43:18 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","263","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:43:11 GMT 2025","passed","Sun Jun 08 21:43:12 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","33","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 21:44:33 GMT 2025","passed","Sun Jun 08 21:44:33 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Get a specific report by ID","31","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:44:37 GMT 2025","passed","Sun Jun 08 21:44:37 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","47","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:43:12 GMT 2025","passed","Sun Jun 08 21:43:12 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","33","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:44:34 GMT 2025","passed","Sun Jun 08 21:44:34 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","40","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Jun 08 21:43:02 GMT 2025","passed","Sun Jun 08 21:43:02 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","254","Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:43:11 GMT 2025","failed","Sun Jun 08 21:43:11 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","3110","audit trail - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:43:04 GMT 2025","passed","Sun Jun 08 21:43:07 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","87","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:42:59 GMT 2025","failed","Sun Jun 08 21:42:59 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","35","update role","QA|Nova Bank - Infopool","Sun Jun 08 21:44:34 GMT 2025","passed","Sun Jun 08 21:44:34 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","34","Health","QA|Nova Bank - Infopool","Sun Jun 08 21:44:33 GMT 2025","passed","Sun Jun 08 21:44:33 GMT 2025","v1 > Health","Bank Admin","",""
"Get a specific report by ID","32","Get Report by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:44:37 GMT 2025","passed","Sun Jun 08 21:44:37 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","33","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:44:34 GMT 2025","passed","Sun Jun 08 21:44:34 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","58","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 21:43:13 GMT 2025","passed","Sun Jun 08 21:43:13 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","88","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:43:14 GMT 2025","failed","Sun Jun 08 21:43:14 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"Update an existing report","32","Update Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:44:37 GMT 2025","passed","Sun Jun 08 21:44:37 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","33","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 21:44:34 GMT 2025","passed","Sun Jun 08 21:44:34 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","414","Get profile - successfully","QA|Nova Bank - Infopool","Sun Jun 08 21:43:02 GMT 2025","passed","Sun Jun 08 21:43:02 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","447","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Jun 08 21:43:12 GMT 2025","failed","Sun Jun 08 21:43:13 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","39","Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:43:13 GMT 2025","failed","Sun Jun 08 21:43:13 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","261","verifyOTP","QA|Nova Bank - Infopool","Sun Jun 08 21:42:57 GMT 2025","passed","Sun Jun 08 21:42:57 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","44","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:42:59 GMT 2025","passed","Sun Jun 08 21:42:59 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Get a paginated list of reports with optional filtering","34","Get Reports - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:44:36 GMT 2025","passed","Sun Jun 08 21:44:37 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","36","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Jun 08 21:44:34 GMT 2025","passed","Sun Jun 08 21:44:34 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","Update organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:44:35 GMT 2025","passed","Sun Jun 08 21:44:35 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","33","Get role by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:44:36 GMT 2025","passed","Sun Jun 08 21:44:36 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","1070","reset password","QA|Nova Bank - Infopool","Sun Jun 08 21:42:58 GMT 2025","passed","Sun Jun 08 21:42:59 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"Get a specific report by ID","34","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:44:37 GMT 2025","passed","Sun Jun 08 21:44:37 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","164","Update profile - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:43:02 GMT 2025","passed","Sun Jun 08 21:43:02 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","38","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 21:44:33 GMT 2025","passed","Sun Jun 08 21:44:33 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","192","audit trail","QA|Nova Bank - Infopool","Sun Jun 08 21:43:04 GMT 2025","passed","Sun Jun 08 21:43:04 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","538","Forgot password - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:42:57 GMT 2025","failed","Sun Jun 08 21:42:58 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","272","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Sun Jun 08 21:44:38 GMT 2025","passed","Sun Jun 08 21:44:38 GMT 2025","","corporate Adjustment","",""
"","41","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:43:13 GMT 2025","failed","Sun Jun 08 21:43:13 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","76","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:42:59 GMT 2025","passed","Sun Jun 08 21:42:59 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","192","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:42:59 GMT 2025","passed","Sun Jun 08 21:42:59 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","3136","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 21:43:20 GMT 2025","passed","Sun Jun 08 21:43:23 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","243","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Jun 08 21:43:04 GMT 2025","passed","Sun Jun 08 21:43:04 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","35","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:44:35 GMT 2025","passed","Sun Jun 08 21:44:35 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","34","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 08 21:44:35 GMT 2025","passed","Sun Jun 08 21:44:35 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","130","No user credentials","QA|Nova Bank - Infopool","Sun Jun 08 21:42:57 GMT 2025","passed","Sun Jun 08 21:42:57 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","48","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:42:59 GMT 2025","passed","Sun Jun 08 21:42:59 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","31","Get all permissions","QA|Nova Bank - Infopool","Sun Jun 08 21:44:36 GMT 2025","passed","Sun Jun 08 21:44:36 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","34","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 21:44:35 GMT 2025","passed","Sun Jun 08 21:44:35 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","123","Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 21:43:13 GMT 2025","failed","Sun Jun 08 21:43:13 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","32","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 21:44:35 GMT 2025","passed","Sun Jun 08 21:44:35 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","33","Create organization - empty street value","QA|Nova Bank - Infopool","Sun Jun 08 21:44:35 GMT 2025","passed","Sun Jun 08 21:44:35 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","126","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:43:15 GMT 2025","passed","Sun Jun 08 21:43:15 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","35","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Sun Jun 08 21:44:37 GMT 2025","passed","Sun Jun 08 21:44:37 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","33","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Jun 08 21:44:35 GMT 2025","passed","Sun Jun 08 21:44:35 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","42","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:43:13 GMT 2025","passed","Sun Jun 08 21:43:13 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","40","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:43:00 GMT 2025","passed","Sun Jun 08 21:43:00 GMT 2025","v1 > Profile > Roles","Bank User","",""
"Update an existing report","34","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:44:37 GMT 2025","passed","Sun Jun 08 21:44:37 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","250","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Jun 08 21:43:16 GMT 2025","passed","Sun Jun 08 21:43:16 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","253","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:43:16 GMT 2025","failed","Sun Jun 08 21:43:16 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","34","Create organization - empty mis code","QA|Nova Bank - Infopool","Sun Jun 08 21:44:35 GMT 2025","passed","Sun Jun 08 21:44:35 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
