"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","72","Get all Issues","QA|Nova Bank - Infopool","Sun Sep 14 20:10:44 UTC 2025","failed","Sun Sep 14 20:10:44 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","70","No auth - managers","QA|Nova Bank - Infopool","Sun Sep 14 20:10:58 UTC 2025","passed","Sun Sep 14 20:10:58 UTC 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","70","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Sep 14 20:10:54 UTC 2025","failed","Sun Sep 14 20:10:54 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","72","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Sep 14 20:10:56 UTC 2025","failed","Sun Sep 14 20:10:56 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","72","Export Report Data - No auth","QA|Nova Bank - Infopool","Sun Sep 14 20:11:08 UTC 2025","passed","Sun Sep 14 20:11:08 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","72","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Sep 14 20:10:55 UTC 2025","failed","Sun Sep 14 20:10:55 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","72","Update organization details by ID - successful","QA|Nova Bank - Infopool","Sun Sep 14 20:10:57 UTC 2025","failed","Sun Sep 14 20:10:57 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","81","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Sep 14 20:10:39 UTC 2025","failed","Sun Sep 14 20:10:40 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","70","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun Sep 14 20:10:54 UTC 2025","passed","Sun Sep 14 20:10:54 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","72","Update definition","QA|Nova Bank - Infopool","Sun Sep 14 20:10:54 UTC 2025","failed","Sun Sep 14 20:10:54 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","74","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Sep 14 20:10:40 UTC 2025","failed","Sun Sep 14 20:10:40 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"Get a paginated list of reports with optional filtering","73","Get Reports","QA|Nova Bank - Infopool","Sun Sep 14 20:11:00 UTC 2025","failed","Sun Sep 14 20:11:00 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","75","Forgot password - successful","QA|Nova Bank - Infopool","Sun Sep 14 20:10:39 UTC 2025","failed","Sun Sep 14 20:10:39 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","74","Update user - empty action field","QA|Nova Bank - Infopool","Sun Sep 14 20:10:55 UTC 2025","failed","Sun Sep 14 20:10:55 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","71","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Sep 14 20:10:50 UTC 2025","passed","Sun Sep 14 20:10:50 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","71","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Sep 14 20:10:55 UTC 2025","failed","Sun Sep 14 20:10:55 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","72","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Sep 14 20:10:56 UTC 2025","failed","Sun Sep 14 20:10:56 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Delete a report (soft delete)","71","Delete Report - Invalid id","QA|Nova Bank - Infopool","Sun Sep 14 20:11:08 UTC 2025","failed","Sun Sep 14 20:11:08 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","74","verify OTP","QA|Nova Bank - Infopool","Sun Sep 14 20:10:40 UTC 2025","failed","Sun Sep 14 20:10:40 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","74","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Sep 14 20:10:58 UTC 2025","passed","Sun Sep 14 20:10:58 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","71","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sun Sep 14 20:10:43 UTC 2025","failed","Sun Sep 14 20:10:43 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","72","Export Report Data","QA|Nova Bank - Infopool","Sun Sep 14 20:11:08 UTC 2025","failed","Sun Sep 14 20:11:08 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","70","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Sun Sep 14 20:10:59 UTC 2025","failed","Sun Sep 14 20:10:59 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","76","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Sep 14 20:10:40 UTC 2025","failed","Sun Sep 14 20:10:40 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","70","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Sep 14 20:10:54 UTC 2025","passed","Sun Sep 14 20:10:54 UTC 2025","v1 > Users > Fetch users","Bank Admin","",""
"","70","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Sun Sep 14 20:11:08 UTC 2025","failed","Sun Sep 14 20:11:08 UTC 2025","","corporate Adjustment","",""
"","72","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sun Sep 14 20:10:57 UTC 2025","failed","Sun Sep 14 20:10:57 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","74","No Auth - Change password","QA|Nova Bank - Infopool","Sun Sep 14 20:10:40 UTC 2025","failed","Sun Sep 14 20:10:40 UTC 2025","v1 > Profile > Password","Bank User","",""
"","72","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Sep 14 20:10:57 UTC 2025","failed","Sun Sep 14 20:10:57 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","71","Get profile - successfully","QA|Nova Bank - Infopool","Sun Sep 14 20:10:41 UTC 2025","failed","Sun Sep 14 20:10:41 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","71","Get single definition","QA|Nova Bank - Infopool","Sun Sep 14 20:10:54 UTC 2025","failed","Sun Sep 14 20:10:54 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Get a specific report by ID","74","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Sun Sep 14 20:11:04 UTC 2025","passed","Sun Sep 14 20:11:04 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","72","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Sep 14 20:10:46 UTC 2025","passed","Sun Sep 14 20:10:46 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","331","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Sep 14 20:10:43 UTC 2025","failed","Sun Sep 14 20:10:43 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","74","Empty current password - Change password","QA|Nova Bank - Infopool","Sun Sep 14 20:10:41 UTC 2025","failed","Sun Sep 14 20:10:41 UTC 2025","v1 > Profile > Password","Bank User","",""
"Create a new report","72","Create Report - Empty category","QA|Nova Bank - Infopool","Sun Sep 14 20:11:07 UTC 2025","failed","Sun Sep 14 20:11:07 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","72","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun Sep 14 20:10:57 UTC 2025","failed","Sun Sep 14 20:10:57 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","66","audit-search","QA|Nova Bank - Infopool","Sun Sep 14 20:10:42 UTC 2025","passed","Sun Sep 14 20:10:42 UTC 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","68","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Sep 14 20:10:57 UTC 2025","passed","Sun Sep 14 20:10:57 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","71","add_comment_successfully","QA|Nova Bank - Infopool","Sun Sep 14 20:10:45 UTC 2025","failed","Sun Sep 14 20:10:45 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","75","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Sep 14 20:10:44 UTC 2025","failed","Sun Sep 14 20:10:44 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","71","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Sep 14 20:10:42 UTC 2025","failed","Sun Sep 14 20:10:42 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"Get a paginated list of reports with optional filtering","70","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Sun Sep 14 20:11:00 UTC 2025","passed","Sun Sep 14 20:11:00 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"Get a specific report by ID","70","Get Report by ID - No auth","QA|Nova Bank - Infopool","Sun Sep 14 20:11:01 UTC 2025","passed","Sun Sep 14 20:11:01 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","67","resend_invitation_toUser","QA|Nova Bank - Infopool","Sun Sep 14 20:10:42 UTC 2025","passed","Sun Sep 14 20:10:42 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","73","Invalid current password - Change password","QA|Nova Bank - Infopool","Sun Sep 14 20:10:41 UTC 2025","failed","Sun Sep 14 20:10:41 UTC 2025","v1 > Profile > Password","Bank User","",""
"","70","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Sep 14 20:10:58 UTC 2025","failed","Sun Sep 14 20:10:58 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","71","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Sun Sep 14 20:11:00 UTC 2025","failed","Sun Sep 14 20:11:00 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","72","Update Issue","QA|Nova Bank - Infopool","Sun Sep 14 20:10:44 UTC 2025","failed","Sun Sep 14 20:10:44 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","71","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Sep 14 20:10:46 UTC 2025","passed","Sun Sep 14 20:10:46 UTC 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","72","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun Sep 14 20:10:43 UTC 2025","failed","Sun Sep 14 20:10:44 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","73","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sun Sep 14 20:10:43 UTC 2025","failed","Sun Sep 14 20:10:43 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","70","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Sep 14 20:10:57 UTC 2025","failed","Sun Sep 14 20:10:57 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"Update an existing report","72","Update Report - No auth","QA|Nova Bank - Infopool","Sun Sep 14 20:11:07 UTC 2025","failed","Sun Sep 14 20:11:07 UTC 2025","v1 > Report > Update Report","Bank Admin","",""
"","72","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Sun Sep 14 20:10:54 UTC 2025","passed","Sun Sep 14 20:10:54 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","77","Update profile","QA|Nova Bank - Infopool","Sun Sep 14 20:10:41 UTC 2025","failed","Sun Sep 14 20:10:41 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","71","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Sep 14 20:10:45 UTC 2025","failed","Sun Sep 14 20:10:46 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","72","update role","QA|Nova Bank - Infopool","Sun Sep 14 20:10:55 UTC 2025","failed","Sun Sep 14 20:10:55 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","72","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sun Sep 14 20:10:40 UTC 2025","passed","Sun Sep 14 20:10:40 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","72","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Sep 14 20:10:46 UTC 2025","passed","Sun Sep 14 20:10:47 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","74","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Sep 14 20:10:40 UTC 2025","failed","Sun Sep 14 20:10:40 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","75","Create organization - empty description","QA|Nova Bank - Infopool","Sun Sep 14 20:10:56 UTC 2025","failed","Sun Sep 14 20:10:56 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","72","No auth - get user role","QA|Nova Bank - Infopool","Sun Sep 14 20:10:55 UTC 2025","passed","Sun Sep 14 20:10:55 UTC 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","74","Add attachment to issue","QA|Nova Bank - Infopool","Sun Sep 14 20:10:44 UTC 2025","failed","Sun Sep 14 20:10:45 UTC 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","69","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Sep 14 20:10:56 UTC 2025","passed","Sun Sep 14 20:10:56 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","70","Update role status","QA|Nova Bank - Infopool","Sun Sep 14 20:10:59 UTC 2025","failed","Sun Sep 14 20:10:59 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"","72","category by id","QA|Nova Bank - Infopool","Sun Sep 14 20:11:00 UTC 2025","failed","Sun Sep 14 20:11:00 UTC 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","71","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Sep 14 20:10:44 UTC 2025","passed","Sun Sep 14 20:10:44 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","72","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Sun Sep 14 20:10:42 UTC 2025","failed","Sun Sep 14 20:10:42 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","70","No auth - Update role status","QA|Nova Bank - Infopool","Sun Sep 14 20:10:59 UTC 2025","failed","Sun Sep 14 20:10:59 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"","71","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Sun Sep 14 20:10:46 UTC 2025","failed","Sun Sep 14 20:10:46 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","79","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Sep 14 20:10:39 UTC 2025","failed","Sun Sep 14 20:10:39 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","69","No Auth - Get all permissions","QA|Nova Bank - Infopool","Sun Sep 14 20:10:59 UTC 2025","passed","Sun Sep 14 20:10:59 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","71","get all category","QA|Nova Bank - Infopool","Sun Sep 14 20:10:59 UTC 2025","failed","Sun Sep 14 20:10:59 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","76","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Sep 14 20:10:40 UTC 2025","failed","Sun Sep 14 20:10:40 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","70","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Sep 14 20:10:59 UTC 2025","failed","Sun Sep 14 20:10:59 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","71","Search Customers","QA|Nova Bank - Infopool","Sun Sep 14 20:10:46 UTC 2025","failed","Sun Sep 14 20:10:46 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","71","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Sep 14 20:10:45 UTC 2025","failed","Sun Sep 14 20:10:45 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","73","Add Comment to Issue","QA|Nova Bank - Infopool","Sun Sep 14 20:10:44 UTC 2025","failed","Sun Sep 14 20:10:44 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","72","Update profile - successful","QA|Nova Bank - Infopool","Sun Sep 14 20:10:41 UTC 2025","failed","Sun Sep 14 20:10:41 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","71","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sun Sep 14 20:10:56 UTC 2025","failed","Sun Sep 14 20:10:56 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","70","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Sep 14 20:10:54 UTC 2025","failed","Sun Sep 14 20:10:54 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","73","Search Customers","QA|Nova Bank - Infopool","Sun Sep 14 20:10:46 UTC 2025","failed","Sun Sep 14 20:10:46 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","72","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Sun Sep 14 20:10:54 UTC 2025","failed","Sun Sep 14 20:10:54 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","71","Create roles","QA|Nova Bank - Infopool","Sun Sep 14 20:10:58 UTC 2025","failed","Sun Sep 14 20:10:58 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","70","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Sun Sep 14 20:10:44 UTC 2025","failed","Sun Sep 14 20:10:44 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","72","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Sep 14 20:10:58 UTC 2025","failed","Sun Sep 14 20:10:58 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","71","search Corporate Adjustment","QA|Nova Bank - Infopool","Sun Sep 14 20:11:08 UTC 2025","failed","Sun Sep 14 20:11:08 UTC 2025","","corporate Adjustment","",""
"Get a specific report by ID","3152","Get Report by UUID","QA|Nova Bank - Infopool","Sun Sep 14 20:11:01 UTC 2025","failed","Sun Sep 14 20:11:04 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"Get a specific report by ID","71","Get Report by ID","QA|Nova Bank - Infopool","Sun Sep 14 20:11:00 UTC 2025","failed","Sun Sep 14 20:11:01 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","72","Create organization - empty mis code","QA|Nova Bank - Infopool","Sun Sep 14 20:10:56 UTC 2025","failed","Sun Sep 14 20:10:56 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","73","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Sep 14 20:10:45 UTC 2025","failed","Sun Sep 14 20:10:45 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","71","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Sep 14 20:10:55 UTC 2025","failed","Sun Sep 14 20:10:55 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","71","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Sep 14 20:10:46 UTC 2025","failed","Sun Sep 14 20:10:46 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","71","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Sep 14 20:10:45 UTC 2025","passed","Sun Sep 14 20:10:45 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","82","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Sep 14 20:10:39 UTC 2025","failed","Sun Sep 14 20:10:39 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
