"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31","Update role status - role does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:18:07 GMT 2025","passed","Sun Jun 08 22:18:07 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","33","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 08 22:18:06 GMT 2025","passed","Sun Jun 08 22:18:06 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","1247","reset password","QA|Nova Bank - Infopool","Sun Jun 08 22:16:25 GMT 2025","passed","Sun Jun 08 22:16:26 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","35","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 22:16:42 GMT 2025","passed","Sun Jun 08 22:16:42 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"Update an existing report","29","Update Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 22:18:08 GMT 2025","passed","Sun Jun 08 22:18:08 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","57","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 22:16:25 GMT 2025","passed","Sun Jun 08 22:16:25 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","345","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:16:44 GMT 2025","passed","Sun Jun 08 22:16:44 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","32","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Sun Jun 08 22:18:08 GMT 2025","passed","Sun Jun 08 22:18:08 GMT 2025","","corporate Adjustment","",""
"","147","Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 08 22:16:44 GMT 2025","failed","Sun Jun 08 22:16:44 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Create a new report","32","Create Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 22:18:08 GMT 2025","passed","Sun Jun 08 22:18:08 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","31","Get role by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:18:07 GMT 2025","passed","Sun Jun 08 22:18:07 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","239","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 08 22:16:53 GMT 2025","failed","Sun Jun 08 22:16:54 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"Get a specific report by ID","31","Get Report by UUID","QA|Nova Bank - Infopool","Sun Jun 08 22:18:08 GMT 2025","passed","Sun Jun 08 22:18:08 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","52","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 22:16:40 GMT 2025","passed","Sun Jun 08 22:16:40 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","144","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 22:16:53 GMT 2025","passed","Sun Jun 08 22:16:53 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"Get a paginated list of reports with optional filtering","32","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:18:07 GMT 2025","passed","Sun Jun 08 22:18:07 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","35","Create organization - empty description","QA|Nova Bank - Infopool","Sun Jun 08 22:18:05 GMT 2025","passed","Sun Jun 08 22:18:05 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","345","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 22:16:52 GMT 2025","passed","Sun Jun 08 22:16:52 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","41","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:16:27 GMT 2025","passed","Sun Jun 08 22:16:27 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","33","Update user - invalid action","QA|Nova Bank - Infopool","Sun Jun 08 22:18:05 GMT 2025","passed","Sun Jun 08 22:18:05 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","32","Update organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:18:06 GMT 2025","passed","Sun Jun 08 22:18:06 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","32","category by id","QA|Nova Bank - Infopool","Sun Jun 08 22:18:07 GMT 2025","passed","Sun Jun 08 22:18:07 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","31","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:18:07 GMT 2025","passed","Sun Jun 08 22:18:07 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","1138","Change password - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:16:27 GMT 2025","passed","Sun Jun 08 22:16:29 GMT 2025","v1 > Profile > Password","Bank User","",""
"","56","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:16:44 GMT 2025","passed","Sun Jun 08 22:16:44 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","342","Forgot password - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:16:25 GMT 2025","failed","Sun Jun 08 22:16:25 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","30","Logout session - no session","QA|Nova Bank - Infopool","Sun Jun 08 22:18:07 GMT 2025","passed","Sun Jun 08 22:18:07 GMT 2025","v1 > Logout","Bank Admin","",""
"","48","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Jun 08 22:16:25 GMT 2025","passed","Sun Jun 08 22:16:25 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","31","No auth - category by id","QA|Nova Bank - Infopool","Sun Jun 08 22:18:07 GMT 2025","passed","Sun Jun 08 22:18:07 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","33","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 22:18:05 GMT 2025","passed","Sun Jun 08 22:18:05 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","162","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 22:16:53 GMT 2025","passed","Sun Jun 08 22:16:53 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","31","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Jun 08 22:18:06 GMT 2025","passed","Sun Jun 08 22:18:06 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","407","Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 22:16:42 GMT 2025","passed","Sun Jun 08 22:16:43 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","34","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Jun 08 22:18:06 GMT 2025","passed","Sun Jun 08 22:18:06 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","33","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Jun 08 22:18:05 GMT 2025","passed","Sun Jun 08 22:18:05 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","37","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Jun 08 22:16:48 GMT 2025","passed","Sun Jun 08 22:16:48 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","40","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:16:27 GMT 2025","passed","Sun Jun 08 22:16:27 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","185","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:16:27 GMT 2025","failed","Sun Jun 08 22:16:27 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","67","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:16:42 GMT 2025","passed","Sun Jun 08 22:16:42 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Update an existing report","33","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 22:18:08 GMT 2025","passed","Sun Jun 08 22:18:08 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","333","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Jun 08 22:16:39 GMT 2025","passed","Sun Jun 08 22:16:39 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","35","Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 22:18:05 GMT 2025","passed","Sun Jun 08 22:18:05 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","640","Weak password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:16:29 GMT 2025","passed","Sun Jun 08 22:16:30 GMT 2025","v1 > Profile > Password","Bank User","",""
"","3150","Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 22:16:48 GMT 2025","failed","Sun Jun 08 22:16:52 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","435","add_comment_successfully","QA|Nova Bank - Infopool","Sun Jun 08 22:16:44 GMT 2025","passed","Sun Jun 08 22:16:45 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","32","Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 22:18:04 GMT 2025","passed","Sun Jun 08 22:18:04 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","58","Update profile","QA|Nova Bank - Infopool","Sun Jun 08 22:16:37 GMT 2025","failed","Sun Jun 08 22:16:38 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","419","Get events - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:16:38 GMT 2025","passed","Sun Jun 08 22:16:38 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","39","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 22:18:04 GMT 2025","passed","Sun Jun 08 22:18:04 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","491","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Jun 08 22:16:42 GMT 2025","failed","Sun Jun 08 22:16:42 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","314","Invalid credentials","QA|Nova Bank - Infopool","Sun Jun 08 22:16:24 GMT 2025","passed","Sun Jun 08 22:16:24 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","40","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 22:16:40 GMT 2025","passed","Sun Jun 08 22:16:40 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","32","Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 22:18:05 GMT 2025","passed","Sun Jun 08 22:18:05 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","30","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Sun Jun 08 22:18:07 GMT 2025","passed","Sun Jun 08 22:18:07 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","7439","Successful login","QA|Nova Bank - Infopool","Sun Jun 08 22:16:16 GMT 2025","passed","Sun Jun 08 22:16:24 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","137","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:16:30 GMT 2025","passed","Sun Jun 08 22:16:30 GMT 2025","v1 > Profile > Password","Bank User","",""
"","32","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 22:18:06 GMT 2025","passed","Sun Jun 08 22:18:06 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","32","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:18:06 GMT 2025","passed","Sun Jun 08 22:18:06 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","60","No user credentials","QA|Nova Bank - Infopool","Sun Jun 08 22:16:24 GMT 2025","passed","Sun Jun 08 22:16:24 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","34","Get Report Data - Question","QA|Nova Bank - Infopool","Sun Jun 08 22:18:08 GMT 2025","passed","Sun Jun 08 22:18:08 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","32","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:18:05 GMT 2025","passed","Sun Jun 08 22:18:05 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","48","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:16:27 GMT 2025","passed","Sun Jun 08 22:16:27 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","33","Get roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:18:06 GMT 2025","passed","Sun Jun 08 22:18:06 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","354","Update profile - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:16:31 GMT 2025","passed","Sun Jun 08 22:16:31 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","253","audit-search","QA|Nova Bank - Infopool","Sun Jun 08 22:16:39 GMT 2025","passed","Sun Jun 08 22:16:40 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"Get a paginated list of reports with optional filtering","30","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Sun Jun 08 22:18:07 GMT 2025","passed","Sun Jun 08 22:18:07 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","33","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 22:18:05 GMT 2025","passed","Sun Jun 08 22:18:05 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","35","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Sun Jun 08 22:18:08 GMT 2025","passed","Sun Jun 08 22:18:08 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","148","resend_invitation_toUser","QA|Nova Bank - Infopool","Sun Jun 08 22:16:40 GMT 2025","passed","Sun Jun 08 22:16:40 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","153","audit trail","QA|Nova Bank - Infopool","Sun Jun 08 22:16:39 GMT 2025","passed","Sun Jun 08 22:16:39 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","237","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:16:26 GMT 2025","passed","Sun Jun 08 22:16:27 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","46","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 22:16:43 GMT 2025","passed","Sun Jun 08 22:16:43 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","66184","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 22:16:58 GMT 2025","passed","Sun Jun 08 22:18:04 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","33","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 22:18:06 GMT 2025","passed","Sun Jun 08 22:18:06 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","31","No Auth - Get all permissions","QA|Nova Bank - Infopool","Sun Jun 08 22:18:07 GMT 2025","passed","Sun Jun 08 22:18:07 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","32","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:18:05 GMT 2025","passed","Sun Jun 08 22:18:05 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","51","Update profile - invalid phone number","QA|Nova Bank - Infopool","Sun Jun 08 22:16:37 GMT 2025","passed","Sun Jun 08 22:16:37 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","35","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 22:18:04 GMT 2025","passed","Sun Jun 08 22:18:04 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"Get a specific report by ID","31","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Sun Jun 08 22:18:08 GMT 2025","passed","Sun Jun 08 22:18:08 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","34","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 22:18:04 GMT 2025","passed","Sun Jun 08 22:18:04 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Create a new report","32","Create Report - Duplicate name","QA|Nova Bank - Infopool","Sun Jun 08 22:18:08 GMT 2025","passed","Sun Jun 08 22:18:08 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","415","Get profile - successfully","QA|Nova Bank - Infopool","Sun Jun 08 22:16:30 GMT 2025","passed","Sun Jun 08 22:16:31 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","32","No auth - Update role status","QA|Nova Bank - Infopool","Sun Jun 08 22:18:07 GMT 2025","passed","Sun Jun 08 22:18:07 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","35","Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 22:18:04 GMT 2025","passed","Sun Jun 08 22:18:04 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","47","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:16:43 GMT 2025","passed","Sun Jun 08 22:16:43 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","34","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sun Jun 08 22:18:06 GMT 2025","passed","Sun Jun 08 22:18:06 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","44","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:16:27 GMT 2025","passed","Sun Jun 08 22:16:27 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","244","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Jun 08 22:16:53 GMT 2025","passed","Sun Jun 08 22:16:53 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","33","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:18:05 GMT 2025","passed","Sun Jun 08 22:18:05 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","32","Create organization - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 22:18:05 GMT 2025","passed","Sun Jun 08 22:18:05 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","148","Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:16:43 GMT 2025","failed","Sun Jun 08 22:16:43 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","33","Remove user from an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:18:06 GMT 2025","passed","Sun Jun 08 22:18:06 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","30","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:18:07 GMT 2025","passed","Sun Jun 08 22:18:07 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","33","Update user - empty action field","QA|Nova Bank - Infopool","Sun Jun 08 22:18:05 GMT 2025","passed","Sun Jun 08 22:18:05 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","371","Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:16:43 GMT 2025","passed","Sun Jun 08 22:16:44 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","31","No auth - update role","QA|Nova Bank - Infopool","Sun Jun 08 22:18:05 GMT 2025","passed","Sun Jun 08 22:18:05 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","31","get all category","QA|Nova Bank - Infopool","Sun Jun 08 22:18:07 GMT 2025","passed","Sun Jun 08 22:18:07 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
