"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","117","Search Customers","QA|Nova Bank - Infopool","Tue Jun 03 17:59:58 GMT 2025","passed","Tue Jun 03 17:59:58 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","81","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Tue Jun 03 17:59:56 GMT 2025","passed","Tue Jun 03 17:59:56 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","3144","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Tue Jun 03 17:59:49 GMT 2025","passed","Tue Jun 03 17:59:52 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","128","resend_invitation_toUser","QA|Nova Bank - Infopool","Tue Jun 03 17:59:47 GMT 2025","passed","Tue Jun 03 17:59:47 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","166","Invalid current password - Change password","QA|Nova Bank - Infopool","Tue Jun 03 17:59:44 GMT 2025","passed","Tue Jun 03 17:59:44 GMT 2025","v1 > Profile > Password","Bank User","",""
"","82","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Tue Jun 03 17:59:47 GMT 2025","passed","Tue Jun 03 17:59:47 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","80","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Tue Jun 03 18:00:02 GMT 2025","failed","Tue Jun 03 18:00:02 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","955","Create a New Issue","QA|Nova Bank - Infopool","Tue Jun 03 17:59:48 GMT 2025","passed","Tue Jun 03 17:59:49 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","81","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Tue Jun 03 18:00:06 GMT 2025","passed","Tue Jun 03 18:00:07 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","91","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Tue Jun 03 18:00:12 GMT 2025","passed","Tue Jun 03 18:00:12 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","90","Empty new password - Change password","QA|Nova Bank - Infopool","Tue Jun 03 17:59:45 GMT 2025","passed","Tue Jun 03 17:59:45 GMT 2025","v1 > Profile > Password","Bank User","",""
"","81","Delete Attachment from Issue","QA|Nova Bank - Infopool","Tue Jun 03 17:59:57 GMT 2025","failed","Tue Jun 03 17:59:57 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","81","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Tue Jun 03 17:59:58 GMT 2025","passed","Tue Jun 03 17:59:59 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","93","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Tue Jun 03 17:59:57 GMT 2025","passed","Tue Jun 03 17:59:57 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","96","Get roles - successful","QA|Nova Bank - Infopool","Tue Jun 03 18:00:15 GMT 2025","passed","Tue Jun 03 18:00:15 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","3182","Fetch all users","QA|Nova Bank - Infopool","Tue Jun 03 18:00:07 GMT 2025","passed","Tue Jun 03 18:00:10 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","80","Get profile - user not logged in","QA|Nova Bank - Infopool","Tue Jun 03 17:59:45 GMT 2025","passed","Tue Jun 03 17:59:45 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","82","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Tue Jun 03 18:00:07 GMT 2025","failed","Tue Jun 03 18:00:07 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","89","Empty fields - Update definition","QA|Nova Bank - Infopool","Tue Jun 03 18:00:06 GMT 2025","passed","Tue Jun 03 18:00:06 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","85","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Tue Jun 03 17:59:57 GMT 2025","failed","Tue Jun 03 17:59:57 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","80","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Tue Jun 03 17:59:56 GMT 2025","passed","Tue Jun 03 17:59:56 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","103","Search Customers","QA|Nova Bank - Infopool","Tue Jun 03 17:59:58 GMT 2025","passed","Tue Jun 03 17:59:58 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","91","Get profile roles - successful","QA|Nova Bank - Infopool","Tue Jun 03 17:59:44 GMT 2025","passed","Tue Jun 03 17:59:44 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","82","No Auth - Update Issue","QA|Nova Bank - Infopool","Tue Jun 03 17:59:56 GMT 2025","passed","Tue Jun 03 17:59:56 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","81","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Tue Jun 03 17:59:47 GMT 2025","passed","Tue Jun 03 17:59:47 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","248","No auth - Create a New Issue","QA|Nova Bank - Infopool","Tue Jun 03 17:59:49 GMT 2025","passed","Tue Jun 03 17:59:49 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","79","No auth - update role","QA|Nova Bank - Infopool","Tue Jun 03 18:00:11 GMT 2025","passed","Tue Jun 03 18:00:11 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","79","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Tue Jun 03 18:00:02 GMT 2025","passed","Tue Jun 03 18:00:02 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","79","No auth - get user role","QA|Nova Bank - Infopool","Tue Jun 03 18:00:11 GMT 2025","passed","Tue Jun 03 18:00:11 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","97","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Tue Jun 03 18:00:14 GMT 2025","passed","Tue Jun 03 18:00:14 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","82","Update user - empty action field","QA|Nova Bank - Infopool","Tue Jun 03 18:00:10 GMT 2025","failed","Tue Jun 03 18:00:10 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","80","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Tue Jun 03 17:59:57 GMT 2025","passed","Tue Jun 03 17:59:57 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","89","Create organization - name already exists","QA|Nova Bank - Infopool","Tue Jun 03 18:00:11 GMT 2025","passed","Tue Jun 03 18:00:11 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","88","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Tue Jun 03 18:00:13 GMT 2025","passed","Tue Jun 03 18:00:13 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","84","Get profile roles - No Auth","QA|Nova Bank - Infopool","Tue Jun 03 17:59:44 GMT 2025","passed","Tue Jun 03 17:59:44 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","145","Fetch Customer By ID","QA|Nova Bank - Infopool","Tue Jun 03 17:59:58 GMT 2025","passed","Tue Jun 03 17:59:58 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","83","Fetch Customers Channels","QA|Nova Bank - Infopool","Tue Jun 03 18:00:02 GMT 2025","failed","Tue Jun 03 18:00:02 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","89","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Tue Jun 03 17:59:43 GMT 2025","passed","Tue Jun 03 17:59:43 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","90","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Tue Jun 03 18:00:13 GMT 2025","passed","Tue Jun 03 18:00:13 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","83","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Tue Jun 03 17:59:47 GMT 2025","passed","Tue Jun 03 17:59:48 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","105","Update user - successful","QA|Nova Bank - Infopool","Tue Jun 03 18:00:10 GMT 2025","passed","Tue Jun 03 18:00:10 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","79","audit trail - No Auth","QA|Nova Bank - Infopool","Tue Jun 03 17:59:47 GMT 2025","passed","Tue Jun 03 17:59:47 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","123","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Tue Jun 03 17:59:43 GMT 2025","failed","Tue Jun 03 17:59:44 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","78","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Tue Jun 03 18:00:14 GMT 2025","passed","Tue Jun 03 18:00:14 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","164","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Tue Jun 03 17:59:49 GMT 2025","failed","Tue Jun 03 17:59:49 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","91","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Tue Jun 03 18:00:12 GMT 2025","passed","Tue Jun 03 18:00:12 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","3156","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Tue Jun 03 17:59:53 GMT 2025","passed","Tue Jun 03 17:59:56 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
