"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","42","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 15:47:14 GMT 2025","passed","Thu Jun 05 15:47:14 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","64","verify OTP","QA|Nova Bank - Infopool","Thu Jun 05 15:47:14 GMT 2025","passed","Thu Jun 05 15:47:14 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","69","Fetch Customer By ID","QA|Nova Bank - Infopool","Thu Jun 05 15:47:19 GMT 2025","passed","Thu Jun 05 15:47:19 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","39","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Thu Jun 05 15:47:19 GMT 2025","failed","Thu Jun 05 15:47:19 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","51","Get roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 15:47:35 GMT 2025","passed","Thu Jun 05 15:47:35 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","38","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 15:47:18 GMT 2025","failed","Thu Jun 05 15:47:18 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","93","Get events - invalid end date","QA|Nova Bank - Infopool","Thu Jun 05 15:47:16 GMT 2025","passed","Thu Jun 05 15:47:16 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","52","Get profile roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 15:47:14 GMT 2025","passed","Thu Jun 05 15:47:14 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","604","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Thu Jun 05 15:47:19 GMT 2025","passed","Thu Jun 05 15:47:20 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","76","audit trail","QA|Nova Bank - Infopool","Thu Jun 05 15:47:16 GMT 2025","passed","Thu Jun 05 15:47:16 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","86","Forgot password - successful","QA|Nova Bank - Infopool","Thu Jun 05 15:47:13 GMT 2025","failed","Thu Jun 05 15:47:13 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","46","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Thu Jun 05 15:47:31 GMT 2025","passed","Thu Jun 05 15:47:31 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","5939","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Thu Jun 05 15:47:22 GMT 2025","passed","Thu Jun 05 15:47:28 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","168","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Thu Jun 05 15:47:16 GMT 2025","passed","Thu Jun 05 15:47:16 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","50","Update user - ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 15:47:32 GMT 2025","passed","Thu Jun 05 15:47:32 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","38","No Auth - Fetch all users","QA|Nova Bank - Infopool","Thu Jun 05 15:47:32 GMT 2025","passed","Thu Jun 05 15:47:32 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","47","Empty fields - Update definition","QA|Nova Bank - Infopool","Thu Jun 05 15:47:32 GMT 2025","passed","Thu Jun 05 15:47:32 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","47","Update profile","QA|Nova Bank - Infopool","Thu Jun 05 15:47:15 GMT 2025","failed","Thu Jun 05 15:47:15 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","43","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 15:47:14 GMT 2025","passed","Thu Jun 05 15:47:14 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","38","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Thu Jun 05 15:47:18 GMT 2025","passed","Thu Jun 05 15:47:18 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","65","Create  organization","QA|Nova Bank - Infopool","Thu Jun 05 15:47:32 GMT 2025","passed","Thu Jun 05 15:47:32 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","43","Update profile - invalid phone number","QA|Nova Bank - Infopool","Thu Jun 05 15:47:15 GMT 2025","passed","Thu Jun 05 15:47:15 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","53","resend_invitation_toUser","QA|Nova Bank - Infopool","Thu Jun 05 15:47:16 GMT 2025","passed","Thu Jun 05 15:47:16 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","39","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Thu Jun 05 15:47:22 GMT 2025","passed","Thu Jun 05 15:47:22 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","41","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 15:47:18 GMT 2025","passed","Thu Jun 05 15:47:18 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","42","Update Issue","QA|Nova Bank - Infopool","Thu Jun 05 15:47:18 GMT 2025","failed","Thu Jun 05 15:47:18 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","69","No auth - update role","QA|Nova Bank - Infopool","Thu Jun 05 15:47:32 GMT 2025","passed","Thu Jun 05 15:47:32 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","41","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 15:47:16 GMT 2025","passed","Thu Jun 05 15:47:16 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","3109","Fetch Customers Accounts","QA|Nova Bank - Infopool","Thu Jun 05 15:47:28 GMT 2025","failed","Thu Jun 05 15:47:31 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","48","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Thu Jun 05 15:47:34 GMT 2025","passed","Thu Jun 05 15:47:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","46","Update user - invalid action","QA|Nova Bank - Infopool","Thu Jun 05 15:47:32 GMT 2025","passed","Thu Jun 05 15:47:32 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","438","Successful login","QA|Nova Bank - Infopool","Thu Jun 05 15:47:06 GMT 2025","passed","Thu Jun 05 15:47:07 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","103","No auth - Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 15:47:17 GMT 2025","passed","Thu Jun 05 15:47:17 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","188","Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 15:47:19 GMT 2025","passed","Thu Jun 05 15:47:19 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","41","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Thu Jun 05 15:47:34 GMT 2025","failed","Thu Jun 05 15:47:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","46","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 15:47:33 GMT 2025","passed","Thu Jun 05 15:47:33 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","39","Add user to an organization - no auth","QA|Nova Bank - Infopool","Thu Jun 05 15:47:34 GMT 2025","passed","Thu Jun 05 15:47:34 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","62","Update user - successful","QA|Nova Bank - Infopool","Thu Jun 05 15:47:32 GMT 2025","passed","Thu Jun 05 15:47:32 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","51","Fetch all users in an organization","QA|Nova Bank - Infopool","Thu Jun 05 15:47:34 GMT 2025","passed","Thu Jun 05 15:47:34 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","39","Get events - no auth","QA|Nova Bank - Infopool","Thu Jun 05 15:47:16 GMT 2025","passed","Thu Jun 05 15:47:16 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","41","Update profile - no auth","QA|Nova Bank - Infopool","Thu Jun 05 15:47:15 GMT 2025","passed","Thu Jun 05 15:47:15 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","46","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Thu Jun 05 15:47:34 GMT 2025","passed","Thu Jun 05 15:47:34 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","41","Update profile - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 15:47:15 GMT 2025","passed","Thu Jun 05 15:47:15 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","41","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 15:47:16 GMT 2025","passed","Thu Jun 05 15:47:16 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","42","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 15:47:14 GMT 2025","passed","Thu Jun 05 15:47:14 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","55","Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 15:47:19 GMT 2025","passed","Thu Jun 05 15:47:19 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","178","Change password - successful","QA|Nova Bank - Infopool","Thu Jun 05 15:47:14 GMT 2025","passed","Thu Jun 05 15:47:15 GMT 2025","v1 > Profile > Password","Bank User","",""
"","37","No Auth - Update definition","QA|Nova Bank - Infopool","Thu Jun 05 15:47:31 GMT 2025","passed","Thu Jun 05 15:47:32 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
