"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","139","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:34:18 GMT 2025","passed","Sun Jun 08 21:34:18 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","151","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:34:16 GMT 2025","passed","Sun Jun 08 21:34:16 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","252","Forgot password - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:33:57 GMT 2025","failed","Sun Jun 08 21:33:58 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","153","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:34:16 GMT 2025","passed","Sun Jun 08 21:34:16 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","94","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:34:29 GMT 2025","passed","Sun Jun 08 21:34:29 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","78","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Jun 08 21:35:47 GMT 2025","passed","Sun Jun 08 21:35:47 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","167","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:35:52 GMT 2025","passed","Sun Jun 08 21:35:53 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","451","Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:34:29 GMT 2025","failed","Sun Jun 08 21:34:29 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","160","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:34:01 GMT 2025","passed","Sun Jun 08 21:34:01 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","78","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 08 21:35:45 GMT 2025","passed","Sun Jun 08 21:35:45 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","185","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:33:59 GMT 2025","passed","Sun Jun 08 21:33:59 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","123","Get profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:34:05 GMT 2025","passed","Sun Jun 08 21:34:05 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","3240","Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:34:19 GMT 2025","failed","Sun Jun 08 21:34:22 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","249","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:34:29 GMT 2025","passed","Sun Jun 08 21:34:30 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","81","Update user - empty action field","QA|Nova Bank - Infopool","Sun Jun 08 21:35:47 GMT 2025","passed","Sun Jun 08 21:35:47 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","89","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 21:34:35 GMT 2025","passed","Sun Jun 08 21:34:35 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","115","audit trail - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:34:15 GMT 2025","passed","Sun Jun 08 21:34:15 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","3219","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:35:53 GMT 2025","passed","Sun Jun 08 21:35:56 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","279","Remove user from an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:35:53 GMT 2025","passed","Sun Jun 08 21:35:53 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","306","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:34:29 GMT 2025","failed","Sun Jun 08 21:34:29 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","81","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:35:46 GMT 2025","passed","Sun Jun 08 21:35:46 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","106","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:34:31 GMT 2025","passed","Sun Jun 08 21:34:31 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","151","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Jun 08 21:33:58 GMT 2025","passed","Sun Jun 08 21:33:58 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","79","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:35:48 GMT 2025","passed","Sun Jun 08 21:35:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","454","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Jun 08 21:34:18 GMT 2025","failed","Sun Jun 08 21:34:19 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","78","Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 21:35:45 GMT 2025","passed","Sun Jun 08 21:35:46 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","80","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:35:47 GMT 2025","passed","Sun Jun 08 21:35:47 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","166","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 21:35:50 GMT 2025","passed","Sun Jun 08 21:35:50 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","3166","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:35:56 GMT 2025","passed","Sun Jun 08 21:36:00 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","78","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Sun Jun 08 21:35:46 GMT 2025","passed","Sun Jun 08 21:35:46 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","107","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 08 21:34:27 GMT 2025","failed","Sun Jun 08 21:34:27 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","85","Update Customer Comment Copy","QA|Nova Bank - Infopool","Sun Jun 08 21:34:28 GMT 2025","passed","Sun Jun 08 21:34:28 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","154","Update profile","QA|Nova Bank - Infopool","Sun Jun 08 21:34:13 GMT 2025","failed","Sun Jun 08 21:34:13 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","126","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:35:50 GMT 2025","passed","Sun Jun 08 21:35:50 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","80","No auth - get user role","QA|Nova Bank - Infopool","Sun Jun 08 21:35:47 GMT 2025","passed","Sun Jun 08 21:35:47 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","137","No user credentials","QA|Nova Bank - Infopool","Sun Jun 08 21:33:57 GMT 2025","passed","Sun Jun 08 21:33:57 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","3851","Update profile - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:34:09 GMT 2025","passed","Sun Jun 08 21:34:12 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","1051","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 21:34:31 GMT 2025","passed","Sun Jun 08 21:34:32 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","140","No_auth_add_comments","QA|Nova Bank - Infopool","Sun Jun 08 21:34:28 GMT 2025","passed","Sun Jun 08 21:34:28 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","78","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:35:46 GMT 2025","passed","Sun Jun 08 21:35:46 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","87","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:34:27 GMT 2025","failed","Sun Jun 08 21:34:27 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","540","Invalid credentials","QA|Nova Bank - Infopool","Sun Jun 08 21:33:50 GMT 2025","passed","Sun Jun 08 21:33:50 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","241","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 08 21:35:52 GMT 2025","passed","Sun Jun 08 21:35:52 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","460","verifyOTP","QA|Nova Bank - Infopool","Sun Jun 08 21:33:57 GMT 2025","passed","Sun Jun 08 21:33:57 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","138","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:34:23 GMT 2025","failed","Sun Jun 08 21:34:23 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","227","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:34:00 GMT 2025","failed","Sun Jun 08 21:34:00 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","79","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:35:46 GMT 2025","passed","Sun Jun 08 21:35:46 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","252","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Jun 08 21:35:50 GMT 2025","passed","Sun Jun 08 21:35:50 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","80","Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:35:46 GMT 2025","passed","Sun Jun 08 21:35:46 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","127","Update profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:34:13 GMT 2025","passed","Sun Jun 08 21:34:13 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","560","Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:34:17 GMT 2025","failed","Sun Jun 08 21:34:17 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","157","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:34:17 GMT 2025","passed","Sun Jun 08 21:34:17 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","165","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Jun 08 21:34:13 GMT 2025","passed","Sun Jun 08 21:34:13 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","348","Get roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:36:00 GMT 2025","passed","Sun Jun 08 21:36:00 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","79","get user role","QA|Nova Bank - Infopool","Sun Jun 08 21:35:47 GMT 2025","passed","Sun Jun 08 21:35:47 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","66296","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 21:34:35 GMT 2025","passed","Sun Jun 08 21:35:42 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","282","audit trail","QA|Nova Bank - Infopool","Sun Jun 08 21:34:15 GMT 2025","passed","Sun Jun 08 21:34:15 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","154","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:34:00 GMT 2025","passed","Sun Jun 08 21:34:00 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","359","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:34:18 GMT 2025","failed","Sun Jun 08 21:34:18 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","142","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:34:31 GMT 2025","failed","Sun Jun 08 21:34:31 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","144","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:34:27 GMT 2025","failed","Sun Jun 08 21:34:27 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","1209","reset password","QA|Nova Bank - Infopool","Sun Jun 08 21:33:58 GMT 2025","passed","Sun Jun 08 21:33:59 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","80","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 21:35:46 GMT 2025","passed","Sun Jun 08 21:35:46 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","80","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Jun 08 21:35:47 GMT 2025","passed","Sun Jun 08 21:35:47 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","143","No auth - managers","QA|Nova Bank - Infopool","Sun Jun 08 21:36:00 GMT 2025","passed","Sun Jun 08 21:36:00 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","142","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Jun 08 21:35:50 GMT 2025","passed","Sun Jun 08 21:35:51 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","132","No email - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 21:33:58 GMT 2025","passed","Sun Jun 08 21:33:58 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","144","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 21:33:58 GMT 2025","passed","Sun Jun 08 21:33:58 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","78","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 21:35:48 GMT 2025","passed","Sun Jun 08 21:35:48 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","430","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Jun 08 21:34:28 GMT 2025","passed","Sun Jun 08 21:34:28 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","78","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 21:35:47 GMT 2025","passed","Sun Jun 08 21:35:47 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","79","successful dashboard embed","QA|Nova Bank - Infopool","Sun Jun 08 21:35:45 GMT 2025","passed","Sun Jun 08 21:35:45 GMT 2025","embed dashboard","Bank User","",""
"","270","Get events - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:34:13 GMT 2025","passed","Sun Jun 08 21:34:14 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","145","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun Jun 08 21:35:51 GMT 2025","failed","Sun Jun 08 21:35:51 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","158","Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:34:23 GMT 2025","failed","Sun Jun 08 21:34:23 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","82","update role","QA|Nova Bank - Infopool","Sun Jun 08 21:35:47 GMT 2025","passed","Sun Jun 08 21:35:47 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","154","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Jun 08 21:34:28 GMT 2025","passed","Sun Jun 08 21:34:28 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","108","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:34:28 GMT 2025","failed","Sun Jun 08 21:34:29 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","81","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:35:46 GMT 2025","passed","Sun Jun 08 21:35:46 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","237","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Jun 08 21:34:14 GMT 2025","passed","Sun Jun 08 21:34:14 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","78","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Jun 08 21:35:48 GMT 2025","passed","Sun Jun 08 21:35:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","131","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:35:53 GMT 2025","passed","Sun Jun 08 21:35:53 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","150","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:34:17 GMT 2025","passed","Sun Jun 08 21:34:17 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","255","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Jun 08 21:34:13 GMT 2025","passed","Sun Jun 08 21:34:13 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","3254","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:34:23 GMT 2025","failed","Sun Jun 08 21:34:26 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","80","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 08 21:35:45 GMT 2025","passed","Sun Jun 08 21:35:45 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","1049","Invalid current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:34:03 GMT 2025","passed","Sun Jun 08 21:34:04 GMT 2025","v1 > Profile > Password","Bank User","",""
"","149","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:34:15 GMT 2025","passed","Sun Jun 08 21:34:16 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","81","Create organization - empty description","QA|Nova Bank - Infopool","Sun Jun 08 21:35:48 GMT 2025","passed","Sun Jun 08 21:35:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","125","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:35:51 GMT 2025","passed","Sun Jun 08 21:35:51 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","6340","Invalid email format","QA|Nova Bank - Infopool","Sun Jun 08 21:33:50 GMT 2025","passed","Sun Jun 08 21:33:57 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","142","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:34:26 GMT 2025","failed","Sun Jun 08 21:34:27 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","355","Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:34:26 GMT 2025","passed","Sun Jun 08 21:34:26 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","283","add_comment_successfully","QA|Nova Bank - Infopool","Sun Jun 08 21:34:27 GMT 2025","passed","Sun Jun 08 21:34:27 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","88","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:34:27 GMT 2025","failed","Sun Jun 08 21:34:27 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","80","Create organization - empty mis code","QA|Nova Bank - Infopool","Sun Jun 08 21:35:48 GMT 2025","passed","Sun Jun 08 21:35:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","242","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Jun 08 21:34:14 GMT 2025","passed","Sun Jun 08 21:34:15 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","168","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:35:51 GMT 2025","passed","Sun Jun 08 21:35:51 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","156","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:34:05 GMT 2025","passed","Sun Jun 08 21:34:05 GMT 2025","v1 > Profile > Password","Bank User","",""
"","165","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 21:35:52 GMT 2025","passed","Sun Jun 08 21:35:52 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
