"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","139","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:34:18 GMT 2025","passed","Sun Jun 08 21:34:18 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","146","Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:34:28 GMT 2025","failed","Sun Jun 08 21:34:28 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","740","Weak password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:34:04 GMT 2025","passed","Sun Jun 08 21:34:04 GMT 2025","v1 > Profile > Password","Bank User","",""
"","79","Update user - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:35:47 GMT 2025","passed","Sun Jun 08 21:35:47 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","115","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:34:30 GMT 2025","failed","Sun Jun 08 21:34:31 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","449","audit-search","QA|Nova Bank - Infopool","Sun Jun 08 21:34:15 GMT 2025","passed","Sun Jun 08 21:34:15 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","154","Empty current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:34:04 GMT 2025","passed","Sun Jun 08 21:34:05 GMT 2025","v1 > Profile > Password","Bank User","",""
"","85","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 21:35:45 GMT 2025","passed","Sun Jun 08 21:35:45 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","336","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 21:35:51 GMT 2025","passed","Sun Jun 08 21:35:52 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","151","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:34:30 GMT 2025","passed","Sun Jun 08 21:34:30 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","141","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:34:01 GMT 2025","passed","Sun Jun 08 21:34:01 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","138","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Jun 08 21:35:51 GMT 2025","failed","Sun Jun 08 21:35:51 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","140","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:33:59 GMT 2025","passed","Sun Jun 08 21:34:00 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","79","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 21:35:45 GMT 2025","passed","Sun Jun 08 21:35:45 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","82","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:34:30 GMT 2025","passed","Sun Jun 08 21:34:30 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","187","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Jun 08 21:34:31 GMT 2025","passed","Sun Jun 08 21:34:31 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","79","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:35:48 GMT 2025","passed","Sun Jun 08 21:35:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","331","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Jun 08 21:35:49 GMT 2025","passed","Sun Jun 08 21:35:49 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","259","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:35:49 GMT 2025","passed","Sun Jun 08 21:35:49 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","3195","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 21:35:42 GMT 2025","passed","Sun Jun 08 21:35:45 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","79","Create organization - no name","QA|Nova Bank - Infopool","Sun Jun 08 21:35:47 GMT 2025","passed","Sun Jun 08 21:35:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","2619","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 21:34:32 GMT 2025","passed","Sun Jun 08 21:34:35 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","79","Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 21:35:48 GMT 2025","passed","Sun Jun 08 21:35:48 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","158","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:34:00 GMT 2025","passed","Sun Jun 08 21:34:00 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","77","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 21:35:46 GMT 2025","passed","Sun Jun 08 21:35:46 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","236","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:35:53 GMT 2025","passed","Sun Jun 08 21:35:53 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","79","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:35:48 GMT 2025","passed","Sun Jun 08 21:35:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","1204","Change password - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:34:01 GMT 2025","passed","Sun Jun 08 21:34:02 GMT 2025","v1 > Profile > Password","Bank User","",""
"","79","Health","QA|Nova Bank - Infopool","Sun Jun 08 21:35:45 GMT 2025","passed","Sun Jun 08 21:35:45 GMT 2025","v1 > Health","Bank Admin","",""
"","1438","Successful login","QA|Nova Bank - Infopool","Sun Jun 08 21:33:48 GMT 2025","passed","Sun Jun 08 21:33:50 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","79","Update user - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:35:46 GMT 2025","passed","Sun Jun 08 21:35:47 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","137","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sun Jun 08 21:35:50 GMT 2025","passed","Sun Jun 08 21:35:50 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","171","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:34:22 GMT 2025","passed","Sun Jun 08 21:34:22 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","150","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:34:16 GMT 2025","passed","Sun Jun 08 21:34:16 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","78","No auth - update role","QA|Nova Bank - Infopool","Sun Jun 08 21:35:47 GMT 2025","passed","Sun Jun 08 21:35:47 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","137","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:34:00 GMT 2025","passed","Sun Jun 08 21:34:00 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","143","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 08 21:35:52 GMT 2025","passed","Sun Jun 08 21:35:52 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","128","Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 21:34:19 GMT 2025","failed","Sun Jun 08 21:34:19 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","79","Update user - invalid action","QA|Nova Bank - Infopool","Sun Jun 08 21:35:47 GMT 2025","passed","Sun Jun 08 21:35:47 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","373","Update organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:35:49 GMT 2025","passed","Sun Jun 08 21:35:50 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","151","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 21:34:19 GMT 2025","passed","Sun Jun 08 21:34:19 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","561","Get profile - successfully","QA|Nova Bank - Infopool","Sun Jun 08 21:34:05 GMT 2025","passed","Sun Jun 08 21:34:05 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","86","Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 08 21:34:27 GMT 2025","failed","Sun Jun 08 21:34:27 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","255","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sun Jun 08 21:35:51 GMT 2025","passed","Sun Jun 08 21:35:51 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","114","Get events - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:34:14 GMT 2025","passed","Sun Jun 08 21:34:14 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","85","Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 21:35:47 GMT 2025","passed","Sun Jun 08 21:35:47 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","235","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:34:01 GMT 2025","passed","Sun Jun 08 21:34:01 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","80","Create organization - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 21:35:48 GMT 2025","passed","Sun Jun 08 21:35:48 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
