"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get a specific report by ID","28","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Fri Apr 25 18:54:03 GMT 2025","passed","Fri Apr 25 18:54:03 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","44","Get role by ID - successful","QA|Nova Bank - Infopool","Fri Apr 25 18:54:02 GMT 2025","passed","Fri Apr 25 18:54:02 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","6","New Request","QA|Nova Bank - Infopool","Fri Apr 25 18:53:58 GMT 2025","broken","Fri Apr 25 18:53:58 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","35","Get profile roles - No Auth","QA|Nova Bank - Infopool","Fri Apr 25 18:53:33 GMT 2025","passed","Fri Apr 25 18:53:33 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","32","No auth - Create  organization","QA|Nova Bank - Infopool","Fri Apr 25 18:53:59 GMT 2025","passed","Fri Apr 25 18:53:59 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","70","Update definition","QA|Nova Bank - Infopool","Fri Apr 25 18:53:58 GMT 2025","passed","Fri Apr 25 18:53:58 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","41","Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Apr 25 18:53:37 GMT 2025","failed","Fri Apr 25 18:53:37 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","33","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri Apr 25 18:53:38 GMT 2025","passed","Fri Apr 25 18:53:38 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","32","No auth - Update role status","QA|Nova Bank - Infopool","Fri Apr 25 18:54:01 GMT 2025","passed","Fri Apr 25 18:54:02 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","30","No auth - get user role","QA|Nova Bank - Infopool","Fri Apr 25 18:53:59 GMT 2025","passed","Fri Apr 25 18:53:59 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","38","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Fri Apr 25 18:54:12 GMT 2025","passed","Fri Apr 25 18:54:12 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","132","Invalid current password - Change password","QA|Nova Bank - Infopool","Fri Apr 25 18:53:34 GMT 2025","passed","Fri Apr 25 18:53:34 GMT 2025","v1 > Profile > Password","Bank User","",""
"","74","Update role status","QA|Nova Bank - Infopool","Fri Apr 25 18:54:01 GMT 2025","passed","Fri Apr 25 18:54:01 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","2816","Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Apr 25 18:53:39 GMT 2025","passed","Fri Apr 25 18:53:42 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"Get a paginated list of reports with optional filtering","340","Get Report Objects - Question","QA|Nova Bank - Infopool","Fri Apr 25 18:54:02 GMT 2025","passed","Fri Apr 25 18:54:03 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","31","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Fri Apr 25 18:54:00 GMT 2025","passed","Fri Apr 25 18:54:00 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","54","Create roles - empty name field","QA|Nova Bank - Infopool","Fri Apr 25 18:54:01 GMT 2025","passed","Fri Apr 25 18:54:01 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","47","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Apr 25 18:54:01 GMT 2025","passed","Fri Apr 25 18:54:01 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","49","Create organization - empty city value","QA|Nova Bank - Infopool","Fri Apr 25 18:53:59 GMT 2025","passed","Fri Apr 25 18:53:59 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","Get events - no auth","QA|Nova Bank - Infopool","Fri Apr 25 18:53:35 GMT 2025","passed","Fri Apr 25 18:53:35 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","33","No auth - update role","QA|Nova Bank - Infopool","Fri Apr 25 18:53:59 GMT 2025","passed","Fri Apr 25 18:53:59 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","92","Get profile - successfully","QA|Nova Bank - Infopool","Fri Apr 25 18:53:34 GMT 2025","passed","Fri Apr 25 18:53:34 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","91","Add Comment to Customer","QA|Nova Bank - Infopool","Fri Apr 25 18:53:37 GMT 2025","passed","Fri Apr 25 18:53:37 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","44","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Fri Apr 25 18:53:38 GMT 2025","passed","Fri Apr 25 18:53:38 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","43","Fetch all users in an organization","QA|Nova Bank - Infopool","Fri Apr 25 18:54:01 GMT 2025","passed","Fri Apr 25 18:54:01 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","53","Create  organization - without parent id","QA|Nova Bank - Infopool","Fri Apr 25 18:53:59 GMT 2025","passed","Fri Apr 25 18:53:59 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","29","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Fri Apr 25 18:54:00 GMT 2025","passed","Fri Apr 25 18:54:00 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","32","Export Report Data - No auth","QA|Nova Bank - Infopool","Fri Apr 25 18:54:12 GMT 2025","passed","Fri Apr 25 18:54:12 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","178","Update profile - successful","QA|Nova Bank - Infopool","Fri Apr 25 18:53:34 GMT 2025","passed","Fri Apr 25 18:53:34 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","103","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Fri Apr 25 18:53:35 GMT 2025","passed","Fri Apr 25 18:53:35 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","182","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Fri Apr 25 18:53:36 GMT 2025","passed","Fri Apr 25 18:53:36 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Get a specific report by ID","39","Get Report by UUID","QA|Nova Bank - Infopool","Fri Apr 25 18:54:03 GMT 2025","passed","Fri Apr 25 18:54:03 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","34","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Fri Apr 25 18:53:37 GMT 2025","passed","Fri Apr 25 18:53:37 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"Get a specific report by ID","35","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Fri Apr 25 18:54:03 GMT 2025","passed","Fri Apr 25 18:54:03 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","62","category by id","QA|Nova Bank - Infopool","Fri Apr 25 18:54:02 GMT 2025","passed","Fri Apr 25 18:54:02 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Get a specific report by ID","104","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Fri Apr 25 18:54:03 GMT 2025","passed","Fri Apr 25 18:54:03 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","40","Send user invitation token - successful","QA|Nova Bank - Infopool","Fri Apr 25 18:53:35 GMT 2025","passed","Fri Apr 25 18:53:36 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","48","Update user - invalid action","QA|Nova Bank - Infopool","Fri Apr 25 18:53:59 GMT 2025","passed","Fri Apr 25 18:53:59 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","38","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Apr 25 18:53:33 GMT 2025","passed","Fri Apr 25 18:53:33 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","30","Get permission by ID - No auth","QA|Nova Bank - Infopool","Fri Apr 25 18:54:02 GMT 2025","passed","Fri Apr 25 18:54:02 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","31","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Fri Apr 25 18:53:38 GMT 2025","passed","Fri Apr 25 18:53:38 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","49","Create organization - empty description","QA|Nova Bank - Infopool","Fri Apr 25 18:53:59 GMT 2025","passed","Fri Apr 25 18:53:59 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","61","Remove user from an organization - successful","QA|Nova Bank - Infopool","Fri Apr 25 18:54:01 GMT 2025","passed","Fri Apr 25 18:54:01 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","43","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Fri Apr 25 18:53:37 GMT 2025","passed","Fri Apr 25 18:53:37 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","52","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Fri Apr 25 18:54:00 GMT 2025","passed","Fri Apr 25 18:54:01 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","30","No auth - managers","QA|Nova Bank - Infopool","Fri Apr 25 18:54:01 GMT 2025","passed","Fri Apr 25 18:54:01 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","135","Invalid credentials","QA|Nova Bank - Infopool","Fri Apr 25 18:53:32 GMT 2025","passed","Fri Apr 25 18:53:33 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","33","No Auth - Update definition","QA|Nova Bank - Infopool","Fri Apr 25 18:53:58 GMT 2025","passed","Fri Apr 25 18:53:58 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","34","Health","QA|Nova Bank - Infopool","Fri Apr 25 18:53:52 GMT 2025","passed","Fri Apr 25 18:53:52 GMT 2025","v1 > Health","Bank Admin","",""
"","52","Add Comment to Issue","QA|Nova Bank - Infopool","Fri Apr 25 18:53:37 GMT 2025","failed","Fri Apr 25 18:53:37 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"Get a paginated list of reports with optional filtering","31","Get Reports - No auth","QA|Nova Bank - Infopool","Fri Apr 25 18:54:02 GMT 2025","passed","Fri Apr 25 18:54:02 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","52","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Fri Apr 25 18:53:59 GMT 2025","passed","Fri Apr 25 18:53:59 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","31","Add user to an organization - no auth","QA|Nova Bank - Infopool","Fri Apr 25 18:54:01 GMT 2025","passed","Fri Apr 25 18:54:01 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","34","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Fri Apr 25 18:53:36 GMT 2025","passed","Fri Apr 25 18:53:36 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","30","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Fri Apr 25 18:54:01 GMT 2025","passed","Fri Apr 25 18:54:01 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","148","Update organization details by ID - successful","QA|Nova Bank - Infopool","Fri Apr 25 18:54:00 GMT 2025","passed","Fri Apr 25 18:54:00 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","45","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Fri Apr 25 18:53:38 GMT 2025","passed","Fri Apr 25 18:53:38 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","100","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Fri Apr 25 18:53:36 GMT 2025","passed","Fri Apr 25 18:53:37 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","68","Search Customers","QA|Nova Bank - Infopool","Fri Apr 25 18:53:38 GMT 2025","passed","Fri Apr 25 18:53:38 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","30","No auth - category by id","QA|Nova Bank - Infopool","Fri Apr 25 18:54:02 GMT 2025","passed","Fri Apr 25 18:54:02 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","37","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Fri Apr 25 18:53:33 GMT 2025","passed","Fri Apr 25 18:53:33 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Get a paginated list of reports with optional filtering","255","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Fri Apr 25 18:54:03 GMT 2025","failed","Fri Apr 25 18:54:03 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","257","Weak password - Change password","QA|Nova Bank - Infopool","Fri Apr 25 18:53:34 GMT 2025","passed","Fri Apr 25 18:53:34 GMT 2025","v1 > Profile > Password","Bank User","",""
"","52","Update profile - invalid phone number","QA|Nova Bank - Infopool","Fri Apr 25 18:53:35 GMT 2025","passed","Fri Apr 25 18:53:35 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","47","Create organization - no country ID","QA|Nova Bank - Infopool","Fri Apr 25 18:53:59 GMT 2025","passed","Fri Apr 25 18:53:59 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","39","No user credentials","QA|Nova Bank - Infopool","Fri Apr 25 18:53:33 GMT 2025","passed","Fri Apr 25 18:53:33 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","29","Get role by ID - no auth","QA|Nova Bank - Infopool","Fri Apr 25 18:54:02 GMT 2025","passed","Fri Apr 25 18:54:02 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","35","Get profile - No Auth","QA|Nova Bank - Infopool","Fri Apr 25 18:53:34 GMT 2025","passed","Fri Apr 25 18:53:34 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","31","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Fri Apr 25 18:53:58 GMT 2025","passed","Fri Apr 25 18:53:58 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","31","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Fri Apr 25 18:54:03 GMT 2025","passed","Fri Apr 25 18:54:03 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","158","Export Report Data","QA|Nova Bank - Infopool","Fri Apr 25 18:54:12 GMT 2025","failed","Fri Apr 25 18:54:12 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","46","Fetch all users","QA|Nova Bank - Infopool","Fri Apr 25 18:53:58 GMT 2025","passed","Fri Apr 25 18:53:58 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","35","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Fri Apr 25 18:53:36 GMT 2025","passed","Fri Apr 25 18:53:36 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","62","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Fri Apr 25 18:54:00 GMT 2025","passed","Fri Apr 25 18:54:00 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","41","Get permission by ID - successful","QA|Nova Bank - Infopool","Fri Apr 25 18:54:02 GMT 2025","failed","Fri Apr 25 18:54:02 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","38","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Fri Apr 25 18:53:37 GMT 2025","passed","Fri Apr 25 18:53:38 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","38","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Fri Apr 25 18:53:33 GMT 2025","passed","Fri Apr 25 18:53:33 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","34","No Auth - Update Issue","QA|Nova Bank - Infopool","Fri Apr 25 18:53:37 GMT 2025","passed","Fri Apr 25 18:53:37 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","45","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Fri Apr 25 18:53:37 GMT 2025","passed","Fri Apr 25 18:53:37 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","31","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Apr 25 18:53:51 GMT 2025","passed","Fri Apr 25 18:53:52 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","31","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Apr 25 18:53:37 GMT 2025","passed","Fri Apr 25 18:53:37 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","52","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Fri Apr 25 18:54:00 GMT 2025","failed","Fri Apr 25 18:54:00 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","52","Create roles - Existing role","QA|Nova Bank - Infopool","Fri Apr 25 18:54:01 GMT 2025","passed","Fri Apr 25 18:54:01 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","78","No auth - Create a New Issue","QA|Nova Bank - Infopool","Fri Apr 25 18:53:36 GMT 2025","passed","Fri Apr 25 18:53:36 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","38","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Fri Apr 25 18:53:38 GMT 2025","passed","Fri Apr 25 18:53:38 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","51","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Fri Apr 25 18:54:00 GMT 2025","failed","Fri Apr 25 18:54:00 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","51","Empty current password - Change password","QA|Nova Bank - Infopool","Fri Apr 25 18:53:34 GMT 2025","passed","Fri Apr 25 18:53:34 GMT 2025","v1 > Profile > Password","Bank User","",""
"","30","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Apr 25 18:54:01 GMT 2025","passed","Fri Apr 25 18:54:01 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"Get a paginated list of reports with optional filtering","44","Get Reports Stats","QA|Nova Bank - Infopool","Fri Apr 25 18:54:02 GMT 2025","passed","Fri Apr 25 18:54:02 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"Get a paginated list of reports with optional filtering","29","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Fri Apr 25 18:54:02 GMT 2025","passed","Fri Apr 25 18:54:02 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","30","No Auth - Get all permissions","QA|Nova Bank - Infopool","Fri Apr 25 18:54:02 GMT 2025","passed","Fri Apr 25 18:54:02 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","34","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Fri Apr 25 18:53:33 GMT 2025","passed","Fri Apr 25 18:53:33 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","40","Add attachment to issue","QA|Nova Bank - Infopool","Fri Apr 25 18:53:37 GMT 2025","failed","Fri Apr 25 18:53:37 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","142","Get events - successful","QA|Nova Bank - Infopool","Fri Apr 25 18:53:35 GMT 2025","passed","Fri Apr 25 18:53:35 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","45","get user role","QA|Nova Bank - Infopool","Fri Apr 25 18:53:59 GMT 2025","passed","Fri Apr 25 18:53:59 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","31","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Apr 25 18:53:42 GMT 2025","passed","Fri Apr 25 18:53:42 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"Create a new report","49","Create Report - Empty category","QA|Nova Bank - Infopool","Fri Apr 25 18:54:10 GMT 2025","passed","Fri Apr 25 18:54:10 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","161","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Fri Apr 25 18:54:00 GMT 2025","passed","Fri Apr 25 18:54:00 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
