"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Create a new report","90","Create Report - Duplicate name","QA|Nova Bank - Infopool","Wed Nov 12 18:47:34 UTC 2025","broken","Wed Nov 12 18:47:34 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"Get a paginated list of reports with optional filtering","90","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Wed Nov 12 18:47:32 UTC 2025","broken","Wed Nov 12 18:47:32 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","93","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Wed Nov 12 18:47:20 UTC 2025","broken","Wed Nov 12 18:47:20 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Delete a report (soft delete)","91","Delete Report -No auth","QA|Nova Bank - Infopool","Wed Nov 12 18:47:34 UTC 2025","broken","Wed Nov 12 18:47:34 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","90","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Wed Nov 12 18:47:23 UTC 2025","broken","Wed Nov 12 18:47:23 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","93","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Wed Nov 12 18:47:35 UTC 2025","broken","Wed Nov 12 18:47:35 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","92","Create organization - no name","QA|Nova Bank - Infopool","Wed Nov 12 18:47:26 UTC 2025","broken","Wed Nov 12 18:47:27 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Create a new report","94","Create Report","QA|Nova Bank - Infopool","Wed Nov 12 18:47:33 UTC 2025","broken","Wed Nov 12 18:47:34 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","89","Logout session - no session","QA|Nova Bank - Infopool","Wed Nov 12 18:47:32 UTC 2025","broken","Wed Nov 12 18:47:32 UTC 2025","v1 > Logout","Bank Admin","",""
"","91","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Wed Nov 12 18:47:22 UTC 2025","broken","Wed Nov 12 18:47:22 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","94","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Wed Nov 12 18:47:19 UTC 2025","broken","Wed Nov 12 18:47:19 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","123","Invalid credentials","QA|Nova Bank - Infopool","Wed Nov 12 18:47:14 UTC 2025","broken","Wed Nov 12 18:47:14 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","100","Forgot password - successful","QA|Nova Bank - Infopool","Wed Nov 12 18:47:14 UTC 2025","broken","Wed Nov 12 18:47:14 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","90","add_comment_successfully","QA|Nova Bank - Infopool","Wed Nov 12 18:47:21 UTC 2025","broken","Wed Nov 12 18:47:21 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","94","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed Nov 12 18:47:21 UTC 2025","broken","Wed Nov 12 18:47:21 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","97","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Wed Nov 12 18:47:24 UTC 2025","broken","Wed Nov 12 18:47:24 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","123","No auth - Create a New Issue","QA|Nova Bank - Infopool","Wed Nov 12 18:47:19 UTC 2025","broken","Wed Nov 12 18:47:19 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","94","Export Report Data - No auth","QA|Nova Bank - Infopool","Wed Nov 12 18:47:35 UTC 2025","broken","Wed Nov 12 18:47:35 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"Get a paginated list of reports with optional filtering","89","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Wed Nov 12 18:47:33 UTC 2025","broken","Wed Nov 12 18:47:33 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","92","Invalid current password - Change password","QA|Nova Bank - Infopool","Wed Nov 12 18:47:16 UTC 2025","broken","Wed Nov 12 18:47:16 UTC 2025","v1 > Profile > Password","Bank User","",""
"","90","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Wed Nov 12 18:47:30 UTC 2025","broken","Wed Nov 12 18:47:30 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","95","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Wed Nov 12 18:47:19 UTC 2025","broken","Wed Nov 12 18:47:19 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","92","Empty fields - Update definition","QA|Nova Bank - Infopool","Wed Nov 12 18:47:25 UTC 2025","broken","Wed Nov 12 18:47:25 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","89","audit-search","QA|Nova Bank - Infopool","Wed Nov 12 18:47:18 UTC 2025","broken","Wed Nov 12 18:47:18 UTC 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","93","No auth - get user role","QA|Nova Bank - Infopool","Wed Nov 12 18:47:26 UTC 2025","broken","Wed Nov 12 18:47:26 UTC 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","96","Update user - successful","QA|Nova Bank - Infopool","Wed Nov 12 18:47:25 UTC 2025","broken","Wed Nov 12 18:47:25 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"Delete a report (soft delete)","90","Delete Report","QA|Nova Bank - Infopool","Wed Nov 12 18:47:34 UTC 2025","broken","Wed Nov 12 18:47:34 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","90","category by id","QA|Nova Bank - Infopool","Wed Nov 12 18:47:32 UTC 2025","broken","Wed Nov 12 18:47:32 UTC 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Get a paginated list of reports with optional filtering","93","Get Report Objects - Question","QA|Nova Bank - Infopool","Wed Nov 12 18:47:33 UTC 2025","broken","Wed Nov 12 18:47:33 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","92","No auth - update role","QA|Nova Bank - Infopool","Wed Nov 12 18:47:26 UTC 2025","broken","Wed Nov 12 18:47:26 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","92","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Wed Nov 12 18:47:27 UTC 2025","broken","Wed Nov 12 18:47:27 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","94","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Wed Nov 12 18:47:19 UTC 2025","broken","Wed Nov 12 18:47:19 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","89","Fetch all organizations","QA|Nova Bank - Infopool","Wed Nov 12 18:47:27 UTC 2025","broken","Wed Nov 12 18:47:27 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","91","Create roles - No auth","QA|Nova Bank - Infopool","Wed Nov 12 18:47:30 UTC 2025","broken","Wed Nov 12 18:47:30 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","94","No Auth - Get all Issues","QA|Nova Bank - Infopool","Wed Nov 12 18:47:19 UTC 2025","broken","Wed Nov 12 18:47:20 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","92","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Wed Nov 12 18:47:19 UTC 2025","broken","Wed Nov 12 18:47:19 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","91","Get all Issues","QA|Nova Bank - Infopool","Wed Nov 12 18:47:19 UTC 2025","broken","Wed Nov 12 18:47:19 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","93","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Wed Nov 12 18:47:31 UTC 2025","broken","Wed Nov 12 18:47:31 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","89","Get all definitions","QA|Nova Bank - Infopool","Wed Nov 12 18:47:24 UTC 2025","broken","Wed Nov 12 18:47:24 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","97","Create roles","QA|Nova Bank - Infopool","Wed Nov 12 18:47:30 UTC 2025","broken","Wed Nov 12 18:47:30 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"Get a specific report by ID","91","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Wed Nov 12 18:47:33 UTC 2025","broken","Wed Nov 12 18:47:33 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","92","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Wed Nov 12 18:47:22 UTC 2025","broken","Wed Nov 12 18:47:22 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","93","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Wed Nov 12 18:47:18 UTC 2025","broken","Wed Nov 12 18:47:19 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","90","Update user - no auth","QA|Nova Bank - Infopool","Wed Nov 12 18:47:25 UTC 2025","broken","Wed Nov 12 18:47:25 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","90","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Wed Nov 12 18:47:24 UTC 2025","broken","Wed Nov 12 18:47:24 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","95","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Wed Nov 12 18:47:20 UTC 2025","broken","Wed Nov 12 18:47:20 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","92","Get all permissions","QA|Nova Bank - Infopool","Wed Nov 12 18:47:31 UTC 2025","broken","Wed Nov 12 18:47:31 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","91","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Wed Nov 12 18:47:25 UTC 2025","broken","Wed Nov 12 18:47:25 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","94","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Wed Nov 12 18:47:28 UTC 2025","broken","Wed Nov 12 18:47:28 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","94","Update profile - successful","QA|Nova Bank - Infopool","Wed Nov 12 18:47:17 UTC 2025","broken","Wed Nov 12 18:47:17 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","93","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Wed Nov 12 18:47:29 UTC 2025","broken","Wed Nov 12 18:47:29 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","94","Update profile - invalid phone number","QA|Nova Bank - Infopool","Wed Nov 12 18:47:17 UTC 2025","broken","Wed Nov 12 18:47:17 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","92","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Wed Nov 12 18:47:23 UTC 2025","broken","Wed Nov 12 18:47:23 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","95","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Wed Nov 12 18:47:14 UTC 2025","broken","Wed Nov 12 18:47:15 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","91","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Wed Nov 12 18:47:20 UTC 2025","broken","Wed Nov 12 18:47:21 UTC 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","92","Update organization details by ID - successful","QA|Nova Bank - Infopool","Wed Nov 12 18:47:28 UTC 2025","broken","Wed Nov 12 18:47:28 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get a specific report by ID","91","Get Report by UUID","QA|Nova Bank - Infopool","Wed Nov 12 18:47:33 UTC 2025","broken","Wed Nov 12 18:47:33 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","92","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Wed Nov 12 18:47:27 UTC 2025","broken","Wed Nov 12 18:47:28 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","89","Get profile - successfully","QA|Nova Bank - Infopool","Wed Nov 12 18:47:16 UTC 2025","broken","Wed Nov 12 18:47:16 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","94","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Wed Nov 12 18:47:28 UTC 2025","broken","Wed Nov 12 18:47:28 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","91","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Wed Nov 12 18:47:23 UTC 2025","broken","Wed Nov 12 18:47:23 UTC 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","94","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Wed Nov 12 18:47:35 UTC 2025","broken","Wed Nov 12 18:47:35 UTC 2025","","corporate Adjustment","",""
"","95","Get profile - user not logged in","QA|Nova Bank - Infopool","Wed Nov 12 18:47:17 UTC 2025","broken","Wed Nov 12 18:47:17 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","93","Get roles - successful","QA|Nova Bank - Infopool","Wed Nov 12 18:47:30 UTC 2025","broken","Wed Nov 12 18:47:30 UTC 2025","v1 > Roles > Get roles","Bank Admin","",""
"Get a paginated list of reports with optional filtering","91","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Wed Nov 12 18:47:33 UTC 2025","broken","Wed Nov 12 18:47:33 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","92","successful dashboard embed","QA|Nova Bank - Infopool","Wed Nov 12 18:47:24 UTC 2025","broken","Wed Nov 12 18:47:24 UTC 2025","embed dashboard","Bank User","",""
"","91","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Wed Nov 12 18:47:23 UTC 2025","broken","Wed Nov 12 18:47:23 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","92","Role does not exist - update role","QA|Nova Bank - Infopool","Wed Nov 12 18:47:26 UTC 2025","broken","Wed Nov 12 18:47:26 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","93","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Wed Nov 12 18:47:28 UTC 2025","broken","Wed Nov 12 18:47:28 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","95","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Wed Nov 12 18:47:21 UTC 2025","broken","Wed Nov 12 18:47:21 UTC 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","92","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Wed Nov 12 18:47:23 UTC 2025","broken","Wed Nov 12 18:47:23 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","95","verify OTP","QA|Nova Bank - Infopool","Wed Nov 12 18:47:15 UTC 2025","broken","Wed Nov 12 18:47:15 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","91","Update Customer Comment","QA|Nova Bank - Infopool","Wed Nov 12 18:47:21 UTC 2025","broken","Wed Nov 12 18:47:21 UTC 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","100","Invalid email format","QA|Nova Bank - Infopool","Wed Nov 12 18:47:14 UTC 2025","broken","Wed Nov 12 18:47:14 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","93","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Wed Nov 12 18:47:28 UTC 2025","broken","Wed Nov 12 18:47:28 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","94","Create organization - empty description","QA|Nova Bank - Infopool","Wed Nov 12 18:47:27 UTC 2025","broken","Wed Nov 12 18:47:27 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","96","Get Reports - No auth","QA|Nova Bank - Infopool","Wed Nov 12 18:47:32 UTC 2025","broken","Wed Nov 12 18:47:32 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","91","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Wed Nov 12 18:47:23 UTC 2025","broken","Wed Nov 12 18:47:23 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","94","Create  organization","QA|Nova Bank - Infopool","Wed Nov 12 18:47:26 UTC 2025","broken","Wed Nov 12 18:47:26 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","95","Update profile - No Auth","QA|Nova Bank - Infopool","Wed Nov 12 18:47:17 UTC 2025","broken","Wed Nov 12 18:47:17 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","89","Update user - invalid action","QA|Nova Bank - Infopool","Wed Nov 12 18:47:25 UTC 2025","broken","Wed Nov 12 18:47:26 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","95","audit trail - No Auth","QA|Nova Bank - Infopool","Wed Nov 12 18:47:18 UTC 2025","broken","Wed Nov 12 18:47:18 UTC 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","93","No Auth - Update definition","QA|Nova Bank - Infopool","Wed Nov 12 18:47:24 UTC 2025","broken","Wed Nov 12 18:47:25 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","91","Get events - no auth","QA|Nova Bank - Infopool","Wed Nov 12 18:47:17 UTC 2025","broken","Wed Nov 12 18:47:18 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","95","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Wed Nov 12 18:47:20 UTC 2025","broken","Wed Nov 12 18:47:20 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","87","resend_invitation_toUser","QA|Nova Bank - Infopool","Wed Nov 12 18:47:18 UTC 2025","broken","Wed Nov 12 18:47:18 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","89","Get role by ID - successful","QA|Nova Bank - Infopool","Wed Nov 12 18:47:31 UTC 2025","broken","Wed Nov 12 18:47:31 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"Get a specific report by ID","90","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Wed Nov 12 18:47:33 UTC 2025","broken","Wed Nov 12 18:47:33 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","90","No auth - Create  organization","QA|Nova Bank - Infopool","Wed Nov 12 18:47:26 UTC 2025","broken","Wed Nov 12 18:47:26 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","91","search Corporate Adjustment","QA|Nova Bank - Infopool","Wed Nov 12 18:47:35 UTC 2025","broken","Wed Nov 12 18:47:35 UTC 2025","","corporate Adjustment","",""
"","92","Get role by ID - no auth","QA|Nova Bank - Infopool","Wed Nov 12 18:47:31 UTC 2025","broken","Wed Nov 12 18:47:31 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","93","Get Issue by ID","QA|Nova Bank - Infopool","Wed Nov 12 18:47:20 UTC 2025","broken","Wed Nov 12 18:47:20 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","96","Weak password - Change password","QA|Nova Bank - Infopool","Wed Nov 12 18:47:16 UTC 2025","broken","Wed Nov 12 18:47:16 UTC 2025","v1 > Profile > Password","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","96","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Nov 12 18:47:15 UTC 2025","broken","Wed Nov 12 18:47:15 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"Create a new report","93","Create Report - Empty category","QA|Nova Bank - Infopool","Wed Nov 12 18:47:34 UTC 2025","broken","Wed Nov 12 18:47:34 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","95","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Nov 12 18:47:15 UTC 2025","broken","Wed Nov 12 18:47:15 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","90","Get permission by ID - No auth","QA|Nova Bank - Infopool","Wed Nov 12 18:47:31 UTC 2025","broken","Wed Nov 12 18:47:31 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","89","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed Nov 12 18:47:22 UTC 2025","broken","Wed Nov 12 18:47:22 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","94","Add Comment to Issue","QA|Nova Bank - Infopool","Wed Nov 12 18:47:20 UTC 2025","broken","Wed Nov 12 18:47:20 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","95","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Wed Nov 12 18:47:28 UTC 2025","broken","Wed Nov 12 18:47:28 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","123","No user credentials","QA|Nova Bank - Infopool","Wed Nov 12 18:47:14 UTC 2025","broken","Wed Nov 12 18:47:14 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","99","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Wed Nov 12 18:47:19 UTC 2025","broken","Wed Nov 12 18:47:19 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","91","No Auth - Change password","QA|Nova Bank - Infopool","Wed Nov 12 18:47:16 UTC 2025","broken","Wed Nov 12 18:47:16 UTC 2025","v1 > Profile > Password","Bank User","",""
"","95","Send user invitation token - successful","QA|Nova Bank - Infopool","Wed Nov 12 18:47:18 UTC 2025","broken","Wed Nov 12 18:47:18 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","96","Add attachment to issue","QA|Nova Bank - Infopool","Wed Nov 12 18:47:20 UTC 2025","broken","Wed Nov 12 18:47:20 UTC 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","93","Get Report Data - Question","QA|Nova Bank - Infopool","Wed Nov 12 18:47:34 UTC 2025","broken","Wed Nov 12 18:47:34 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","88","No auth - category by id","QA|Nova Bank - Infopool","Wed Nov 12 18:47:32 UTC 2025","broken","Wed Nov 12 18:47:32 UTC 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
