"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","96","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Tue Jun 03 10:59:13 GMT 2025","passed","Tue Jun 03 10:59:13 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","86","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Tue Jun 03 10:59:23 GMT 2025","passed","Tue Jun 03 10:59:23 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","219","Get events - invalid end date","QA|Nova Bank - Infopool","Tue Jun 03 10:59:12 GMT 2025","passed","Tue Jun 03 10:59:12 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","89","Update Customer Comment","QA|Nova Bank - Infopool","Tue Jun 03 10:59:24 GMT 2025","failed","Tue Jun 03 10:59:24 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Create a new report","87","Create Report - No auth","QA|Nova Bank - Infopool","Tue Jun 03 10:59:51 GMT 2025","passed","Tue Jun 03 10:59:51 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","86","Health","QA|Nova Bank - Infopool","Tue Jun 03 10:59:28 GMT 2025","passed","Tue Jun 03 10:59:29 GMT 2025","v1 > Health","Bank Admin","",""
"","87","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Tue Jun 03 10:59:13 GMT 2025","passed","Tue Jun 03 10:59:13 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get a paginated list of reports with optional filtering","84","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Tue Jun 03 10:59:51 GMT 2025","passed","Tue Jun 03 10:59:51 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","87","No auth - category by id","QA|Nova Bank - Infopool","Tue Jun 03 10:59:46 GMT 2025","passed","Tue Jun 03 10:59:46 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","87","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Tue Jun 03 10:59:40 GMT 2025","passed","Tue Jun 03 10:59:40 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","94","No user credentials","QA|Nova Bank - Infopool","Tue Jun 03 10:59:07 GMT 2025","passed","Tue Jun 03 10:59:07 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","91","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Tue Jun 03 10:59:09 GMT 2025","passed","Tue Jun 03 10:59:09 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","91","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Tue Jun 03 10:59:09 GMT 2025","passed","Tue Jun 03 10:59:09 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","87","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Tue Jun 03 10:59:23 GMT 2025","passed","Tue Jun 03 10:59:23 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","85","Export Report Data - No auth","QA|Nova Bank - Infopool","Tue Jun 03 10:59:53 GMT 2025","passed","Tue Jun 03 10:59:53 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"Get a specific report by ID","93","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Tue Jun 03 10:59:51 GMT 2025","passed","Tue Jun 03 10:59:51 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","83","Create roles - No auth","QA|Nova Bank - Infopool","Tue Jun 03 10:59:41 GMT 2025","passed","Tue Jun 03 10:59:41 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","94","Update profile - Invalid file size","QA|Nova Bank - Infopool","Tue Jun 03 10:59:11 GMT 2025","passed","Tue Jun 03 10:59:12 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","89","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Tue Jun 03 10:59:23 GMT 2025","failed","Tue Jun 03 10:59:23 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","88","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Tue Jun 03 10:59:09 GMT 2025","passed","Tue Jun 03 10:59:09 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","102","Fetch all organizations","QA|Nova Bank - Infopool","Tue Jun 03 10:59:38 GMT 2025","passed","Tue Jun 03 10:59:39 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","95","Send user invitation token - successful","QA|Nova Bank - Infopool","Tue Jun 03 10:59:13 GMT 2025","passed","Tue Jun 03 10:59:13 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Update an existing report","149","Update Report","QA|Nova Bank - Infopool","Tue Jun 03 10:59:52 GMT 2025","passed","Tue Jun 03 10:59:52 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","111","Update user - successful","QA|Nova Bank - Infopool","Tue Jun 03 10:59:36 GMT 2025","passed","Tue Jun 03 10:59:36 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","92","Get permission by ID - successful","QA|Nova Bank - Infopool","Tue Jun 03 10:59:42 GMT 2025","passed","Tue Jun 03 10:59:42 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","241","Get profile - successfully","QA|Nova Bank - Infopool","Tue Jun 03 10:59:10 GMT 2025","passed","Tue Jun 03 10:59:11 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","90","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Tue Jun 03 10:59:23 GMT 2025","failed","Tue Jun 03 10:59:23 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","83","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Tue Jun 03 10:59:32 GMT 2025","passed","Tue Jun 03 10:59:33 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","10","New Request","QA|Nova Bank - Infopool","Tue Jun 03 10:59:32 GMT 2025","broken","Tue Jun 03 10:59:32 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","87","audit trail - No Auth","QA|Nova Bank - Infopool","Tue Jun 03 10:59:13 GMT 2025","passed","Tue Jun 03 10:59:13 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","95","Update user - ID does not exist","QA|Nova Bank - Infopool","Tue Jun 03 10:59:36 GMT 2025","passed","Tue Jun 03 10:59:36 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","997","Create a New Issue","QA|Nova Bank - Infopool","Tue Jun 03 10:59:13 GMT 2025","passed","Tue Jun 03 10:59:14 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","85","Update profile - no auth","QA|Nova Bank - Infopool","Tue Jun 03 10:59:11 GMT 2025","passed","Tue Jun 03 10:59:11 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","3152","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Tue Jun 03 10:59:33 GMT 2025","passed","Tue Jun 03 10:59:36 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","83","Get roles - No Auth","QA|Nova Bank - Infopool","Tue Jun 03 10:59:41 GMT 2025","passed","Tue Jun 03 10:59:41 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","98","Create organization - name already exists","QA|Nova Bank - Infopool","Tue Jun 03 10:59:38 GMT 2025","passed","Tue Jun 03 10:59:38 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","85","No Auth - Search Customers","QA|Nova Bank - Infopool","Tue Jun 03 10:59:24 GMT 2025","passed","Tue Jun 03 10:59:25 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","85","Get Report Data - Question","QA|Nova Bank - Infopool","Tue Jun 03 10:59:52 GMT 2025","failed","Tue Jun 03 10:59:52 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Create a new report","112","Create Report","QA|Nova Bank - Infopool","Tue Jun 03 10:59:51 GMT 2025","failed","Tue Jun 03 10:59:51 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","83","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Tue Jun 03 10:59:28 GMT 2025","passed","Tue Jun 03 10:59:28 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","85","No auth - Create  organization","QA|Nova Bank - Infopool","Tue Jun 03 10:59:37 GMT 2025","passed","Tue Jun 03 10:59:37 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","88","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Tue Jun 03 10:59:25 GMT 2025","failed","Tue Jun 03 10:59:25 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","83","No auth - update role","QA|Nova Bank - Infopool","Tue Jun 03 10:59:37 GMT 2025","passed","Tue Jun 03 10:59:37 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"Get a paginated list of reports with optional filtering","97","Get Reports Stats","QA|Nova Bank - Infopool","Tue Jun 03 10:59:47 GMT 2025","passed","Tue Jun 03 10:59:47 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"Get a paginated list of reports with optional filtering","99","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Tue Jun 03 10:59:47 GMT 2025","passed","Tue Jun 03 10:59:47 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","125","audit trail","QA|Nova Bank - Infopool","Tue Jun 03 10:59:12 GMT 2025","passed","Tue Jun 03 10:59:13 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","90","Create organization - empty street value","QA|Nova Bank - Infopool","Tue Jun 03 10:59:38 GMT 2025","passed","Tue Jun 03 10:59:38 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","89","Delete Attachment from Issue","QA|Nova Bank - Infopool","Tue Jun 03 10:59:23 GMT 2025","failed","Tue Jun 03 10:59:23 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","231","audit","QA|Nova Bank - Infopool","Tue Jun 03 10:59:53 GMT 2025","passed","Tue Jun 03 10:59:53 GMT 2025","","","",""
"","95","Update profile","QA|Nova Bank - Infopool","Tue Jun 03 10:59:11 GMT 2025","failed","Tue Jun 03 10:59:11 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","83","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Tue Jun 03 10:59:41 GMT 2025","passed","Tue Jun 03 10:59:41 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","341","Export Report Data","QA|Nova Bank - Infopool","Tue Jun 03 10:59:53 GMT 2025","failed","Tue Jun 03 10:59:53 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","89","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Tue Jun 03 10:59:13 GMT 2025","passed","Tue Jun 03 10:59:13 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","85","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Tue Jun 03 10:59:40 GMT 2025","passed","Tue Jun 03 10:59:40 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","85","Create roles - empty name field","QA|Nova Bank - Infopool","Tue Jun 03 10:59:41 GMT 2025","failed","Tue Jun 03 10:59:42 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","83","Update user - no auth","QA|Nova Bank - Infopool","Tue Jun 03 10:59:36 GMT 2025","passed","Tue Jun 03 10:59:36 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","158","Update definition","QA|Nova Bank - Infopool","Tue Jun 03 10:59:32 GMT 2025","passed","Tue Jun 03 10:59:32 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","86","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Tue Jun 03 10:59:40 GMT 2025","failed","Tue Jun 03 10:59:40 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","84","Delete Customer Comment","QA|Nova Bank - Infopool","Tue Jun 03 10:59:24 GMT 2025","failed","Tue Jun 03 10:59:24 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","86","Create roles - Existing role","QA|Nova Bank - Infopool","Tue Jun 03 10:59:41 GMT 2025","failed","Tue Jun 03 10:59:41 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","87","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Tue Jun 03 10:59:13 GMT 2025","passed","Tue Jun 03 10:59:13 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","85","Update profile - No Auth","QA|Nova Bank - Infopool","Tue Jun 03 10:59:11 GMT 2025","passed","Tue Jun 03 10:59:11 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","84","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Tue Jun 03 10:59:40 GMT 2025","failed","Tue Jun 03 10:59:40 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","87","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Tue Jun 03 10:59:24 GMT 2025","failed","Tue Jun 03 10:59:24 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","3298","category by id","QA|Nova Bank - Infopool","Tue Jun 03 10:59:43 GMT 2025","passed","Tue Jun 03 10:59:46 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","98","managers","QA|Nova Bank - Infopool","Tue Jun 03 10:59:41 GMT 2025","passed","Tue Jun 03 10:59:41 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","105","Logout session successfully","QA|Nova Bank - Infopool","Tue Jun 03 10:59:46 GMT 2025","passed","Tue Jun 03 10:59:46 GMT 2025","v1 > Logout","Bank Admin","",""
"","85","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Tue Jun 03 10:59:42 GMT 2025","failed","Tue Jun 03 10:59:42 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","92","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Tue Jun 03 10:59:09 GMT 2025","passed","Tue Jun 03 10:59:09 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","133","Update organization details by ID - successful","QA|Nova Bank - Infopool","Tue Jun 03 10:59:39 GMT 2025","passed","Tue Jun 03 10:59:39 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","174","Invalid credentials","QA|Nova Bank - Infopool","Tue Jun 03 10:59:07 GMT 2025","passed","Tue Jun 03 10:59:07 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","87","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Tue Jun 03 10:59:40 GMT 2025","failed","Tue Jun 03 10:59:40 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","81","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Tue Jun 03 10:59:41 GMT 2025","passed","Tue Jun 03 10:59:41 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","83","No Auth - Get all Issues","QA|Nova Bank - Infopool","Tue Jun 03 10:59:22 GMT 2025","passed","Tue Jun 03 10:59:22 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","115","verify OTP","QA|Nova Bank - Infopool","Tue Jun 03 10:59:09 GMT 2025","passed","Tue Jun 03 10:59:09 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","93","No email - Forgot Password","QA|Nova Bank - Infopool","Tue Jun 03 10:59:08 GMT 2025","passed","Tue Jun 03 10:59:08 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","92","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Tue Jun 03 10:59:08 GMT 2025","passed","Tue Jun 03 10:59:08 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","94","Update profile - no phone number","QA|Nova Bank - Infopool","Tue Jun 03 10:59:11 GMT 2025","passed","Tue Jun 03 10:59:11 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","85","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Tue Jun 03 10:59:28 GMT 2025","passed","Tue Jun 03 10:59:28 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","85","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Tue Jun 03 10:59:39 GMT 2025","passed","Tue Jun 03 10:59:39 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","97","Fetch user by ID - successful","QA|Nova Bank - Infopool","Tue Jun 03 10:59:32 GMT 2025","passed","Tue Jun 03 10:59:32 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","86","Update Customer Comment Copy","QA|Nova Bank - Infopool","Tue Jun 03 10:59:24 GMT 2025","passed","Tue Jun 03 10:59:24 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Get a paginated list of reports with optional filtering","102","Get Reports","QA|Nova Bank - Infopool","Tue Jun 03 10:59:46 GMT 2025","passed","Tue Jun 03 10:59:46 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","92","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Tue Jun 03 10:59:09 GMT 2025","passed","Tue Jun 03 10:59:09 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","94","No Auth - Change password","QA|Nova Bank - Infopool","Tue Jun 03 10:59:10 GMT 2025","passed","Tue Jun 03 10:59:10 GMT 2025","v1 > Profile > Password","Bank User","",""
"Get a specific report by ID","90","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Tue Jun 03 10:59:51 GMT 2025","passed","Tue Jun 03 10:59:51 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","101","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Tue Jun 03 10:59:38 GMT 2025","passed","Tue Jun 03 10:59:38 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","91","Update role status - role does not exist","QA|Nova Bank - Infopool","Tue Jun 03 10:59:42 GMT 2025","passed","Tue Jun 03 10:59:42 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"Delete a report (soft delete)","86","Delete Report","QA|Nova Bank - Infopool","Tue Jun 03 10:59:52 GMT 2025","failed","Tue Jun 03 10:59:52 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","84","No auth - managers","QA|Nova Bank - Infopool","Tue Jun 03 10:59:41 GMT 2025","passed","Tue Jun 03 10:59:41 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","3263","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Tue Jun 03 10:59:15 GMT 2025","failed","Tue Jun 03 10:59:18 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Get a specific report by ID","85","Get Report by ID - No auth","QA|Nova Bank - Infopool","Tue Jun 03 10:59:51 GMT 2025","passed","Tue Jun 03 10:59:51 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","94","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Tue Jun 03 10:59:28 GMT 2025","passed","Tue Jun 03 10:59:28 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"Update an existing report","83","Update Report - No auth","QA|Nova Bank - Infopool","Tue Jun 03 10:59:52 GMT 2025","passed","Tue Jun 03 10:59:52 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","85","Logout session - no session","QA|Nova Bank - Infopool","Tue Jun 03 10:59:46 GMT 2025","passed","Tue Jun 03 10:59:46 GMT 2025","v1 > Logout","Bank Admin","",""
"","85","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Tue Jun 03 10:59:42 GMT 2025","failed","Tue Jun 03 10:59:42 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","81","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Tue Jun 03 10:59:40 GMT 2025","passed","Tue Jun 03 10:59:40 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","92","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Tue Jun 03 10:59:18 GMT 2025","passed","Tue Jun 03 10:59:19 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
