"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","92","Fetch user by ID - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:12:38 GMT 2025","passed","Mon Jun 02 12:12:38 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","83","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Mon Jun 02 12:12:22 GMT 2025","passed","Mon Jun 02 12:12:22 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","87","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Mon Jun 02 12:12:22 GMT 2025","passed","Mon Jun 02 12:12:23 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Update an existing report","108","Update Report","QA|Nova Bank - Infopool","Mon Jun 02 12:13:00 GMT 2025","passed","Mon Jun 02 12:13:00 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","84","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Mon Jun 02 12:12:25 GMT 2025","passed","Mon Jun 02 12:12:25 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","83","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Mon Jun 02 12:12:33 GMT 2025","failed","Mon Jun 02 12:12:33 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","83","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Mon Jun 02 12:12:48 GMT 2025","failed","Mon Jun 02 12:12:48 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","82","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Mon Jun 02 12:12:38 GMT 2025","failed","Mon Jun 02 12:12:38 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","79","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Mon Jun 02 12:12:48 GMT 2025","passed","Mon Jun 02 12:12:48 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","80","No auth - category by id","QA|Nova Bank - Infopool","Mon Jun 02 12:12:51 GMT 2025","passed","Mon Jun 02 12:12:51 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","89","Get permission by ID - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:12:50 GMT 2025","passed","Mon Jun 02 12:12:50 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","79","No auth - Create  organization","QA|Nova Bank - Infopool","Mon Jun 02 12:12:46 GMT 2025","passed","Mon Jun 02 12:12:46 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","85","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Mon Jun 02 12:12:18 GMT 2025","passed","Mon Jun 02 12:12:18 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","90","Update user - ID does not exist","QA|Nova Bank - Infopool","Mon Jun 02 12:12:39 GMT 2025","passed","Mon Jun 02 12:12:39 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","80","Get Issue by ID","QA|Nova Bank - Infopool","Mon Jun 02 12:12:24 GMT 2025","failed","Mon Jun 02 12:12:25 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"Create a new report","79","Create Report - No auth","QA|Nova Bank - Infopool","Mon Jun 02 12:12:59 GMT 2025","passed","Mon Jun 02 12:12:59 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","83","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Mon Jun 02 12:13:00 GMT 2025","failed","Mon Jun 02 12:13:00 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","85","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Mon Jun 02 12:12:18 GMT 2025","passed","Mon Jun 02 12:12:19 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","96","Get all definitions","QA|Nova Bank - Infopool","Mon Jun 02 12:12:37 GMT 2025","passed","Mon Jun 02 12:12:37 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","77","Logout session - no session","QA|Nova Bank - Infopool","Mon Jun 02 12:12:51 GMT 2025","passed","Mon Jun 02 12:12:51 GMT 2025","v1 > Logout","Bank Admin","",""
"","90","Create organization - empty description","QA|Nova Bank - Infopool","Mon Jun 02 12:12:46 GMT 2025","passed","Mon Jun 02 12:12:46 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","83","No Auth - Change password","QA|Nova Bank - Infopool","Mon Jun 02 12:12:19 GMT 2025","passed","Mon Jun 02 12:12:19 GMT 2025","v1 > Profile > Password","Bank User","",""
"","79","No Auth - Update definition","QA|Nova Bank - Infopool","Mon Jun 02 12:12:38 GMT 2025","passed","Mon Jun 02 12:12:38 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","82","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Mon Jun 02 12:12:33 GMT 2025","passed","Mon Jun 02 12:12:33 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","79","Get Report Data - No auth","QA|Nova Bank - Infopool","Mon Jun 02 12:13:00 GMT 2025","passed","Mon Jun 02 12:13:01 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Get a paginated list of reports with optional filtering","91","Get Reports Stats","QA|Nova Bank - Infopool","Mon Jun 02 12:12:52 GMT 2025","passed","Mon Jun 02 12:12:52 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","82","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Mon Jun 02 12:12:47 GMT 2025","failed","Mon Jun 02 12:12:47 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","80","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Mon Jun 02 12:12:34 GMT 2025","failed","Mon Jun 02 12:12:34 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","115","Update definition","QA|Nova Bank - Infopool","Mon Jun 02 12:12:38 GMT 2025","passed","Mon Jun 02 12:12:38 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","90","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Mon Jun 02 12:12:46 GMT 2025","passed","Mon Jun 02 12:12:46 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","3136","No Auth - Update Issue","QA|Nova Bank - Infopool","Mon Jun 02 12:12:25 GMT 2025","passed","Mon Jun 02 12:12:28 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","127","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Mon Jun 02 12:12:24 GMT 2025","passed","Mon Jun 02 12:12:24 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","90","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Mon Jun 02 12:12:25 GMT 2025","passed","Mon Jun 02 12:12:25 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","82","Update profile - No Auth","QA|Nova Bank - Infopool","Mon Jun 02 12:12:21 GMT 2025","passed","Mon Jun 02 12:12:21 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","84","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Mon Jun 02 12:12:22 GMT 2025","passed","Mon Jun 02 12:12:22 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","91","Create organization - no country ID","QA|Nova Bank - Infopool","Mon Jun 02 12:12:46 GMT 2025","passed","Mon Jun 02 12:12:46 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","93","Create  organization - without parent id","QA|Nova Bank - Infopool","Mon Jun 02 12:12:46 GMT 2025","passed","Mon Jun 02 12:12:46 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","117","Get Email or SMS OTP","QA|Nova Bank - Infopool","Mon Jun 02 12:12:18 GMT 2025","passed","Mon Jun 02 12:12:18 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Get a paginated list of reports with optional filtering","418","Get Report Objects - Question","QA|Nova Bank - Infopool","Mon Jun 02 12:12:52 GMT 2025","passed","Mon Jun 02 12:12:52 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","90","Create organization - name already exists","QA|Nova Bank - Infopool","Mon Jun 02 12:12:46 GMT 2025","passed","Mon Jun 02 12:12:46 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Update an existing report","91","Update Report - Invalid id","QA|Nova Bank - Infopool","Mon Jun 02 12:13:00 GMT 2025","passed","Mon Jun 02 12:13:00 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","82","Create roles - Existing role","QA|Nova Bank - Infopool","Mon Jun 02 12:12:49 GMT 2025","failed","Mon Jun 02 12:12:50 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","91","managers","QA|Nova Bank - Infopool","Mon Jun 02 12:12:49 GMT 2025","passed","Mon Jun 02 12:12:49 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","80","Update user - empty action field","QA|Nova Bank - Infopool","Mon Jun 02 12:12:42 GMT 2025","failed","Mon Jun 02 12:12:42 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","83","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Mon Jun 02 12:12:34 GMT 2025","passed","Mon Jun 02 12:12:34 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","81","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Mon Jun 02 12:12:33 GMT 2025","failed","Mon Jun 02 12:12:33 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","88","Update role status - role does not exist","QA|Nova Bank - Infopool","Mon Jun 02 12:12:50 GMT 2025","passed","Mon Jun 02 12:12:50 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","107","Update user - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:12:38 GMT 2025","passed","Mon Jun 02 12:12:39 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","79","No Auth - Get all definitions","QA|Nova Bank - Infopool","Mon Jun 02 12:12:37 GMT 2025","passed","Mon Jun 02 12:12:37 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","147","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Mon Jun 02 12:12:22 GMT 2025","passed","Mon Jun 02 12:12:22 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","80","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Mon Jun 02 12:12:48 GMT 2025","passed","Mon Jun 02 12:12:49 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","80","No Auth - Get all Issues","QA|Nova Bank - Infopool","Mon Jun 02 12:12:24 GMT 2025","passed","Mon Jun 02 12:12:24 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"Delete a report (soft delete)","85","Delete Report","QA|Nova Bank - Infopool","Mon Jun 02 12:13:00 GMT 2025","failed","Mon Jun 02 12:13:00 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","109","verify OTP","QA|Nova Bank - Infopool","Mon Jun 02 12:12:19 GMT 2025","passed","Mon Jun 02 12:12:19 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","81","Add user to an organization - no auth","QA|Nova Bank - Infopool","Mon Jun 02 12:12:49 GMT 2025","passed","Mon Jun 02 12:12:49 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","170","Weak password - Change password","QA|Nova Bank - Infopool","Mon Jun 02 12:12:20 GMT 2025","passed","Mon Jun 02 12:12:20 GMT 2025","v1 > Profile > Password","Bank User","",""
"Create a new report","98","Create Report","QA|Nova Bank - Infopool","Mon Jun 02 12:12:59 GMT 2025","failed","Mon Jun 02 12:12:59 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","88","No email - Forgot Password","QA|Nova Bank - Infopool","Mon Jun 02 12:12:17 GMT 2025","passed","Mon Jun 02 12:12:18 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","178","Get events - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:12:21 GMT 2025","passed","Mon Jun 02 12:12:21 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","79","No Auth - Search Customers","QA|Nova Bank - Infopool","Mon Jun 02 12:12:33 GMT 2025","passed","Mon Jun 02 12:12:33 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","79","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:12:48 GMT 2025","passed","Mon Jun 02 12:12:48 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","85","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Mon Jun 02 12:12:22 GMT 2025","passed","Mon Jun 02 12:12:22 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","88","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Mon Jun 02 12:12:48 GMT 2025","passed","Mon Jun 02 12:12:48 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","86","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Mon Jun 02 12:12:18 GMT 2025","passed","Mon Jun 02 12:12:18 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","82","Get permission by ID - No auth","QA|Nova Bank - Infopool","Mon Jun 02 12:12:50 GMT 2025","passed","Mon Jun 02 12:12:50 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","93","get all category","QA|Nova Bank - Infopool","Mon Jun 02 12:12:51 GMT 2025","passed","Mon Jun 02 12:12:51 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","3175","Update user - invalid action","QA|Nova Bank - Infopool","Mon Jun 02 12:12:39 GMT 2025","failed","Mon Jun 02 12:12:42 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","152","Update profile - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:12:20 GMT 2025","passed","Mon Jun 02 12:12:20 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","90","Get single definition","QA|Nova Bank - Infopool","Mon Jun 02 12:12:37 GMT 2025","passed","Mon Jun 02 12:12:37 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","114","Fetch Customer By ID","QA|Nova Bank - Infopool","Mon Jun 02 12:12:33 GMT 2025","passed","Mon Jun 02 12:12:33 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","79","No Auth - Get all permissions","QA|Nova Bank - Infopool","Mon Jun 02 12:12:51 GMT 2025","passed","Mon Jun 02 12:12:51 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"Get a paginated list of reports with optional filtering","293","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Mon Jun 02 12:12:52 GMT 2025","passed","Mon Jun 02 12:12:52 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","78","No auth - get all category","QA|Nova Bank - Infopool","Mon Jun 02 12:12:51 GMT 2025","passed","Mon Jun 02 12:12:51 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","81","Update profile - no auth","QA|Nova Bank - Infopool","Mon Jun 02 12:12:20 GMT 2025","passed","Mon Jun 02 12:12:21 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","81","Get role by ID - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:12:50 GMT 2025","failed","Mon Jun 02 12:12:50 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","81","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Mon Jun 02 12:12:32 GMT 2025","passed","Mon Jun 02 12:12:32 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","254","Change password - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:12:19 GMT 2025","passed","Mon Jun 02 12:12:19 GMT 2025","v1 > Profile > Password","Bank User","",""
"Delete a report (soft delete)","80","Delete Report - Invalid id","QA|Nova Bank - Infopool","Mon Jun 02 12:13:00 GMT 2025","failed","Mon Jun 02 12:13:00 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","170","Add Comment to Issue","QA|Nova Bank - Infopool","Mon Jun 02 12:12:31 GMT 2025","passed","Mon Jun 02 12:12:31 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","91","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Mon Jun 02 12:12:24 GMT 2025","passed","Mon Jun 02 12:12:24 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","88","No user credentials","QA|Nova Bank - Infopool","Mon Jun 02 12:12:17 GMT 2025","passed","Mon Jun 02 12:12:17 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","80","Fetch Customer Comments","QA|Nova Bank - Infopool","Mon Jun 02 12:12:32 GMT 2025","failed","Mon Jun 02 12:12:32 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","83","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Mon Jun 02 12:12:32 GMT 2025","failed","Mon Jun 02 12:12:32 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","2663","Fetch Customers Transactions","QA|Nova Bank - Infopool","Mon Jun 02 12:12:34 GMT 2025","passed","Mon Jun 02 12:12:36 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","89","Update profile - invalid phone number","QA|Nova Bank - Infopool","Mon Jun 02 12:12:21 GMT 2025","passed","Mon Jun 02 12:12:21 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","80","Create roles - No auth","QA|Nova Bank - Infopool","Mon Jun 02 12:12:50 GMT 2025","passed","Mon Jun 02 12:12:50 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"Get a specific report by ID","3185","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Mon Jun 02 12:12:53 GMT 2025","passed","Mon Jun 02 12:12:56 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"Get a specific report by ID","79","Get Report by ID - No auth","QA|Nova Bank - Infopool","Mon Jun 02 12:12:53 GMT 2025","passed","Mon Jun 02 12:12:53 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","86","Update role status","QA|Nova Bank - Infopool","Mon Jun 02 12:12:50 GMT 2025","passed","Mon Jun 02 12:12:50 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","94","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Mon Jun 02 12:12:47 GMT 2025","passed","Mon Jun 02 12:12:47 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","84","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Mon Jun 02 12:12:32 GMT 2025","passed","Mon Jun 02 12:12:32 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","79","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Mon Jun 02 12:12:33 GMT 2025","failed","Mon Jun 02 12:12:33 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","81","Update user - no auth","QA|Nova Bank - Infopool","Mon Jun 02 12:12:39 GMT 2025","passed","Mon Jun 02 12:12:39 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","147","Get events - invalid start date","QA|Nova Bank - Infopool","Mon Jun 02 12:12:21 GMT 2025","passed","Mon Jun 02 12:12:21 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","79","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Mon Jun 02 12:12:37 GMT 2025","failed","Mon Jun 02 12:12:37 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"Get a specific report by ID","3234","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Mon Jun 02 12:12:56 GMT 2025","passed","Mon Jun 02 12:12:59 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
