"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","57","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 20:51:26 GMT 2025","failed","Sun Jun 08 20:51:26 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","28","Create organization - empty description","QA|Nova Bank - Infopool","Sun Jun 08 20:52:38 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","167","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 20:51:18 GMT 2025","passed","Sun Jun 08 20:51:18 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Get a specific report by ID","25","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Sun Jun 08 20:52:40 GMT 2025","passed","Sun Jun 08 20:52:40 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","36","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 20:51:26 GMT 2025","failed","Sun Jun 08 20:51:26 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","25","Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 20:52:37 GMT 2025","passed","Sun Jun 08 20:52:37 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","41","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Jun 08 20:51:27 GMT 2025","passed","Sun Jun 08 20:51:27 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","79","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 20:51:12 GMT 2025","passed","Sun Jun 08 20:51:12 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","27","Update user - empty action field","QA|Nova Bank - Infopool","Sun Jun 08 20:52:38 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"Update an existing report","25","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 20:52:40 GMT 2025","passed","Sun Jun 08 20:52:40 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"Get a paginated list of reports with optional filtering","23","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 20:52:40 GMT 2025","passed","Sun Jun 08 20:52:40 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"Delete a report (soft delete)","24","Delete Report - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 20:52:40 GMT 2025","passed","Sun Jun 08 20:52:40 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","34","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 20:51:26 GMT 2025","failed","Sun Jun 08 20:51:26 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","25","successful dashboard embed","QA|Nova Bank - Infopool","Sun Jun 08 20:52:37 GMT 2025","passed","Sun Jun 08 20:52:37 GMT 2025","embed dashboard","Bank User","",""
"","25","Create organization - no name","QA|Nova Bank - Infopool","Sun Jun 08 20:52:38 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a specific report by ID","23","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 20:52:40 GMT 2025","passed","Sun Jun 08 20:52:40 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","55","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Sun Jun 08 20:51:26 GMT 2025","passed","Sun Jun 08 20:51:26 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","25","No auth - managers","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","25","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Sun Jun 08 20:52:40 GMT 2025","passed","Sun Jun 08 20:52:40 GMT 2025","","corporate Adjustment","",""
"","27","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","39","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 08 20:51:26 GMT 2025","failed","Sun Jun 08 20:51:26 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","198","Update profile - successful","QA|Nova Bank - Infopool","Sun Jun 08 20:51:16 GMT 2025","passed","Sun Jun 08 20:51:16 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","27","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 20:52:37 GMT 2025","passed","Sun Jun 08 20:52:37 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","747","reset password","QA|Nova Bank - Infopool","Sun Jun 08 20:51:11 GMT 2025","passed","Sun Jun 08 20:51:12 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","56","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Jun 08 20:51:16 GMT 2025","passed","Sun Jun 08 20:51:16 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","52","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 20:51:12 GMT 2025","passed","Sun Jun 08 20:51:12 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","27","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","23","update role","QA|Nova Bank - Infopool","Sun Jun 08 20:52:38 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","25","Create organization - empty street value","QA|Nova Bank - Infopool","Sun Jun 08 20:52:38 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","25","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Sun Jun 08 20:52:40 GMT 2025","passed","Sun Jun 08 20:52:40 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Get a paginated list of reports with optional filtering","26","Get Reports","QA|Nova Bank - Infopool","Sun Jun 08 20:52:40 GMT 2025","passed","Sun Jun 08 20:52:40 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","24","Update role status","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","23","No auth - get all category","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","49","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 20:51:11 GMT 2025","passed","Sun Jun 08 20:51:11 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","3122","Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 20:51:19 GMT 2025","failed","Sun Jun 08 20:51:22 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","25","Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 20:52:38 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","25","Update definition","QA|Nova Bank - Infopool","Sun Jun 08 20:52:37 GMT 2025","passed","Sun Jun 08 20:52:37 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","158","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 20:51:26 GMT 2025","passed","Sun Jun 08 20:51:27 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","35","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Jun 08 20:51:11 GMT 2025","passed","Sun Jun 08 20:51:11 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","82","verifyOTP","QA|Nova Bank - Infopool","Sun Jun 08 20:51:11 GMT 2025","passed","Sun Jun 08 20:51:11 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"Get a paginated list of reports with optional filtering","24","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 20:52:40 GMT 2025","passed","Sun Jun 08 20:52:40 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","53","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 20:51:28 GMT 2025","passed","Sun Jun 08 20:51:28 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","26","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Jun 08 20:52:38 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","26","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Update an existing report","23","Update Report","QA|Nova Bank - Infopool","Sun Jun 08 20:52:40 GMT 2025","passed","Sun Jun 08 20:52:40 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","154","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sun Jun 08 20:51:31 GMT 2025","passed","Sun Jun 08 20:51:31 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","23","No auth - update role","QA|Nova Bank - Infopool","Sun Jun 08 20:52:38 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","42","Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 20:51:25 GMT 2025","failed","Sun Jun 08 20:51:25 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","57","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 20:51:26 GMT 2025","failed","Sun Jun 08 20:51:26 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","57","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 20:51:26 GMT 2025","failed","Sun Jun 08 20:51:26 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","296","Get profile - successfully","QA|Nova Bank - Infopool","Sun Jun 08 20:51:15 GMT 2025","passed","Sun Jun 08 20:51:16 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","140","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 20:51:18 GMT 2025","passed","Sun Jun 08 20:51:18 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","42","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Jun 08 20:51:18 GMT 2025","passed","Sun Jun 08 20:51:18 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","56","Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 20:51:26 GMT 2025","failed","Sun Jun 08 20:51:26 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","24","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 20:52:38 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","51","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 20:51:12 GMT 2025","passed","Sun Jun 08 20:51:13 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","55","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 20:51:18 GMT 2025","passed","Sun Jun 08 20:51:18 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","253","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Jun 08 20:51:17 GMT 2025","passed","Sun Jun 08 20:51:17 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","25","Update role status - role does not exist","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","27","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","54","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 08 20:51:27 GMT 2025","failed","Sun Jun 08 20:51:27 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","175","Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 20:51:18 GMT 2025","failed","Sun Jun 08 20:51:18 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","55","Invalid name - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 20:51:27 GMT 2025","failed","Sun Jun 08 20:51:27 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","211","verify OTP","QA|Nova Bank - Infopool","Sun Jun 08 20:51:13 GMT 2025","passed","Sun Jun 08 20:51:13 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","23","No auth - category by id","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","26","Get roles - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","52","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Jun 08 20:51:27 GMT 2025","failed","Sun Jun 08 20:51:27 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","33","Update profile - no auth","QA|Nova Bank - Infopool","Sun Jun 08 20:51:16 GMT 2025","passed","Sun Jun 08 20:51:16 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","24","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","25","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 20:52:38 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","29","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 20:52:38 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","53","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 20:51:25 GMT 2025","failed","Sun Jun 08 20:51:25 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","143","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 20:51:18 GMT 2025","failed","Sun Jun 08 20:51:19 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","24","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","26","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 08 20:52:37 GMT 2025","passed","Sun Jun 08 20:52:37 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","40","Update profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 20:51:16 GMT 2025","passed","Sun Jun 08 20:51:16 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","52","resend_invitation_toUser","QA|Nova Bank - Infopool","Sun Jun 08 20:51:18 GMT 2025","passed","Sun Jun 08 20:51:18 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","152","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Jun 08 20:51:17 GMT 2025","passed","Sun Jun 08 20:51:17 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","176","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Jun 08 20:51:19 GMT 2025","failed","Sun Jun 08 20:51:19 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","26","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Jun 08 20:52:38 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","3161","Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 20:51:22 GMT 2025","failed","Sun Jun 08 20:51:25 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","2555","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 20:51:28 GMT 2025","passed","Sun Jun 08 20:51:30 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","25","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 08 20:52:37 GMT 2025","passed","Sun Jun 08 20:52:37 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","231","audit-search","QA|Nova Bank - Infopool","Sun Jun 08 20:51:17 GMT 2025","passed","Sun Jun 08 20:51:18 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","26","Update user - successful","QA|Nova Bank - Infopool","Sun Jun 08 20:52:38 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","25","Get Report Data - Question","QA|Nova Bank - Infopool","Sun Jun 08 20:52:40 GMT 2025","passed","Sun Jun 08 20:52:40 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Create a new report","25","Create Report - Duplicate name","QA|Nova Bank - Infopool","Sun Jun 08 20:52:40 GMT 2025","passed","Sun Jun 08 20:52:40 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","63","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 20:51:27 GMT 2025","passed","Sun Jun 08 20:51:27 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","27","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","655","Invalid current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 20:51:14 GMT 2025","passed","Sun Jun 08 20:51:15 GMT 2025","v1 > Profile > Password","Bank User","",""
"Delete a report (soft delete)","24","Delete Report -No auth","QA|Nova Bank - Infopool","Sun Jun 08 20:52:40 GMT 2025","passed","Sun Jun 08 20:52:40 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","25","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Jun 08 20:52:38 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","27","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 20:52:37 GMT 2025","passed","Sun Jun 08 20:52:37 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","25","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 20:52:37 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","25","Get role by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","25","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 20:52:38 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","26","Create roles - empty name field","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","30","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 20:51:27 GMT 2025","passed","Sun Jun 08 20:51:27 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","24","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 08 20:52:39 GMT 2025","passed","Sun Jun 08 20:52:39 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","23","No auth - get user role","QA|Nova Bank - Infopool","Sun Jun 08 20:52:38 GMT 2025","passed","Sun Jun 08 20:52:38 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","48","No user credentials","QA|Nova Bank - Infopool","Sun Jun 08 20:51:11 GMT 2025","passed","Sun Jun 08 20:51:11 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"Delete a report (soft delete)","24","Delete Report","QA|Nova Bank - Infopool","Sun Jun 08 20:52:40 GMT 2025","passed","Sun Jun 08 20:52:40 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
