"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","185","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 22:53:19 GMT 2025","passed","Sun Jun 08 22:53:20 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","351","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Jun 08 22:53:09 GMT 2025","passed","Sun Jun 08 22:53:09 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","80","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Jun 08 22:54:47 GMT 2025","passed","Sun Jun 08 22:54:47 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","83","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 22:54:43 GMT 2025","passed","Sun Jun 08 22:54:43 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","338","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Jun 08 22:53:09 GMT 2025","passed","Sun Jun 08 22:53:10 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","145","Get events - no auth","QA|Nova Bank - Infopool","Sun Jun 08 22:53:09 GMT 2025","passed","Sun Jun 08 22:53:09 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","78","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 22:54:43 GMT 2025","passed","Sun Jun 08 22:54:44 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","79","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:54:47 GMT 2025","passed","Sun Jun 08 22:54:47 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","154","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:52:56 GMT 2025","passed","Sun Jun 08 22:52:56 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","138","No_auth_add_comments","QA|Nova Bank - Infopool","Sun Jun 08 22:53:26 GMT 2025","passed","Sun Jun 08 22:53:26 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","261","Invalid name - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 22:53:27 GMT 2025","passed","Sun Jun 08 22:53:27 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","139","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 22:53:11 GMT 2025","passed","Sun Jun 08 22:53:12 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","126","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:53:23 GMT 2025","passed","Sun Jun 08 22:53:23 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","155","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:53:23 GMT 2025","failed","Sun Jun 08 22:53:23 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","154","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:52:55 GMT 2025","passed","Sun Jun 08 22:52:55 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","80","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:54:47 GMT 2025","passed","Sun Jun 08 22:54:47 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","291","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Jun 08 22:53:18 GMT 2025","passed","Sun Jun 08 22:53:18 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","80","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 22:54:47 GMT 2025","passed","Sun Jun 08 22:54:47 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","737","Weak password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:52:58 GMT 2025","passed","Sun Jun 08 22:52:59 GMT 2025","v1 > Profile > Password","Bank User","",""
"","138","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:52:59 GMT 2025","passed","Sun Jun 08 22:52:59 GMT 2025","v1 > Profile > Password","Bank User","",""
"","6329","Invalid email format","QA|Nova Bank - Infopool","Sun Jun 08 22:52:46 GMT 2025","passed","Sun Jun 08 22:52:52 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","81","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 22:54:44 GMT 2025","passed","Sun Jun 08 22:54:44 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","82","Update user - empty action field","QA|Nova Bank - Infopool","Sun Jun 08 22:54:45 GMT 2025","passed","Sun Jun 08 22:54:45 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","447","verifyOTP","QA|Nova Bank - Infopool","Sun Jun 08 22:52:52 GMT 2025","passed","Sun Jun 08 22:52:53 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","79","No auth - get user role","QA|Nova Bank - Infopool","Sun Jun 08 22:54:45 GMT 2025","passed","Sun Jun 08 22:54:45 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","79","Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 22:54:46 GMT 2025","passed","Sun Jun 08 22:54:47 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","160","add_comment_successfully","QA|Nova Bank - Infopool","Sun Jun 08 22:53:25 GMT 2025","passed","Sun Jun 08 22:53:25 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","81","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:54:46 GMT 2025","passed","Sun Jun 08 22:54:46 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","394","Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:52:54 GMT 2025","passed","Sun Jun 08 22:52:55 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","169","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sun Jun 08 22:54:48 GMT 2025","passed","Sun Jun 08 22:54:48 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","82","Create organization - empty description","QA|Nova Bank - Infopool","Sun Jun 08 22:54:46 GMT 2025","passed","Sun Jun 08 22:54:46 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","121","No email - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 22:52:53 GMT 2025","passed","Sun Jun 08 22:52:53 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","962","Invalid current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:52:57 GMT 2025","passed","Sun Jun 08 22:52:58 GMT 2025","v1 > Profile > Password","Bank User","",""
"","155","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 22:54:50 GMT 2025","passed","Sun Jun 08 22:54:50 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","80","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun Jun 08 22:54:47 GMT 2025","passed","Sun Jun 08 22:54:47 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","253","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 08 22:53:28 GMT 2025","failed","Sun Jun 08 22:53:29 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","438","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:53:14 GMT 2025","passed","Sun Jun 08 22:53:14 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","83","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 08 22:54:43 GMT 2025","passed","Sun Jun 08 22:54:43 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","1595","Successful login","QA|Nova Bank - Infopool","Sun Jun 08 22:52:44 GMT 2025","passed","Sun Jun 08 22:52:45 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","149","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 22:53:18 GMT 2025","passed","Sun Jun 08 22:53:19 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","142","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:52:56 GMT 2025","passed","Sun Jun 08 22:52:56 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","190","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 22:54:48 GMT 2025","passed","Sun Jun 08 22:54:48 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","101","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 22:53:27 GMT 2025","passed","Sun Jun 08 22:53:27 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","91","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 22:54:48 GMT 2025","passed","Sun Jun 08 22:54:48 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","80","Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 22:54:43 GMT 2025","passed","Sun Jun 08 22:54:43 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","84","audit trail - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:53:10 GMT 2025","passed","Sun Jun 08 22:53:10 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","112","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Jun 08 22:53:00 GMT 2025","passed","Sun Jun 08 22:53:00 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","145","Update profile","QA|Nova Bank - Infopool","Sun Jun 08 22:53:08 GMT 2025","failed","Sun Jun 08 22:53:08 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","439","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:53:14 GMT 2025","failed","Sun Jun 08 22:53:15 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","153","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 08 22:53:24 GMT 2025","passed","Sun Jun 08 22:53:24 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","80","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Jun 08 22:54:47 GMT 2025","passed","Sun Jun 08 22:54:47 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","82","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:54:46 GMT 2025","passed","Sun Jun 08 22:54:46 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","80","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Jun 08 22:54:46 GMT 2025","passed","Sun Jun 08 22:54:46 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
