"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","99","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Fri Aug 22 18:57:39 UTC 2025","passed","Fri Aug 22 18:57:39 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","108","Search Customers","QA|Nova Bank - Infopool","Fri Aug 22 18:57:21 UTC 2025","passed","Fri Aug 22 18:57:21 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","81","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Fri Aug 22 18:57:22 UTC 2025","passed","Fri Aug 22 18:57:22 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","102","Update profile","QA|Nova Bank - Infopool","Fri Aug 22 18:57:08 UTC 2025","failed","Fri Aug 22 18:57:08 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","242","Update profile - successful","QA|Nova Bank - Infopool","Fri Aug 22 18:57:07 UTC 2025","passed","Fri Aug 22 18:57:07 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","519","Get profile - successfully","QA|Nova Bank - Infopool","Fri Aug 22 18:57:06 UTC 2025","passed","Fri Aug 22 18:57:07 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","95","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Fri Aug 22 18:57:34 UTC 2025","passed","Fri Aug 22 18:57:34 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","86","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Aug 22 18:57:39 UTC 2025","passed","Fri Aug 22 18:57:39 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","97","Get profile roles - successful","QA|Nova Bank - Infopool","Fri Aug 22 18:57:05 UTC 2025","passed","Fri Aug 22 18:57:05 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","99","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Fri Aug 22 18:57:22 UTC 2025","passed","Fri Aug 22 18:57:22 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","95","Create  organization - without parent id","QA|Nova Bank - Infopool","Fri Aug 22 18:57:36 UTC 2025","passed","Fri Aug 22 18:57:36 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","116","Add user to an organization - successful","QA|Nova Bank - Infopool","Fri Aug 22 18:57:39 UTC 2025","passed","Fri Aug 22 18:57:39 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","3152","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Fri Aug 22 18:57:40 UTC 2025","passed","Fri Aug 22 18:57:43 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","96","Empty new password - Change password","QA|Nova Bank - Infopool","Fri Aug 22 18:57:06 UTC 2025","passed","Fri Aug 22 18:57:06 UTC 2025","v1 > Profile > Password","Bank User","",""
"","94","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Fri Aug 22 18:57:38 UTC 2025","passed","Fri Aug 22 18:57:38 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","81","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri Aug 22 18:57:23 UTC 2025","passed","Fri Aug 22 18:57:23 UTC 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","94","Update profile - invalid phone number","QA|Nova Bank - Infopool","Fri Aug 22 18:57:07 UTC 2025","passed","Fri Aug 22 18:57:08 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","112","Update user - successful","QA|Nova Bank - Infopool","Fri Aug 22 18:57:35 UTC 2025","passed","Fri Aug 22 18:57:35 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","83","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri Aug 22 18:57:21 UTC 2025","passed","Fri Aug 22 18:57:21 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","85","No Auth - Change password","QA|Nova Bank - Infopool","Fri Aug 22 18:57:06 UTC 2025","passed","Fri Aug 22 18:57:06 UTC 2025","v1 > Profile > Password","Bank User","",""
"","152","Create_issue_without_attachment","QA|Nova Bank - Infopool","Fri Aug 22 18:57:18 UTC 2025","passed","Fri Aug 22 18:57:18 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","980","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri Aug 22 18:57:22 UTC 2025","passed","Fri Aug 22 18:57:23 UTC 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","134","audit trail","QA|Nova Bank - Infopool","Fri Aug 22 18:57:09 UTC 2025","passed","Fri Aug 22 18:57:09 UTC 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","128","Delete Customer Comment","QA|Nova Bank - Infopool","Fri Aug 22 18:57:21 UTC 2025","passed","Fri Aug 22 18:57:21 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","97","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Fri Aug 22 18:57:37 UTC 2025","passed","Fri Aug 22 18:57:37 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","91","Update user - empty action field","QA|Nova Bank - Infopool","Fri Aug 22 18:57:35 UTC 2025","passed","Fri Aug 22 18:57:35 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","100","Update profile - Invalid file size","QA|Nova Bank - Infopool","Fri Aug 22 18:57:08 UTC 2025","passed","Fri Aug 22 18:57:08 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","82","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Fri Aug 22 18:57:19 UTC 2025","passed","Fri Aug 22 18:57:19 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","104","Fetch all users in an organization","QA|Nova Bank - Infopool","Fri Aug 22 18:57:39 UTC 2025","passed","Fri Aug 22 18:57:39 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","99","managers","QA|Nova Bank - Infopool","Fri Aug 22 18:57:43 UTC 2025","passed","Fri Aug 22 18:57:43 UTC 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","94","Role does not exist - update role","QA|Nova Bank - Infopool","Fri Aug 22 18:57:36 UTC 2025","passed","Fri Aug 22 18:57:36 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","97","Fetch user by ID - successful","QA|Nova Bank - Infopool","Fri Aug 22 18:57:34 UTC 2025","passed","Fri Aug 22 18:57:34 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","135","resend_invitation_toUser","QA|Nova Bank - Infopool","Fri Aug 22 18:57:09 UTC 2025","passed","Fri Aug 22 18:57:09 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","103","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Fri Aug 22 18:57:18 UTC 2025","passed","Fri Aug 22 18:57:19 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","150","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Fri Aug 22 18:57:14 UTC 2025","failed","Fri Aug 22 18:57:14 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","162","update role","QA|Nova Bank - Infopool","Fri Aug 22 18:57:36 UTC 2025","passed","Fri Aug 22 18:57:36 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","261","Change password - successful","QA|Nova Bank - Infopool","Fri Aug 22 18:57:05 UTC 2025","passed","Fri Aug 22 18:57:06 UTC 2025","v1 > Profile > Password","Bank User","",""
"","150","Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Aug 22 18:57:20 UTC 2025","passed","Fri Aug 22 18:57:20 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","287","reset password","QA|Nova Bank - Infopool","Fri Aug 22 18:57:04 UTC 2025","passed","Fri Aug 22 18:57:04 UTC 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","88","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Aug 22 18:57:05 UTC 2025","passed","Fri Aug 22 18:57:05 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","3156","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Fri Aug 22 18:57:26 UTC 2025","failed","Fri Aug 22 18:57:29 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","90","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Aug 22 18:57:04 UTC 2025","passed","Fri Aug 22 18:57:04 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","135","Get events - invalid end date","QA|Nova Bank - Infopool","Fri Aug 22 18:57:08 UTC 2025","passed","Fri Aug 22 18:57:08 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","85","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Aug 22 18:57:20 UTC 2025","passed","Fri Aug 22 18:57:20 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","146","Fetch Customer By ID","QA|Nova Bank - Infopool","Fri Aug 22 18:57:22 UTC 2025","passed","Fri Aug 22 18:57:22 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","84","Create organization - empty mis code","QA|Nova Bank - Infopool","Fri Aug 22 18:57:37 UTC 2025","failed","Fri Aug 22 18:57:37 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","81","No auth - managers","QA|Nova Bank - Infopool","Fri Aug 22 18:57:43 UTC 2025","passed","Fri Aug 22 18:57:43 UTC 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","94","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Fri Aug 22 18:57:43 UTC 2025","passed","Fri Aug 22 18:57:43 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
