"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","35","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Thu Jun 05 22:52:39 GMT 2025","passed","Thu Jun 05 22:52:39 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Create a new report","35","Create Report","QA|Nova Bank - Infopool","Thu Jun 05 22:52:41 GMT 2025","passed","Thu Jun 05 22:52:41 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","38","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 22:51:17 GMT 2025","passed","Thu Jun 05 22:51:17 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","35","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Thu Jun 05 22:52:39 GMT 2025","passed","Thu Jun 05 22:52:39 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Create a new report","35","Create Report - Duplicate name","QA|Nova Bank - Infopool","Thu Jun 05 22:52:41 GMT 2025","passed","Thu Jun 05 22:52:41 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","57","Update Customer Comment Copy","QA|Nova Bank - Infopool","Thu Jun 05 22:51:21 GMT 2025","passed","Thu Jun 05 22:51:21 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Delete a report (soft delete)","33","Delete Report","QA|Nova Bank - Infopool","Thu Jun 05 22:52:41 GMT 2025","passed","Thu Jun 05 22:52:41 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","35","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Thu Jun 05 22:52:38 GMT 2025","passed","Thu Jun 05 22:52:38 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","41","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 22:51:16 GMT 2025","passed","Thu Jun 05 22:51:16 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Update an existing report","34","Update Report - Invalid id","QA|Nova Bank - Infopool","Thu Jun 05 22:52:41 GMT 2025","passed","Thu Jun 05 22:52:41 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","39","audit trail - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 22:51:19 GMT 2025","passed","Thu Jun 05 22:51:19 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","71","Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 22:51:16 GMT 2025","passed","Thu Jun 05 22:51:16 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","33","Get all permissions","QA|Nova Bank - Infopool","Thu Jun 05 22:52:40 GMT 2025","passed","Thu Jun 05 22:52:40 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","39","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Thu Jun 05 22:51:21 GMT 2025","failed","Thu Jun 05 22:51:21 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","49","Invalid name - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 22:51:22 GMT 2025","failed","Thu Jun 05 22:51:22 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","37","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 22:51:22 GMT 2025","failed","Thu Jun 05 22:51:22 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","59","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 22:51:21 GMT 2025","failed","Thu Jun 05 22:51:21 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Get a paginated list of reports with optional filtering","36","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Thu Jun 05 22:52:41 GMT 2025","passed","Thu Jun 05 22:52:41 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"Get a specific report by ID","34","Get Report by UUID","QA|Nova Bank - Infopool","Thu Jun 05 22:52:41 GMT 2025","passed","Thu Jun 05 22:52:41 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","58","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Thu Jun 05 22:52:44 GMT 2025","passed","Thu Jun 05 22:52:44 GMT 2025","","corporate Adjustment","",""
"","39","Create organization - empty description","QA|Nova Bank - Infopool","Thu Jun 05 22:52:38 GMT 2025","passed","Thu Jun 05 22:52:38 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","34","Get Reports Stats","QA|Nova Bank - Infopool","Thu Jun 05 22:52:41 GMT 2025","passed","Thu Jun 05 22:52:41 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","63","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Thu Jun 05 22:51:16 GMT 2025","passed","Thu Jun 05 22:51:16 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","41","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 22:51:16 GMT 2025","passed","Thu Jun 05 22:51:16 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","36","Get role by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 22:52:40 GMT 2025","passed","Thu Jun 05 22:52:40 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","37","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Thu Jun 05 22:51:20 GMT 2025","passed","Thu Jun 05 22:51:21 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","34","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Thu Jun 05 22:52:39 GMT 2025","passed","Thu Jun 05 22:52:39 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","35","successful dashboard embed","QA|Nova Bank - Infopool","Thu Jun 05 22:52:37 GMT 2025","passed","Thu Jun 05 22:52:37 GMT 2025","embed dashboard","Bank User","",""
"","39","Update Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 22:51:21 GMT 2025","failed","Thu Jun 05 22:51:21 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","34","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 22:52:39 GMT 2025","passed","Thu Jun 05 22:52:39 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","3177","verifyOTP","QA|Nova Bank - Infopool","Thu Jun 05 22:51:12 GMT 2025","passed","Thu Jun 05 22:51:16 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","39","Update profile - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 22:51:18 GMT 2025","passed","Thu Jun 05 22:51:18 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","39","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 22:51:19 GMT 2025","passed","Thu Jun 05 22:51:19 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","39","Get events - no auth","QA|Nova Bank - Infopool","Thu Jun 05 22:51:18 GMT 2025","passed","Thu Jun 05 22:51:18 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","35","category by id","QA|Nova Bank - Infopool","Thu Jun 05 22:52:40 GMT 2025","passed","Thu Jun 05 22:52:41 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","110","Get events - invalid end date","QA|Nova Bank - Infopool","Thu Jun 05 22:51:18 GMT 2025","passed","Thu Jun 05 22:51:18 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","3125","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Thu Jun 05 22:51:25 GMT 2025","passed","Thu Jun 05 22:51:28 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","35","Create organization - empty street value","QA|Nova Bank - Infopool","Thu Jun 05 22:52:39 GMT 2025","passed","Thu Jun 05 22:52:39 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","3133","Invalid email format","QA|Nova Bank - Infopool","Thu Jun 05 22:51:09 GMT 2025","passed","Thu Jun 05 22:51:12 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","40","Empty new password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 22:51:17 GMT 2025","failed","Thu Jun 05 22:51:17 GMT 2025","v1 > Profile > Password","Bank User","",""
"","41","No Auth - Update Issue","QA|Nova Bank - Infopool","Thu Jun 05 22:51:21 GMT 2025","passed","Thu Jun 05 22:51:21 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","35","Update user - successful","QA|Nova Bank - Infopool","Thu Jun 05 22:52:38 GMT 2025","passed","Thu Jun 05 22:52:38 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","182","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 22:51:20 GMT 2025","passed","Thu Jun 05 22:51:20 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","36","No Auth - Update definition","QA|Nova Bank - Infopool","Thu Jun 05 22:52:38 GMT 2025","passed","Thu Jun 05 22:52:38 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","1871","Fetch Customers Transactions","QA|Nova Bank - Infopool","Thu Jun 05 22:51:23 GMT 2025","passed","Thu Jun 05 22:51:25 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","522","Successful login","QA|Nova Bank - Infopool","Thu Jun 05 22:51:09 GMT 2025","passed","Thu Jun 05 22:51:09 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"Create a new report","33","Create Report - Empty category","QA|Nova Bank - Infopool","Thu Jun 05 22:52:41 GMT 2025","passed","Thu Jun 05 22:52:41 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","35","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Thu Jun 05 22:52:39 GMT 2025","passed","Thu Jun 05 22:52:39 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","36","Get roles - successful","QA|Nova Bank - Infopool","Thu Jun 05 22:52:40 GMT 2025","passed","Thu Jun 05 22:52:40 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","38","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 22:51:22 GMT 2025","passed","Thu Jun 05 22:51:22 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","34","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Thu Jun 05 22:52:38 GMT 2025","passed","Thu Jun 05 22:52:38 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","34","update role","QA|Nova Bank - Infopool","Thu Jun 05 22:52:38 GMT 2025","passed","Thu Jun 05 22:52:38 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","47","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 22:51:21 GMT 2025","failed","Thu Jun 05 22:51:21 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","34","Logout session - no session","QA|Nova Bank - Infopool","Thu Jun 05 22:52:41 GMT 2025","passed","Thu Jun 05 22:52:41 GMT 2025","v1 > Logout","Bank Admin","",""
"Get a specific report by ID","35","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Thu Jun 05 22:52:41 GMT 2025","passed","Thu Jun 05 22:52:41 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","35","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 22:52:38 GMT 2025","passed","Thu Jun 05 22:52:39 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","72","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 22:51:16 GMT 2025","failed","Thu Jun 05 22:51:17 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","36","Remove user from an organization - successful","QA|Nova Bank - Infopool","Thu Jun 05 22:52:40 GMT 2025","passed","Thu Jun 05 22:52:40 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","34","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 22:52:40 GMT 2025","passed","Thu Jun 05 22:52:40 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","288","reset password","QA|Nova Bank - Infopool","Thu Jun 05 22:51:16 GMT 2025","passed","Thu Jun 05 22:51:16 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","36","No auth - Update role status","QA|Nova Bank - Infopool","Thu Jun 05 22:52:40 GMT 2025","passed","Thu Jun 05 22:52:40 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","78","verify OTP","QA|Nova Bank - Infopool","Thu Jun 05 22:51:17 GMT 2025","passed","Thu Jun 05 22:51:17 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"Get a paginated list of reports with optional filtering","36","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 22:52:41 GMT 2025","passed","Thu Jun 05 22:52:41 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","34","No auth - category by id","QA|Nova Bank - Infopool","Thu Jun 05 22:52:41 GMT 2025","passed","Thu Jun 05 22:52:41 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","35","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Thu Jun 05 22:52:39 GMT 2025","passed","Thu Jun 05 22:52:39 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","54","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Thu Jun 05 22:51:21 GMT 2025","passed","Thu Jun 05 22:51:21 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","46","search Corporate Adjustment","QA|Nova Bank - Infopool","Thu Jun 05 22:52:44 GMT 2025","passed","Thu Jun 05 22:52:44 GMT 2025","","corporate Adjustment","",""
"","34","Add user to an organization - no auth","QA|Nova Bank - Infopool","Thu Jun 05 22:52:40 GMT 2025","passed","Thu Jun 05 22:52:40 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","66207","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Thu Jun 05 22:51:28 GMT 2025","passed","Thu Jun 05 22:52:34 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","40","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 22:51:22 GMT 2025","failed","Thu Jun 05 22:51:22 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","34","No auth - get all category","QA|Nova Bank - Infopool","Thu Jun 05 22:52:40 GMT 2025","passed","Thu Jun 05 22:52:40 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"Update an existing report","36","Update Report - No auth","QA|Nova Bank - Infopool","Thu Jun 05 22:52:41 GMT 2025","passed","Thu Jun 05 22:52:41 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","34","Get permission by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 22:52:40 GMT 2025","passed","Thu Jun 05 22:52:40 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","35","Add user to an organization - successful","QA|Nova Bank - Infopool","Thu Jun 05 22:52:40 GMT 2025","passed","Thu Jun 05 22:52:40 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","40","Get Report Data - No auth","QA|Nova Bank - Infopool","Thu Jun 05 22:52:43 GMT 2025","passed","Thu Jun 05 22:52:43 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","34","Fetch all users","QA|Nova Bank - Infopool","Thu Jun 05 22:52:38 GMT 2025","passed","Thu Jun 05 22:52:38 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","36","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Thu Jun 05 22:52:38 GMT 2025","passed","Thu Jun 05 22:52:38 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","41","No Auth - Get all Issues","QA|Nova Bank - Infopool","Thu Jun 05 22:51:20 GMT 2025","passed","Thu Jun 05 22:51:20 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","40","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Thu Jun 05 22:51:21 GMT 2025","passed","Thu Jun 05 22:51:21 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","36","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 22:52:39 GMT 2025","passed","Thu Jun 05 22:52:39 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Update an existing report","31","Update Report","QA|Nova Bank - Infopool","Thu Jun 05 22:52:41 GMT 2025","passed","Thu Jun 05 22:52:41 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","44","Empty current password - Change password","QA|Nova Bank - Infopool","Thu Jun 05 22:51:17 GMT 2025","passed","Thu Jun 05 22:51:17 GMT 2025","v1 > Profile > Password","Bank User","",""
"","45","Update profile - invalid phone number","QA|Nova Bank - Infopool","Thu Jun 05 22:51:18 GMT 2025","passed","Thu Jun 05 22:51:18 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","35","Update role status - role does not exist","QA|Nova Bank - Infopool","Thu Jun 05 22:52:40 GMT 2025","passed","Thu Jun 05 22:52:40 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","38","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 22:52:39 GMT 2025","passed","Thu Jun 05 22:52:39 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","42","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Thu Jun 05 22:52:44 GMT 2025","passed","Thu Jun 05 22:52:44 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","42","Send user invitation token - successful","QA|Nova Bank - Infopool","Thu Jun 05 22:51:19 GMT 2025","passed","Thu Jun 05 22:51:19 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","38","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Thu Jun 05 22:51:22 GMT 2025","passed","Thu Jun 05 22:51:22 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","43","No Auth - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 22:51:22 GMT 2025","passed","Thu Jun 05 22:51:22 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","37","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 22:52:40 GMT 2025","passed","Thu Jun 05 22:52:40 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","453","Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 22:51:19 GMT 2025","passed","Thu Jun 05 22:51:20 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","35","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Thu Jun 05 22:52:39 GMT 2025","passed","Thu Jun 05 22:52:39 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","37","Create organization - no name","QA|Nova Bank - Infopool","Thu Jun 05 22:52:38 GMT 2025","passed","Thu Jun 05 22:52:38 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a specific report by ID","34","Get Report by ID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 22:52:41 GMT 2025","passed","Thu Jun 05 22:52:41 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","36","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 22:52:39 GMT 2025","passed","Thu Jun 05 22:52:39 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","37","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 22:52:38 GMT 2025","passed","Thu Jun 05 22:52:38 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","35","Update user - invalid action","QA|Nova Bank - Infopool","Thu Jun 05 22:52:38 GMT 2025","passed","Thu Jun 05 22:52:38 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","51","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Thu Jun 05 22:52:43 GMT 2025","passed","Thu Jun 05 22:52:43 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","144","Export Report Data","QA|Nova Bank - Infopool","Thu Jun 05 22:52:43 GMT 2025","failed","Thu Jun 05 22:52:43 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","36","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Thu Jun 05 22:52:40 GMT 2025","passed","Thu Jun 05 22:52:40 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
