"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29","search Corporate Adjustment","QA|Nova Bank - Infopool","Sun Jun 08 22:12:01 GMT 2025","passed","Sun Jun 08 22:12:01 GMT 2025","","corporate Adjustment","",""
"","49","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 22:10:34 GMT 2025","passed","Sun Jun 08 22:10:34 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","30","get user role","QA|Nova Bank - Infopool","Sun Jun 08 22:11:58 GMT 2025","passed","Sun Jun 08 22:11:58 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","54","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:10:36 GMT 2025","failed","Sun Jun 08 22:10:36 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","28","No auth - update role","QA|Nova Bank - Infopool","Sun Jun 08 22:11:58 GMT 2025","passed","Sun Jun 08 22:11:58 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","41","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:10:22 GMT 2025","passed","Sun Jun 08 22:10:22 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","575","Weak password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:10:24 GMT 2025","passed","Sun Jun 08 22:10:24 GMT 2025","v1 > Profile > Password","Bank User","",""
"","27","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Jun 08 22:11:58 GMT 2025","passed","Sun Jun 08 22:11:58 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","115","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:10:40 GMT 2025","passed","Sun Jun 08 22:10:40 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","30","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 22:12:01 GMT 2025","passed","Sun Jun 08 22:12:01 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","29","Update definition","QA|Nova Bank - Infopool","Sun Jun 08 22:11:57 GMT 2025","passed","Sun Jun 08 22:11:57 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","29","Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 22:11:57 GMT 2025","passed","Sun Jun 08 22:11:57 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","30","Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 22:11:57 GMT 2025","passed","Sun Jun 08 22:11:57 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","30","Update role status - role does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:11:59 GMT 2025","passed","Sun Jun 08 22:11:59 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","148","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Jun 08 22:10:26 GMT 2025","passed","Sun Jun 08 22:10:27 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","237","verify OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:10:22 GMT 2025","passed","Sun Jun 08 22:10:22 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","41","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Jun 08 22:10:25 GMT 2025","passed","Sun Jun 08 22:10:25 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","446","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 08 22:10:40 GMT 2025","failed","Sun Jun 08 22:10:40 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","240","add_comment_successfully","QA|Nova Bank - Infopool","Sun Jun 08 22:10:37 GMT 2025","passed","Sun Jun 08 22:10:38 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","61","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Jun 08 22:10:26 GMT 2025","passed","Sun Jun 08 22:10:26 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","34","Update profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:10:26 GMT 2025","passed","Sun Jun 08 22:10:26 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","2671","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 22:10:41 GMT 2025","passed","Sun Jun 08 22:10:44 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","49","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 22:10:34 GMT 2025","passed","Sun Jun 08 22:10:34 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","259","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:10:35 GMT 2025","failed","Sun Jun 08 22:10:35 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","28","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 22:11:59 GMT 2025","passed","Sun Jun 08 22:11:59 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Update an existing report","28","Update Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 22:12:00 GMT 2025","passed","Sun Jun 08 22:12:01 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","29","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 22:11:57 GMT 2025","passed","Sun Jun 08 22:11:57 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","41","No email - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 22:10:20 GMT 2025","passed","Sun Jun 08 22:10:20 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","29","Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 22:11:57 GMT 2025","passed","Sun Jun 08 22:11:57 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","28","No auth - get user role","QA|Nova Bank - Infopool","Sun Jun 08 22:11:58 GMT 2025","passed","Sun Jun 08 22:11:58 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","3444","audit-search","QA|Nova Bank - Infopool","Sun Jun 08 22:10:30 GMT 2025","passed","Sun Jun 08 22:10:34 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","28","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:12:00 GMT 2025","passed","Sun Jun 08 22:12:00 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"Update an existing report","29","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 22:12:01 GMT 2025","passed","Sun Jun 08 22:12:01 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","29","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 22:11:58 GMT 2025","passed","Sun Jun 08 22:11:59 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","30","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sun Jun 08 22:11:59 GMT 2025","passed","Sun Jun 08 22:11:59 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","30","Get role by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:11:59 GMT 2025","passed","Sun Jun 08 22:11:59 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","233","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 22:10:39 GMT 2025","passed","Sun Jun 08 22:10:39 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","31","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Jun 08 22:11:58 GMT 2025","passed","Sun Jun 08 22:11:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","28","No auth - get all category","QA|Nova Bank - Infopool","Sun Jun 08 22:12:00 GMT 2025","passed","Sun Jun 08 22:12:00 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","270","Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:10:34 GMT 2025","failed","Sun Jun 08 22:10:35 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","135","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 22:10:39 GMT 2025","passed","Sun Jun 08 22:10:39 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","37","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:10:21 GMT 2025","passed","Sun Jun 08 22:10:21 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","28","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Jun 08 22:11:59 GMT 2025","passed","Sun Jun 08 22:11:59 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","53","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 22:10:39 GMT 2025","passed","Sun Jun 08 22:10:39 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","32","Create roles - empty name field","QA|Nova Bank - Infopool","Sun Jun 08 22:11:59 GMT 2025","passed","Sun Jun 08 22:11:59 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","54","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sun Jun 08 22:10:36 GMT 2025","passed","Sun Jun 08 22:10:36 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","158","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Jun 08 22:10:38 GMT 2025","passed","Sun Jun 08 22:10:38 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","130","Empty current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:10:24 GMT 2025","passed","Sun Jun 08 22:10:24 GMT 2025","v1 > Profile > Password","Bank User","",""
"","33","Get events - no auth","QA|Nova Bank - Infopool","Sun Jun 08 22:10:26 GMT 2025","passed","Sun Jun 08 22:10:26 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","53","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:10:21 GMT 2025","passed","Sun Jun 08 22:10:21 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","29","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 22:11:57 GMT 2025","passed","Sun Jun 08 22:11:57 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","30","Get Report Data - No auth","QA|Nova Bank - Infopool","Sun Jun 08 22:12:01 GMT 2025","passed","Sun Jun 08 22:12:01 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","46","Get profile roles - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:10:22 GMT 2025","passed","Sun Jun 08 22:10:23 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","1229","reset password","QA|Nova Bank - Infopool","Sun Jun 08 22:10:20 GMT 2025","passed","Sun Jun 08 22:10:21 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","32","Export Report Data","QA|Nova Bank - Infopool","Sun Jun 08 22:12:01 GMT 2025","failed","Sun Jun 08 22:12:01 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","34","No Auth - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:10:23 GMT 2025","passed","Sun Jun 08 22:10:23 GMT 2025","v1 > Profile > Password","Bank User","",""
"","29","Update user - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:11:58 GMT 2025","passed","Sun Jun 08 22:11:58 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","36","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 22:10:36 GMT 2025","passed","Sun Jun 08 22:10:36 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","39","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:10:21 GMT 2025","passed","Sun Jun 08 22:10:21 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","27","Health","QA|Nova Bank - Infopool","Sun Jun 08 22:11:57 GMT 2025","passed","Sun Jun 08 22:11:57 GMT 2025","v1 > Health","Bank Admin","",""
"Get a paginated list of reports with optional filtering","29","Get Reports Stats","QA|Nova Bank - Infopool","Sun Jun 08 22:12:00 GMT 2025","passed","Sun Jun 08 22:12:00 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","31","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 22:11:58 GMT 2025","passed","Sun Jun 08 22:11:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Create a new report","29","Create Report - Empty category","QA|Nova Bank - Infopool","Sun Jun 08 22:12:00 GMT 2025","passed","Sun Jun 08 22:12:00 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","51","No_auth_add_comments","QA|Nova Bank - Infopool","Sun Jun 08 22:10:38 GMT 2025","passed","Sun Jun 08 22:10:38 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","32","Get all permissions","QA|Nova Bank - Infopool","Sun Jun 08 22:12:00 GMT 2025","passed","Sun Jun 08 22:12:00 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","27","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 22:11:57 GMT 2025","passed","Sun Jun 08 22:11:57 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","237","Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 22:10:38 GMT 2025","passed","Sun Jun 08 22:10:39 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","65","Invalid name - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 22:10:39 GMT 2025","passed","Sun Jun 08 22:10:39 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","57","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 22:10:21 GMT 2025","passed","Sun Jun 08 22:10:22 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","29","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 22:11:59 GMT 2025","passed","Sun Jun 08 22:11:59 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","305","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Jun 08 22:10:36 GMT 2025","failed","Sun Jun 08 22:10:36 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","30","Export Report Data - No auth","QA|Nova Bank - Infopool","Sun Jun 08 22:12:01 GMT 2025","passed","Sun Jun 08 22:12:01 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","52","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 22:10:34 GMT 2025","passed","Sun Jun 08 22:10:34 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get a paginated list of reports with optional filtering","31","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:12:00 GMT 2025","passed","Sun Jun 08 22:12:00 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","30","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 22:11:58 GMT 2025","passed","Sun Jun 08 22:11:58 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","68","Get profile roles - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:10:22 GMT 2025","passed","Sun Jun 08 22:10:22 GMT 2025","v1 > Profile > Roles","Bank User","",""
"Create a new report","29","Create Report - Duplicate name","QA|Nova Bank - Infopool","Sun Jun 08 22:12:00 GMT 2025","passed","Sun Jun 08 22:12:00 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","31","Create organization - no country ID","QA|Nova Bank - Infopool","Sun Jun 08 22:11:58 GMT 2025","passed","Sun Jun 08 22:11:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","225","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Jun 08 22:10:26 GMT 2025","passed","Sun Jun 08 22:10:26 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"Get a specific report by ID","28","Get Report by UUID","QA|Nova Bank - Infopool","Sun Jun 08 22:12:00 GMT 2025","passed","Sun Jun 08 22:12:00 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","31","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 08 22:11:57 GMT 2025","passed","Sun Jun 08 22:11:57 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","3125","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 22:10:44 GMT 2025","passed","Sun Jun 08 22:10:47 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","43","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 22:10:41 GMT 2025","passed","Sun Jun 08 22:10:41 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","29","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Jun 08 22:11:59 GMT 2025","passed","Sun Jun 08 22:11:59 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","129","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:10:35 GMT 2025","passed","Sun Jun 08 22:10:36 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","29","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 22:11:57 GMT 2025","passed","Sun Jun 08 22:11:57 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","43","No user credentials","QA|Nova Bank - Infopool","Sun Jun 08 22:10:19 GMT 2025","passed","Sun Jun 08 22:10:19 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","153","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:10:37 GMT 2025","failed","Sun Jun 08 22:10:37 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","108","Get profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 22:10:25 GMT 2025","passed","Sun Jun 08 22:10:25 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"Create a new report","29","Create Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 22:12:00 GMT 2025","passed","Sun Jun 08 22:12:00 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","255","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 22:10:39 GMT 2025","passed","Sun Jun 08 22:10:40 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","28","No auth - category by id","QA|Nova Bank - Infopool","Sun Jun 08 22:12:00 GMT 2025","passed","Sun Jun 08 22:12:00 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","49","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Jun 08 22:10:34 GMT 2025","passed","Sun Jun 08 22:10:34 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","33","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 22:10:37 GMT 2025","failed","Sun Jun 08 22:10:37 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","142","Empty new password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 22:10:24 GMT 2025","passed","Sun Jun 08 22:10:25 GMT 2025","v1 > Profile > Password","Bank User","",""
"Get a specific report by ID","29","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Sun Jun 08 22:12:00 GMT 2025","passed","Sun Jun 08 22:12:00 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","40","Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 22:10:36 GMT 2025","failed","Sun Jun 08 22:10:36 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","30","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Sun Jun 08 22:12:01 GMT 2025","passed","Sun Jun 08 22:12:01 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
