"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","130","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Nov 30 20:12:15 UTC 2025","broken","Sun Nov 30 20:12:15 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","126","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sun Nov 30 20:12:23 UTC 2025","broken","Sun Nov 30 20:12:23 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","127","Add Comment to Issue","QA|Nova Bank - Infopool","Sun Nov 30 20:12:17 UTC 2025","broken","Sun Nov 30 20:12:18 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","126","Get all permissions","QA|Nova Bank - Infopool","Sun Nov 30 20:12:33 UTC 2025","broken","Sun Nov 30 20:12:33 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","126","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Nov 30 20:12:18 UTC 2025","broken","Sun Nov 30 20:12:18 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","140","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Nov 30 20:12:21 UTC 2025","broken","Sun Nov 30 20:12:21 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","141","Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Nov 30 20:12:19 UTC 2025","broken","Sun Nov 30 20:12:19 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","144","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Nov 30 20:12:16 UTC 2025","broken","Sun Nov 30 20:12:16 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","134","Empty current password - Change password","QA|Nova Bank - Infopool","Sun Nov 30 20:12:12 UTC 2025","broken","Sun Nov 30 20:12:12 UTC 2025","v1 > Profile > Password","Bank User","",""
"","125","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sun Nov 30 20:12:21 UTC 2025","broken","Sun Nov 30 20:12:22 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","132","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Nov 30 20:12:20 UTC 2025","broken","Sun Nov 30 20:12:20 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","124","Update role status - role does not exist","QA|Nova Bank - Infopool","Sun Nov 30 20:12:32 UTC 2025","broken","Sun Nov 30 20:12:32 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"","127","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Sun Nov 30 20:12:11 UTC 2025","broken","Sun Nov 30 20:12:11 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","128","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Nov 30 20:12:22 UTC 2025","broken","Sun Nov 30 20:12:22 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"Get a paginated list of reports with optional filtering","138","Get Reports","QA|Nova Bank - Infopool","Sun Nov 30 20:12:34 UTC 2025","broken","Sun Nov 30 20:12:34 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","124","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Nov 30 20:12:15 UTC 2025","broken","Sun Nov 30 20:12:15 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","142","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Nov 30 20:12:23 UTC 2025","broken","Sun Nov 30 20:12:23 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","137","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Nov 30 20:12:13 UTC 2025","broken","Sun Nov 30 20:12:14 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","134","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Nov 30 20:12:21 UTC 2025","broken","Sun Nov 30 20:12:21 UTC 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"Update an existing report","125","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun Nov 30 20:12:37 UTC 2025","broken","Sun Nov 30 20:12:37 UTC 2025","v1 > Report > Update Report","Bank Admin","",""
"","129","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Sun Nov 30 20:12:16 UTC 2025","broken","Sun Nov 30 20:12:16 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","125","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Nov 30 20:12:21 UTC 2025","broken","Sun Nov 30 20:12:21 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","125","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Nov 30 20:12:20 UTC 2025","broken","Sun Nov 30 20:12:20 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","127","Get role by ID - no auth","QA|Nova Bank - Infopool","Sun Nov 30 20:12:33 UTC 2025","broken","Sun Nov 30 20:12:33 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","124","Create roles - No auth","QA|Nova Bank - Infopool","Sun Nov 30 20:12:32 UTC 2025","broken","Sun Nov 30 20:12:32 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"Create a new report","130","Create Report - Duplicate name","QA|Nova Bank - Infopool","Sun Nov 30 20:12:36 UTC 2025","broken","Sun Nov 30 20:12:36 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","125","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Nov 30 20:12:26 UTC 2025","broken","Sun Nov 30 20:12:26 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","130","Update profile - successful","QA|Nova Bank - Infopool","Sun Nov 30 20:12:13 UTC 2025","broken","Sun Nov 30 20:12:13 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","128","Get profile - successfully","QA|Nova Bank - Infopool","Sun Nov 30 20:12:12 UTC 2025","broken","Sun Nov 30 20:12:12 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"Get a specific report by ID","144","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Sun Nov 30 20:12:36 UTC 2025","broken","Sun Nov 30 20:12:36 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","145","Create organization - empty description","QA|Nova Bank - Infopool","Sun Nov 30 20:12:27 UTC 2025","broken","Sun Nov 30 20:12:27 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","127","Fetch Customer By ID","QA|Nova Bank - Infopool","Sun Nov 30 20:12:21 UTC 2025","broken","Sun Nov 30 20:12:21 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","136","Get events - successful","QA|Nova Bank - Infopool","Sun Nov 30 20:12:14 UTC 2025","broken","Sun Nov 30 20:12:14 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","136","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Nov 30 20:12:22 UTC 2025","broken","Sun Nov 30 20:12:22 UTC 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","139","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Nov 30 20:12:25 UTC 2025","broken","Sun Nov 30 20:12:25 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","124","Create roles","QA|Nova Bank - Infopool","Sun Nov 30 20:12:32 UTC 2025","broken","Sun Nov 30 20:12:32 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","132","successful dashboard embed","QA|Nova Bank - Infopool","Sun Nov 30 20:12:22 UTC 2025","broken","Sun Nov 30 20:12:22 UTC 2025","embed dashboard","Bank User","",""
"","125","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Nov 30 20:12:22 UTC 2025","broken","Sun Nov 30 20:12:22 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","125","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Nov 30 20:12:17 UTC 2025","broken","Sun Nov 30 20:12:17 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","144","Invalid email format","QA|Nova Bank - Infopool","Sun Nov 30 20:12:09 UTC 2025","broken","Sun Nov 30 20:12:09 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","129","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun Nov 30 20:12:27 UTC 2025","broken","Sun Nov 30 20:12:27 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","124","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Nov 30 20:12:24 UTC 2025","broken","Sun Nov 30 20:12:24 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","172","Create a New Issue","QA|Nova Bank - Infopool","Sun Nov 30 20:12:16 UTC 2025","broken","Sun Nov 30 20:12:16 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","127","Update profile - no auth","QA|Nova Bank - Infopool","Sun Nov 30 20:12:13 UTC 2025","broken","Sun Nov 30 20:12:13 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","129","Fetch all users","QA|Nova Bank - Infopool","Sun Nov 30 20:12:24 UTC 2025","broken","Sun Nov 30 20:12:24 UTC 2025","v1 > Users > Fetch users","Bank Admin","",""
"","130","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Sun Nov 30 20:12:38 UTC 2025","broken","Sun Nov 30 20:12:38 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"Get a paginated list of reports with optional filtering","126","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Sun Nov 30 20:12:35 UTC 2025","broken","Sun Nov 30 20:12:35 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","129","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Nov 30 20:12:30 UTC 2025","broken","Sun Nov 30 20:12:30 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","137","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Sun Nov 30 20:12:35 UTC 2025","broken","Sun Nov 30 20:12:35 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","124","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Sun Nov 30 20:12:37 UTC 2025","broken","Sun Nov 30 20:12:38 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","135","Change password - successful","QA|Nova Bank - Infopool","Sun Nov 30 20:12:11 UTC 2025","broken","Sun Nov 30 20:12:11 UTC 2025","v1 > Profile > Password","Bank User","",""
"","131","No Auth - Change password","QA|Nova Bank - Infopool","Sun Nov 30 20:12:11 UTC 2025","broken","Sun Nov 30 20:12:12 UTC 2025","v1 > Profile > Password","Bank User","",""
"Delete a report (soft delete)","124","Delete Report -No auth","QA|Nova Bank - Infopool","Sun Nov 30 20:12:37 UTC 2025","broken","Sun Nov 30 20:12:37 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","128","Update profile - invalid phone number","QA|Nova Bank - Infopool","Sun Nov 30 20:12:13 UTC 2025","broken","Sun Nov 30 20:12:13 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","137","Update user - empty action field","QA|Nova Bank - Infopool","Sun Nov 30 20:12:25 UTC 2025","broken","Sun Nov 30 20:12:25 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","125","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Sun Nov 30 20:12:29 UTC 2025","broken","Sun Nov 30 20:12:29 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","129","Get Report Objects - Question","QA|Nova Bank - Infopool","Sun Nov 30 20:12:35 UTC 2025","broken","Sun Nov 30 20:12:35 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","131","Create organization - no country ID","QA|Nova Bank - Infopool","Sun Nov 30 20:12:27 UTC 2025","broken","Sun Nov 30 20:12:27 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a specific report by ID","132","Get Report by UUID","QA|Nova Bank - Infopool","Sun Nov 30 20:12:36 UTC 2025","broken","Sun Nov 30 20:12:36 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","147","No user credentials","QA|Nova Bank - Infopool","Sun Nov 30 20:12:09 UTC 2025","broken","Sun Nov 30 20:12:09 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","125","audit trail","QA|Nova Bank - Infopool","Sun Nov 30 20:12:14 UTC 2025","broken","Sun Nov 30 20:12:14 UTC 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","131","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sun Nov 30 20:12:30 UTC 2025","broken","Sun Nov 30 20:12:30 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","129","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Nov 30 20:12:29 UTC 2025","broken","Sun Nov 30 20:12:29 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","134","resend_invitation_toUser","QA|Nova Bank - Infopool","Sun Nov 30 20:12:15 UTC 2025","broken","Sun Nov 30 20:12:15 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","130","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Nov 30 20:12:23 UTC 2025","broken","Sun Nov 30 20:12:24 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","136","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Nov 30 20:12:11 UTC 2025","broken","Sun Nov 30 20:12:11 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","133","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Nov 30 20:12:28 UTC 2025","broken","Sun Nov 30 20:12:28 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","128","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Sun Nov 30 20:12:17 UTC 2025","broken","Sun Nov 30 20:12:17 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","126","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Nov 30 20:12:22 UTC 2025","broken","Sun Nov 30 20:12:22 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","133","Get events - invalid start date","QA|Nova Bank - Infopool","Sun Nov 30 20:12:14 UTC 2025","broken","Sun Nov 30 20:12:14 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","132","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Nov 30 20:12:28 UTC 2025","broken","Sun Nov 30 20:12:28 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","152","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun Nov 30 20:12:11 UTC 2025","broken","Sun Nov 30 20:12:11 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","125","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Nov 30 20:12:28 UTC 2025","broken","Sun Nov 30 20:12:29 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","135","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Sun Nov 30 20:12:34 UTC 2025","broken","Sun Nov 30 20:12:35 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","134","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Nov 30 20:12:18 UTC 2025","broken","Sun Nov 30 20:12:18 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","144","Update user - successful","QA|Nova Bank - Infopool","Sun Nov 30 20:12:24 UTC 2025","broken","Sun Nov 30 20:12:25 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","126","Update Issue","QA|Nova Bank - Infopool","Sun Nov 30 20:12:17 UTC 2025","broken","Sun Nov 30 20:12:17 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Get a paginated list of reports with optional filtering","122","Get Reports Stats","QA|Nova Bank - Infopool","Sun Nov 30 20:12:35 UTC 2025","broken","Sun Nov 30 20:12:35 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","126","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Nov 30 20:12:19 UTC 2025","broken","Sun Nov 30 20:12:19 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","128","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Nov 30 20:12:15 UTC 2025","broken","Sun Nov 30 20:12:15 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","123","No Auth - Get all permissions","QA|Nova Bank - Infopool","Sun Nov 30 20:12:33 UTC 2025","broken","Sun Nov 30 20:12:33 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","140","Create roles - empty name field","QA|Nova Bank - Infopool","Sun Nov 30 20:12:32 UTC 2025","broken","Sun Nov 30 20:12:32 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","130","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Nov 30 20:12:30 UTC 2025","broken","Sun Nov 30 20:12:30 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","126","Export Report Data - No auth","QA|Nova Bank - Infopool","Sun Nov 30 20:12:38 UTC 2025","broken","Sun Nov 30 20:12:38 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","124","audit-search","QA|Nova Bank - Infopool","Sun Nov 30 20:12:14 UTC 2025","broken","Sun Nov 30 20:12:15 UTC 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","130","get all category","QA|Nova Bank - Infopool","Sun Nov 30 20:12:33 UTC 2025","broken","Sun Nov 30 20:12:34 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","131","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Nov 30 20:12:09 UTC 2025","broken","Sun Nov 30 20:12:10 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Create a new report","128","Create Report - No auth","QA|Nova Bank - Infopool","Sun Nov 30 20:12:36 UTC 2025","broken","Sun Nov 30 20:12:36 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","135","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Nov 30 20:12:18 UTC 2025","broken","Sun Nov 30 20:12:18 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","137","Update user - no auth","QA|Nova Bank - Infopool","Sun Nov 30 20:12:25 UTC 2025","broken","Sun Nov 30 20:12:25 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","128","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Nov 30 20:12:31 UTC 2025","broken","Sun Nov 30 20:12:31 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","125","Get Report Data - Question","QA|Nova Bank - Infopool","Sun Nov 30 20:12:37 UTC 2025","broken","Sun Nov 30 20:12:37 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Delete a report (soft delete)","128","Delete Report","QA|Nova Bank - Infopool","Sun Nov 30 20:12:37 UTC 2025","broken","Sun Nov 30 20:12:37 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","136","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Nov 30 20:12:13 UTC 2025","broken","Sun Nov 30 20:12:13 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","128","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sun Nov 30 20:12:17 UTC 2025","broken","Sun Nov 30 20:12:17 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Get a specific report by ID","128","Get Report by ID","QA|Nova Bank - Infopool","Sun Nov 30 20:12:35 UTC 2025","broken","Sun Nov 30 20:12:35 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","134","Get all Issues","QA|Nova Bank - Infopool","Sun Nov 30 20:12:16 UTC 2025","broken","Sun Nov 30 20:12:17 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","127","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Sun Nov 30 20:12:38 UTC 2025","broken","Sun Nov 30 20:12:38 UTC 2025","","corporate Adjustment","",""
"Create a new report","138","Create Report - Empty category","QA|Nova Bank - Infopool","Sun Nov 30 20:12:36 UTC 2025","broken","Sun Nov 30 20:12:37 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","123","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Nov 30 20:12:29 UTC 2025","broken","Sun Nov 30 20:12:29 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","130","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Nov 30 20:12:10 UTC 2025","broken","Sun Nov 30 20:12:10 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","133","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Nov 30 20:12:30 UTC 2025","broken","Sun Nov 30 20:12:30 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","128","Invalid current password - Change password","QA|Nova Bank - Infopool","Sun Nov 30 20:12:12 UTC 2025","broken","Sun Nov 30 20:12:12 UTC 2025","v1 > Profile > Password","Bank User","",""
