"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","89","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Mon Apr 14 07:33:22 GMT 2025","passed","Mon Apr 14 07:33:22 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","98","Fetch Customers Accounts","QA|Nova Bank - Infopool","Mon Apr 14 07:33:23 GMT 2025","passed","Mon Apr 14 07:33:23 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"Get a paginated list of reports with optional filtering","101","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Mon Apr 14 07:33:51 GMT 2025","passed","Mon Apr 14 07:33:52 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","126","audit trail","QA|Nova Bank - Infopool","Mon Apr 14 07:33:06 GMT 2025","passed","Mon Apr 14 07:33:06 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","88","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Mon Apr 14 07:33:42 GMT 2025","passed","Mon Apr 14 07:33:42 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","108","Update user - invalid action","QA|Nova Bank - Infopool","Mon Apr 14 07:33:38 GMT 2025","passed","Mon Apr 14 07:33:38 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"Get a paginated list of reports with optional filtering","88","Get Reports - No auth","QA|Nova Bank - Infopool","Mon Apr 14 07:33:51 GMT 2025","passed","Mon Apr 14 07:33:51 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"Get a specific report by ID","88","Get Report by ID - No auth","QA|Nova Bank - Infopool","Mon Apr 14 07:33:53 GMT 2025","passed","Mon Apr 14 07:33:53 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","97","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Mon Apr 14 07:33:40 GMT 2025","passed","Mon Apr 14 07:33:40 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","87","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Mon Apr 14 07:33:16 GMT 2025","passed","Mon Apr 14 07:33:16 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","89","No Auth - Get all definitions","QA|Nova Bank - Infopool","Mon Apr 14 07:33:36 GMT 2025","passed","Mon Apr 14 07:33:36 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Delete a report (soft delete)","123","Delete Report","QA|Nova Bank - Infopool","Mon Apr 14 07:34:00 GMT 2025","passed","Mon Apr 14 07:34:00 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","112","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Mon Apr 14 07:33:41 GMT 2025","failed","Mon Apr 14 07:33:41 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","97","Invalid name - Search Customers","QA|Nova Bank - Infopool","Mon Apr 14 07:33:18 GMT 2025","passed","Mon Apr 14 07:33:18 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","259","category by id","QA|Nova Bank - Infopool","Mon Apr 14 07:33:51 GMT 2025","passed","Mon Apr 14 07:33:51 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","103","Fetch all users","QA|Nova Bank - Infopool","Mon Apr 14 07:33:37 GMT 2025","passed","Mon Apr 14 07:33:37 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","108","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Mon Apr 14 07:33:41 GMT 2025","passed","Mon Apr 14 07:33:41 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","88","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Mon Apr 14 07:33:37 GMT 2025","passed","Mon Apr 14 07:33:37 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"Update an existing report","102","Update Report","QA|Nova Bank - Infopool","Mon Apr 14 07:34:00 GMT 2025","passed","Mon Apr 14 07:34:00 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","89","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Mon Apr 14 07:33:02 GMT 2025","passed","Mon Apr 14 07:33:02 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","112","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Mon Apr 14 07:33:39 GMT 2025","passed","Mon Apr 14 07:33:39 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","101","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Mon Apr 14 07:33:16 GMT 2025","passed","Mon Apr 14 07:33:17 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","109","Create organization - no name","QA|Nova Bank - Infopool","Mon Apr 14 07:33:39 GMT 2025","passed","Mon Apr 14 07:33:39 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","100","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Mon Apr 14 07:33:40 GMT 2025","passed","Mon Apr 14 07:33:40 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","85","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Mon Apr 14 07:33:42 GMT 2025","passed","Mon Apr 14 07:33:42 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","88","No auth - update role","QA|Nova Bank - Infopool","Mon Apr 14 07:33:38 GMT 2025","passed","Mon Apr 14 07:33:38 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","114","Empty current password - Change password","QA|Nova Bank - Infopool","Mon Apr 14 07:33:04 GMT 2025","passed","Mon Apr 14 07:33:04 GMT 2025","v1 > Profile > Password","Bank User","",""
"","91","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Mon Apr 14 07:33:06 GMT 2025","passed","Mon Apr 14 07:33:06 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","88","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Mon Apr 14 07:33:03 GMT 2025","passed","Mon Apr 14 07:33:03 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","98","Get role by ID - successful","QA|Nova Bank - Infopool","Mon Apr 14 07:33:44 GMT 2025","passed","Mon Apr 14 07:33:44 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","110","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Mon Apr 14 07:33:41 GMT 2025","passed","Mon Apr 14 07:33:41 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","89","No auth - category by id","QA|Nova Bank - Infopool","Mon Apr 14 07:33:51 GMT 2025","passed","Mon Apr 14 07:33:51 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","171","Get events - successful","QA|Nova Bank - Infopool","Mon Apr 14 07:33:05 GMT 2025","passed","Mon Apr 14 07:33:05 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","86","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Mon Apr 14 07:33:17 GMT 2025","passed","Mon Apr 14 07:33:17 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","103","Get single definition","QA|Nova Bank - Infopool","Mon Apr 14 07:33:36 GMT 2025","passed","Mon Apr 14 07:33:36 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","102","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Mon Apr 14 07:33:18 GMT 2025","passed","Mon Apr 14 07:33:18 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","3141","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Mon Apr 14 07:33:26 GMT 2025","passed","Mon Apr 14 07:33:29 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","88","Logout session - no session","QA|Nova Bank - Infopool","Mon Apr 14 07:33:51 GMT 2025","passed","Mon Apr 14 07:33:51 GMT 2025","v1 > Logout","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","94","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Mon Apr 14 07:33:02 GMT 2025","passed","Mon Apr 14 07:33:03 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","100","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Mon Apr 14 07:33:50 GMT 2025","failed","Mon Apr 14 07:33:50 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","88","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Mon Apr 14 07:33:06 GMT 2025","passed","Mon Apr 14 07:33:07 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","112","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Mon Apr 14 07:33:39 GMT 2025","passed","Mon Apr 14 07:33:39 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","99","Delete Attachment from Issue","QA|Nova Bank - Infopool","Mon Apr 14 07:33:16 GMT 2025","failed","Mon Apr 14 07:33:16 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","115","Remove user from an organization - successful","QA|Nova Bank - Infopool","Mon Apr 14 07:33:42 GMT 2025","passed","Mon Apr 14 07:33:42 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","2859","Fetch Customers Transactions","QA|Nova Bank - Infopool","Mon Apr 14 07:33:19 GMT 2025","passed","Mon Apr 14 07:33:22 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","6253","Invalid email format","QA|Nova Bank - Infopool","Mon Apr 14 07:32:55 GMT 2025","passed","Mon Apr 14 07:33:02 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","90","No Auth - Update definition","QA|Nova Bank - Infopool","Mon Apr 14 07:33:36 GMT 2025","passed","Mon Apr 14 07:33:37 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","87","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Mon Apr 14 07:33:15 GMT 2025","passed","Mon Apr 14 07:33:15 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","87","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Mon Apr 14 07:33:16 GMT 2025","passed","Mon Apr 14 07:33:16 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","105","Get roles - successful","QA|Nova Bank - Infopool","Mon Apr 14 07:33:43 GMT 2025","passed","Mon Apr 14 07:33:43 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","102","managers","QA|Nova Bank - Infopool","Mon Apr 14 07:33:43 GMT 2025","passed","Mon Apr 14 07:33:43 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","89","No Auth - Change password","QA|Nova Bank - Infopool","Mon Apr 14 07:33:03 GMT 2025","passed","Mon Apr 14 07:33:04 GMT 2025","v1 > Profile > Password","Bank User","",""
"","92","Add attachment to issue","QA|Nova Bank - Infopool","Mon Apr 14 07:33:16 GMT 2025","failed","Mon Apr 14 07:33:16 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","102","Create organization - name already exists","QA|Nova Bank - Infopool","Mon Apr 14 07:33:39 GMT 2025","passed","Mon Apr 14 07:33:39 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","186","Invalid current password - Change password","QA|Nova Bank - Infopool","Mon Apr 14 07:33:04 GMT 2025","passed","Mon Apr 14 07:33:04 GMT 2025","v1 > Profile > Password","Bank User","",""
"","116","Fetch Customers Channels","QA|Nova Bank - Infopool","Mon Apr 14 07:33:26 GMT 2025","passed","Mon Apr 14 07:33:26 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","106","Update profile - invalid phone number","QA|Nova Bank - Infopool","Mon Apr 14 07:33:05 GMT 2025","passed","Mon Apr 14 07:33:05 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"Get a specific report by ID","88","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Mon Apr 14 07:33:53 GMT 2025","passed","Mon Apr 14 07:33:53 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","3170","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Mon Apr 14 07:33:12 GMT 2025","passed","Mon Apr 14 07:33:15 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","87","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Mon Apr 14 07:33:23 GMT 2025","passed","Mon Apr 14 07:33:23 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"Get a specific report by ID","93","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Mon Apr 14 07:33:53 GMT 2025","passed","Mon Apr 14 07:33:53 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","88","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Mon Apr 14 07:33:07 GMT 2025","passed","Mon Apr 14 07:33:07 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","88","Get Report Data - No auth","QA|Nova Bank - Infopool","Mon Apr 14 07:34:04 GMT 2025","passed","Mon Apr 14 07:34:04 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","104","Create roles - empty name field","QA|Nova Bank - Infopool","Mon Apr 14 07:33:43 GMT 2025","passed","Mon Apr 14 07:33:43 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","87","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Mon Apr 14 07:33:07 GMT 2025","passed","Mon Apr 14 07:33:07 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","88","No auth - get user role","QA|Nova Bank - Infopool","Mon Apr 14 07:33:38 GMT 2025","passed","Mon Apr 14 07:33:38 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","101","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Mon Apr 14 07:33:18 GMT 2025","passed","Mon Apr 14 07:33:18 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","104","Get all Issues","QA|Nova Bank - Infopool","Mon Apr 14 07:33:09 GMT 2025","failed","Mon Apr 14 07:33:09 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","135","Get Email or SMS OTP","QA|Nova Bank - Infopool","Mon Apr 14 07:33:02 GMT 2025","passed","Mon Apr 14 07:33:02 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","146","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Mon Apr 14 07:33:22 GMT 2025","failed","Mon Apr 14 07:33:22 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","128","Search Customers","QA|Nova Bank - Infopool","Mon Apr 14 07:33:17 GMT 2025","passed","Mon Apr 14 07:33:17 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","3175","Get permission by ID - successful","QA|Nova Bank - Infopool","Mon Apr 14 07:33:47 GMT 2025","failed","Mon Apr 14 07:33:50 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","89","Get role by ID - no auth","QA|Nova Bank - Infopool","Mon Apr 14 07:33:47 GMT 2025","passed","Mon Apr 14 07:33:47 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","87","Export Report Data - No auth","QA|Nova Bank - Infopool","Mon Apr 14 07:34:05 GMT 2025","passed","Mon Apr 14 07:34:05 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","86","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Mon Apr 14 07:33:19 GMT 2025","passed","Mon Apr 14 07:33:19 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","133","Update role status","QA|Nova Bank - Infopool","Mon Apr 14 07:33:43 GMT 2025","passed","Mon Apr 14 07:33:43 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"Delete a report (soft delete)","108","Delete Report - Invalid id","QA|Nova Bank - Infopool","Mon Apr 14 07:34:00 GMT 2025","passed","Mon Apr 14 07:34:00 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","86","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Mon Apr 14 07:33:18 GMT 2025","passed","Mon Apr 14 07:33:18 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","90","Create roles - No auth","QA|Nova Bank - Infopool","Mon Apr 14 07:33:43 GMT 2025","passed","Mon Apr 14 07:33:43 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","87","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Mon Apr 14 07:33:16 GMT 2025","passed","Mon Apr 14 07:33:16 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","89","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Mon Apr 14 07:33:37 GMT 2025","passed","Mon Apr 14 07:33:37 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","106","Get Reports","QA|Nova Bank - Infopool","Mon Apr 14 07:33:51 GMT 2025","passed","Mon Apr 14 07:33:51 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","94","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Mon Apr 14 07:34:04 GMT 2025","passed","Mon Apr 14 07:34:04 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","88","No Auth - Get all permissions","QA|Nova Bank - Infopool","Mon Apr 14 07:33:50 GMT 2025","passed","Mon Apr 14 07:33:50 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"Create a new report","105","Create Report - Duplicate name","QA|Nova Bank - Infopool","Mon Apr 14 07:34:00 GMT 2025","passed","Mon Apr 14 07:34:00 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","108","Empty fields - Update definition","QA|Nova Bank - Infopool","Mon Apr 14 07:33:37 GMT 2025","passed","Mon Apr 14 07:33:37 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","376","Change password - successful","QA|Nova Bank - Infopool","Mon Apr 14 07:33:03 GMT 2025","passed","Mon Apr 14 07:33:03 GMT 2025","v1 > Profile > Password","Bank User","",""
"","89","Get permission by ID - No auth","QA|Nova Bank - Infopool","Mon Apr 14 07:33:50 GMT 2025","passed","Mon Apr 14 07:33:50 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","106","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Mon Apr 14 07:33:42 GMT 2025","passed","Mon Apr 14 07:33:43 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","104","Fetch user by ID - successful","QA|Nova Bank - Infopool","Mon Apr 14 07:33:37 GMT 2025","passed","Mon Apr 14 07:33:37 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","119","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Mon Apr 14 07:33:41 GMT 2025","passed","Mon Apr 14 07:33:41 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","94","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Mon Apr 14 07:33:02 GMT 2025","passed","Mon Apr 14 07:33:02 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","124","Update profile - successful","QA|Nova Bank - Infopool","Mon Apr 14 07:33:05 GMT 2025","passed","Mon Apr 14 07:33:05 GMT 2025","v1 > Profile > Update profile","Bank User","",""
