"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","99","category by id","QA|Nova Bank - Infopool","Wed May 28 00:18:45 GMT 2025","passed","Wed May 28 00:18:45 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","47","Get profile roles - successful","QA|Nova Bank - Infopool","Wed May 28 00:18:28 GMT 2025","passed","Wed May 28 00:18:28 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","3139","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Wed May 28 00:18:35 GMT 2025","passed","Wed May 28 00:18:38 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","47","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:18:43 GMT 2025","passed","Wed May 28 00:18:43 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","37","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Wed May 28 00:18:29 GMT 2025","passed","Wed May 28 00:18:29 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","56","No Auth - Get all Issues","QA|Nova Bank - Infopool","Wed May 28 00:18:31 GMT 2025","passed","Wed May 28 00:18:31 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","35","Get role by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:18:45 GMT 2025","failed","Wed May 28 00:18:45 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","39","Update Issue","QA|Nova Bank - Infopool","Wed May 28 00:18:31 GMT 2025","failed","Wed May 28 00:18:31 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","49","Invalid email format","QA|Nova Bank - Infopool","Wed May 28 00:18:27 GMT 2025","passed","Wed May 28 00:18:27 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"Get a paginated list of reports with optional filtering","34","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:18:45 GMT 2025","passed","Wed May 28 00:18:46 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","43","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Wed May 28 00:18:43 GMT 2025","passed","Wed May 28 00:18:43 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","33","No auth - managers","QA|Nova Bank - Infopool","Wed May 28 00:18:44 GMT 2025","passed","Wed May 28 00:18:44 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","34","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Wed May 28 00:18:41 GMT 2025","passed","Wed May 28 00:18:41 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"Get a paginated list of reports with optional filtering","34","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:18:46 GMT 2025","passed","Wed May 28 00:18:46 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","36","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Wed May 28 00:18:31 GMT 2025","failed","Wed May 28 00:18:31 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","35","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Wed May 28 00:18:42 GMT 2025","passed","Wed May 28 00:18:42 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","52","No auth - get user role","QA|Nova Bank - Infopool","Wed May 28 00:18:42 GMT 2025","passed","Wed May 28 00:18:42 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"Delete a report (soft delete)","35","Delete Report -No auth","QA|Nova Bank - Infopool","Wed May 28 00:18:46 GMT 2025","failed","Wed May 28 00:18:46 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","42","Change password - successful","QA|Nova Bank - Infopool","Wed May 28 00:18:28 GMT 2025","failed","Wed May 28 00:18:28 GMT 2025","v1 > Profile > Password","Bank User","",""
"Get a specific report by ID","37","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Wed May 28 00:18:46 GMT 2025","failed","Wed May 28 00:18:46 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","39","Get profile roles - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:18:28 GMT 2025","passed","Wed May 28 00:18:28 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","34","Get permission by ID - No auth","QA|Nova Bank - Infopool","Wed May 28 00:18:45 GMT 2025","passed","Wed May 28 00:18:45 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","53","Create organization - empty description","QA|Nova Bank - Infopool","Wed May 28 00:18:43 GMT 2025","passed","Wed May 28 00:18:43 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","42","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Wed May 28 00:18:28 GMT 2025","passed","Wed May 28 00:18:28 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","39","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 28 00:18:28 GMT 2025","passed","Wed May 28 00:18:28 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","63","resend_invitation_toUser","QA|Nova Bank - Infopool","Wed May 28 00:18:29 GMT 2025","passed","Wed May 28 00:18:29 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","34","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Wed May 28 00:18:43 GMT 2025","passed","Wed May 28 00:18:43 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","34","No Auth - Get all definitions","QA|Nova Bank - Infopool","Wed May 28 00:18:41 GMT 2025","passed","Wed May 28 00:18:41 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","36","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Wed May 28 00:18:44 GMT 2025","passed","Wed May 28 00:18:44 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","34","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Wed May 28 00:18:41 GMT 2025","failed","Wed May 28 00:18:41 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","35","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed May 28 00:18:31 GMT 2025","passed","Wed May 28 00:18:31 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","34","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Wed May 28 00:18:44 GMT 2025","passed","Wed May 28 00:18:44 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","37","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Wed May 28 00:18:46 GMT 2025","failed","Wed May 28 00:18:46 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","36","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Wed May 28 00:18:42 GMT 2025","failed","Wed May 28 00:18:42 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","51","Get all definitions","QA|Nova Bank - Infopool","Wed May 28 00:18:41 GMT 2025","passed","Wed May 28 00:18:41 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","464","Create a New Issue","QA|Nova Bank - Infopool","Wed May 28 00:18:30 GMT 2025","passed","Wed May 28 00:18:30 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","38","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Wed May 28 00:18:31 GMT 2025","passed","Wed May 28 00:18:31 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","57","Create organization - no name","QA|Nova Bank - Infopool","Wed May 28 00:18:42 GMT 2025","passed","Wed May 28 00:18:42 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","36","Update user - successful","QA|Nova Bank - Infopool","Wed May 28 00:18:42 GMT 2025","failed","Wed May 28 00:18:42 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","869","Successful login","QA|Nova Bank - Infopool","Wed May 28 00:18:20 GMT 2025","passed","Wed May 28 00:18:21 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","35","Export Report Data - No auth","QA|Nova Bank - Infopool","Wed May 28 00:18:46 GMT 2025","passed","Wed May 28 00:18:46 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"Get a specific report by ID","33","Get Report by UUID","QA|Nova Bank - Infopool","Wed May 28 00:18:46 GMT 2025","failed","Wed May 28 00:18:46 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","37","Get profile - user not logged in","QA|Nova Bank - Infopool","Wed May 28 00:18:28 GMT 2025","passed","Wed May 28 00:18:29 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","42","get user role","QA|Nova Bank - Infopool","Wed May 28 00:18:42 GMT 2025","passed","Wed May 28 00:18:42 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","34","Get roles - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:18:44 GMT 2025","passed","Wed May 28 00:18:44 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"Get a specific report by ID","35","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Wed May 28 00:18:46 GMT 2025","failed","Wed May 28 00:18:46 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","35","Update Customer Comment Copy","QA|Nova Bank - Infopool","Wed May 28 00:18:31 GMT 2025","passed","Wed May 28 00:18:31 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","38","Add attachment to issue","QA|Nova Bank - Infopool","Wed May 28 00:18:31 GMT 2025","failed","Wed May 28 00:18:31 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","8","New Request","QA|Nova Bank - Infopool","Wed May 28 00:18:41 GMT 2025","broken","Wed May 28 00:18:41 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","34","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Wed May 28 00:18:45 GMT 2025","failed","Wed May 28 00:18:45 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","35","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Wed May 28 00:18:31 GMT 2025","passed","Wed May 28 00:18:31 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","31","Get roles - successful","QA|Nova Bank - Infopool","Wed May 28 00:18:44 GMT 2025","passed","Wed May 28 00:18:44 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","36","Get profile - successfully","QA|Nova Bank - Infopool","Wed May 28 00:18:28 GMT 2025","failed","Wed May 28 00:18:28 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","36","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Wed May 28 00:18:44 GMT 2025","passed","Wed May 28 00:18:44 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","35","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Wed May 28 00:18:44 GMT 2025","passed","Wed May 28 00:18:44 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","2397","Fetch Customers Transactions","QA|Nova Bank - Infopool","Wed May 28 00:18:32 GMT 2025","passed","Wed May 28 00:18:34 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","35","Delete Customer Comment","QA|Nova Bank - Infopool","Wed May 28 00:18:31 GMT 2025","failed","Wed May 28 00:18:32 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","55","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Wed May 28 00:18:43 GMT 2025","passed","Wed May 28 00:18:43 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","41","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 28 00:18:28 GMT 2025","passed","Wed May 28 00:18:28 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Create a new report","36","Create Report - Duplicate name","QA|Nova Bank - Infopool","Wed May 28 00:18:46 GMT 2025","failed","Wed May 28 00:18:46 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","56","Create organization - empty city value","QA|Nova Bank - Infopool","Wed May 28 00:18:43 GMT 2025","passed","Wed May 28 00:18:43 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","35","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Wed May 28 00:18:32 GMT 2025","failed","Wed May 28 00:18:32 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","72","Fetch Customer By ID","QA|Nova Bank - Infopool","Wed May 28 00:18:32 GMT 2025","passed","Wed May 28 00:18:32 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","36","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Wed May 28 00:18:46 GMT 2025","failed","Wed May 28 00:18:46 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","82","verifyOTP","QA|Nova Bank - Infopool","Wed May 28 00:18:27 GMT 2025","passed","Wed May 28 00:18:27 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","12","New Request","QA|Nova Bank - Infopool","Wed May 28 00:18:28 GMT 2025","broken","Wed May 28 00:18:28 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","35","Get events - invalid end date","QA|Nova Bank - Infopool","Wed May 28 00:18:29 GMT 2025","failed","Wed May 28 00:18:29 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","59","Search Customers","QA|Nova Bank - Infopool","Wed May 28 00:18:32 GMT 2025","passed","Wed May 28 00:18:32 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","102","No auth - Create a New Issue","QA|Nova Bank - Infopool","Wed May 28 00:18:30 GMT 2025","passed","Wed May 28 00:18:30 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","57","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Wed May 28 00:18:43 GMT 2025","passed","Wed May 28 00:18:43 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","58","Create organization - name already exists","QA|Nova Bank - Infopool","Wed May 28 00:18:42 GMT 2025","passed","Wed May 28 00:18:43 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","36","Fetch Customer Comments","QA|Nova Bank - Infopool","Wed May 28 00:18:31 GMT 2025","failed","Wed May 28 00:18:31 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","40","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Wed May 28 00:18:27 GMT 2025","passed","Wed May 28 00:18:28 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","36","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Wed May 28 00:18:31 GMT 2025","failed","Wed May 28 00:18:31 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","48","Fetch all users","QA|Nova Bank - Infopool","Wed May 28 00:18:42 GMT 2025","passed","Wed May 28 00:18:42 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","37","Create  organization - without parent id","QA|Nova Bank - Infopool","Wed May 28 00:18:42 GMT 2025","failed","Wed May 28 00:18:42 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","38","Update profile - No Auth","QA|Nova Bank - Infopool","Wed May 28 00:18:29 GMT 2025","passed","Wed May 28 00:18:29 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","36","Update profile - no phone number","QA|Nova Bank - Infopool","Wed May 28 00:18:29 GMT 2025","failed","Wed May 28 00:18:29 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","57","Create  organization","QA|Nova Bank - Infopool","Wed May 28 00:18:42 GMT 2025","failed","Wed May 28 00:18:42 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","36","No auth - update role","QA|Nova Bank - Infopool","Wed May 28 00:18:42 GMT 2025","passed","Wed May 28 00:18:42 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","34","Fetch Customers Channels","QA|Nova Bank - Infopool","Wed May 28 00:18:41 GMT 2025","failed","Wed May 28 00:18:41 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","36","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed May 28 00:18:31 GMT 2025","failed","Wed May 28 00:18:31 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","34","No auth - Create  organization","QA|Nova Bank - Infopool","Wed May 28 00:18:42 GMT 2025","passed","Wed May 28 00:18:42 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","38","Empty current password - Change password","QA|Nova Bank - Infopool","Wed May 28 00:18:28 GMT 2025","failed","Wed May 28 00:18:28 GMT 2025","v1 > Profile > Password","Bank User","",""
"","36","No auth - category by id","QA|Nova Bank - Infopool","Wed May 28 00:18:45 GMT 2025","passed","Wed May 28 00:18:45 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","41","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Wed May 28 00:18:30 GMT 2025","passed","Wed May 28 00:18:30 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","41","Update profile","QA|Nova Bank - Infopool","Wed May 28 00:18:29 GMT 2025","failed","Wed May 28 00:18:29 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","39","Get Report Data - Question","QA|Nova Bank - Infopool","Wed May 28 00:18:46 GMT 2025","failed","Wed May 28 00:18:46 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","54","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed May 28 00:18:44 GMT 2025","passed","Wed May 28 00:18:44 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","36","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Wed May 28 00:18:43 GMT 2025","passed","Wed May 28 00:18:43 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","71","Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed May 28 00:18:28 GMT 2025","passed","Wed May 28 00:18:28 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","36","Get Report Data - No auth","QA|Nova Bank - Infopool","Wed May 28 00:18:46 GMT 2025","passed","Wed May 28 00:18:46 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","35","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Wed May 28 00:18:35 GMT 2025","failed","Wed May 28 00:18:35 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"Get a paginated list of reports with optional filtering","37","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Wed May 28 00:18:45 GMT 2025","failed","Wed May 28 00:18:45 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","70","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Wed May 28 00:18:30 GMT 2025","failed","Wed May 28 00:18:31 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","105","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Wed May 28 00:18:35 GMT 2025","passed","Wed May 28 00:18:35 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","56","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Wed May 28 00:18:43 GMT 2025","passed","Wed May 28 00:18:43 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
