"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46","Create organization - empty mis code","QA|Nova Bank - Infopool","Fri May 30 17:46:40 GMT 2025","passed","Fri May 30 17:46:40 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","121","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Fri May 30 17:46:33 GMT 2025","passed","Fri May 30 17:46:33 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","39","Invalid name - Search Customers","QA|Nova Bank - Infopool","Fri May 30 17:46:35 GMT 2025","failed","Fri May 30 17:46:35 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","37","Create roles - No auth","QA|Nova Bank - Infopool","Fri May 30 17:46:48 GMT 2025","passed","Fri May 30 17:46:48 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","43","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Fri May 30 17:46:30 GMT 2025","passed","Fri May 30 17:46:30 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","38","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Fri May 30 17:46:50 GMT 2025","failed","Fri May 30 17:46:50 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","37","Get profile - No Auth","QA|Nova Bank - Infopool","Fri May 30 17:46:32 GMT 2025","passed","Fri May 30 17:46:32 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","37","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Fri May 30 17:46:47 GMT 2025","passed","Fri May 30 17:46:47 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","35","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri May 30 17:46:38 GMT 2025","passed","Fri May 30 17:46:38 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","35","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri May 30 17:46:35 GMT 2025","passed","Fri May 30 17:46:35 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","123","Weak password - Change password","QA|Nova Bank - Infopool","Fri May 30 17:46:31 GMT 2025","passed","Fri May 30 17:46:31 GMT 2025","v1 > Profile > Password","Bank User","",""
"","32","Get roles - successful","QA|Nova Bank - Infopool","Fri May 30 17:46:48 GMT 2025","passed","Fri May 30 17:46:48 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"Get a specific report by ID","36","Get Report by ID","QA|Nova Bank - Infopool","Fri May 30 17:46:49 GMT 2025","failed","Fri May 30 17:46:49 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","42","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri May 30 17:46:30 GMT 2025","passed","Fri May 30 17:46:31 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","67","Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri May 30 17:46:30 GMT 2025","passed","Fri May 30 17:46:30 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","38","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Fri May 30 17:46:38 GMT 2025","failed","Fri May 30 17:46:38 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","53","Add Comment to Customer","QA|Nova Bank - Infopool","Fri May 30 17:46:35 GMT 2025","failed","Fri May 30 17:46:35 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","36","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Fri May 30 17:46:47 GMT 2025","passed","Fri May 30 17:46:47 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"Update an existing report","38","Update Report - No auth","QA|Nova Bank - Infopool","Fri May 30 17:46:49 GMT 2025","passed","Fri May 30 17:46:49 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","37","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Fri May 30 17:46:35 GMT 2025","passed","Fri May 30 17:46:35 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","38","No Auth - Update definition","QA|Nova Bank - Infopool","Fri May 30 17:46:39 GMT 2025","passed","Fri May 30 17:46:39 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","46","managers","QA|Nova Bank - Infopool","Fri May 30 17:46:48 GMT 2025","passed","Fri May 30 17:46:48 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","44","Update role status - role does not exist","QA|Nova Bank - Infopool","Fri May 30 17:46:48 GMT 2025","passed","Fri May 30 17:46:48 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","38","Get Report Data - No auth","QA|Nova Bank - Infopool","Fri May 30 17:46:50 GMT 2025","passed","Fri May 30 17:46:50 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Delete a report (soft delete)","36","Delete Report - Invalid id","QA|Nova Bank - Infopool","Fri May 30 17:46:50 GMT 2025","failed","Fri May 30 17:46:50 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","37","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Fri May 30 17:46:34 GMT 2025","passed","Fri May 30 17:46:34 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
