"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","53","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 22 20:11:30 GMT 2025","passed","Sun Jun 22 20:11:30 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","96","Get all Issues","QA|Nova Bank - Infopool","Sun Jun 22 20:11:07 GMT 2025","failed","Sun Jun 22 20:11:07 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","105","Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 22 20:11:15 GMT 2025","passed","Sun Jun 22 20:11:15 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","92","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 22 20:11:02 GMT 2025","failed","Sun Jun 22 20:11:03 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","57","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Jun 22 20:11:04 GMT 2025","passed","Sun Jun 22 20:11:04 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","45","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Jun 22 20:11:16 GMT 2025","passed","Sun Jun 22 20:11:16 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","46","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Jun 22 20:11:15 GMT 2025","passed","Sun Jun 22 20:11:15 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","59","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 22 20:11:28 GMT 2025","passed","Sun Jun 22 20:11:28 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","94","Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 22 20:11:11 GMT 2025","failed","Sun Jun 22 20:11:11 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","119","Update definition","QA|Nova Bank - Infopool","Sun Jun 22 20:11:21 GMT 2025","passed","Sun Jun 22 20:11:21 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","249","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 22 20:11:14 GMT 2025","passed","Sun Jun 22 20:11:14 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","59","Invalid email format","QA|Nova Bank - Infopool","Sun Jun 22 20:11:01 GMT 2025","passed","Sun Jun 22 20:11:01 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","54","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 22 20:11:02 GMT 2025","passed","Sun Jun 22 20:11:02 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","46","No Auth - Change password","QA|Nova Bank - Infopool","Sun Jun 22 20:11:03 GMT 2025","passed","Sun Jun 22 20:11:03 GMT 2025","v1 > Profile > Password","Bank User","",""
"","61","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 22 20:11:28 GMT 2025","passed","Sun Jun 22 20:11:29 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","81","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Jun 22 20:11:30 GMT 2025","passed","Sun Jun 22 20:11:30 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","114","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 22 20:11:20 GMT 2025","passed","Sun Jun 22 20:11:20 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","48","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Jun 22 20:11:21 GMT 2025","passed","Sun Jun 22 20:11:21 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","79","Remove user from an organization - successful","QA|Nova Bank - Infopool","Sun Jun 22 20:11:30 GMT 2025","passed","Sun Jun 22 20:11:30 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","61","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 22 20:11:30 GMT 2025","passed","Sun Jun 22 20:11:30 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","45","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Jun 22 20:11:21 GMT 2025","passed","Sun Jun 22 20:11:21 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","2755","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 22 20:11:17 GMT 2025","passed","Sun Jun 22 20:11:20 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","67","Invalid name - Search Customers","QA|Nova Bank - Infopool","Sun Jun 22 20:11:15 GMT 2025","passed","Sun Jun 22 20:11:15 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","54","Update user - empty action field","QA|Nova Bank - Infopool","Sun Jun 22 20:11:21 GMT 2025","passed","Sun Jun 22 20:11:21 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","59","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sun Jun 22 20:11:29 GMT 2025","passed","Sun Jun 22 20:11:29 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","71","Search Customers","QA|Nova Bank - Infopool","Sun Jun 22 20:11:15 GMT 2025","passed","Sun Jun 22 20:11:16 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","55","No user credentials","QA|Nova Bank - Infopool","Sun Jun 22 20:11:01 GMT 2025","passed","Sun Jun 22 20:11:01 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","47","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 22 20:11:15 GMT 2025","passed","Sun Jun 22 20:11:15 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","3191","Create  organization","QA|Nova Bank - Infopool","Sun Jun 22 20:11:25 GMT 2025","passed","Sun Jun 22 20:11:28 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","45","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 22 20:11:20 GMT 2025","passed","Sun Jun 22 20:11:20 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","62","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 22 20:11:20 GMT 2025","failed","Sun Jun 22 20:11:20 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","3120","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 22 20:11:08 GMT 2025","passed","Sun Jun 22 20:11:11 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","46","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 22 20:11:20 GMT 2025","passed","Sun Jun 22 20:11:20 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","56","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Jun 22 20:11:29 GMT 2025","passed","Sun Jun 22 20:11:29 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","47","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun Jun 22 20:11:30 GMT 2025","failed","Sun Jun 22 20:11:30 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","113","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Jun 22 20:11:05 GMT 2025","passed","Sun Jun 22 20:11:05 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","225","Update profile - successful","QA|Nova Bank - Infopool","Sun Jun 22 20:11:04 GMT 2025","passed","Sun Jun 22 20:11:04 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","56","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Jun 22 20:11:29 GMT 2025","passed","Sun Jun 22 20:11:29 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","47","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 22 20:11:15 GMT 2025","passed","Sun Jun 22 20:11:15 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","55","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 22 20:11:01 GMT 2025","passed","Sun Jun 22 20:11:02 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","124","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 22 20:11:06 GMT 2025","passed","Sun Jun 22 20:11:07 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","47","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Jun 22 20:11:07 GMT 2025","passed","Sun Jun 22 20:11:08 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","57","Create organization - empty description","QA|Nova Bank - Infopool","Sun Jun 22 20:11:28 GMT 2025","passed","Sun Jun 22 20:11:28 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","63","Get all definitions","QA|Nova Bank - Infopool","Sun Jun 22 20:11:20 GMT 2025","passed","Sun Jun 22 20:11:20 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","48","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sun Jun 22 20:11:08 GMT 2025","failed","Sun Jun 22 20:11:08 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","98","resend_invitation_toUser","QA|Nova Bank - Infopool","Sun Jun 22 20:11:06 GMT 2025","passed","Sun Jun 22 20:11:06 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
