"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Thu Jun 05 19:08:25 GMT 2025","passed","Thu Jun 05 19:08:25 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","35","Get roles - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 19:08:27 GMT 2025","passed","Thu Jun 05 19:08:27 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","36","Get all definitions","QA|Nova Bank - Infopool","Thu Jun 05 19:08:25 GMT 2025","passed","Thu Jun 05 19:08:25 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","52","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 19:07:13 GMT 2025","passed","Thu Jun 05 19:07:13 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","34","Create organization - empty mis code","QA|Nova Bank - Infopool","Thu Jun 05 19:08:26 GMT 2025","passed","Thu Jun 05 19:08:26 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Thu Jun 05 19:08:27 GMT 2025","passed","Thu Jun 05 19:08:27 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","32","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Thu Jun 05 19:08:29 GMT 2025","passed","Thu Jun 05 19:08:29 GMT 2025","","corporate Adjustment","",""
"","34","No auth - category by id","QA|Nova Bank - Infopool","Thu Jun 05 19:08:28 GMT 2025","passed","Thu Jun 05 19:08:28 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","36","Fetch Customers Accounts","QA|Nova Bank - Infopool","Thu Jun 05 19:08:25 GMT 2025","passed","Thu Jun 05 19:08:25 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","33","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Thu Jun 05 19:08:27 GMT 2025","passed","Thu Jun 05 19:08:27 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","35","Update role status","QA|Nova Bank - Infopool","Thu Jun 05 19:08:27 GMT 2025","passed","Thu Jun 05 19:08:28 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","33","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Thu Jun 05 19:08:28 GMT 2025","passed","Thu Jun 05 19:08:28 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","33","Get Reports Stats","QA|Nova Bank - Infopool","Thu Jun 05 19:08:28 GMT 2025","passed","Thu Jun 05 19:08:28 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","53","Get all Issues","QA|Nova Bank - Infopool","Thu Jun 05 19:07:14 GMT 2025","failed","Thu Jun 05 19:07:14 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","46","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 19:07:14 GMT 2025","passed","Thu Jun 05 19:07:14 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Get a specific report by ID","33","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Thu Jun 05 19:08:29 GMT 2025","passed","Thu Jun 05 19:08:29 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","68","verify OTP","QA|Nova Bank - Infopool","Thu Jun 05 19:07:11 GMT 2025","passed","Thu Jun 05 19:07:11 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"Get a paginated list of reports with optional filtering","33","Get Report Objects - Question","QA|Nova Bank - Infopool","Thu Jun 05 19:08:28 GMT 2025","passed","Thu Jun 05 19:08:28 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","35","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 19:08:26 GMT 2025","passed","Thu Jun 05 19:08:26 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","132","Add Comment to Issue","QA|Nova Bank - Infopool","Thu Jun 05 19:07:14 GMT 2025","passed","Thu Jun 05 19:07:14 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","44","Update profile - invalid phone number","QA|Nova Bank - Infopool","Thu Jun 05 19:07:12 GMT 2025","passed","Thu Jun 05 19:07:12 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","41","No email - Forgot Password","QA|Nova Bank - Infopool","Thu Jun 05 19:07:10 GMT 2025","passed","Thu Jun 05 19:07:10 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","32","No Auth - Fetch all users","QA|Nova Bank - Infopool","Thu Jun 05 19:08:25 GMT 2025","passed","Thu Jun 05 19:08:25 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","37","Get profile - No Auth","QA|Nova Bank - Infopool","Thu Jun 05 19:07:12 GMT 2025","passed","Thu Jun 05 19:07:12 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","34","Update user - invalid action","QA|Nova Bank - Infopool","Thu Jun 05 19:08:26 GMT 2025","passed","Thu Jun 05 19:08:26 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","33","Create roles - No auth","QA|Nova Bank - Infopool","Thu Jun 05 19:08:27 GMT 2025","passed","Thu Jun 05 19:08:27 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","616","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Thu Jun 05 19:07:16 GMT 2025","passed","Thu Jun 05 19:07:16 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","34","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Thu Jun 05 19:08:27 GMT 2025","passed","Thu Jun 05 19:08:27 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","33","Update role status - role does not exist","QA|Nova Bank - Infopool","Thu Jun 05 19:08:28 GMT 2025","passed","Thu Jun 05 19:08:28 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","37","Create  organization","QA|Nova Bank - Infopool","Thu Jun 05 19:08:26 GMT 2025","passed","Thu Jun 05 19:08:26 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Delete a report (soft delete)","32","Delete Report -No auth","QA|Nova Bank - Infopool","Thu Jun 05 19:08:29 GMT 2025","passed","Thu Jun 05 19:08:29 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","37","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Thu Jun 05 19:07:15 GMT 2025","passed","Thu Jun 05 19:07:15 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Get a paginated list of reports with optional filtering","35","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Thu Jun 05 19:08:28 GMT 2025","passed","Thu Jun 05 19:08:28 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","390","Create a New Issue","QA|Nova Bank - Infopool","Thu Jun 05 19:07:13 GMT 2025","passed","Thu Jun 05 19:07:13 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","34","Get Report Data - No auth","QA|Nova Bank - Infopool","Thu Jun 05 19:08:29 GMT 2025","passed","Thu Jun 05 19:08:29 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","37","No Auth - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 19:07:15 GMT 2025","passed","Thu Jun 05 19:07:15 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","33","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Thu Jun 05 19:08:27 GMT 2025","passed","Thu Jun 05 19:08:27 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","34","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Thu Jun 05 19:08:26 GMT 2025","passed","Thu Jun 05 19:08:26 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","Update organization details by ID - successful","QA|Nova Bank - Infopool","Thu Jun 05 19:08:26 GMT 2025","passed","Thu Jun 05 19:08:27 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","39","Create  organization - without parent id","QA|Nova Bank - Infopool","Thu Jun 05 19:08:26 GMT 2025","passed","Thu Jun 05 19:08:26 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Update an existing report","33","Update Report - Invalid id","QA|Nova Bank - Infopool","Thu Jun 05 19:08:29 GMT 2025","passed","Thu Jun 05 19:08:29 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"Get a paginated list of reports with optional filtering","37","Get Reports - No auth","QA|Nova Bank - Infopool","Thu Jun 05 19:08:28 GMT 2025","passed","Thu Jun 05 19:08:28 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","77","Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 19:07:10 GMT 2025","passed","Thu Jun 05 19:07:10 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","31","Add user to an organization - no auth","QA|Nova Bank - Infopool","Thu Jun 05 19:08:27 GMT 2025","passed","Thu Jun 05 19:08:27 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","32","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Thu Jun 05 19:08:27 GMT 2025","passed","Thu Jun 05 19:08:27 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","93","Get events - invalid start date","QA|Nova Bank - Infopool","Thu Jun 05 19:07:12 GMT 2025","passed","Thu Jun 05 19:07:12 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","35","Create organization - name already exists","QA|Nova Bank - Infopool","Thu Jun 05 19:08:26 GMT 2025","passed","Thu Jun 05 19:08:26 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","35","Fetch all users","QA|Nova Bank - Infopool","Thu Jun 05 19:08:25 GMT 2025","passed","Thu Jun 05 19:08:25 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"Update an existing report","32","Update Report - No auth","QA|Nova Bank - Infopool","Thu Jun 05 19:08:29 GMT 2025","passed","Thu Jun 05 19:08:29 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","32","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Thu Jun 05 19:08:29 GMT 2025","passed","Thu Jun 05 19:08:29 GMT 2025","","corporate Adjustment","",""
"","33","Update user - successful","QA|Nova Bank - Infopool","Thu Jun 05 19:08:25 GMT 2025","passed","Thu Jun 05 19:08:25 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","37","Invalid name - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 19:07:15 GMT 2025","failed","Thu Jun 05 19:07:15 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","6226","Invalid email format","QA|Nova Bank - Infopool","Thu Jun 05 19:07:03 GMT 2025","passed","Thu Jun 05 19:07:10 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","71","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Thu Jun 05 19:07:13 GMT 2025","passed","Thu Jun 05 19:07:13 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","37","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 19:07:15 GMT 2025","failed","Thu Jun 05 19:07:15 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","32","Get permission by ID - No auth","QA|Nova Bank - Infopool","Thu Jun 05 19:08:28 GMT 2025","passed","Thu Jun 05 19:08:28 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","37","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Thu Jun 05 19:07:16 GMT 2025","passed","Thu Jun 05 19:07:16 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","34","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Thu Jun 05 19:08:27 GMT 2025","passed","Thu Jun 05 19:08:27 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","32","No Auth - Get all permissions","QA|Nova Bank - Infopool","Thu Jun 05 19:08:28 GMT 2025","passed","Thu Jun 05 19:08:28 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","34","Fetch all organizations","QA|Nova Bank - Infopool","Thu Jun 05 19:08:26 GMT 2025","passed","Thu Jun 05 19:08:26 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","33","Remove user from an organization - successful","QA|Nova Bank - Infopool","Thu Jun 05 19:08:27 GMT 2025","passed","Thu Jun 05 19:08:27 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","38","No Auth - Search Customers","QA|Nova Bank - Infopool","Thu Jun 05 19:07:15 GMT 2025","passed","Thu Jun 05 19:07:16 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","37","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Thu Jun 05 19:07:15 GMT 2025","passed","Thu Jun 05 19:07:15 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","45","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Thu Jun 05 19:07:10 GMT 2025","passed","Thu Jun 05 19:07:10 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","33","Update definition","QA|Nova Bank - Infopool","Thu Jun 05 19:08:25 GMT 2025","passed","Thu Jun 05 19:08:25 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","31","No auth - managers","QA|Nova Bank - Infopool","Thu Jun 05 19:08:27 GMT 2025","passed","Thu Jun 05 19:08:27 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","40","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Thu Jun 05 19:07:15 GMT 2025","passed","Thu Jun 05 19:07:15 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
