"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","63","Get events - no auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:37 UTC 2026","broken","Wed Jan 07 18:55:37 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"","63","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Wed Jan 07 18:55:38 UTC 2026","broken","Wed Jan 07 18:55:38 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","129","Invalid current password - Change password","QA|Nova Bank - Infopool","Wed Jan 07 18:55:36 UTC 2026","broken","Wed Jan 07 18:55:36 UTC 2026","v1 > Profile > Password","Bank User","",""
"","65","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Wed Jan 07 18:55:44 UTC 2026","broken","Wed Jan 07 18:55:45 UTC 2026","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","65","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:42 UTC 2026","broken","Wed Jan 07 18:55:42 UTC 2026","v1 > Users > Fetch user by ID","Bank Admin","",""
"","64","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed Jan 07 18:55:45 UTC 2026","broken","Wed Jan 07 18:55:45 UTC 2026","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","62","Fetch Customers Channels","QA|Nova Bank - Infopool","Wed Jan 07 18:55:41 UTC 2026","broken","Wed Jan 07 18:55:41 UTC 2026","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","67","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jan 07 18:55:35 UTC 2026","broken","Wed Jan 07 18:55:35 UTC 2026","v1 > Auth > MFA > Verify","Bank User","",""
"","64","Update user - invalid action","QA|Nova Bank - Infopool","Wed Jan 07 18:55:43 UTC 2026","broken","Wed Jan 07 18:55:43 UTC 2026","v1 > Users > Update user","Bank Admin","",""
"","65","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Wed Jan 07 18:55:50 UTC 2026","broken","Wed Jan 07 18:55:50 UTC 2026","","corporate Adjustment","",""
"","61","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Wed Jan 07 18:55:40 UTC 2026","broken","Wed Jan 07 18:55:40 UTC 2026","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","68","Create organization - empty description","QA|Nova Bank - Infopool","Wed Jan 07 18:55:44 UTC 2026","broken","Wed Jan 07 18:55:44 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","62","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Wed Jan 07 18:55:40 UTC 2026","broken","Wed Jan 07 18:55:40 UTC 2026","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","63","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:44 UTC 2026","broken","Wed Jan 07 18:55:44 UTC 2026","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","68","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jan 07 18:55:35 UTC 2026","broken","Wed Jan 07 18:55:35 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","64","Update profile - invalid phone number","QA|Nova Bank - Infopool","Wed Jan 07 18:55:37 UTC 2026","broken","Wed Jan 07 18:55:37 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"","66","Create organization - no country ID","QA|Nova Bank - Infopool","Wed Jan 07 18:55:44 UTC 2026","broken","Wed Jan 07 18:55:44 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","65","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Wed Jan 07 18:55:38 UTC 2026","broken","Wed Jan 07 18:55:38 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","66","No auth - Create  organization","QA|Nova Bank - Infopool","Wed Jan 07 18:55:43 UTC 2026","broken","Wed Jan 07 18:55:43 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","63","get user role","QA|Nova Bank - Infopool","Wed Jan 07 18:55:43 UTC 2026","broken","Wed Jan 07 18:55:43 UTC 2026","v1 > Users > Role > Get role","Bank Admin","",""
"","83","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Wed Jan 07 18:55:45 UTC 2026","broken","Wed Jan 07 18:55:45 UTC 2026","v1 > Organizations > Delete organization","Bank Admin","",""
"","68","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed Jan 07 18:55:40 UTC 2026","broken","Wed Jan 07 18:55:41 UTC 2026","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","74","Empty new password - Change password","QA|Nova Bank - Infopool","Wed Jan 07 18:55:36 UTC 2026","broken","Wed Jan 07 18:55:36 UTC 2026","v1 > Profile > Password","Bank User","",""
"","62","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Wed Jan 07 18:55:37 UTC 2026","broken","Wed Jan 07 18:55:37 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"","65","Update role status - role does not exist","QA|Nova Bank - Infopool","Wed Jan 07 18:55:46 UTC 2026","broken","Wed Jan 07 18:55:47 UTC 2026","v1 > Roles > Update role","Bank Admin","",""
"","64","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Wed Jan 07 18:55:45 UTC 2026","broken","Wed Jan 07 18:55:46 UTC 2026","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","77","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Wed Jan 07 18:55:45 UTC 2026","broken","Wed Jan 07 18:55:45 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","64","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Wed Jan 07 18:55:38 UTC 2026","broken","Wed Jan 07 18:55:38 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","65","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Wed Jan 07 18:55:44 UTC 2026","broken","Wed Jan 07 18:55:44 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","103","Invalid credentials","QA|Nova Bank - Infopool","Wed Jan 07 18:55:34 UTC 2026","broken","Wed Jan 07 18:55:34 UTC 2026","v1 > Auth > Session > Login","Bank User","",""
"","62","Update user - no auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:43 UTC 2026","broken","Wed Jan 07 18:55:43 UTC 2026","v1 > Users > Update user","Bank Admin","",""
"","68","Get Issue by ID","QA|Nova Bank - Infopool","Wed Jan 07 18:55:39 UTC 2026","broken","Wed Jan 07 18:55:39 UTC 2026","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","78","verify OTP","QA|Nova Bank - Infopool","Wed Jan 07 18:55:35 UTC 2026","broken","Wed Jan 07 18:55:35 UTC 2026","v1 > Auth > MFA > Verify","Bank User","",""
"Update an existing report","63","Update Report - No auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:49 UTC 2026","broken","Wed Jan 07 18:55:49 UTC 2026","v1 > Report > Update Report","Bank Admin","",""
"","70","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Wed Jan 07 18:55:50 UTC 2026","broken","Wed Jan 07 18:55:50 UTC 2026","v1 > Report > Export Report Data","Bank Admin","",""
"","64","Get all definitions","QA|Nova Bank - Infopool","Wed Jan 07 18:55:42 UTC 2026","broken","Wed Jan 07 18:55:42 UTC 2026","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","64","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Wed Jan 07 18:55:40 UTC 2026","broken","Wed Jan 07 18:55:40 UTC 2026","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","63","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Wed Jan 07 18:55:41 UTC 2026","broken","Wed Jan 07 18:55:41 UTC 2026","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","64","Update profile - no phone number","QA|Nova Bank - Infopool","Wed Jan 07 18:55:36 UTC 2026","broken","Wed Jan 07 18:55:37 UTC 2026","v1 > Profile > Update profile","Bank User","",""
"","68","successful dashboard embed","QA|Nova Bank - Infopool","Wed Jan 07 18:55:42 UTC 2026","broken","Wed Jan 07 18:55:42 UTC 2026","embed dashboard","Bank User","",""
"","67","No Auth - Get all Issues","QA|Nova Bank - Infopool","Wed Jan 07 18:55:39 UTC 2026","broken","Wed Jan 07 18:55:39 UTC 2026","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","64","Delete Attachment from Issue","QA|Nova Bank - Infopool","Wed Jan 07 18:55:39 UTC 2026","broken","Wed Jan 07 18:55:39 UTC 2026","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"Get a paginated list of reports with optional filtering","62","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:48 UTC 2026","broken","Wed Jan 07 18:55:48 UTC 2026","v1 > Report > Get Report Stats","Bank Admin","",""
"","63","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:46 UTC 2026","broken","Wed Jan 07 18:55:46 UTC 2026","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","64","No Auth - Update definition","QA|Nova Bank - Infopool","Wed Jan 07 18:55:42 UTC 2026","broken","Wed Jan 07 18:55:42 UTC 2026","v1 > Static Definitions > Update definition","Bank Admin","",""
"","64","Add user to an organization - no auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:46 UTC 2026","broken","Wed Jan 07 18:55:46 UTC 2026","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Get a specific report by ID","63","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:48 UTC 2026","broken","Wed Jan 07 18:55:48 UTC 2026","v1 > Report > Get Report by UUID","Bank Admin","",""
"","63","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Wed Jan 07 18:55:41 UTC 2026","broken","Wed Jan 07 18:55:41 UTC 2026","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","64","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Wed Jan 07 18:55:39 UTC 2026","broken","Wed Jan 07 18:55:39 UTC 2026","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","64","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed Jan 07 18:55:41 UTC 2026","broken","Wed Jan 07 18:55:41 UTC 2026","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"Create a new report","64","Create Report - Duplicate name","QA|Nova Bank - Infopool","Wed Jan 07 18:55:49 UTC 2026","broken","Wed Jan 07 18:55:49 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","64","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Wed Jan 07 18:55:42 UTC 2026","broken","Wed Jan 07 18:55:42 UTC 2026","v1 > Users > Fetch user by ID","Bank Admin","",""
"","64","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed Jan 07 18:55:45 UTC 2026","broken","Wed Jan 07 18:55:45 UTC 2026","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","63","Fetch user by ID - successful","QA|Nova Bank - Infopool","Wed Jan 07 18:55:42 UTC 2026","broken","Wed Jan 07 18:55:42 UTC 2026","v1 > Users > Fetch user by ID","Bank Admin","",""
"","64","Get events - successful","QA|Nova Bank - Infopool","Wed Jan 07 18:55:37 UTC 2026","broken","Wed Jan 07 18:55:37 UTC 2026","v1 > Audit trail > Event","Bank User","",""
"Create a new report","64","Create Report - No auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:49 UTC 2026","broken","Wed Jan 07 18:55:49 UTC 2026","v1 > Report > Create Report","Bank Admin","",""
"","68","No Auth - Search Customers","QA|Nova Bank - Infopool","Wed Jan 07 18:55:40 UTC 2026","broken","Wed Jan 07 18:55:40 UTC 2026","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","61","No auth - category by id","QA|Nova Bank - Infopool","Wed Jan 07 18:55:47 UTC 2026","broken","Wed Jan 07 18:55:47 UTC 2026","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","92","reset password","QA|Nova Bank - Infopool","Wed Jan 07 18:55:35 UTC 2026","broken","Wed Jan 07 18:55:35 UTC 2026","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","63","Update Customer Comment","QA|Nova Bank - Infopool","Wed Jan 07 18:55:40 UTC 2026","broken","Wed Jan 07 18:55:40 UTC 2026","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","64","Update user - successful","QA|Nova Bank - Infopool","Wed Jan 07 18:55:43 UTC 2026","broken","Wed Jan 07 18:55:43 UTC 2026","v1 > Users > Update user","Bank Admin","",""
"","66","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Wed Jan 07 18:55:45 UTC 2026","broken","Wed Jan 07 18:55:45 UTC 2026","v1 > Organizations > Update organization","Bank Admin","",""
"","65","Get Report Data - No auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:49 UTC 2026","broken","Wed Jan 07 18:55:49 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
"","63","Fetch Customer By ID","QA|Nova Bank - Infopool","Wed Jan 07 18:55:41 UTC 2026","broken","Wed Jan 07 18:55:41 UTC 2026","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","102","No user credentials","QA|Nova Bank - Infopool","Wed Jan 07 18:55:34 UTC 2026","broken","Wed Jan 07 18:55:34 UTC 2026","v1 > Auth > Session > Login","Bank User","",""
"","63","Get role by ID - no auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:47 UTC 2026","broken","Wed Jan 07 18:55:47 UTC 2026","v1 > Roles > Get role by ID","Bank Admin","",""
"Delete a report (soft delete)","61","Delete Report -No auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:49 UTC 2026","broken","Wed Jan 07 18:55:49 UTC 2026","v1 > Report > Delete Report","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","81","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jan 07 18:55:35 UTC 2026","broken","Wed Jan 07 18:55:35 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","63","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Wed Jan 07 18:55:44 UTC 2026","broken","Wed Jan 07 18:55:44 UTC 2026","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","63","Get permission by ID - No auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:47 UTC 2026","broken","Wed Jan 07 18:55:47 UTC 2026","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","64","Empty current password - Change password","QA|Nova Bank - Infopool","Wed Jan 07 18:55:36 UTC 2026","broken","Wed Jan 07 18:55:36 UTC 2026","v1 > Profile > Password","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","135","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jan 07 18:55:35 UTC 2026","broken","Wed Jan 07 18:55:35 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","65","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Wed Jan 07 18:55:44 UTC 2026","broken","Wed Jan 07 18:55:44 UTC 2026","v1 > Organizations > Fetch organization","Bank Admin","",""
"","62","Get profile - successfully","QA|Nova Bank - Infopool","Wed Jan 07 18:55:36 UTC 2026","broken","Wed Jan 07 18:55:36 UTC 2026","v1 > Profile > Get profile","Bank User","",""
"","63","Change password - successful","QA|Nova Bank - Infopool","Wed Jan 07 18:55:36 UTC 2026","broken","Wed Jan 07 18:55:36 UTC 2026","v1 > Profile > Password","Bank User","",""
"","61","audit trail","QA|Nova Bank - Infopool","Wed Jan 07 18:55:37 UTC 2026","broken","Wed Jan 07 18:55:37 UTC 2026","v1 > Audit trail > Audit trail","Bank User","",""
"","66","Fetch all users","QA|Nova Bank - Infopool","Wed Jan 07 18:55:42 UTC 2026","broken","Wed Jan 07 18:55:43 UTC 2026","v1 > Users > Fetch users","Bank Admin","",""
"","77","Update profile","QA|Nova Bank - Infopool","Wed Jan 07 18:55:37 UTC 2026","broken","Wed Jan 07 18:55:37 UTC 2026","v1 > Profile > update profile image","Bank User","",""
"","63","Create organization - empty street value","QA|Nova Bank - Infopool","Wed Jan 07 18:55:44 UTC 2026","broken","Wed Jan 07 18:55:44 UTC 2026","v1 > Organizations > Create organization","Bank Admin","",""
"","63","Create roles - No auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:46 UTC 2026","broken","Wed Jan 07 18:55:46 UTC 2026","v1 > Roles > Create role","Bank Admin","",""
"Get a paginated list of reports with optional filtering","67","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Wed Jan 07 18:55:48 UTC 2026","broken","Wed Jan 07 18:55:48 UTC 2026","v1 > Report > Get Report","Bank Admin","",""
"","66","Update user - ID does not exist","QA|Nova Bank - Infopool","Wed Jan 07 18:55:43 UTC 2026","broken","Wed Jan 07 18:55:43 UTC 2026","v1 > Users > Update user","Bank Admin","",""
"","104","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Wed Jan 07 18:55:34 UTC 2026","broken","Wed Jan 07 18:55:35 UTC 2026","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","64","No Auth - Fetch all users","QA|Nova Bank - Infopool","Wed Jan 07 18:55:43 UTC 2026","broken","Wed Jan 07 18:55:43 UTC 2026","v1 > Users > Fetch users","Bank Admin","",""
"","65","Update role status","QA|Nova Bank - Infopool","Wed Jan 07 18:55:46 UTC 2026","broken","Wed Jan 07 18:55:46 UTC 2026","v1 > Roles > Update role","Bank Admin","",""
"","66","Update Issue","QA|Nova Bank - Infopool","Wed Jan 07 18:55:39 UTC 2026","broken","Wed Jan 07 18:55:39 UTC 2026","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Update an existing report","60","Update Report","QA|Nova Bank - Infopool","Wed Jan 07 18:55:49 UTC 2026","broken","Wed Jan 07 18:55:49 UTC 2026","v1 > Report > Update Report","Bank Admin","",""
"","65","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Wed Jan 07 18:55:38 UTC 2026","broken","Wed Jan 07 18:55:38 UTC 2026","v1 > Onboarding > Complete profile","Bank User","",""
"","64","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Wed Jan 07 18:55:46 UTC 2026","broken","Wed Jan 07 18:55:46 UTC 2026","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","63","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:48 UTC 2026","broken","Wed Jan 07 18:55:48 UTC 2026","v1 > Report > Get Report Object","Bank Admin","",""
"","62","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Wed Jan 07 18:55:41 UTC 2026","broken","Wed Jan 07 18:55:41 UTC 2026","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","60","Create roles","QA|Nova Bank - Infopool","Wed Jan 07 18:55:46 UTC 2026","broken","Wed Jan 07 18:55:46 UTC 2026","v1 > Roles > Create role","Bank Admin","",""
"","94","Create a New Issue","QA|Nova Bank - Infopool","Wed Jan 07 18:55:38 UTC 2026","broken","Wed Jan 07 18:55:38 UTC 2026","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Get a paginated list of reports with optional filtering","63","Get Report Objects - Question","QA|Nova Bank - Infopool","Wed Jan 07 18:55:48 UTC 2026","broken","Wed Jan 07 18:55:48 UTC 2026","v1 > Report > Get Report Object","Bank Admin","",""
"","64","Create roles - empty name field","QA|Nova Bank - Infopool","Wed Jan 07 18:55:46 UTC 2026","broken","Wed Jan 07 18:55:46 UTC 2026","v1 > Roles > Create role","Bank Admin","",""
"","64","search Corporate Adjustment","QA|Nova Bank - Infopool","Wed Jan 07 18:55:50 UTC 2026","broken","Wed Jan 07 18:55:50 UTC 2026","","corporate Adjustment","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","70","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Jan 07 18:55:35 UTC 2026","broken","Wed Jan 07 18:55:35 UTC 2026","v1 > Auth > MFA > Request","Bank User","",""
"","63","Get Report Data - Question","QA|Nova Bank - Infopool","Wed Jan 07 18:55:49 UTC 2026","broken","Wed Jan 07 18:55:49 UTC 2026","v1 > Report > Get Report Data","Bank Admin","",""
