"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40","successful dashboard embed","QA|Nova Bank - Infopool","Fri Jul 11 18:58:56 GMT 2025","passed","Fri Jul 11 18:58:56 GMT 2025","embed dashboard","Bank User","",""
"","85","add_comment_successfully","QA|Nova Bank - Infopool","Fri Jul 11 18:58:45 GMT 2025","passed","Fri Jul 11 18:58:45 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","33","Update user - no auth","QA|Nova Bank - Infopool","Fri Jul 11 18:58:57 GMT 2025","passed","Fri Jul 11 18:58:57 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","36","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Fri Jul 11 18:58:43 GMT 2025","passed","Fri Jul 11 18:58:43 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","33","Create organization - empty mis code","QA|Nova Bank - Infopool","Fri Jul 11 18:58:58 GMT 2025","failed","Fri Jul 11 18:58:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","33","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Jul 11 18:58:56 GMT 2025","passed","Fri Jul 11 18:58:56 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","116","update role","QA|Nova Bank - Infopool","Fri Jul 11 18:58:57 GMT 2025","passed","Fri Jul 11 18:58:58 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","72","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Jul 11 18:58:45 GMT 2025","failed","Fri Jul 11 18:58:45 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","51","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Jul 11 18:58:59 GMT 2025","passed","Fri Jul 11 18:58:59 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","90","Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Jul 11 18:58:45 GMT 2025","passed","Fri Jul 11 18:58:45 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","32","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Fri Jul 11 18:58:56 GMT 2025","passed","Fri Jul 11 18:58:56 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","76","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Fri Jul 11 18:58:40 GMT 2025","failed","Fri Jul 11 18:58:40 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","37","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Fri Jul 11 18:58:43 GMT 2025","passed","Fri Jul 11 18:58:43 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","223","Get profile - successfully","QA|Nova Bank - Infopool","Fri Jul 11 18:58:41 GMT 2025","passed","Fri Jul 11 18:58:41 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","32","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Jul 11 18:58:56 GMT 2025","passed","Fri Jul 11 18:58:56 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","123","Get events - invalid end date","QA|Nova Bank - Infopool","Fri Jul 11 18:58:42 GMT 2025","passed","Fri Jul 11 18:58:42 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","33","No Auth - Change password","QA|Nova Bank - Infopool","Fri Jul 11 18:58:41 GMT 2025","passed","Fri Jul 11 18:58:41 GMT 2025","v1 > Profile > Password","Bank User","",""
"","3098","managers","QA|Nova Bank - Infopool","Fri Jul 11 18:59:03 GMT 2025","passed","Fri Jul 11 18:59:06 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","43","Empty new password - Change password","QA|Nova Bank - Infopool","Fri Jul 11 18:58:41 GMT 2025","passed","Fri Jul 11 18:58:41 GMT 2025","v1 > Profile > Password","Bank User","",""
"","32","Health","QA|Nova Bank - Infopool","Fri Jul 11 18:58:56 GMT 2025","failed","Fri Jul 11 18:58:56 GMT 2025","v1 > Health","Bank Admin","",""
"","99","Fetch Customer By ID","QA|Nova Bank - Infopool","Fri Jul 11 18:58:52 GMT 2025","passed","Fri Jul 11 18:58:52 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","41","Update user - empty action field","QA|Nova Bank - Infopool","Fri Jul 11 18:58:57 GMT 2025","passed","Fri Jul 11 18:58:57 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","74","Add attachment to issue","QA|Nova Bank - Infopool","Fri Jul 11 18:58:45 GMT 2025","failed","Fri Jul 11 18:58:45 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","144","Update Issue","QA|Nova Bank - Infopool","Fri Jul 11 18:58:44 GMT 2025","passed","Fri Jul 11 18:58:44 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","363","Create a New Issue","QA|Nova Bank - Infopool","Fri Jul 11 18:58:43 GMT 2025","passed","Fri Jul 11 18:58:43 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","32","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Fri Jul 11 18:58:52 GMT 2025","passed","Fri Jul 11 18:58:52 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","43","Get profile roles - successful","QA|Nova Bank - Infopool","Fri Jul 11 18:58:40 GMT 2025","passed","Fri Jul 11 18:58:40 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","269","audit-search","QA|Nova Bank - Infopool","Fri Jul 11 18:58:42 GMT 2025","passed","Fri Jul 11 18:58:43 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","44","Create organization - name already exists","QA|Nova Bank - Infopool","Fri Jul 11 18:58:58 GMT 2025","passed","Fri Jul 11 18:58:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","No Auth - Update Issue","QA|Nova Bank - Infopool","Fri Jul 11 18:58:44 GMT 2025","passed","Fri Jul 11 18:58:44 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","67","Remove user from an organization - successful","QA|Nova Bank - Infopool","Fri Jul 11 18:59:00 GMT 2025","passed","Fri Jul 11 18:59:00 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","853","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri Jul 11 18:58:52 GMT 2025","passed","Fri Jul 11 18:58:53 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","46","Empty current password - Change password","QA|Nova Bank - Infopool","Fri Jul 11 18:58:41 GMT 2025","passed","Fri Jul 11 18:58:41 GMT 2025","v1 > Profile > Password","Bank User","",""
"","47","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Fri Jul 11 18:58:58 GMT 2025","passed","Fri Jul 11 18:58:58 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Fri Jul 11 18:58:59 GMT 2025","failed","Fri Jul 11 18:58:59 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","32","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Fri Jul 11 18:58:59 GMT 2025","failed","Fri Jul 11 18:58:59 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","32","No Auth - Update definition","QA|Nova Bank - Infopool","Fri Jul 11 18:58:57 GMT 2025","passed","Fri Jul 11 18:58:57 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","38","No email - Forgot Password","QA|Nova Bank - Infopool","Fri Jul 11 18:58:39 GMT 2025","passed","Fri Jul 11 18:58:39 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","97","Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Jul 11 18:58:56 GMT 2025","passed","Fri Jul 11 18:58:56 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","169","Fetch all users","QA|Nova Bank - Infopool","Fri Jul 11 18:58:57 GMT 2025","passed","Fri Jul 11 18:58:57 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","48","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Fri Jul 11 18:58:59 GMT 2025","passed","Fri Jul 11 18:58:59 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","43","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Fri Jul 11 18:58:56 GMT 2025","failed","Fri Jul 11 18:58:56 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","656","verifyOTP","QA|Nova Bank - Infopool","Fri Jul 11 18:58:39 GMT 2025","passed","Fri Jul 11 18:58:39 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","3167","Search Customers","QA|Nova Bank - Infopool","Fri Jul 11 18:58:46 GMT 2025","passed","Fri Jul 11 18:58:49 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","120","Get events - invalid start date","QA|Nova Bank - Infopool","Fri Jul 11 18:58:42 GMT 2025","passed","Fri Jul 11 18:58:42 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","53","Get all definitions","QA|Nova Bank - Infopool","Fri Jul 11 18:58:56 GMT 2025","passed","Fri Jul 11 18:58:56 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","54","Search Customers","QA|Nova Bank - Infopool","Fri Jul 11 18:58:52 GMT 2025","passed","Fri Jul 11 18:58:52 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
