"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","81","Update user - no auth","QA|Nova Bank - Infopool","Sun Jul 06 20:12:00 GMT 2025","passed","Sun Jul 06 20:12:01 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","100","Get roles - successful","QA|Nova Bank - Infopool","Sun Jul 06 20:12:06 GMT 2025","passed","Sun Jul 06 20:12:06 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","188","Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jul 06 20:11:45 GMT 2025","passed","Sun Jul 06 20:11:45 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","81","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jul 06 20:11:46 GMT 2025","passed","Sun Jul 06 20:11:46 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","3148","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jul 06 20:11:52 GMT 2025","failed","Sun Jul 06 20:11:55 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","136","audit trail","QA|Nova Bank - Infopool","Sun Jul 06 20:11:34 GMT 2025","passed","Sun Jul 06 20:11:35 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","156","Update definition","QA|Nova Bank - Infopool","Sun Jul 06 20:11:59 GMT 2025","passed","Sun Jul 06 20:12:00 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","150","Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jul 06 20:11:59 GMT 2025","passed","Sun Jul 06 20:11:59 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","92","Empty current password - Change password","QA|Nova Bank - Infopool","Sun Jul 06 20:11:32 GMT 2025","passed","Sun Jul 06 20:11:32 GMT 2025","v1 > Profile > Password","Bank User","",""
"","105","Search Customers","QA|Nova Bank - Infopool","Sun Jul 06 20:11:47 GMT 2025","passed","Sun Jul 06 20:11:47 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","1073","Successful login","QA|Nova Bank - Infopool","Sun Jul 06 20:11:21 GMT 2025","passed","Sun Jul 06 20:11:22 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","81","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jul 06 20:11:35 GMT 2025","passed","Sun Jul 06 20:11:36 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","94","successful dashboard embed","QA|Nova Bank - Infopool","Sun Jul 06 20:11:59 GMT 2025","passed","Sun Jul 06 20:11:59 GMT 2025","embed dashboard","Bank User","",""
"","96","managers","QA|Nova Bank - Infopool","Sun Jul 06 20:12:05 GMT 2025","passed","Sun Jul 06 20:12:05 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","981","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jul 06 20:11:48 GMT 2025","passed","Sun Jul 06 20:11:49 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","180","Weak password - Change password","QA|Nova Bank - Infopool","Sun Jul 06 20:11:32 GMT 2025","passed","Sun Jul 06 20:11:32 GMT 2025","v1 > Profile > Password","Bank User","",""
"","90","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Jul 06 20:12:05 GMT 2025","passed","Sun Jul 06 20:12:05 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","95","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Jul 06 20:12:02 GMT 2025","passed","Sun Jul 06 20:12:02 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","735","verifyOTP","QA|Nova Bank - Infopool","Sun Jul 06 20:11:28 GMT 2025","passed","Sun Jul 06 20:11:29 GMT 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","93","Create organization - name already exists","QA|Nova Bank - Infopool","Sun Jul 06 20:12:02 GMT 2025","passed","Sun Jul 06 20:12:02 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","83","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sun Jul 06 20:11:45 GMT 2025","failed","Sun Jul 06 20:11:45 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","97","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sun Jul 06 20:12:04 GMT 2025","passed","Sun Jul 06 20:12:04 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","83","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Jul 06 20:11:33 GMT 2025","passed","Sun Jul 06 20:11:33 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","96","Create organization - no country ID","QA|Nova Bank - Infopool","Sun Jul 06 20:12:02 GMT 2025","failed","Sun Jul 06 20:12:02 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","86","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jul 06 20:11:30 GMT 2025","passed","Sun Jul 06 20:11:30 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","80","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Jul 06 20:11:48 GMT 2025","passed","Sun Jul 06 20:11:48 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","81","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jul 06 20:12:04 GMT 2025","passed","Sun Jul 06 20:12:04 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","183","Update Issue","QA|Nova Bank - Infopool","Sun Jul 06 20:11:45 GMT 2025","passed","Sun Jul 06 20:11:45 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","84","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Jul 06 20:11:30 GMT 2025","passed","Sun Jul 06 20:11:30 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","81","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jul 06 20:11:58 GMT 2025","passed","Sun Jul 06 20:11:59 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","82","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Jul 06 20:11:45 GMT 2025","passed","Sun Jul 06 20:11:45 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","90","Create organization - no name","QA|Nova Bank - Infopool","Sun Jul 06 20:12:02 GMT 2025","passed","Sun Jul 06 20:12:02 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","94","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Jul 06 20:11:34 GMT 2025","passed","Sun Jul 06 20:11:34 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","101","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jul 06 20:12:04 GMT 2025","passed","Sun Jul 06 20:12:04 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","97","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Jul 06 20:12:01 GMT 2025","passed","Sun Jul 06 20:12:01 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","82","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Jul 06 20:11:35 GMT 2025","passed","Sun Jul 06 20:11:35 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","134","Get all Issues","QA|Nova Bank - Infopool","Sun Jul 06 20:11:44 GMT 2025","failed","Sun Jul 06 20:11:44 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","218","Get events - successful","QA|Nova Bank - Infopool","Sun Jul 06 20:11:34 GMT 2025","passed","Sun Jul 06 20:11:34 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","97","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Jul 06 20:12:02 GMT 2025","passed","Sun Jul 06 20:12:02 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","80","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Jul 06 20:12:03 GMT 2025","passed","Sun Jul 06 20:12:03 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","98","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Jul 06 20:12:01 GMT 2025","passed","Sun Jul 06 20:12:01 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","89","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Jul 06 20:12:02 GMT 2025","failed","Sun Jul 06 20:12:02 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","78","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Sun Jul 06 20:12:00 GMT 2025","passed","Sun Jul 06 20:12:00 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","611","Get profile - successfully","QA|Nova Bank - Infopool","Sun Jul 06 20:11:32 GMT 2025","passed","Sun Jul 06 20:11:33 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","82","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Sun Jul 06 20:12:04 GMT 2025","failed","Sun Jul 06 20:12:04 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","82","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jul 06 20:12:03 GMT 2025","passed","Sun Jul 06 20:12:03 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","87","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Jul 06 20:11:35 GMT 2025","passed","Sun Jul 06 20:11:35 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
