"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Jun 08 21:17:12 GMT 2025","passed","Sun Jun 08 21:17:12 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","147","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:15:56 GMT 2025","passed","Sun Jun 08 21:15:56 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","35","Create organization - no name","QA|Nova Bank - Infopool","Sun Jun 08 21:17:11 GMT 2025","passed","Sun Jun 08 21:17:11 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","36","No Auth - Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 21:17:10 GMT 2025","passed","Sun Jun 08 21:17:11 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","302","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Sun Jun 08 21:17:25 GMT 2025","passed","Sun Jun 08 21:17:26 GMT 2025","","corporate Adjustment","",""
"","36","Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 21:17:10 GMT 2025","passed","Sun Jun 08 21:17:10 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","244","Weak password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:15:42 GMT 2025","passed","Sun Jun 08 21:15:42 GMT 2025","v1 > Profile > Password","Bank User","",""
"","83","No Auth - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:15:41 GMT 2025","passed","Sun Jun 08 21:15:41 GMT 2025","v1 > Profile > Password","Bank User","",""
"","35","Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 08 21:17:12 GMT 2025","passed","Sun Jun 08 21:17:12 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","35","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:17:10 GMT 2025","passed","Sun Jun 08 21:17:10 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","324","Update profile - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:15:43 GMT 2025","passed","Sun Jun 08 21:15:43 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","249","Get events - invalid end date","QA|Nova Bank - Infopool","Sun Jun 08 21:15:44 GMT 2025","passed","Sun Jun 08 21:15:45 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","36","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:17:12 GMT 2025","passed","Sun Jun 08 21:17:12 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","34","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:17:12 GMT 2025","passed","Sun Jun 08 21:17:12 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","35","Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 21:17:10 GMT 2025","passed","Sun Jun 08 21:17:10 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","34","No auth - Update role status","QA|Nova Bank - Infopool","Sun Jun 08 21:17:13 GMT 2025","passed","Sun Jun 08 21:17:13 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","835","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 21:15:57 GMT 2025","passed","Sun Jun 08 21:15:57 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","32","No auth - get user role","QA|Nova Bank - Infopool","Sun Jun 08 21:17:11 GMT 2025","passed","Sun Jun 08 21:17:11 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","35","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 21:17:11 GMT 2025","passed","Sun Jun 08 21:17:11 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","543","Get Report Data - Question","QA|Nova Bank - Infopool","Sun Jun 08 21:17:16 GMT 2025","failed","Sun Jun 08 21:17:16 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","66","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:15:55 GMT 2025","failed","Sun Jun 08 21:15:55 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","53","No user credentials","QA|Nova Bank - Infopool","Sun Jun 08 21:15:37 GMT 2025","passed","Sun Jun 08 21:15:37 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","57","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:15:39 GMT 2025","passed","Sun Jun 08 21:15:39 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","41","Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:15:54 GMT 2025","failed","Sun Jun 08 21:15:54 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Get a paginated list of reports with optional filtering","444","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Sun Jun 08 21:17:14 GMT 2025","passed","Sun Jun 08 21:17:14 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","36","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 21:17:12 GMT 2025","passed","Sun Jun 08 21:17:12 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","34","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:17:12 GMT 2025","passed","Sun Jun 08 21:17:12 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","56","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Jun 08 21:15:43 GMT 2025","passed","Sun Jun 08 21:15:43 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"Create a new report","38","Create Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:17:15 GMT 2025","passed","Sun Jun 08 21:17:15 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","35","Create organization - empty city value","QA|Nova Bank - Infopool","Sun Jun 08 21:17:11 GMT 2025","passed","Sun Jun 08 21:17:11 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","341","Get events - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:15:44 GMT 2025","passed","Sun Jun 08 21:15:44 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","35","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:17:12 GMT 2025","passed","Sun Jun 08 21:17:12 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","3168","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:15:48 GMT 2025","passed","Sun Jun 08 21:15:52 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","33","get all category","QA|Nova Bank - Infopool","Sun Jun 08 21:17:13 GMT 2025","passed","Sun Jun 08 21:17:13 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","41","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 21:16:00 GMT 2025","passed","Sun Jun 08 21:16:00 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","39","Update Customer Comment Copy","QA|Nova Bank - Infopool","Sun Jun 08 21:15:55 GMT 2025","failed","Sun Jun 08 21:15:55 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","35","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:17:11 GMT 2025","passed","Sun Jun 08 21:17:11 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","34","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:17:10 GMT 2025","passed","Sun Jun 08 21:17:10 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","1148","reset password","QA|Nova Bank - Infopool","Sun Jun 08 21:15:38 GMT 2025","passed","Sun Jun 08 21:15:39 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","74","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:17:18 GMT 2025","passed","Sun Jun 08 21:17:18 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","43","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:15:54 GMT 2025","failed","Sun Jun 08 21:15:54 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","326","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:15:53 GMT 2025","failed","Sun Jun 08 21:15:53 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","59","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:15:56 GMT 2025","failed","Sun Jun 08 21:15:57 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","41","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:15:54 GMT 2025","failed","Sun Jun 08 21:15:54 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","54","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:15:54 GMT 2025","failed","Sun Jun 08 21:15:54 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","33","Add user to an organization - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:17:12 GMT 2025","passed","Sun Jun 08 21:17:12 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","3151","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Sun Jun 08 21:17:22 GMT 2025","passed","Sun Jun 08 21:17:25 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","37","Create roles","QA|Nova Bank - Infopool","Sun Jun 08 21:17:13 GMT 2025","passed","Sun Jun 08 21:17:13 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","169","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Jun 08 21:15:45 GMT 2025","passed","Sun Jun 08 21:15:45 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","439","Create_issue_without_attachment","QA|Nova Bank - Infopool","Sun Jun 08 21:15:53 GMT 2025","failed","Sun Jun 08 21:15:54 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","39","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Jun 08 21:17:11 GMT 2025","passed","Sun Jun 08 21:17:11 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","50","Update profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:15:44 GMT 2025","passed","Sun Jun 08 21:15:44 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","122","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Jun 08 21:15:55 GMT 2025","passed","Sun Jun 08 21:15:55 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","49","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:15:52 GMT 2025","passed","Sun Jun 08 21:15:52 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","3143","audit trail - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:15:45 GMT 2025","passed","Sun Jun 08 21:15:48 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","47","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:15:56 GMT 2025","passed","Sun Jun 08 21:15:56 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","35","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:17:12 GMT 2025","passed","Sun Jun 08 21:17:12 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","268","Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:15:52 GMT 2025","failed","Sun Jun 08 21:15:52 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Get a paginated list of reports with optional filtering","34","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:17:13 GMT 2025","passed","Sun Jun 08 21:17:13 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","39","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:15:56 GMT 2025","passed","Sun Jun 08 21:15:56 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","34","Get role by ID - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:17:13 GMT 2025","passed","Sun Jun 08 21:17:13 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","36","Get Reports","QA|Nova Bank - Infopool","Sun Jun 08 21:17:13 GMT 2025","passed","Sun Jun 08 21:17:13 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"Update an existing report","46","Update Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:17:15 GMT 2025","passed","Sun Jun 08 21:17:15 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","38","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:17:11 GMT 2025","passed","Sun Jun 08 21:17:11 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","951","Successful login","QA|Nova Bank - Infopool","Sun Jun 08 21:15:30 GMT 2025","passed","Sun Jun 08 21:15:31 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","36","Create organization - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 21:17:11 GMT 2025","passed","Sun Jun 08 21:17:11 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","51","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Jun 08 21:15:44 GMT 2025","passed","Sun Jun 08 21:15:44 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","52","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:15:52 GMT 2025","passed","Sun Jun 08 21:15:52 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","35","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:17:12 GMT 2025","passed","Sun Jun 08 21:17:12 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Create a new report","54","Create Report - Empty category","QA|Nova Bank - Infopool","Sun Jun 08 21:17:15 GMT 2025","failed","Sun Jun 08 21:17:15 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","44","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:15:54 GMT 2025","passed","Sun Jun 08 21:15:54 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","35","Update user - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:17:11 GMT 2025","passed","Sun Jun 08 21:17:11 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","1207","Change password - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:15:40 GMT 2025","passed","Sun Jun 08 21:15:41 GMT 2025","v1 > Profile > Password","Bank User","",""
"","75","Update profile - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:15:43 GMT 2025","passed","Sun Jun 08 21:15:43 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"Get a specific report by ID","142","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Sun Jun 08 21:17:14 GMT 2025","passed","Sun Jun 08 21:17:15 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"Get a paginated list of reports with optional filtering","39","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:17:14 GMT 2025","passed","Sun Jun 08 21:17:14 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","34","update role","QA|Nova Bank - Infopool","Sun Jun 08 21:17:11 GMT 2025","passed","Sun Jun 08 21:17:11 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"Delete a report (soft delete)","51","Delete Report - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:17:15 GMT 2025","passed","Sun Jun 08 21:17:16 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","55","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:15:56 GMT 2025","failed","Sun Jun 08 21:15:56 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","35","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:17:11 GMT 2025","passed","Sun Jun 08 21:17:11 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a specific report by ID","156","Get Report by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:17:14 GMT 2025","passed","Sun Jun 08 21:17:14 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","561","Invalid current password - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:15:41 GMT 2025","passed","Sun Jun 08 21:15:42 GMT 2025","v1 > Profile > Password","Bank User","",""
"","36","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sun Jun 08 21:17:12 GMT 2025","passed","Sun Jun 08 21:17:12 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","62","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sun Jun 08 21:15:38 GMT 2025","passed","Sun Jun 08 21:15:38 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","48","Invalid name - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:15:56 GMT 2025","failed","Sun Jun 08 21:15:56 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"Get a paginated list of reports with optional filtering","37","Get Reports - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:17:13 GMT 2025","passed","Sun Jun 08 21:17:13 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"Get a paginated list of reports with optional filtering","36","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Sun Jun 08 21:17:13 GMT 2025","passed","Sun Jun 08 21:17:13 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","132","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Jun 08 21:15:43 GMT 2025","passed","Sun Jun 08 21:15:43 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","128","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Jun 08 21:15:38 GMT 2025","passed","Sun Jun 08 21:15:38 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","40","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 08 21:15:55 GMT 2025","failed","Sun Jun 08 21:15:55 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","35","Empty fields - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:17:10 GMT 2025","passed","Sun Jun 08 21:17:10 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","34","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 21:17:11 GMT 2025","passed","Sun Jun 08 21:17:11 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","46","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:15:55 GMT 2025","failed","Sun Jun 08 21:15:55 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","36","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sun Jun 08 21:17:12 GMT 2025","passed","Sun Jun 08 21:17:12 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","125","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:15:39 GMT 2025","passed","Sun Jun 08 21:15:40 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","35","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:17:10 GMT 2025","passed","Sun Jun 08 21:17:10 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Get a paginated list of reports with optional filtering","35","Get Reports Stats","QA|Nova Bank - Infopool","Sun Jun 08 21:17:13 GMT 2025","passed","Sun Jun 08 21:17:13 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","35","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:17:12 GMT 2025","passed","Sun Jun 08 21:17:12 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","38","Get roles - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:17:12 GMT 2025","passed","Sun Jun 08 21:17:13 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","34","No Auth - Get all permissions","QA|Nova Bank - Infopool","Sun Jun 08 21:17:13 GMT 2025","passed","Sun Jun 08 21:17:13 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","282","Invalid credentials","QA|Nova Bank - Infopool","Sun Jun 08 21:15:31 GMT 2025","passed","Sun Jun 08 21:15:31 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","105","Get profile - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:15:43 GMT 2025","passed","Sun Jun 08 21:15:43 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","34","No auth - category by id","QA|Nova Bank - Infopool","Sun Jun 08 21:17:13 GMT 2025","passed","Sun Jun 08 21:17:13 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","96","Export Report Data - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:17:22 GMT 2025","passed","Sun Jun 08 21:17:22 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","53","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:15:52 GMT 2025","passed","Sun Jun 08 21:15:52 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
