"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","125","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sat Jun 07 22:47:10 GMT 2025","failed","Sat Jun 07 22:47:10 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","76","Update user - no auth","QA|Nova Bank - Infopool","Sat Jun 07 22:48:37 GMT 2025","passed","Sat Jun 07 22:48:38 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","3179","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sat Jun 07 22:47:20 GMT 2025","failed","Sat Jun 07 22:47:23 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","78","Get single definition","QA|Nova Bank - Infopool","Sat Jun 07 22:48:36 GMT 2025","passed","Sat Jun 07 22:48:37 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","80","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sat Jun 07 22:47:26 GMT 2025","passed","Sat Jun 07 22:47:26 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","81","No auth - Add Comment to Customer","QA|Nova Bank - Infopool","Sat Jun 07 22:47:24 GMT 2025","passed","Sat Jun 07 22:47:24 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","216","Get events - invalid start date","QA|Nova Bank - Infopool","Sat Jun 07 22:47:13 GMT 2025","passed","Sat Jun 07 22:47:13 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","924","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sat Jun 07 22:47:25 GMT 2025","passed","Sat Jun 07 22:47:26 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","86","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sat Jun 07 22:47:09 GMT 2025","passed","Sat Jun 07 22:47:09 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","83","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Sat Jun 07 22:47:14 GMT 2025","passed","Sat Jun 07 22:47:14 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","78","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sat Jun 07 22:48:40 GMT 2025","passed","Sat Jun 07 22:48:40 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","84","Get Issue by ID","QA|Nova Bank - Infopool","Sat Jun 07 22:47:16 GMT 2025","failed","Sat Jun 07 22:47:16 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","77","Create organization - no country ID","QA|Nova Bank - Infopool","Sat Jun 07 22:48:39 GMT 2025","passed","Sat Jun 07 22:48:39 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","78","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Sat Jun 07 22:48:40 GMT 2025","passed","Sat Jun 07 22:48:40 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","76","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sat Jun 07 22:48:36 GMT 2025","passed","Sat Jun 07 22:48:36 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","533","Create a New Issue","QA|Nova Bank - Infopool","Sat Jun 07 22:47:15 GMT 2025","failed","Sat Jun 07 22:47:15 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","89","Get profile roles - successful","QA|Nova Bank - Infopool","Sat Jun 07 22:47:10 GMT 2025","passed","Sat Jun 07 22:47:10 GMT 2025","v1 > Profile > Roles","Bank User","",""
"","83","No email - Forgot Password","QA|Nova Bank - Infopool","Sat Jun 07 22:47:09 GMT 2025","passed","Sat Jun 07 22:47:09 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","76","Fetch user by ID - invalid ID","QA|Nova Bank - Infopool","Sat Jun 07 22:48:37 GMT 2025","passed","Sat Jun 07 22:48:37 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","109","verify OTP","QA|Nova Bank - Infopool","Sat Jun 07 22:47:10 GMT 2025","passed","Sat Jun 07 22:47:10 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","184","No auth - Create a New Issue","QA|Nova Bank - Infopool","Sat Jun 07 22:47:15 GMT 2025","passed","Sat Jun 07 22:47:15 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","79","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Sat Jun 07 22:48:37 GMT 2025","passed","Sat Jun 07 22:48:37 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","110","Delete Customer Comment","QA|Nova Bank - Infopool","Sat Jun 07 22:47:24 GMT 2025","failed","Sat Jun 07 22:47:24 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","89","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 22:48:41 GMT 2025","passed","Sat Jun 07 22:48:42 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","271","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sat Jun 07 22:47:13 GMT 2025","passed","Sat Jun 07 22:47:13 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","104","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sat Jun 07 22:47:14 GMT 2025","passed","Sat Jun 07 22:47:14 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","75","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 22:48:39 GMT 2025","passed","Sat Jun 07 22:48:39 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","78","Fetch Customers Channels","QA|Nova Bank - Infopool","Sat Jun 07 22:48:36 GMT 2025","passed","Sat Jun 07 22:48:36 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","83","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sat Jun 07 22:47:23 GMT 2025","failed","Sat Jun 07 22:47:23 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","75","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Sat Jun 07 22:48:37 GMT 2025","passed","Sat Jun 07 22:48:37 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","76","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sat Jun 07 22:48:40 GMT 2025","passed","Sat Jun 07 22:48:40 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","119","Add user to an organization - successful","QA|Nova Bank - Infopool","Sat Jun 07 22:48:41 GMT 2025","passed","Sat Jun 07 22:48:41 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","84","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sat Jun 07 22:47:09 GMT 2025","passed","Sat Jun 07 22:47:10 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","107","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 22:48:41 GMT 2025","passed","Sat Jun 07 22:48:41 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","83","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Sat Jun 07 22:47:24 GMT 2025","failed","Sat Jun 07 22:47:24 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","122","managers","QA|Nova Bank - Infopool","Sat Jun 07 22:48:42 GMT 2025","passed","Sat Jun 07 22:48:42 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","77","No auth - Create  organization","QA|Nova Bank - Infopool","Sat Jun 07 22:48:38 GMT 2025","passed","Sat Jun 07 22:48:38 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","77","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Sat Jun 07 22:48:40 GMT 2025","passed","Sat Jun 07 22:48:40 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","81","Create organization - empty description","QA|Nova Bank - Infopool","Sat Jun 07 22:48:39 GMT 2025","passed","Sat Jun 07 22:48:39 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","83","No Auth - Change password","QA|Nova Bank - Infopool","Sat Jun 07 22:47:10 GMT 2025","passed","Sat Jun 07 22:47:11 GMT 2025","v1 > Profile > Password","Bank User","",""
"","82","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Sat Jun 07 22:47:14 GMT 2025","passed","Sat Jun 07 22:47:15 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","76","get user role","QA|Nova Bank - Infopool","Sat Jun 07 22:48:38 GMT 2025","passed","Sat Jun 07 22:48:38 GMT 2025","v1 > Users > Role > Get role","Bank Admin","",""
"","87","Update Customer Comment","QA|Nova Bank - Infopool","Sat Jun 07 22:47:24 GMT 2025","failed","Sat Jun 07 22:47:24 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","79","Update organization details by ID - successful","QA|Nova Bank - Infopool","Sat Jun 07 22:48:40 GMT 2025","passed","Sat Jun 07 22:48:40 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","114","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sat Jun 07 22:47:25 GMT 2025","passed","Sat Jun 07 22:47:25 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","90","Update profile - no phone number","QA|Nova Bank - Infopool","Sat Jun 07 22:47:12 GMT 2025","passed","Sat Jun 07 22:47:12 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","93","No Auth - Search Customers","QA|Nova Bank - Infopool","Sat Jun 07 22:47:25 GMT 2025","passed","Sat Jun 07 22:47:25 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","78","Role does not exist - update role","QA|Nova Bank - Infopool","Sat Jun 07 22:48:38 GMT 2025","passed","Sat Jun 07 22:48:38 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","81","Update user - invalid action","QA|Nova Bank - Infopool","Sat Jun 07 22:48:38 GMT 2025","passed","Sat Jun 07 22:48:38 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","80","No Auth - Update definition","QA|Nova Bank - Infopool","Sat Jun 07 22:48:37 GMT 2025","passed","Sat Jun 07 22:48:37 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","94","Get roles - successful","QA|Nova Bank - Infopool","Sat Jun 07 22:48:42 GMT 2025","passed","Sat Jun 07 22:48:42 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","99","Remove user from an organization - successful","QA|Nova Bank - Infopool","Sat Jun 07 22:48:41 GMT 2025","passed","Sat Jun 07 22:48:41 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","75","No auth - update role","QA|Nova Bank - Infopool","Sat Jun 07 22:48:38 GMT 2025","passed","Sat Jun 07 22:48:38 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","78","No Auth - Search Customers","QA|Nova Bank - Infopool","Sat Jun 07 22:47:25 GMT 2025","passed","Sat Jun 07 22:47:25 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","76","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Sat Jun 07 22:48:40 GMT 2025","passed","Sat Jun 07 22:48:40 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","77","Fetch all users","QA|Nova Bank - Infopool","Sat Jun 07 22:48:37 GMT 2025","passed","Sat Jun 07 22:48:37 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","76","Get all definitions","QA|Nova Bank - Infopool","Sat Jun 07 22:48:36 GMT 2025","passed","Sat Jun 07 22:48:36 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","77","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Sat Jun 07 22:48:37 GMT 2025","passed","Sat Jun 07 22:48:37 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","92","No user credentials","QA|Nova Bank - Infopool","Sat Jun 07 22:47:08 GMT 2025","passed","Sat Jun 07 22:47:08 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","90","User does not exist - Forgot Password","QA|Nova Bank - Infopool","Sat Jun 07 22:47:09 GMT 2025","passed","Sat Jun 07 22:47:09 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","232","Add Comment to Customer","QA|Nova Bank - Infopool","Sat Jun 07 22:47:23 GMT 2025","passed","Sat Jun 07 22:47:24 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","88","Remove user from an organization - no auth","QA|Nova Bank - Infopool","Sat Jun 07 22:48:41 GMT 2025","passed","Sat Jun 07 22:48:41 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","105","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sat Jun 07 22:47:10 GMT 2025","passed","Sat Jun 07 22:47:10 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","108","No Auth - Get all Issues","QA|Nova Bank - Infopool","Sat Jun 07 22:47:16 GMT 2025","passed","Sat Jun 07 22:47:16 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","106","Fetch all users in an organization","QA|Nova Bank - Infopool","Sat Jun 07 22:48:41 GMT 2025","passed","Sat Jun 07 22:48:41 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","76","Create organization - name already exists","QA|Nova Bank - Infopool","Sat Jun 07 22:48:39 GMT 2025","passed","Sat Jun 07 22:48:39 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","75","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sat Jun 07 22:48:36 GMT 2025","passed","Sat Jun 07 22:48:36 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","80","audit trail - No Auth","QA|Nova Bank - Infopool","Sat Jun 07 22:47:13 GMT 2025","passed","Sat Jun 07 22:47:13 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","88","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sat Jun 07 22:47:09 GMT 2025","passed","Sat Jun 07 22:47:09 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","113","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Sat Jun 07 22:47:14 GMT 2025","passed","Sat Jun 07 22:47:14 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","96","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sat Jun 07 22:47:24 GMT 2025","passed","Sat Jun 07 22:47:24 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","81","Get events - no auth","QA|Nova Bank - Infopool","Sat Jun 07 22:47:13 GMT 2025","passed","Sat Jun 07 22:47:13 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","90","Invalid email format","QA|Nova Bank - Infopool","Sat Jun 07 22:47:08 GMT 2025","passed","Sat Jun 07 22:47:08 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","76","Fetch organizations by ID - non-existing ID","QA|Nova Bank - Infopool","Sat Jun 07 22:48:40 GMT 2025","passed","Sat Jun 07 22:48:40 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","111","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Sat Jun 07 22:47:24 GMT 2025","passed","Sat Jun 07 22:47:25 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","83","No auth - managers","QA|Nova Bank - Infopool","Sat Jun 07 22:48:42 GMT 2025","passed","Sat Jun 07 22:48:42 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","84","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sat Jun 07 22:47:24 GMT 2025","failed","Sat Jun 07 22:47:24 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","82","Get all Issues","QA|Nova Bank - Infopool","Sat Jun 07 22:47:16 GMT 2025","failed","Sat Jun 07 22:47:16 GMT 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","76","Create organization - no name","QA|Nova Bank - Infopool","Sat Jun 07 22:48:38 GMT 2025","passed","Sat Jun 07 22:48:39 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","78","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sat Jun 07 22:48:40 GMT 2025","passed","Sat Jun 07 22:48:41 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","79","Fetch Customer By ID","QA|Nova Bank - Infopool","Sat Jun 07 22:47:25 GMT 2025","failed","Sat Jun 07 22:47:25 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","255","Change password - successful","QA|Nova Bank - Infopool","Sat Jun 07 22:47:10 GMT 2025","passed","Sat Jun 07 22:47:10 GMT 2025","v1 > Profile > Password","Bank User","",""
"","79","Add user to an organization - no auth","QA|Nova Bank - Infopool","Sat Jun 07 22:48:41 GMT 2025","passed","Sat Jun 07 22:48:41 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","109","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Sat Jun 07 22:47:14 GMT 2025","passed","Sat Jun 07 22:47:14 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","76","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Sat Jun 07 22:48:40 GMT 2025","passed","Sat Jun 07 22:48:40 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","83","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Sat Jun 07 22:47:14 GMT 2025","passed","Sat Jun 07 22:47:14 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","149","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sat Jun 07 22:48:41 GMT 2025","passed","Sat Jun 07 22:48:41 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","254","audit-search","QA|Nova Bank - Infopool","Sat Jun 07 22:47:13 GMT 2025","passed","Sat Jun 07 22:47:14 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","92","Update profile - invalid phone number","QA|Nova Bank - Infopool","Sat Jun 07 22:47:12 GMT 2025","passed","Sat Jun 07 22:47:12 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","87","Empty current password - Change password","QA|Nova Bank - Infopool","Sat Jun 07 22:47:11 GMT 2025","passed","Sat Jun 07 22:47:11 GMT 2025","v1 > Profile > Password","Bank User","",""
"","79","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Sat Jun 07 22:48:36 GMT 2025","passed","Sat Jun 07 22:48:36 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","158","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Sat Jun 07 22:47:15 GMT 2025","failed","Sat Jun 07 22:47:16 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","77","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sat Jun 07 22:48:39 GMT 2025","passed","Sat Jun 07 22:48:39 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
