"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40","Update Issue","QA|Nova Bank - Infopool","Fri May 30 16:59:54 GMT 2025","failed","Fri May 30 16:59:54 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","38","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Fri May 30 16:59:55 GMT 2025","failed","Fri May 30 16:59:55 GMT 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","40","Empty issue category - Create a New Issue","QA|Nova Bank - Infopool","Fri May 30 16:59:54 GMT 2025","failed","Fri May 30 16:59:54 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Get a specific report by ID","37","Get Report by UUID","QA|Nova Bank - Infopool","Fri May 30 17:00:09 GMT 2025","failed","Fri May 30 17:00:09 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","37","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri May 30 17:00:07 GMT 2025","passed","Fri May 30 17:00:07 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","36","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Fri May 30 17:00:07 GMT 2025","failed","Fri May 30 17:00:07 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","57","Add user to an organization - successful","QA|Nova Bank - Infopool","Fri May 30 17:00:07 GMT 2025","passed","Fri May 30 17:00:07 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","44","Empty fields - Update definition","QA|Nova Bank - Infopool","Fri May 30 16:59:58 GMT 2025","passed","Fri May 30 16:59:59 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","38","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Fri May 30 16:59:53 GMT 2025","passed","Fri May 30 16:59:53 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","35","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Fri May 30 17:00:08 GMT 2025","failed","Fri May 30 17:00:08 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","49","Fetch all organizations","QA|Nova Bank - Infopool","Fri May 30 17:00:06 GMT 2025","passed","Fri May 30 17:00:06 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","38","No Auth - Fetch all users","QA|Nova Bank - Infopool","Fri May 30 16:59:59 GMT 2025","passed","Fri May 30 16:59:59 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","55","Add Comment to Customer","QA|Nova Bank - Infopool","Fri May 30 16:59:54 GMT 2025","failed","Fri May 30 16:59:54 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","38","No auth - Create  organization","QA|Nova Bank - Infopool","Fri May 30 16:59:59 GMT 2025","passed","Fri May 30 16:59:59 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","35","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri May 30 16:59:55 GMT 2025","passed","Fri May 30 16:59:55 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","98","audit trail","QA|Nova Bank - Infopool","Fri May 30 16:59:52 GMT 2025","passed","Fri May 30 16:59:52 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","45","Create organization - no name","QA|Nova Bank - Infopool","Fri May 30 16:59:59 GMT 2025","passed","Fri May 30 16:59:59 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","37","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Fri May 30 17:00:07 GMT 2025","passed","Fri May 30 17:00:07 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","43","Get permission by ID - successful","QA|Nova Bank - Infopool","Fri May 30 17:00:08 GMT 2025","passed","Fri May 30 17:00:08 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","37","Invalid name - Search Customers","QA|Nova Bank - Infopool","Fri May 30 16:59:55 GMT 2025","failed","Fri May 30 16:59:55 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","35","No Auth - Get all permissions","QA|Nova Bank - Infopool","Fri May 30 17:00:08 GMT 2025","passed","Fri May 30 17:00:08 GMT 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","48","Update profile","QA|Nova Bank - Infopool","Fri May 30 16:59:52 GMT 2025","failed","Fri May 30 16:59:52 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","210","Change password - successful","QA|Nova Bank - Infopool","Fri May 30 16:59:45 GMT 2025","passed","Fri May 30 16:59:45 GMT 2025","v1 > Profile > Password","Bank User","",""
"","36","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Fri May 30 17:00:07 GMT 2025","passed","Fri May 30 17:00:07 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","37","Update Customer Comment Copy","QA|Nova Bank - Infopool","Fri May 30 16:59:55 GMT 2025","passed","Fri May 30 16:59:55 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","48","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri May 30 17:00:07 GMT 2025","passed","Fri May 30 17:00:07 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","3149","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Fri May 30 17:00:03 GMT 2025","passed","Fri May 30 17:00:06 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","35","No Auth - Get all definitions","QA|Nova Bank - Infopool","Fri May 30 16:59:58 GMT 2025","passed","Fri May 30 16:59:58 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","39","Get events - invalid end date","QA|Nova Bank - Infopool","Fri May 30 16:59:52 GMT 2025","failed","Fri May 30 16:59:52 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","46","Update profile - no phone number","QA|Nova Bank - Infopool","Fri May 30 16:59:52 GMT 2025","passed","Fri May 30 16:59:52 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","36","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri May 30 16:59:58 GMT 2025","passed","Fri May 30 16:59:58 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","42","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri May 30 16:59:44 GMT 2025","passed","Fri May 30 16:59:44 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","88","update role","QA|Nova Bank - Infopool","Fri May 30 16:59:59 GMT 2025","passed","Fri May 30 16:59:59 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","39","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Fri May 30 17:00:09 GMT 2025","failed","Fri May 30 17:00:09 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","50","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Fri May 30 17:00:00 GMT 2025","passed","Fri May 30 17:00:00 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","49","get all category","QA|Nova Bank - Infopool","Fri May 30 17:00:08 GMT 2025","passed","Fri May 30 17:00:08 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","35","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Fri May 30 17:00:06 GMT 2025","failed","Fri May 30 17:00:06 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","38","Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri May 30 16:59:54 GMT 2025","failed","Fri May 30 16:59:54 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","38","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Fri May 30 16:59:54 GMT 2025","failed","Fri May 30 16:59:54 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","42","No Auth - Update Issue","QA|Nova Bank - Infopool","Fri May 30 16:59:54 GMT 2025","passed","Fri May 30 16:59:54 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","37","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Fri May 30 16:59:55 GMT 2025","passed","Fri May 30 16:59:55 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","9","New Request","QA|Nova Bank - Infopool","Fri May 30 16:59:58 GMT 2025","broken","Fri May 30 16:59:58 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","38","Update user - no auth","QA|Nova Bank - Infopool","Fri May 30 16:59:59 GMT 2025","passed","Fri May 30 16:59:59 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","48","Invalid email format","QA|Nova Bank - Infopool","Fri May 30 16:59:43 GMT 2025","passed","Fri May 30 16:59:44 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","38","Create roles - empty name field","QA|Nova Bank - Infopool","Fri May 30 17:00:08 GMT 2025","failed","Fri May 30 17:00:08 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","37","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Fri May 30 16:59:58 GMT 2025","failed","Fri May 30 16:59:58 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","51","Fetch all users","QA|Nova Bank - Infopool","Fri May 30 16:59:59 GMT 2025","passed","Fri May 30 16:59:59 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","38","Get Issue by ID","QA|Nova Bank - Infopool","Fri May 30 16:59:54 GMT 2025","failed","Fri May 30 16:59:54 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","54","Get all definitions","QA|Nova Bank - Infopool","Fri May 30 16:59:58 GMT 2025","passed","Fri May 30 16:59:58 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Get a specific report by ID","35","Get Report by ID - No auth","QA|Nova Bank - Infopool","Fri May 30 17:00:09 GMT 2025","passed","Fri May 30 17:00:09 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","45","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Fri May 30 17:00:06 GMT 2025","passed","Fri May 30 17:00:06 GMT 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","460","Successful login","QA|Nova Bank - Infopool","Fri May 30 16:59:43 GMT 2025","passed","Fri May 30 16:59:43 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"","38","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Fri May 30 17:00:07 GMT 2025","passed","Fri May 30 17:00:07 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","37","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Fri May 30 16:59:55 GMT 2025","failed","Fri May 30 16:59:55 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","36","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Fri May 30 16:59:54 GMT 2025","passed","Fri May 30 16:59:54 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"Get a specific report by ID","36","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Fri May 30 17:00:09 GMT 2025","failed","Fri May 30 17:00:09 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","39","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Fri May 30 16:59:55 GMT 2025","failed","Fri May 30 16:59:55 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","45","Send user invitation token - successful","QA|Nova Bank - Infopool","Fri May 30 16:59:53 GMT 2025","passed","Fri May 30 16:59:53 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","36","Health","QA|Nova Bank - Infopool","Fri May 30 16:59:58 GMT 2025","passed","Fri May 30 16:59:58 GMT 2025","v1 > Health","Bank Admin","",""
"","35","Get permission by ID - ID does not exist","QA|Nova Bank - Infopool","Fri May 30 17:00:08 GMT 2025","failed","Fri May 30 17:00:08 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"Get a specific report by ID","35","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Fri May 30 17:00:09 GMT 2025","passed","Fri May 30 17:00:09 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","37","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Fri May 30 16:59:59 GMT 2025","failed","Fri May 30 16:59:59 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","37","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Fri May 30 17:00:07 GMT 2025","failed","Fri May 30 17:00:07 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","39","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Fri May 30 17:00:06 GMT 2025","passed","Fri May 30 17:00:06 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","6161","Update profile - no auth","QA|Nova Bank - Infopool","Fri May 30 16:59:46 GMT 2025","passed","Fri May 30 16:59:52 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","104","No auth - Create a New Issue","QA|Nova Bank - Infopool","Fri May 30 16:59:53 GMT 2025","passed","Fri May 30 16:59:53 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","76","Update profile - successful","QA|Nova Bank - Infopool","Fri May 30 16:59:46 GMT 2025","passed","Fri May 30 16:59:46 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"Get a paginated list of reports with optional filtering","38","Get Report Objects - Question","QA|Nova Bank - Infopool","Fri May 30 17:00:09 GMT 2025","failed","Fri May 30 17:00:09 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","38","No auth - get all category","QA|Nova Bank - Infopool","Fri May 30 17:00:08 GMT 2025","passed","Fri May 30 17:00:08 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","69","Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri May 30 16:59:44 GMT 2025","passed","Fri May 30 16:59:44 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","36","Add user to an organization - no auth","QA|Nova Bank - Infopool","Fri May 30 17:00:07 GMT 2025","passed","Fri May 30 17:00:07 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Delete a report (soft delete)","36","Delete Report","QA|Nova Bank - Infopool","Fri May 30 17:00:09 GMT 2025","failed","Fri May 30 17:00:09 GMT 2025","v1 > Report > Delete Report","Bank Admin","",""
"","36","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri May 30 16:59:55 GMT 2025","passed","Fri May 30 16:59:55 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","35","Get events - no auth","QA|Nova Bank - Infopool","Fri May 30 16:59:52 GMT 2025","passed","Fri May 30 16:59:52 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","476","Create a New Issue","QA|Nova Bank - Infopool","Fri May 30 16:59:53 GMT 2025","passed","Fri May 30 16:59:53 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","46","Empty new password - Change password","QA|Nova Bank - Infopool","Fri May 30 16:59:45 GMT 2025","passed","Fri May 30 16:59:45 GMT 2025","v1 > Profile > Password","Bank User","",""
"","44","Create organization - empty description","QA|Nova Bank - Infopool","Fri May 30 17:00:00 GMT 2025","passed","Fri May 30 17:00:00 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","38","Invalid attachment id - Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri May 30 16:59:54 GMT 2025","failed","Fri May 30 16:59:54 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","34","No auth - Update role status","QA|Nova Bank - Infopool","Fri May 30 17:00:08 GMT 2025","passed","Fri May 30 17:00:08 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"Create a new report","38","Create Report - No auth","QA|Nova Bank - Infopool","Fri May 30 17:00:09 GMT 2025","passed","Fri May 30 17:00:09 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","3144","Create organization - business manager ID does not exist","QA|Nova Bank - Infopool","Fri May 30 17:00:00 GMT 2025","passed","Fri May 30 17:00:03 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","35","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Fri May 30 17:00:09 GMT 2025","passed","Fri May 30 17:00:09 GMT 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","40","Update profile - Invalid file size","QA|Nova Bank - Infopool","Fri May 30 16:59:52 GMT 2025","failed","Fri May 30 16:59:52 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","36","Get roles - No Auth","QA|Nova Bank - Infopool","Fri May 30 17:00:07 GMT 2025","passed","Fri May 30 17:00:07 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","44","Update profile - invalid phone number","QA|Nova Bank - Infopool","Fri May 30 16:59:52 GMT 2025","passed","Fri May 30 16:59:52 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"Update an existing report","34","Update Report","QA|Nova Bank - Infopool","Fri May 30 17:00:09 GMT 2025","passed","Fri May 30 17:00:09 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","36","Fetch Customers Channels","QA|Nova Bank - Infopool","Fri May 30 16:59:58 GMT 2025","failed","Fri May 30 16:59:58 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","36","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Fri May 30 17:00:10 GMT 2025","failed","Fri May 30 17:00:10 GMT 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","45","Get single definition","QA|Nova Bank - Infopool","Fri May 30 16:59:58 GMT 2025","passed","Fri May 30 16:59:58 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","38","Add Comment to Issue","QA|Nova Bank - Infopool","Fri May 30 16:59:54 GMT 2025","failed","Fri May 30 16:59:54 GMT 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","43","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri May 30 16:59:44 GMT 2025","passed","Fri May 30 16:59:44 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","36","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Fri May 30 17:00:06 GMT 2025","passed","Fri May 30 17:00:06 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
