"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","57","Export Report Data - Invalid format","QA|Nova Bank - Infopool","Wed Nov 19 18:48:38 UTC 2025","broken","Wed Nov 19 18:48:38 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","54","Get all permissions","QA|Nova Bank - Infopool","Wed Nov 19 18:48:36 UTC 2025","broken","Wed Nov 19 18:48:36 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","55","Update organization details by ID - incorrect business manager ID","QA|Nova Bank - Infopool","Wed Nov 19 18:48:35 UTC 2025","broken","Wed Nov 19 18:48:35 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","53","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Wed Nov 19 18:48:38 UTC 2025","broken","Wed Nov 19 18:48:39 UTC 2025","","corporate Adjustment","",""
"","52","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Wed Nov 19 18:48:34 UTC 2025","broken","Wed Nov 19 18:48:34 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","86","Create a New Issue","QA|Nova Bank - Infopool","Wed Nov 19 18:48:29 UTC 2025","broken","Wed Nov 19 18:48:29 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"Get a specific report by ID","55","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Wed Nov 19 18:48:37 UTC 2025","broken","Wed Nov 19 18:48:37 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","51","Update user - no auth","QA|Nova Bank - Infopool","Wed Nov 19 18:48:33 UTC 2025","broken","Wed Nov 19 18:48:33 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"Get a paginated list of reports with optional filtering","50","Get Reports Stats","QA|Nova Bank - Infopool","Wed Nov 19 18:48:37 UTC 2025","broken","Wed Nov 19 18:48:37 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","53","Get permission by ID - No auth","QA|Nova Bank - Infopool","Wed Nov 19 18:48:36 UTC 2025","broken","Wed Nov 19 18:48:36 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","51","No_auth_add_comments","QA|Nova Bank - Infopool","Wed Nov 19 18:48:30 UTC 2025","broken","Wed Nov 19 18:48:30 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","55","Create organization - empty street value","QA|Nova Bank - Infopool","Wed Nov 19 18:48:34 UTC 2025","broken","Wed Nov 19 18:48:34 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","56","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Wed Nov 19 18:48:29 UTC 2025","broken","Wed Nov 19 18:48:29 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","55","Create roles","QA|Nova Bank - Infopool","Wed Nov 19 18:48:36 UTC 2025","broken","Wed Nov 19 18:48:36 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","54","Fetch user by ID - successful","QA|Nova Bank - Infopool","Wed Nov 19 18:48:32 UTC 2025","broken","Wed Nov 19 18:48:32 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","55","Create organization - empty description","QA|Nova Bank - Infopool","Wed Nov 19 18:48:33 UTC 2025","broken","Wed Nov 19 18:48:33 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","55","Invalid user phone number - Search Customers","QA|Nova Bank - Infopool","Wed Nov 19 18:48:31 UTC 2025","broken","Wed Nov 19 18:48:31 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","50","Role does not exist - update role","QA|Nova Bank - Infopool","Wed Nov 19 18:48:33 UTC 2025","broken","Wed Nov 19 18:48:33 UTC 2025","v1 > Users > Role > Update role","Bank Admin","",""
"Get a paginated list of reports with optional filtering","58","Get Reports - No auth","QA|Nova Bank - Infopool","Wed Nov 19 18:48:37 UTC 2025","broken","Wed Nov 19 18:48:37 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","67","Update profile - No Auth","QA|Nova Bank - Infopool","Wed Nov 19 18:48:28 UTC 2025","broken","Wed Nov 19 18:48:28 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","54","Get events - invalid end date","QA|Nova Bank - Infopool","Wed Nov 19 18:48:28 UTC 2025","broken","Wed Nov 19 18:48:28 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","54","Fetch all users in an organization","QA|Nova Bank - Infopool","Wed Nov 19 18:48:35 UTC 2025","broken","Wed Nov 19 18:48:35 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"Get a paginated list of reports with optional filtering","56","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Wed Nov 19 18:48:37 UTC 2025","broken","Wed Nov 19 18:48:37 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"Get a specific report by ID","50","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Wed Nov 19 18:48:37 UTC 2025","broken","Wed Nov 19 18:48:37 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","51","Export Report Data - No auth","QA|Nova Bank - Infopool","Wed Nov 19 18:48:38 UTC 2025","broken","Wed Nov 19 18:48:38 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","54","Get profile - user not logged in","QA|Nova Bank - Infopool","Wed Nov 19 18:48:27 UTC 2025","broken","Wed Nov 19 18:48:27 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","50","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Wed Nov 19 18:48:30 UTC 2025","broken","Wed Nov 19 18:48:30 UTC 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"Get a paginated list of reports with optional filtering","51","Get Reports Stats - No Auth","QA|Nova Bank - Infopool","Wed Nov 19 18:48:37 UTC 2025","broken","Wed Nov 19 18:48:37 UTC 2025","v1 > Report > Get Report Stats","Bank Admin","",""
"","51","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Wed Nov 19 18:48:29 UTC 2025","broken","Wed Nov 19 18:48:29 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","67","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Wed Nov 19 18:48:26 UTC 2025","broken","Wed Nov 19 18:48:26 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"Get a paginated list of reports with optional filtering","55","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Wed Nov 19 18:48:37 UTC 2025","broken","Wed Nov 19 18:48:37 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","56","Empty fields - Update definition","QA|Nova Bank - Infopool","Wed Nov 19 18:48:32 UTC 2025","broken","Wed Nov 19 18:48:32 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","62","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Wed Nov 19 18:48:29 UTC 2025","broken","Wed Nov 19 18:48:29 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","56","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Wed Nov 19 18:48:33 UTC 2025","broken","Wed Nov 19 18:48:33 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","131","Get profile roles - successful","QA|Nova Bank - Infopool","Wed Nov 19 18:48:26 UTC 2025","broken","Wed Nov 19 18:48:27 UTC 2025","v1 > Profile > Roles","Bank User","",""
"","56","Fetch all organizations","QA|Nova Bank - Infopool","Wed Nov 19 18:48:34 UTC 2025","broken","Wed Nov 19 18:48:34 UTC 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","55","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Wed Nov 19 18:48:34 UTC 2025","broken","Wed Nov 19 18:48:34 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","51","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Wed Nov 19 18:48:30 UTC 2025","broken","Wed Nov 19 18:48:30 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","57","Update user - ID does not exist","QA|Nova Bank - Infopool","Wed Nov 19 18:48:33 UTC 2025","broken","Wed Nov 19 18:48:33 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","121","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Nov 19 18:48:26 UTC 2025","broken","Wed Nov 19 18:48:26 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","55","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Wed Nov 19 18:48:38 UTC 2025","broken","Wed Nov 19 18:48:38 UTC 2025","","corporate Adjustment","",""
"","54","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Wed Nov 19 18:48:28 UTC 2025","broken","Wed Nov 19 18:48:28 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","59","No Auth - Change password","QA|Nova Bank - Infopool","Wed Nov 19 18:48:27 UTC 2025","broken","Wed Nov 19 18:48:27 UTC 2025","v1 > Profile > Password","Bank User","",""
"Create a new report","58","Create Report - Duplicate name","QA|Nova Bank - Infopool","Wed Nov 19 18:48:38 UTC 2025","broken","Wed Nov 19 18:48:38 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","57","Create  organization","QA|Nova Bank - Infopool","Wed Nov 19 18:48:33 UTC 2025","broken","Wed Nov 19 18:48:33 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","53","Change password - successful","QA|Nova Bank - Infopool","Wed Nov 19 18:48:27 UTC 2025","broken","Wed Nov 19 18:48:27 UTC 2025","v1 > Profile > Password","Bank User","",""
"","56","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Wed Nov 19 18:48:31 UTC 2025","broken","Wed Nov 19 18:48:31 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","53","category by id","QA|Nova Bank - Infopool","Wed Nov 19 18:48:36 UTC 2025","broken","Wed Nov 19 18:48:36 UTC 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Get a paginated list of reports with optional filtering","54","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Wed Nov 19 18:48:37 UTC 2025","broken","Wed Nov 19 18:48:37 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"Create a new report","55","Create Report - No auth","QA|Nova Bank - Infopool","Wed Nov 19 18:48:38 UTC 2025","broken","Wed Nov 19 18:48:38 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","50","Create organization - empty mis code","QA|Nova Bank - Infopool","Wed Nov 19 18:48:34 UTC 2025","broken","Wed Nov 19 18:48:34 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","50","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Wed Nov 19 18:48:32 UTC 2025","broken","Wed Nov 19 18:48:32 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"Get a specific report by ID","54","Get Report by ID","QA|Nova Bank - Infopool","Wed Nov 19 18:48:37 UTC 2025","broken","Wed Nov 19 18:48:37 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","54","Invalid name - Search Customers","QA|Nova Bank - Infopool","Wed Nov 19 18:48:31 UTC 2025","broken","Wed Nov 19 18:48:31 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","55","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Wed Nov 19 18:48:30 UTC 2025","broken","Wed Nov 19 18:48:30 UTC 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","70","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Wed Nov 19 18:48:28 UTC 2025","broken","Wed Nov 19 18:48:28 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","58","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Nov 19 18:48:26 UTC 2025","broken","Wed Nov 19 18:48:26 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","53","Get profile - No Auth","QA|Nova Bank - Infopool","Wed Nov 19 18:48:27 UTC 2025","broken","Wed Nov 19 18:48:27 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","51","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Wed Nov 19 18:48:28 UTC 2025","broken","Wed Nov 19 18:48:29 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","82","Invalid credentials","QA|Nova Bank - Infopool","Wed Nov 19 18:48:25 UTC 2025","broken","Wed Nov 19 18:48:25 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","405","Successful login","QA|Nova Bank - Infopool","Wed Nov 19 18:48:25 UTC 2025","broken","Wed Nov 19 18:48:25 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","52","Get single definition","QA|Nova Bank - Infopool","Wed Nov 19 18:48:32 UTC 2025","broken","Wed Nov 19 18:48:32 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","58","Get Issue by ID","QA|Nova Bank - Infopool","Wed Nov 19 18:48:29 UTC 2025","broken","Wed Nov 19 18:48:29 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","53","No Auth - Fetch Customers Accounts","QA|Nova Bank - Infopool","Wed Nov 19 18:48:31 UTC 2025","broken","Wed Nov 19 18:48:31 UTC 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","55","Fetch Customers Channels","QA|Nova Bank - Infopool","Wed Nov 19 18:48:31 UTC 2025","broken","Wed Nov 19 18:48:32 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","50","Get role by ID - no auth","QA|Nova Bank - Infopool","Wed Nov 19 18:48:36 UTC 2025","broken","Wed Nov 19 18:48:36 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","53","managers","QA|Nova Bank - Infopool","Wed Nov 19 18:48:35 UTC 2025","broken","Wed Nov 19 18:48:35 UTC 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","54","audit trail - No Auth","QA|Nova Bank - Infopool","Wed Nov 19 18:48:28 UTC 2025","broken","Wed Nov 19 18:48:28 UTC 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","56","Update user - successful","QA|Nova Bank - Infopool","Wed Nov 19 18:48:33 UTC 2025","broken","Wed Nov 19 18:48:33 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"Get a specific report by ID","56","Get Report by UUID","QA|Nova Bank - Infopool","Wed Nov 19 18:48:37 UTC 2025","broken","Wed Nov 19 18:48:37 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","64","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Nov 19 18:48:26 UTC 2025","broken","Wed Nov 19 18:48:26 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","51","audit-search","QA|Nova Bank - Infopool","Wed Nov 19 18:48:28 UTC 2025","broken","Wed Nov 19 18:48:28 UTC 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","67","verify OTP","QA|Nova Bank - Infopool","Wed Nov 19 18:48:26 UTC 2025","broken","Wed Nov 19 18:48:26 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","54","Get role by ID - invalid ID","QA|Nova Bank - Infopool","Wed Nov 19 18:48:36 UTC 2025","broken","Wed Nov 19 18:48:36 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","56","Invalid token - Validate user invitation token","QA|Nova Bank - Infopool","Wed Nov 19 18:48:28 UTC 2025","broken","Wed Nov 19 18:48:28 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","51","No Auth - Fetch all users","QA|Nova Bank - Infopool","Wed Nov 19 18:48:32 UTC 2025","broken","Wed Nov 19 18:48:33 UTC 2025","v1 > Users > Fetch users","Bank Admin","",""
"","51","add_comment_successfully","QA|Nova Bank - Infopool","Wed Nov 19 18:48:30 UTC 2025","broken","Wed Nov 19 18:48:30 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","54","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Wed Nov 19 18:48:35 UTC 2025","broken","Wed Nov 19 18:48:35 UTC 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"","69","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Wed Nov 19 18:48:35 UTC 2025","broken","Wed Nov 19 18:48:35 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","61","get all category","QA|Nova Bank - Infopool","Wed Nov 19 18:48:36 UTC 2025","broken","Wed Nov 19 18:48:36 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","53","No auth - get all category","QA|Nova Bank - Infopool","Wed Nov 19 18:48:36 UTC 2025","broken","Wed Nov 19 18:48:36 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","55","Invalid Id - Update Issue","QA|Nova Bank - Infopool","Wed Nov 19 18:48:29 UTC 2025","broken","Wed Nov 19 18:48:30 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","82","Invalid current password - Change password","QA|Nova Bank - Infopool","Wed Nov 19 18:48:27 UTC 2025","broken","Wed Nov 19 18:48:27 UTC 2025","v1 > Profile > Password","Bank User","",""
"","55","Update definition","QA|Nova Bank - Infopool","Wed Nov 19 18:48:32 UTC 2025","broken","Wed Nov 19 18:48:32 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","55","Get Report Data - Question","QA|Nova Bank - Infopool","Wed Nov 19 18:48:38 UTC 2025","broken","Wed Nov 19 18:48:38 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","53","No auth - managers","QA|Nova Bank - Infopool","Wed Nov 19 18:48:35 UTC 2025","broken","Wed Nov 19 18:48:35 UTC 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"Delete a report (soft delete)","54","Delete Report","QA|Nova Bank - Infopool","Wed Nov 19 18:48:38 UTC 2025","broken","Wed Nov 19 18:48:38 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","51","Update organization details by ID - incorrect operation manager ID","QA|Nova Bank - Infopool","Wed Nov 19 18:48:34 UTC 2025","broken","Wed Nov 19 18:48:34 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","53","Fetch Customer Comments","QA|Nova Bank - Infopool","Wed Nov 19 18:48:30 UTC 2025","broken","Wed Nov 19 18:48:30 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","55","Create organization - organization type ID does not exist","QA|Nova Bank - Infopool","Wed Nov 19 18:48:34 UTC 2025","broken","Wed Nov 19 18:48:34 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","91","Get Email or SMS OTP","QA|Nova Bank - Infopool","Wed Nov 19 18:48:26 UTC 2025","broken","Wed Nov 19 18:48:26 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","51","Fetch user by ID - no auth","QA|Nova Bank - Infopool","Wed Nov 19 18:48:32 UTC 2025","broken","Wed Nov 19 18:48:32 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","57","No Auth - Get all permissions","QA|Nova Bank - Infopool","Wed Nov 19 18:48:36 UTC 2025","broken","Wed Nov 19 18:48:36 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","54","Get profile - successfully","QA|Nova Bank - Infopool","Wed Nov 19 18:48:27 UTC 2025","broken","Wed Nov 19 18:48:27 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","54","Invalid ID - Delete Customer Comment","QA|Nova Bank - Infopool","Wed Nov 19 18:48:30 UTC 2025","broken","Wed Nov 19 18:48:30 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","61","Update organization details by ID - parent_id","QA|Nova Bank - Infopool","Wed Nov 19 18:48:34 UTC 2025","broken","Wed Nov 19 18:48:34 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","54","No Auth - Update definition","QA|Nova Bank - Infopool","Wed Nov 19 18:48:32 UTC 2025","broken","Wed Nov 19 18:48:32 UTC 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"","54","Get events - invalid start date","QA|Nova Bank - Infopool","Wed Nov 19 18:48:28 UTC 2025","broken","Wed Nov 19 18:48:28 UTC 2025","v1 > Audit trail > Event","Bank User","",""
