"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","77","No Auth - Fetch all organizations","QA|Nova Bank - Infopool","Sun Jun 08 21:05:21 GMT 2025","passed","Sun Jun 08 21:05:21 GMT 2025","v1 > Organizations > Fetch organization","Bank Admin","",""
"","723","Get profile - successfully","QA|Nova Bank - Infopool","Sun Jun 08 21:03:41 GMT 2025","passed","Sun Jun 08 21:03:42 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","80","Remove user from an organization - user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:05:23 GMT 2025","passed","Sun Jun 08 21:05:23 GMT 2025","v1 > Organizations > Users > Remove users from an organization","Bank Admin","",""
"Get a specific report by ID","126","Get Report by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:05:33 GMT 2025","passed","Sun Jun 08 21:05:34 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","79","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Sun Jun 08 21:05:18 GMT 2025","passed","Sun Jun 08 21:05:18 GMT 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"","76","Update user - empty action field","QA|Nova Bank - Infopool","Sun Jun 08 21:05:19 GMT 2025","passed","Sun Jun 08 21:05:19 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","152","No Auth - Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:04:06 GMT 2025","passed","Sun Jun 08 21:04:06 GMT 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","254","Generator Customers Transactions Statement - CSV","QA|Nova Bank - Infopool","Sun Jun 08 21:04:11 GMT 2025","passed","Sun Jun 08 21:04:11 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","2705","Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 21:04:08 GMT 2025","passed","Sun Jun 08 21:04:11 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","142","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:03:53 GMT 2025","passed","Sun Jun 08 21:03:53 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","131","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:03:37 GMT 2025","passed","Sun Jun 08 21:03:37 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","63166","Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 21:04:11 GMT 2025","passed","Sun Jun 08 21:05:14 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","3163","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Sun Jun 08 21:05:14 GMT 2025","passed","Sun Jun 08 21:05:17 GMT 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"Get a specific report by ID","154","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Sun Jun 08 21:05:34 GMT 2025","passed","Sun Jun 08 21:05:34 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","78","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:05:19 GMT 2025","passed","Sun Jun 08 21:05:19 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","3163","Update profile - no phone number","QA|Nova Bank - Infopool","Sun Jun 08 21:03:46 GMT 2025","passed","Sun Jun 08 21:03:49 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"Get a specific report by ID","256","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:05:34 GMT 2025","passed","Sun Jun 08 21:05:34 GMT 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","79","No auth - Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 21:05:20 GMT 2025","passed","Sun Jun 08 21:05:20 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","76","Get role by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:05:24 GMT 2025","passed","Sun Jun 08 21:05:24 GMT 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","145","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Sun Jun 08 21:04:04 GMT 2025","passed","Sun Jun 08 21:04:05 GMT 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","78","Fetch user by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:05:18 GMT 2025","passed","Sun Jun 08 21:05:18 GMT 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"","1134","reset password","QA|Nova Bank - Infopool","Sun Jun 08 21:03:35 GMT 2025","passed","Sun Jun 08 21:03:37 GMT 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","78","Delete organization details by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:05:22 GMT 2025","passed","Sun Jun 08 21:05:22 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","78","Create  organization - without parent id","QA|Nova Bank - Infopool","Sun Jun 08 21:05:20 GMT 2025","passed","Sun Jun 08 21:05:20 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","259","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Sun Jun 08 21:04:04 GMT 2025","passed","Sun Jun 08 21:04:04 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","335","verify OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:03:38 GMT 2025","passed","Sun Jun 08 21:03:38 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","432","audit-search","QA|Nova Bank - Infopool","Sun Jun 08 21:03:52 GMT 2025","passed","Sun Jun 08 21:03:52 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"","169","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:03:56 GMT 2025","passed","Sun Jun 08 21:03:56 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","78","ID does not exist - Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 21:05:18 GMT 2025","passed","Sun Jun 08 21:05:18 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","78","Get single definition","QA|Nova Bank - Infopool","Sun Jun 08 21:05:18 GMT 2025","passed","Sun Jun 08 21:05:18 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","76","Update role status - role does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:05:23 GMT 2025","passed","Sun Jun 08 21:05:24 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","81","No Auth - Update definition","QA|Nova Bank - Infopool","Sun Jun 08 21:05:18 GMT 2025","passed","Sun Jun 08 21:05:18 GMT 2025","v1 > Static Definitions > Update definition","Bank Admin","",""
"Get a paginated list of reports with optional filtering","261","Get Reports","QA|Nova Bank - Infopool","Sun Jun 08 21:05:31 GMT 2025","passed","Sun Jun 08 21:05:31 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","77","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Sun Jun 08 21:05:22 GMT 2025","passed","Sun Jun 08 21:05:22 GMT 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","104","Invalid Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:03:37 GMT 2025","passed","Sun Jun 08 21:03:38 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","78","Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 21:05:18 GMT 2025","passed","Sun Jun 08 21:05:18 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","145","Send user invitation token - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:03:53 GMT 2025","passed","Sun Jun 08 21:03:53 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","129","Get Report Data - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:05:39 GMT 2025","passed","Sun Jun 08 21:05:39 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","77","Get permission by ID - successful","QA|Nova Bank - Infopool","Sun Jun 08 21:05:24 GMT 2025","passed","Sun Jun 08 21:05:24 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","155","Invalid ID - Update Customer Comment","QA|Nova Bank - Infopool","Sun Jun 08 21:04:05 GMT 2025","failed","Sun Jun 08 21:04:05 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","78","Delete organization details by ID -Invalid Id","QA|Nova Bank - Infopool","Sun Jun 08 21:05:22 GMT 2025","passed","Sun Jun 08 21:05:22 GMT 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","78","Add user to an organization -user ID does not exist","QA|Nova Bank - Infopool","Sun Jun 08 21:05:23 GMT 2025","passed","Sun Jun 08 21:05:23 GMT 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","87","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:03:38 GMT 2025","passed","Sun Jun 08 21:03:38 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","76","category by id","QA|Nova Bank - Infopool","Sun Jun 08 21:05:24 GMT 2025","passed","Sun Jun 08 21:05:25 GMT 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"","83","Fetch Customers Accounts","QA|Nova Bank - Infopool","Sun Jun 08 21:05:17 GMT 2025","passed","Sun Jun 08 21:05:17 GMT 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"Update an existing report","255","Update Report - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:05:35 GMT 2025","passed","Sun Jun 08 21:05:36 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","76","Fetch all users","QA|Nova Bank - Infopool","Sun Jun 08 21:05:19 GMT 2025","passed","Sun Jun 08 21:05:19 GMT 2025","v1 > Users > Fetch users","Bank Admin","",""
"","154","No Auth - Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Sun Jun 08 21:04:08 GMT 2025","passed","Sun Jun 08 21:04:08 GMT 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","75","Get permission by ID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:05:24 GMT 2025","passed","Sun Jun 08 21:05:24 GMT 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","554","Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:03:53 GMT 2025","failed","Sun Jun 08 21:03:54 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","216","resend_invitation_toUser","QA|Nova Bank - Infopool","Sun Jun 08 21:03:52 GMT 2025","passed","Sun Jun 08 21:03:53 GMT 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","77","No auth - update role","QA|Nova Bank - Infopool","Sun Jun 08 21:05:20 GMT 2025","passed","Sun Jun 08 21:05:20 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"","150","Invalid authentication - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:03:53 GMT 2025","passed","Sun Jun 08 21:03:53 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","166","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Sun Jun 08 21:05:46 GMT 2025","passed","Sun Jun 08 21:05:46 GMT 2025","","corporate Adjustment","",""
"","265","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Sun Jun 08 21:03:51 GMT 2025","passed","Sun Jun 08 21:03:51 GMT 2025","v1 > Audit trail > Event","Bank User","",""
"","78","Get roles - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:05:23 GMT 2025","passed","Sun Jun 08 21:05:23 GMT 2025","v1 > Roles > Get roles","Bank Admin","",""
"","143","No Auth - Update Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:03:59 GMT 2025","failed","Sun Jun 08 21:03:59 GMT 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"Update an existing report","336","Update Report","QA|Nova Bank - Infopool","Sun Jun 08 21:05:35 GMT 2025","passed","Sun Jun 08 21:05:35 GMT 2025","v1 > Report > Update Report","Bank Admin","",""
"","167","Get Report Data - Invalid id","QA|Nova Bank - Infopool","Sun Jun 08 21:05:39 GMT 2025","passed","Sun Jun 08 21:05:39 GMT 2025","v1 > Report > Get Report Data","Bank Admin","",""
"Get a paginated list of reports with optional filtering","261","Get Reports - filter by invalid category Id","QA|Nova Bank - Infopool","Sun Jun 08 21:05:32 GMT 2025","passed","Sun Jun 08 21:05:32 GMT 2025","v1 > Report > Get Report","Bank Admin","",""
"","142","Get profile - user not logged in","QA|Nova Bank - Infopool","Sun Jun 08 21:03:42 GMT 2025","passed","Sun Jun 08 21:03:42 GMT 2025","v1 > Profile > Get profile","Bank User","",""
"","6310","Invalid email format","QA|Nova Bank - Infopool","Sun Jun 08 21:03:28 GMT 2025","passed","Sun Jun 08 21:03:34 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"Get a specific report by ID","140","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:05:34 GMT 2025","passed","Sun Jun 08 21:05:34 GMT 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","76","No auth - Update role status","QA|Nova Bank - Infopool","Sun Jun 08 21:05:24 GMT 2025","passed","Sun Jun 08 21:05:24 GMT 2025","v1 > Roles > Update role","Bank Admin","",""
"","221","Search Customers","QA|Nova Bank - Infopool","Sun Jun 08 21:04:05 GMT 2025","passed","Sun Jun 08 21:04:05 GMT 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"","77","Create organization - empty mis code","QA|Nova Bank - Infopool","Sun Jun 08 21:05:21 GMT 2025","passed","Sun Jun 08 21:05:21 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","78","get all category","QA|Nova Bank - Infopool","Sun Jun 08 21:05:24 GMT 2025","passed","Sun Jun 08 21:05:24 GMT 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","77","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Sun Jun 08 21:05:22 GMT 2025","passed","Sun Jun 08 21:05:22 GMT 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"Create a new report","141","Create Report - Empty category","QA|Nova Bank - Infopool","Sun Jun 08 21:05:35 GMT 2025","failed","Sun Jun 08 21:05:35 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","80","Fetch Customer By ID no Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:04:06 GMT 2025","passed","Sun Jun 08 21:04:07 GMT 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","150","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:04:04 GMT 2025","failed","Sun Jun 08 21:04:04 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","163","Update profile - Invalid file size","QA|Nova Bank - Infopool","Sun Jun 08 21:03:50 GMT 2025","passed","Sun Jun 08 21:03:50 GMT 2025","v1 > Profile > update profile image","Bank User","",""
"","83","Create  organization","QA|Nova Bank - Infopool","Sun Jun 08 21:05:20 GMT 2025","passed","Sun Jun 08 21:05:20 GMT 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","147","Invalid email format - Forgot password","QA|Nova Bank - Infopool","Sun Jun 08 21:03:35 GMT 2025","passed","Sun Jun 08 21:03:35 GMT 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","158","Update profile - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:03:46 GMT 2025","passed","Sun Jun 08 21:03:46 GMT 2025","v1 > Profile > Update profile","Bank User","",""
"","80","Update organization details by ID - empty name","QA|Nova Bank - Infopool","Sun Jun 08 21:05:22 GMT 2025","passed","Sun Jun 08 21:05:22 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","3196","Add attachment to issue","QA|Nova Bank - Infopool","Sun Jun 08 21:04:00 GMT 2025","failed","Sun Jun 08 21:04:03 GMT 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"Create a new report","125","Create Report - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:05:34 GMT 2025","passed","Sun Jun 08 21:05:35 GMT 2025","v1 > Report > Create Report","Bank Admin","",""
"","140","No user credentials","QA|Nova Bank - Infopool","Sun Jun 08 21:03:34 GMT 2025","passed","Sun Jun 08 21:03:35 GMT 2025","v1 > Auth > Session > Login","Bank User","",""
"Get a paginated list of reports with optional filtering","649","Get Report Objects - Question","QA|Nova Bank - Infopool","Sun Jun 08 21:05:32 GMT 2025","passed","Sun Jun 08 21:05:33 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","222","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:03:38 GMT 2025","failed","Sun Jun 08 21:03:38 GMT 2025","v1 > Auth > MFA > Verify","Bank User","",""
"","140","Update Customer Comment Copy","QA|Nova Bank - Infopool","Sun Jun 08 21:04:05 GMT 2025","failed","Sun Jun 08 21:04:05 GMT 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","234","Empty issue - Create a New Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:03:54 GMT 2025","passed","Sun Jun 08 21:03:54 GMT 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","77","Create roles - No auth","QA|Nova Bank - Infopool","Sun Jun 08 21:05:23 GMT 2025","passed","Sun Jun 08 21:05:23 GMT 2025","v1 > Roles > Create role","Bank Admin","",""
"","3225","No Auth - Get Issue by ID","QA|Nova Bank - Infopool","Sun Jun 08 21:03:56 GMT 2025","passed","Sun Jun 08 21:03:59 GMT 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","199","create_comment","QA|Nova Bank - Infopool","Sun Jun 08 21:04:04 GMT 2025","passed","Sun Jun 08 21:04:04 GMT 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"","155","No Auth - Change password","QA|Nova Bank - Infopool","Sun Jun 08 21:03:40 GMT 2025","passed","Sun Jun 08 21:03:40 GMT 2025","v1 > Profile > Password","Bank User","",""
"","92","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Sun Jun 08 21:04:11 GMT 2025","passed","Sun Jun 08 21:04:11 GMT 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","157","Delete Attachment from Issue","QA|Nova Bank - Infopool","Sun Jun 08 21:04:03 GMT 2025","failed","Sun Jun 08 21:04:03 GMT 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","6231","Logout session - no session","QA|Nova Bank - Infopool","Sun Jun 08 21:05:25 GMT 2025","passed","Sun Jun 08 21:05:31 GMT 2025","v1 > Logout","Bank Admin","",""
"","77","No Auth - Get all definitions","QA|Nova Bank - Infopool","Sun Jun 08 21:05:18 GMT 2025","passed","Sun Jun 08 21:05:18 GMT 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"","141","Empty authentication type - Send user invitation token","QA|Nova Bank - Infopool","Sun Jun 08 21:03:53 GMT 2025","passed","Sun Jun 08 21:03:53 GMT 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","79","Role does not exist - update role","QA|Nova Bank - Infopool","Sun Jun 08 21:05:20 GMT 2025","passed","Sun Jun 08 21:05:20 GMT 2025","v1 > Users > Role > Update role","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","155","Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Sun Jun 08 21:03:38 GMT 2025","passed","Sun Jun 08 21:03:38 GMT 2025","v1 > Auth > MFA > Request","Bank User","",""
"","77","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Sun Jun 08 21:05:21 GMT 2025","passed","Sun Jun 08 21:05:21 GMT 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","78","Update user - no auth","QA|Nova Bank - Infopool","Sun Jun 08 21:05:19 GMT 2025","passed","Sun Jun 08 21:05:19 GMT 2025","v1 > Users > Update user","Bank Admin","",""
"","407","audit trail","QA|Nova Bank - Infopool","Sun Jun 08 21:03:51 GMT 2025","passed","Sun Jun 08 21:03:52 GMT 2025","v1 > Audit trail > Audit trail","Bank User","",""
"Get a paginated list of reports with optional filtering","79","Get Report Objects - No Auth","QA|Nova Bank - Infopool","Sun Jun 08 21:05:33 GMT 2025","passed","Sun Jun 08 21:05:33 GMT 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","76","managers","QA|Nova Bank - Infopool","Sun Jun 08 21:05:23 GMT 2025","passed","Sun Jun 08 21:05:23 GMT 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
