"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","129","No email - Forgot Password","QA|Nova Bank - Infopool","Fri Nov 21 18:55:50 UTC 2025","broken","Fri Nov 21 18:55:50 UTC 2025","v1 > Auth > Forgot password > Initiate forget password","Bank User","",""
"","130","Fetch organizations by ID - successful","QA|Nova Bank - Infopool","Fri Nov 21 18:56:09 UTC 2025","broken","Fri Nov 21 18:56:09 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","123","No auth - Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Nov 21 18:55:59 UTC 2025","broken","Fri Nov 21 18:55:59 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","142","No Auth - Get profile roles - successful","QA|Nova Bank - Infopool","Fri Nov 21 18:55:52 UTC 2025","broken","Fri Nov 21 18:55:52 UTC 2025","v1 > Profile > Roles","Bank User","",""
"Create a new report","126","Create Report - Empty category","QA|Nova Bank - Infopool","Fri Nov 21 18:56:17 UTC 2025","broken","Fri Nov 21 18:56:18 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","128","Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Nov 21 18:56:11 UTC 2025","broken","Fri Nov 21 18:56:11 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","125","No auth - Fetch all users in an organization","QA|Nova Bank - Infopool","Fri Nov 21 18:56:11 UTC 2025","broken","Fri Nov 21 18:56:11 UTC 2025","v1 > Organizations > Users > Fetch users in an organization","Bank Admin","",""
"","131","Delete organization details by ID - successful","QA|Nova Bank - Infopool","Fri Nov 21 18:56:10 UTC 2025","broken","Fri Nov 21 18:56:10 UTC 2025","v1 > Organizations > Delete organization","Bank Admin","",""
"","139","Update profile - invalid phone number","QA|Nova Bank - Infopool","Fri Nov 21 18:55:54 UTC 2025","broken","Fri Nov 21 18:55:54 UTC 2025","v1 > Profile > Update profile","Bank User","",""
"","134","Invalid ID - Add Comment to Customer","QA|Nova Bank - Infopool","Fri Nov 21 18:55:59 UTC 2025","broken","Fri Nov 21 18:55:59 UTC 2025","v1 > Customer 360 > Comments > add comment to customer","Bank User","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","152","Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Nov 21 18:55:51 UTC 2025","broken","Fri Nov 21 18:55:51 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","126","Update Customer Comment","QA|Nova Bank - Infopool","Fri Nov 21 18:56:00 UTC 2025","broken","Fri Nov 21 18:56:00 UTC 2025","v1 > Customer 360 > Comments > update comment to customer","Bank User","",""
"","128","No Auth - Fetch Customers Channels","QA|Nova Bank - Infopool","Fri Nov 21 18:56:03 UTC 2025","broken","Fri Nov 21 18:56:03 UTC 2025","v1 > Customer 360 > Fetch customer channel","Bank User","",""
"Get a paginated list of reports with optional filtering","130","Get Reports","QA|Nova Bank - Infopool","Fri Nov 21 18:56:15 UTC 2025","broken","Fri Nov 21 18:56:15 UTC 2025","v1 > Report > Get Report","Bank Admin","",""
"","129","Empty priority - Create a New Issue","QA|Nova Bank - Infopool","Fri Nov 21 18:55:57 UTC 2025","broken","Fri Nov 21 18:55:57 UTC 2025","v1 > Customer 360 > Issues > create a new issue","Bank User","",""
"","135","Get role by ID - no auth","QA|Nova Bank - Infopool","Fri Nov 21 18:56:14 UTC 2025","broken","Fri Nov 21 18:56:14 UTC 2025","v1 > Roles > Get role by ID","Bank Admin","",""
"","126","Empty password - Send user invitation token","QA|Nova Bank - Infopool","Fri Nov 21 18:55:56 UTC 2025","broken","Fri Nov 21 18:55:56 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","134","Export Report Data","QA|Nova Bank - Infopool","Fri Nov 21 18:56:19 UTC 2025","broken","Fri Nov 21 18:56:19 UTC 2025","v1 > Report > Export Report Data","Bank Admin","",""
"","135","No Auth - Change password","QA|Nova Bank - Infopool","Fri Nov 21 18:55:52 UTC 2025","broken","Fri Nov 21 18:55:52 UTC 2025","v1 > Profile > Password","Bank User","",""
"","143","Get profile - No Auth","QA|Nova Bank - Infopool","Fri Nov 21 18:55:53 UTC 2025","broken","Fri Nov 21 18:55:53 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","133","Get profile - user not logged in","QA|Nova Bank - Infopool","Fri Nov 21 18:55:53 UTC 2025","broken","Fri Nov 21 18:55:53 UTC 2025","v1 > Profile > Get profile","Bank User","",""
"","132","Update profile - Invalid file size","QA|Nova Bank - Infopool","Fri Nov 21 18:55:54 UTC 2025","broken","Fri Nov 21 18:55:54 UTC 2025","v1 > Profile > update profile image","Bank User","",""
"","126","Create roles - empty name field","QA|Nova Bank - Infopool","Fri Nov 21 18:56:13 UTC 2025","broken","Fri Nov 21 18:56:13 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","126","Add user to an organization - successful","QA|Nova Bank - Infopool","Fri Nov 21 18:56:11 UTC 2025","broken","Fri Nov 21 18:56:11 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","121","No auth - category by id","QA|Nova Bank - Infopool","Fri Nov 21 18:56:15 UTC 2025","broken","Fri Nov 21 18:56:15 UTC 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Create a new report","135","Create Report","QA|Nova Bank - Infopool","Fri Nov 21 18:56:17 UTC 2025","broken","Fri Nov 21 18:56:17 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","131","Create organization - operations manager ID does not exist","QA|Nova Bank - Infopool","Fri Nov 21 18:56:08 UTC 2025","broken","Fri Nov 21 18:56:08 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","142","Fetch Customer's Financial Summary","QA|Nova Bank - Infopool","Fri Nov 21 18:56:02 UTC 2025","broken","Fri Nov 21 18:56:02 UTC 2025","v1 > Customer 360 > Fetch customer's financial summary","Bank User","",""
"","132","Empty current password - Change password","QA|Nova Bank - Infopool","Fri Nov 21 18:55:53 UTC 2025","broken","Fri Nov 21 18:55:53 UTC 2025","v1 > Profile > Password","Bank User","",""
"","132","Delete Attachment from Issue","QA|Nova Bank - Infopool","Fri Nov 21 18:55:59 UTC 2025","broken","Fri Nov 21 18:55:59 UTC 2025","v1 > Customer 360 > Issues > delete attachment to an issue","Bank User","",""
"","148","successfully create corporate_adjustment","QA|Nova Bank - Infopool","Fri Nov 21 18:56:19 UTC 2025","broken","Fri Nov 21 18:56:20 UTC 2025","","corporate Adjustment","",""
"","127","Get all permissions","QA|Nova Bank - Infopool","Fri Nov 21 18:56:14 UTC 2025","broken","Fri Nov 21 18:56:14 UTC 2025","v1 > Permissions > Get permissions","Bank Admin","",""
"","123","resend_invitation_toUser","QA|Nova Bank - Infopool","Fri Nov 21 18:55:55 UTC 2025","broken","Fri Nov 21 18:55:56 UTC 2025","v1 > Onboarding > Validate invitation","Bank User","",""
"","123","Add Comment to Issue","QA|Nova Bank - Infopool","Fri Nov 21 18:55:58 UTC 2025","broken","Fri Nov 21 18:55:58 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","124","Get roles - successful","QA|Nova Bank - Infopool","Fri Nov 21 18:56:12 UTC 2025","broken","Fri Nov 21 18:56:12 UTC 2025","v1 > Roles > Get roles","Bank Admin","",""
"","131","Fetch organizations by ID - No Auth","QA|Nova Bank - Infopool","Fri Nov 21 18:56:09 UTC 2025","broken","Fri Nov 21 18:56:09 UTC 2025","v1 > Organizations > Fetch organiation by ID","Bank Admin","",""
"","149","No Auth - Get all Issues","QA|Nova Bank - Infopool","Fri Nov 21 18:55:57 UTC 2025","broken","Fri Nov 21 18:55:57 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","127","No auth - Generator Customers Transactions Statement - PDF","QA|Nova Bank - Infopool","Fri Nov 21 18:56:03 UTC 2025","broken","Fri Nov 21 18:56:03 UTC 2025","v1 > Customer 360 > Generate customers transaction statement","Bank User","",""
"","130","Send user invitation token - successful","QA|Nova Bank - Infopool","Fri Nov 21 18:55:56 UTC 2025","broken","Fri Nov 21 18:55:56 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","127","No Auth - Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Nov 21 18:56:00 UTC 2025","broken","Fri Nov 21 18:56:00 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"","313","Invalid credentials","QA|Nova Bank - Infopool","Fri Nov 21 18:55:49 UTC 2025","broken","Fri Nov 21 18:55:49 UTC 2025","v1 > Auth > Session > Login","Bank User","",""
"","134","No Auth - Update Issue","QA|Nova Bank - Infopool","Fri Nov 21 18:55:58 UTC 2025","broken","Fri Nov 21 18:55:58 UTC 2025","v1 > Customer 360 > Issues > update issue","Bank User","",""
"","128","No auth - managers","QA|Nova Bank - Infopool","Fri Nov 21 18:56:12 UTC 2025","broken","Fri Nov 21 18:56:12 UTC 2025","v1 > Organizations > Managers > Fetch managers of an organization","Bank Admin","",""
"","125","Invalid name - Search Customers","QA|Nova Bank - Infopool","Fri Nov 21 18:56:01 UTC 2025","broken","Fri Nov 21 18:56:01 UTC 2025","v1 > Customer 360 > Search for a customer > search by name","Bank User","",""
"Verify TOTP or OTP. For OTP, you need to provide either `email` or `phone` as the recipient if you are not logged in.
    Make sure the operation matches the one used to generate the OTP.

    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE
    ","130","Invalid OTP - Verify MFA code, MFA backup code, Email or SMS OTP","QA|Nova Bank - Infopool","Fri Nov 21 18:55:51 UTC 2025","broken","Fri Nov 21 18:55:52 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"Delete a report (soft delete)","148","Delete Report","QA|Nova Bank - Infopool","Fri Nov 21 18:56:18 UTC 2025","broken","Fri Nov 21 18:56:18 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"","132","Change password - successful","QA|Nova Bank - Infopool","Fri Nov 21 18:55:52 UTC 2025","broken","Fri Nov 21 18:55:52 UTC 2025","v1 > Profile > Password","Bank User","",""
"","150","Fetch Customer Comments","QA|Nova Bank - Infopool","Fri Nov 21 18:56:00 UTC 2025","broken","Fri Nov 21 18:56:00 UTC 2025","v1 > Customer 360 > Comments > fetch customer comment","Bank User","",""
"Get a paginated list of reports with optional filtering","131","Get Report Objects - Question","QA|Nova Bank - Infopool","Fri Nov 21 18:56:16 UTC 2025","broken","Fri Nov 21 18:56:16 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"","134","Fetch Customer By ID - invalid id","QA|Nova Bank - Infopool","Fri Nov 21 18:56:02 UTC 2025","broken","Fri Nov 21 18:56:02 UTC 2025","v1 > Customer 360 > Fetch customer by ID","Bank User","",""
"","129","Get events - end date earlier than start date","QA|Nova Bank - Infopool","Fri Nov 21 18:55:55 UTC 2025","broken","Fri Nov 21 18:55:55 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"Get a specific report by ID","123","Get Report by UUID - Invalid uuid","QA|Nova Bank - Infopool","Fri Nov 21 18:56:17 UTC 2025","broken","Fri Nov 21 18:56:17 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","150","No auth - Update role status","QA|Nova Bank - Infopool","Fri Nov 21 18:56:13 UTC 2025","broken","Fri Nov 21 18:56:13 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"","149","Update role status - role does not exist","QA|Nova Bank - Infopool","Fri Nov 21 18:56:13 UTC 2025","broken","Fri Nov 21 18:56:13 UTC 2025","v1 > Roles > Update role","Bank Admin","",""
"","126","Invalid ID -Get Issue by ID","QA|Nova Bank - Infopool","Fri Nov 21 18:55:58 UTC 2025","broken","Fri Nov 21 18:55:58 UTC 2025","v1 > Customer 360 > Issues > get issue by Id","Bank User","",""
"","148","Add user to an organization - no auth","QA|Nova Bank - Infopool","Fri Nov 21 18:56:11 UTC 2025","broken","Fri Nov 21 18:56:11 UTC 2025","v1 > Organizations > Users > Add users to an organization","Bank Admin","",""
"","123","Fetch Customers Accounts","QA|Nova Bank - Infopool","Fri Nov 21 18:56:03 UTC 2025","broken","Fri Nov 21 18:56:03 UTC 2025","v1 > Customer 360 > Fetch customer accounts","Bank User","",""
"","133","Create organization - name already exists","QA|Nova Bank - Infopool","Fri Nov 21 18:56:07 UTC 2025","broken","Fri Nov 21 18:56:07 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","131","Empty Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Nov 21 18:55:51 UTC 2025","broken","Fri Nov 21 18:55:51 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","138","Create roles - No auth","QA|Nova Bank - Infopool","Fri Nov 21 18:56:13 UTC 2025","broken","Fri Nov 21 18:56:13 UTC 2025","v1 > Roles > Create role","Bank Admin","",""
"","130","Update organization details by ID - name already exists","QA|Nova Bank - Infopool","Fri Nov 21 18:56:09 UTC 2025","broken","Fri Nov 21 18:56:10 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","138","Health","QA|Nova Bank - Infopool","Fri Nov 21 18:56:03 UTC 2025","broken","Fri Nov 21 18:56:04 UTC 2025","v1 > Health","Bank Admin","",""
"","124","Create organization - no country ID","QA|Nova Bank - Infopool","Fri Nov 21 18:56:08 UTC 2025","broken","Fri Nov 21 18:56:08 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","122","No Auth - Search Customers","QA|Nova Bank - Infopool","Fri Nov 21 18:56:01 UTC 2025","broken","Fri Nov 21 18:56:01 UTC 2025","v1 > Customer 360 > Search for a customer > search by phone number","Bank User","",""
"","128","category by id","QA|Nova Bank - Infopool","Fri Nov 21 18:56:15 UTC 2025","broken","Fri Nov 21 18:56:15 UTC 2025","v1 > Notifications > Category > Fetch category by d","Bank Admin","",""
"Create a new report","125","Create Report - No auth","QA|Nova Bank - Infopool","Fri Nov 21 18:56:17 UTC 2025","broken","Fri Nov 21 18:56:17 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
"","129","Get events - invalid start date","QA|Nova Bank - Infopool","Fri Nov 21 18:55:55 UTC 2025","broken","Fri Nov 21 18:55:55 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","125","Update user - invalid action","QA|Nova Bank - Infopool","Fri Nov 21 18:56:06 UTC 2025","broken","Fri Nov 21 18:56:06 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","124","Get events - invalid end date","QA|Nova Bank - Infopool","Fri Nov 21 18:55:55 UTC 2025","broken","Fri Nov 21 18:55:55 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","132","Invalid ID - Get single definition","QA|Nova Bank - Infopool","Fri Nov 21 18:56:04 UTC 2025","broken","Fri Nov 21 18:56:04 UTC 2025","v1 > Static Definitions > Retrieve definition by ID","Bank Admin","",""
"Update an existing report","128","Update Report","QA|Nova Bank - Infopool","Fri Nov 21 18:56:18 UTC 2025","broken","Fri Nov 21 18:56:18 UTC 2025","v1 > Report > Update Report","Bank Admin","",""
"Get a specific report by ID","145","Get Report by ID - Invalid id","QA|Nova Bank - Infopool","Fri Nov 21 18:56:17 UTC 2025","broken","Fri Nov 21 18:56:17 UTC 2025","v1 > Report > Get Report by Id","Bank Admin","",""
"","123","Update organization details by ID - organisation type id","QA|Nova Bank - Infopool","Fri Nov 21 18:56:10 UTC 2025","broken","Fri Nov 21 18:56:10 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"","157","Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Nov 21 18:56:02 UTC 2025","broken","Fri Nov 21 18:56:02 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","126","reset password","QA|Nova Bank - Infopool","Fri Nov 21 18:55:50 UTC 2025","broken","Fri Nov 21 18:55:51 UTC 2025","v1 > Auth > Forgot password > Reset password","Bank User","",""
"","152","Get events - no auth","QA|Nova Bank - Infopool","Fri Nov 21 18:55:54 UTC 2025","broken","Fri Nov 21 18:55:55 UTC 2025","v1 > Audit trail > Event","Bank User","",""
"","148","verify OTP","QA|Nova Bank - Infopool","Fri Nov 21 18:55:52 UTC 2025","broken","Fri Nov 21 18:55:52 UTC 2025","v1 > Auth > MFA > Verify","Bank User","",""
"Update an existing report","132","Update Report - Invalid id","QA|Nova Bank - Infopool","Fri Nov 21 18:56:18 UTC 2025","broken","Fri Nov 21 18:56:18 UTC 2025","v1 > Report > Update Report","Bank Admin","",""
"","151","verifyOTP","QA|Nova Bank - Infopool","Fri Nov 21 18:55:50 UTC 2025","broken","Fri Nov 21 18:55:50 UTC 2025","v1 > Auth > Session > verify OTP","Bank User","",""
"","122","Create organization - no name","QA|Nova Bank - Infopool","Fri Nov 21 18:56:07 UTC 2025","broken","Fri Nov 21 18:56:07 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","147","No Auth - Fetch Customers Transactions","QA|Nova Bank - Infopool","Fri Nov 21 18:56:02 UTC 2025","broken","Fri Nov 21 18:56:02 UTC 2025","v1 > Customer 360 > Fetch customers transaction","Bank User","",""
"","166","get all category","QA|Nova Bank - Infopool","Fri Nov 21 18:56:14 UTC 2025","broken","Fri Nov 21 18:56:15 UTC 2025","v1 > Notifications > Category > Fetch all category","Bank Admin","",""
"","146","Get all Issues","QA|Nova Bank - Infopool","Fri Nov 21 18:55:57 UTC 2025","broken","Fri Nov 21 18:55:57 UTC 2025","v1 > Customer 360 > Issues > get all issues","Bank User","",""
"","132","No Auth - Add attachment to issue","QA|Nova Bank - Infopool","Fri Nov 21 18:55:59 UTC 2025","broken","Fri Nov 21 18:55:59 UTC 2025","v1 > Customer 360 > Issues > add attachment to issue","Bank User","",""
"","126","successful dashboard embed","QA|Nova Bank - Infopool","Fri Nov 21 18:56:03 UTC 2025","broken","Fri Nov 21 18:56:03 UTC 2025","embed dashboard","Bank User","",""
"Delete a report (soft delete)","123","Delete Report - Invalid id","QA|Nova Bank - Infopool","Fri Nov 21 18:56:18 UTC 2025","broken","Fri Nov 21 18:56:18 UTC 2025","v1 > Report > Delete Report","Bank Admin","",""
"Get a specific report by ID","127","Get Report by UUID - No auth","QA|Nova Bank - Infopool","Fri Nov 21 18:56:17 UTC 2025","broken","Fri Nov 21 18:56:17 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","147","Fetch user by ID - ID does not exist","QA|Nova Bank - Infopool","Fri Nov 21 18:56:05 UTC 2025","broken","Fri Nov 21 18:56:05 UTC 2025","v1 > Users > Fetch user by ID","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","124","Invalid Auth - Empty Channel - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Nov 21 18:55:51 UTC 2025","broken","Fri Nov 21 18:55:51 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","144","No Auth - Delete Customer Comment","QA|Nova Bank - Infopool","Fri Nov 21 18:56:00 UTC 2025","broken","Fri Nov 21 18:56:01 UTC 2025","v1 > Customer 360 > Comments > delete customer comment","Bank User","",""
"","142","Get permission by ID - No auth","QA|Nova Bank - Infopool","Fri Nov 21 18:56:14 UTC 2025","broken","Fri Nov 21 18:56:14 UTC 2025","v1 > Permissions > Get permission by ID","Bank Admin","",""
"","124","Empty last name - Send user invitation token","QA|Nova Bank - Infopool","Fri Nov 21 18:55:56 UTC 2025","broken","Fri Nov 21 18:55:56 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","126","Update organization details by ID - No auth","QA|Nova Bank - Infopool","Fri Nov 21 18:56:09 UTC 2025","broken","Fri Nov 21 18:56:09 UTC 2025","v1 > Organizations > Update organization","Bank Admin","",""
"Get a specific report by ID","127","Get Report by UUID","QA|Nova Bank - Infopool","Fri Nov 21 18:56:17 UTC 2025","broken","Fri Nov 21 18:56:17 UTC 2025","v1 > Report > Get Report by UUID","Bank Admin","",""
"","132","duplicate corporate Adjustment","QA|Nova Bank - Infopool","Fri Nov 21 18:56:19 UTC 2025","broken","Fri Nov 21 18:56:19 UTC 2025","","corporate Adjustment","",""
"","127","Update user - no auth","QA|Nova Bank - Infopool","Fri Nov 21 18:56:06 UTC 2025","broken","Fri Nov 21 18:56:06 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","128","No Auth - Add Comment to Issue","QA|Nova Bank - Infopool","Fri Nov 21 18:55:58 UTC 2025","broken","Fri Nov 21 18:55:59 UTC 2025","v1 > Customer 360 > Issues > add comment to an issue","Bank User","",""
"","150","Get Report Data - Dashboard","QA|Nova Bank - Infopool","Fri Nov 21 18:56:18 UTC 2025","broken","Fri Nov 21 18:56:19 UTC 2025","v1 > Report > Get Report Data","Bank Admin","",""
"","127","Update user - successful","QA|Nova Bank - Infopool","Fri Nov 21 18:56:05 UTC 2025","broken","Fri Nov 21 18:56:06 UTC 2025","v1 > Users > Update user","Bank Admin","",""
"","130","Create  organization","QA|Nova Bank - Infopool","Fri Nov 21 18:56:07 UTC 2025","broken","Fri Nov 21 18:56:07 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","122","Get roles - No Auth","QA|Nova Bank - Infopool","Fri Nov 21 18:56:12 UTC 2025","broken","Fri Nov 21 18:56:12 UTC 2025","v1 > Roles > Get roles","Bank Admin","",""
"Get Email or SMS OTP. For OTP, you need to provide either `email` or `phone` if you are not logged in.
    `operation` can be one of: 
- LOGIN
- FORGOT_PASSWORD
- CREATE_ROLE
- UPDATE_ROLE
- DELETE_ROLE","171","Invalid Operation - Get Email or SMS OTP","QA|Nova Bank - Infopool","Fri Nov 21 18:55:51 UTC 2025","broken","Fri Nov 21 18:55:51 UTC 2025","v1 > Auth > MFA > Request","Bank User","",""
"","131","Create  organization - without parent id","QA|Nova Bank - Infopool","Fri Nov 21 18:56:07 UTC 2025","broken","Fri Nov 21 18:56:07 UTC 2025","v1 > Organizations > Create organization","Bank Admin","",""
"","146","Empty first name - Send user invitation token","QA|Nova Bank - Infopool","Fri Nov 21 18:55:56 UTC 2025","broken","Fri Nov 21 18:55:56 UTC 2025","v1 > Onboarding > Complete profile","Bank User","",""
"","127","No auth - Fetch sub-organizations of a parent organization","QA|Nova Bank - Infopool","Fri Nov 21 18:56:11 UTC 2025","broken","Fri Nov 21 18:56:11 UTC 2025","v1 > Organizations > Sub-organizations > Fetch sub-organizations","Bank Admin","",""
"","134","Get profile roles - successful","QA|Nova Bank - Infopool","Fri Nov 21 18:55:52 UTC 2025","broken","Fri Nov 21 18:55:52 UTC 2025","v1 > Profile > Roles","Bank User","",""
"Get a paginated list of reports with optional filtering","127","Get Report Objects - Dashboard","QA|Nova Bank - Infopool","Fri Nov 21 18:56:16 UTC 2025","broken","Fri Nov 21 18:56:16 UTC 2025","v1 > Report > Get Report Object","Bank Admin","",""
"Create a new report","132","Create Report - Duplicate name","QA|Nova Bank - Infopool","Fri Nov 21 18:56:17 UTC 2025","broken","Fri Nov 21 18:56:17 UTC 2025","v1 > Report > Create Report","Bank Admin","",""
